"Estimated In-Room Response"
"Estimated In-Room Response"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	47.4954
21.9727	51.0807
23.4375	52.2677
24.9023	53.2577
26.3672	54.4063
27.832	55.2302
29.2969	56.6271
30.7617	57.4798
32.2266	58.6381
33.6914	59.9174
35.1563	60.8587
36.6211	62.0079
38.0859	63.1406
39.5508	63.4332
41.0156	64.9172
42.4805	66.8366
43.9453	66.6406
45.4102	66.4631
46.875	67.6129
48.3398	69.3224
51.2695	70.2107
52.7344	71.0268
54.1992	71.928
55.6641	72.9442
58.5938	74.4765
60.0586	75.2412
62.9883	76.7795
64.4531	77.4349
67.3828	78.5053
68.8477	79.0921
71.7773	80.3742
74.707	81.1167
77.6367	81.6273
79.1016	82.0312
82.0313	82.7717
84.9609	82.8808
87.8906	82.8092
90.8203	83.3024
95.2148	82.8128
98.1445	82.9606
101.074	82.8512
105.469	82.6249
108.398	82.5378
112.793	82.5146
117.188	82.187
120.117	82.1909
124.512	82.1024
128.906	81.9013
133.301	82.087
139.16	82.054
143.555	81.8395
147.949	81.9361
153.809	82.001
159.668	82.0904
165.527	82.1975
171.387	82.258
177.246	82.391
183.105	82.394
188.965	82.5619
196.289	82.7602
203.613	82.6403
210.938	82.6134
218.262	82.4187
225.586	82.3242
232.91	82.1469
241.699	81.7845
250.488	81.5942
259.277	81.8449
268.066	81.3205
276.855	81.2672
287.109	81.3012
297.363	81.15
307.617	81.0153
319.336	80.6785
329.59	80.6516
341.309	80.2631
353.027	80.0216
366.211	79.8604
379.395	80.1151
392.578	79.6883
405.762	79.5944
420.41	80.0068
435.059	79.9331
451.172	80.0393
465.82	80.125
483.398	79.8445
499.512	79.4537
517.09	79.4963
536.133	78.9676
555.176	79.4537
574.219	79.8271
594.727	79.6267
615.234	79.9329
637.207	80.238
659.18	80.1751
682.617	80.5531
707.52	80.6461
732.422	81.0256
757.324	81.4378
785.156	80.6672
811.523	80.8318
840.82	82.1059
870.117	82.7562
900.879	82.7763
933.105	82.0472
965.332	81.6474
1,000.49	81.5826
1,035.64	80.753
1,072.27	80.2883
1,108.89	79.7346
1,148.44	80.2888
1,189.45	80.6279
1,230.47	81.242
1,274.41	81.2263
1,319.82	81.2679
1,366.7	81.1067
1,413.57	81.5612
1,463.38	82.259
1,516.11	83.2081
1,568.85	83.5015
1,624.51	83.212
1,681.64	82.0264
1,741.7	81.7497
1,803.22	81.3523
1,866.21	80.3856
1,932.13	79.1541
1,999.51	78.9348
2,069.82	80.3126
2,143.07	81.1036
2,219.24	80.0932
2,296.88	80.0316
2,378.91	80.2752
2,462.4	79.2162
2,548.83	78.9796
2,639.65	79.3951
2,731.93	79.009
2,828.61	78.8012
2,928.22	78.2448
3,030.76	77.0999
3,137.7	75.7295
3,249.02	73.9813
3,363.28	73.1481
3,481.93	75.1727
3,604.98	76.972
3,732.42	77.474
3,864.26	77.8858
4,000.49	77.0953
4,141.11	76.583
4,287.6	75.35
4,438.48	74.0559
4,595.21	71.6712
4,756.35	70.7014
4,924.8	75.6107
5,097.66	79.496
5,277.83	81.2287
5,463.87	81.1445
5,657.23	80.4694
5,856.45	80.0709
6,062.99	79.5816
6,276.86	79.4753
6,498.05	80.5133
6,726.56	81.5467
6,963.87	81.9075
7,209.96	81.0824
7,464.84	78.5107
7,727.05	74.7027
7,999.51	75.1442
8,282.23	72.9139
8,573.73	72.2675
8,876.95	73.3808
9,188.96	75.2513
9,514.16	76.0739
9,849.61	76.2739
10,196.8	76.8943
10,555.7	76.8767
10,927.7	77.8521
11,313	75.6121
11,712.9	76.5827
12,126	73.575
12,553.7	73.5061
12,996.1	71.9206
13,454.6	69.0811
13,929.2	69.0606
14,419.9	70.105
14,928.2	70.4227
15,455.6	74.815
16,000.5	75.3996
16,564.5	71.2283
17,148.9	68.3608
17,752.4	69.822
18,379.4	71.7605
19,026.9	71.8909
19,697.8	70.9147
19,999.5	70.0616
