* Freq[Hz]      Mag   Phase[Deg]
5.00000    117.562     0.000
5.07273    116.432     0.000
5.14651    115.303     0.000
5.22137    114.173     0.000
5.29732    113.044     0.000
5.37437    111.915     0.000
5.45254    110.787     0.000
5.53185    109.659     0.000
5.61231    108.531     0.000
5.69394    107.404     0.000
5.77676    106.277     0.000
5.86079    105.150     0.000
5.94604    104.024     0.000
6.03252    102.898     0.000
6.12027    101.773     0.000
6.20929    100.648     0.000
6.29961     99.524     0.000
6.39124     98.401     0.000
6.48420     97.277     0.000
6.57851     96.155     0.000
6.67420     95.033     0.000
6.77128     93.912     0.000
6.86977     92.792     0.000
6.96969     91.672     0.000
7.07107     90.553     0.000
7.17392     89.435     0.000
7.27827     88.318     0.000
7.38413     87.202     0.000
7.49154     86.087     0.000
7.60050     84.973     0.000
7.71105     83.861     0.000
7.82321     82.749     0.000
7.93701     81.639     0.000
8.05245     80.530     0.000
8.16958     79.422     0.000
8.28841     78.317     0.000
8.40896     77.212     0.000
8.53128     76.110     0.000
8.65537     75.010     0.000
8.78126     73.911     0.000
8.90899     72.814     0.000
9.03857     71.720     0.000
9.17004     70.628     0.000
9.30342     69.539     0.000
9.43874     68.453     0.000
9.57603     67.369     0.000
9.71532     66.288     0.000
9.85663     65.210     0.000
10.0000     64.136     0.000
10.1455     63.066     0.000
10.2930     61.999     0.000
10.4427     60.936     0.000
10.5946     59.878     0.000
10.7487     58.824     0.000
10.9051     57.774     0.000
11.0637     56.730     0.000
11.2246     55.691     0.000
11.3879     54.657     0.000
11.5535     53.630     0.000
11.7216     52.608     0.000
11.8921     51.593     0.000
12.0650     50.585     0.000
12.2405     49.583     0.000
12.4186     48.589     0.000
12.5992     47.603     0.000
12.7825     46.624     0.000
12.9684     45.654     0.000
13.1570     44.692     0.000
13.3484     43.740     0.000
13.5426     42.797     0.000
13.7395     41.863     0.000
13.9394     40.940     0.000
14.1421     40.027     0.000
14.3478     39.126     0.000
14.5565     38.235     0.000
14.7683     37.358     0.000
14.9831     36.493     0.000
15.2010     35.641     0.000
15.4221     34.805     0.000
15.6464     33.984     0.000
15.8740     33.180     0.000
16.1049     32.396     0.000
16.3392     31.632     0.000
16.5768     30.891     0.000
16.8179     30.177     0.000
17.0626     29.493     0.000
17.3107     28.842     0.000
17.5625     28.229     0.000
17.8180     27.659     0.000
18.0771     27.138     0.000
18.3401     26.671     0.000
18.6068     26.584     0.000
18.8775     26.546     0.000
19.1521     26.515     0.000
19.4306     26.461     0.000
19.7133     26.507     0.000
20.0000     26.501     0.000
20.2909     26.567     0.000
20.5860     26.704     0.000
20.8855     26.832     0.000
21.1893     27.084     0.000
21.4975     27.329     0.000
21.8102     27.674     0.000
22.1274     28.074     0.000
22.4492     28.500     0.000
22.7758     28.970     0.000
23.1071     29.426     0.000
23.4432     29.903     0.000
23.7841     30.302     0.000
24.1301     30.726     0.000
24.4811     31.057     0.000
24.8372     31.399     0.000
25.1984     31.643     0.000
25.5649     31.879     0.000
25.9368     32.043     0.000
26.3141     32.198     0.000
26.6968     32.358     0.000
27.0851     32.525     0.000
27.4791     32.840     0.000
27.8788     33.202     0.000
28.2843     33.811     0.000
28.6957     34.518     0.000
29.1131     35.418     0.000
29.5365     36.419     0.000
29.9661     37.495     0.000
30.4020     38.607     0.000
30.8442     39.718     0.000
31.2929     40.794     0.000
31.7480     41.825     0.000
32.2098     42.820     0.000
32.6783     43.728     0.000
33.1536     44.598     0.000
33.6359     45.419     0.000
34.1251     46.176     0.000
34.6215     46.901     0.000
35.1250     47.591     0.000
35.6359     48.235     0.000
36.1543     48.856     0.000
36.6802     49.452     0.000
37.2137     50.013     0.000
37.7550     50.607     0.000
38.3041     51.121     0.000
38.8613     51.498     0.000
39.4265     51.927     0.000
40.0000     52.322     0.000
40.5818     52.689     0.000
41.1721     53.039     0.000
41.7710     53.387     0.000
42.3785     53.769     0.000
42.9949     54.227     0.000
43.6203     54.796     0.000
44.2548     55.501     0.000
44.8985     56.357     0.000
45.5515     57.357     0.000
46.2141     58.474     0.000
46.8863     59.667     0.000
47.5683     60.895     0.000
48.2602     62.118     0.000
48.9621     63.314     0.000
49.6743     64.471     0.000
50.3968     65.579     0.000
51.1299     66.636     0.000
51.8736     67.641     0.000
52.6281     68.593     0.000
53.3936     69.492     0.000
54.1702     70.338     0.000
54.9581     71.129     0.000
55.7575     71.863     0.000
56.5685     72.543     0.000
57.3914     73.169     0.000
58.2261     73.742     0.000
59.0730     74.267     0.000
59.9323     74.749     0.000
60.8040     75.196     0.000
61.6884     75.613     0.000
62.5857     76.046     0.000
63.4960     76.482     0.000
64.4196     76.821     0.000
65.3566     77.233     0.000
66.3073     77.660     0.000
67.2717     78.097     0.000
68.2502     78.538     0.000
69.2429     78.976     0.000
70.2501     79.403     0.000
71.2719     79.809     0.000
72.3086     80.193     0.000
73.3603     80.554     0.000
74.4274     80.894     0.000
75.5099     81.220     0.000
76.6083     81.535     0.000
77.7226     81.844     0.000
78.8531     82.147     0.000
80.0000     82.441     0.000
81.1636     82.723     0.000
82.3442     82.992     0.000
83.5419     83.251     0.000
84.7570     83.504     0.000
85.9899     83.757     0.000
87.2406     84.017     0.000
88.5096     84.302     0.000
89.7970     84.533     0.000
91.1031     84.765     0.000
92.4282     85.006     0.000
93.7726     85.246     0.000
95.1366     85.485     0.000
96.5204     85.720     0.000
97.9243     85.942     0.000
99.3486     86.143     0.000
100.794     86.323     0.000
102.260     86.487     0.000
103.747     86.646     0.000
105.256     86.808     0.000
106.787     86.954     0.000
108.340     87.097     0.000
109.916     87.229     0.000
111.515     87.357     0.000
113.137     87.503     0.000
114.783     87.643     0.000
116.452     87.778     0.000
118.146     87.947     0.000
119.865     88.128     0.000
121.608     88.308     0.000
123.377     88.470     0.000
125.171     88.608     0.000
126.992     88.725     0.000
128.839     88.832     0.000
130.713     88.928     0.000
132.615     89.008     0.000
134.543     89.077     0.000
136.500     89.145     0.000
138.486     89.215     0.000
140.500     89.270     0.000
142.544     89.311     0.000
144.617     89.355     0.000
146.721     89.399     0.000
148.855     89.437     0.000
151.020     89.470     0.000
153.217     89.505     0.000
155.445     89.536     0.000
157.706     89.558     0.000
160.000     89.580     0.000
162.327     89.601     0.000
164.688     89.600     0.000
167.084     89.574     0.000
169.514     89.549     0.000
171.980     89.522     0.000
174.481     89.474     0.000
177.019     89.413     0.000
179.594     89.348     0.000
182.206     89.261     0.000
184.856     89.154     0.000
187.545     89.041     0.000
190.273     88.935     0.000
193.041     88.833     0.000
195.849     88.731     0.000
198.697     88.619     0.000
201.587     88.502     0.000
204.520     88.382     0.000
207.494     88.255     0.000
210.512     88.150     0.000
213.574     88.088     0.000
216.681     88.044     0.000
219.833     88.008     0.000
223.030     88.011     0.000
226.274     88.054     0.000
229.565     88.122     0.000
232.905     88.218     0.000
236.292     88.319     0.000
239.729     88.406     0.000
243.216     88.467     0.000
246.754     88.477     0.000
250.343     88.418     0.000
253.984     88.309     0.000
257.678     88.181     0.000
261.426     88.035     0.000
265.229     87.884     0.000
269.087     87.768     0.000
273.001     87.672     0.000
276.972     87.571     0.000
281.000     87.490     0.000
285.088     87.454     0.000
289.234     87.461     0.000
293.441     87.483     0.000
297.709     87.511     0.000
302.040     87.542     0.000
306.433     87.577     0.000
310.890     87.617     0.000
315.412     87.653     0.000
320.000     87.693     0.000
324.655     87.723     0.000
329.377     87.758     0.000
334.168     87.776     0.000
339.028     87.780     0.000
343.959     87.754     0.000
348.962     87.657     0.000
354.038     87.452     0.000
359.188     87.222     0.000
364.412     87.119     0.000
369.713     87.168     0.000
375.090     87.263     0.000
380.546     87.372     0.000
386.081     87.444     0.000
391.697     87.430     0.000
397.394     87.334     0.000
403.175     87.177     0.000
409.039     87.028     0.000
414.989     86.878     0.000
421.025     86.738     0.000
427.149     86.586     0.000
433.362     86.418     0.000
439.665     86.243     0.000
446.060     86.118     0.000
452.548     86.072     0.000
459.131     86.061     0.000
465.809     86.031     0.000
472.584     85.982     0.000
479.458     85.920     0.000
486.432     85.797     0.000
493.507     85.639     0.000
500.686     85.454     0.000
507.968     85.303     0.000
515.357     85.241     0.000
522.853     85.253     0.000
530.458     85.295     0.000
538.174     85.312     0.000
546.002     85.366     0.000
553.943     85.444     0.000
562.001     85.519     0.000
570.175     85.582     0.000
578.469     85.652     0.000
586.883     85.763     0.000
595.419     85.909     0.000
604.080     86.049     0.000
612.866     86.172     0.000
621.780     86.243     0.000
630.824     86.193     0.000
640.000     86.030     0.000
649.309     85.751     0.000
658.753     85.494     0.000
668.335     85.286     0.000
678.056     85.118     0.000
687.919     85.078     0.000
697.925     85.089     0.000
708.077     85.051     0.000
718.376     84.875     0.000
728.825     84.580     0.000
739.426     84.277     0.000
750.181     84.026     0.000
761.093     83.867     0.000
772.163     83.979     0.000
783.394     84.364     0.000
794.789     84.675     0.000
806.349     84.798     0.000
818.078     84.814     0.000
829.977     84.806     0.000
842.050     84.730     0.000
854.298     84.587     0.000
866.724     84.398     0.000
879.330     84.230     0.000
892.120     84.203     0.000
905.097     84.289     0.000
918.262     84.310     0.000
931.618     84.167     0.000
945.169     83.891     0.000
958.917     83.467     0.000
972.864     83.054     0.000
987.015     82.975     0.000
1001.37     83.222     0.000
1015.94     83.445     0.000
1030.71     83.381     0.000
1045.71     83.095     0.000
1060.92     82.819     0.000
1076.35     82.760     0.000
1092.00     82.836     0.000
1107.89     82.799     0.000
1124.00     82.646     0.000
1140.35     82.508     0.000
1156.94     82.382     0.000
1173.77     82.240     0.000
1190.84     82.071     0.000
1208.16     81.948     0.000
1225.73     81.942     0.000
1243.56     82.050     0.000
1261.65     82.079     0.000
1280.00     81.898     0.000
1298.62     81.729     0.000
1317.51     81.791     0.000
1336.67     82.005     0.000
1356.11     82.147     0.000
1375.84     82.192     0.000
1395.85     82.124     0.000
1416.15     82.026     0.000
1436.75     81.984     0.000
1457.65     82.141     0.000
1478.85     82.282     0.000
1500.36     82.164     0.000
1522.19     81.934     0.000
1544.33     81.924     0.000
1566.79     82.230     0.000
1589.58     82.381     0.000
1612.70     82.386     0.000
1636.16     82.305     0.000
1659.95     82.342     0.000
1684.10     82.464     0.000
1708.60     82.546     0.000
1733.45     82.436     0.000
1758.66     82.297     0.000
1784.24     82.319     0.000
1810.19     82.364     0.000
1836.52     82.218     0.000
1863.24     82.070     0.000
1890.34     82.062     0.000
1917.83     82.078     0.000
1945.73     82.005     0.000
1974.03     81.952     0.000
2002.74     81.954     0.000
2031.87     81.739     0.000
2061.43     81.535     0.000
2091.41     81.489     0.000
2121.83     81.623     0.000
2152.69     81.889     0.000
2184.01     81.990     0.000
2215.77     82.090     0.000
2248.00     82.149     0.000
2280.70     82.268     0.000
2313.87     82.248     0.000
2347.53     81.950     0.000
2381.68     81.935     0.000
2416.32     81.641     0.000
2451.46     81.211     0.000
2487.12     81.129     0.000
2523.30     80.847     0.000
2560.00     80.603     0.000
2597.24     80.768     0.000
2635.01     80.581     0.000
2673.34     80.497     0.000
2712.23     80.478     0.000
2751.68     80.481     0.000
2791.70     80.437     0.000
2832.31     80.409     0.000
2873.50     80.164     0.000
2915.30     79.743     0.000
2957.70     79.346     0.000
3000.72     78.905     0.000
3044.37     78.839     0.000
3088.65     78.488     0.000
3133.58     78.254     0.000
3179.16     78.156     0.000
3225.40     78.095     0.000
3272.31     78.304     0.000
3319.91     78.491     0.000
3368.20     78.751     0.000
3417.19     78.914     0.000
3466.89     78.863     0.000
3517.32     78.887     0.000
3568.48     78.927     0.000
3620.39     79.131     0.000
3673.05     79.341     0.000
3726.47     79.641     0.000
3780.67     79.882     0.000
3835.67     80.135     0.000
3891.46     80.187     0.000
3948.06     80.214     0.000
4005.49     80.175     0.000
4063.75     79.937     0.000
4122.86     79.870     0.000
4182.82     79.905     0.000
4243.66     80.146     0.000
4305.39     80.452     0.000
4368.01     80.675     0.000
4431.55     80.829     0.000
4496.01     80.901     0.000
4561.40     80.734     0.000
4627.75     80.469     0.000
4695.06     80.420     0.000
4763.35     80.444     0.000
