* Freq[Hz]      Mag   Phase[Deg]
5.00000    -17.860     0.000
5.07273    -17.592     0.000
5.14651    -17.323     0.000
5.22137    -17.053     0.000
5.29732    -16.783     0.000
5.37437    -16.512     0.000
5.45254    -16.241     0.000
5.53185    -15.968     0.000
5.61231    -15.695     0.000
5.69394    -15.421     0.000
5.77676    -15.147     0.000
5.86079    -14.871     0.000
5.94604    -14.595     0.000
6.03252    -14.318     0.000
6.12027    -14.040     0.000
6.20929    -13.760     0.000
6.29961    -13.480     0.000
6.39124    -13.199     0.000
6.48420    -12.917     0.000
6.57851    -12.634     0.000
6.67420    -12.350     0.000
6.77128    -12.065     0.000
6.86977    -11.778     0.000
6.96969    -11.491     0.000
7.07107    -11.202     0.000
7.17392    -10.912     0.000
7.27827    -10.621     0.000
7.38413    -10.329     0.000
7.49154    -10.036     0.000
7.60050     -9.741     0.000
7.71105     -9.445     0.000
7.82321     -9.148     0.000
7.93701     -8.849     0.000
8.05245     -8.549     0.000
8.16958     -8.248     0.000
8.28841     -7.946     0.000
8.40896     -7.643     0.000
8.53128     -7.338     0.000
8.65537     -7.032     0.000
8.78126     -6.726     0.000
8.90899     -6.418     0.000
9.03857     -6.109     0.000
9.17004     -5.799     0.000
9.30342     -5.488     0.000
9.43874     -5.176     0.000
9.57603     -4.864     0.000
9.71532     -4.551     0.000
9.85663     -4.238     0.000
10.0000     -3.924     0.000
10.1455     -3.610     0.000
10.2930     -3.296     0.000
10.4427     -2.982     0.000
10.5946     -2.668     0.000
10.7487     -2.355     0.000
10.9051     -2.043     0.000
11.0637     -1.732     0.000
11.2246     -1.422     0.000
11.3879     -1.113     0.000
11.5535     -0.807     0.000
11.7216     -0.502     0.000
11.8921     -0.200     0.000
12.0650      0.099     0.000
12.2405      0.394     0.000
12.4186      0.687     0.000
12.5992      0.975     0.000
12.7825      1.258     0.000
12.9684      1.536     0.000
13.1570      1.810     0.000
13.3484      2.077     0.000
13.5426      2.337     0.000
13.7395      2.591     0.000
13.9394      2.836     0.000
14.1421      3.074     0.000
14.3478      3.302     0.000
14.5565      3.521     0.000
14.7683      3.729     0.000
14.9831      3.925     0.000
15.2010      4.109     0.000
15.4221      4.279     0.000
15.6464      4.434     0.000
15.8740      4.571     0.000
16.1049      4.689     0.000
16.3392      4.786     0.000
16.5768      4.859     0.000
16.8179      4.904     0.000
17.0626      4.917     0.000
17.3107      4.895     0.000
17.5625      4.833     0.000
17.8180      4.726     0.000
18.0771      4.568     0.000
18.3401      4.356     0.000
18.6068      4.344     0.000
18.8775      4.257     0.000
19.1521      4.086     0.000
19.4306      3.856     0.000
19.7133      3.481     0.000
20.0000      2.969     0.000
20.2909      2.313     0.000
20.5860      1.485     0.000
20.8855      0.467     0.000
21.1893     -0.616     0.000
21.4975     -1.946     0.000
21.8102     -3.182     0.000
22.1274     -4.263     0.000
22.4492     -5.111     0.000
22.7758     -5.571     0.000
23.1071     -5.715     0.000
23.4432     -5.797     0.000
23.7841     -5.682     0.000
24.1301     -5.592     0.000
24.4811     -5.332     0.000
24.8372     -4.992     0.000
25.1984     -4.714     0.000
25.5649     -4.424     0.000
25.9368     -4.274     0.000
26.3141     -4.151     0.000
26.6968     -4.188     0.000
27.0851     -4.251     0.000
27.4791     -4.454     0.000
27.8788     -4.669     0.000
28.2843     -4.902     0.000
28.6957     -5.100     0.000
29.1131     -5.212     0.000
29.5365     -5.233     0.000
29.9661     -5.179     0.000
30.4020     -5.053     0.000
30.8442     -4.912     0.000
31.2929     -4.773     0.000
31.7480     -4.654     0.000
32.2098     -4.550     0.000
32.6783     -4.487     0.000
33.1536     -4.440     0.000
33.6359     -4.412     0.000
34.1251     -4.407     0.000
34.6215     -4.410     0.000
35.1250     -4.421     0.000
35.6359     -4.437     0.000
36.1543     -4.450     0.000
36.6802     -4.460     0.000
37.2137     -4.461     0.000
37.7550     -4.315     0.000
38.3041     -4.272     0.000
38.8613     -4.448     0.000
39.4265     -4.406     0.000
40.0000     -4.350     0.000
40.5818     -4.279     0.000
41.1721     -4.193     0.000
41.7710     -4.089     0.000
42.3785     -3.969     0.000
42.9949     -3.845     0.000
43.6203     -3.732     0.000
44.2548     -3.642     0.000
44.8985     -3.581     0.000
45.5515     -3.551     0.000
46.2141     -3.543     0.000
46.8863     -3.547     0.000
47.5683     -3.555     0.000
48.2602     -3.566     0.000
48.9621     -3.578     0.000
49.6743     -3.593     0.000
50.3968     -3.612     0.000
51.1299     -3.635     0.000
51.8736     -3.662     0.000
52.6281     -3.692     0.000
53.3936     -3.726     0.000
54.1702     -3.761     0.000
54.9581     -3.797     0.000
55.7575     -3.832     0.000
56.5685     -3.867     0.000
57.3914     -3.899     0.000
58.2261     -3.929     0.000
59.0730     -3.956     0.000
59.9323     -3.978     0.000
60.8040     -3.997     0.000
61.6884     -4.009     0.000
62.5857     -3.963     0.000
63.4960     -3.900     0.000
64.4196     -4.013     0.000
65.3566     -4.015     0.000
66.3073     -4.012     0.000
67.2717     -4.010     0.000
68.2502     -4.010     0.000
69.2429     -4.011     0.000
70.2501     -4.012     0.000
71.2719     -4.011     0.000
72.3086     -4.008     0.000
73.3603     -4.002     0.000
74.4274     -3.993     0.000
75.5099     -3.983     0.000
76.6083     -3.971     0.000
77.7226     -3.958     0.000
78.8531     -3.943     0.000
80.0000     -3.926     0.000
81.1636     -3.906     0.000
82.3442     -3.883     0.000
83.5419     -3.859     0.000
84.7570     -3.835     0.000
85.9899     -3.811     0.000
87.2406     -3.780     0.000
88.5096     -3.701     0.000
89.7970     -3.707     0.000
91.1031     -3.696     0.000
92.4282     -3.660     0.000
93.7726     -3.628     0.000
95.1366     -3.604     0.000
96.5204     -3.587     0.000
97.9243     -3.569     0.000
99.3486     -3.546     0.000
100.794     -3.515     0.000
102.260     -3.482     0.000
103.747     -3.451     0.000
105.256     -3.430     0.000
106.787     -3.396     0.000
108.340     -3.369     0.000
109.916     -3.340     0.000
111.515     -3.311     0.000
113.137     -3.254     0.000
114.783     -3.221     0.000
116.452     -3.217     0.000
118.146     -3.194     0.000
119.865     -3.180     0.000
121.608     -3.172     0.000
123.377     -3.159     0.000
125.171     -3.141     0.000
126.992     -3.128     0.000
128.839     -3.129     0.000
130.713     -3.135     0.000
132.615     -3.136     0.000
134.543     -3.134     0.000
136.500     -3.140     0.000
138.486     -3.147     0.000
140.500     -3.158     0.000
142.544     -3.173     0.000
144.617     -3.190     0.000
146.721     -3.216     0.000
148.855     -3.234     0.000
151.020     -3.243     0.000
153.217     -3.250     0.000
155.445     -3.252     0.000
157.706     -3.246     0.000
160.000     -3.259     0.000
162.327     -3.302     0.000
164.688     -3.337     0.000
167.084     -3.347     0.000
169.514     -3.358     0.000
171.980     -3.376     0.000
174.481     -3.365     0.000
177.019     -3.343     0.000
179.594     -3.332     0.000
182.206     -3.304     0.000
184.856     -3.258     0.000
187.545     -3.224     0.000
190.273     -3.180     0.000
193.041     -3.124     0.000
195.849     -3.064     0.000
198.697     -2.983     0.000
201.587     -2.883     0.000
204.520     -2.765     0.000
207.494     -2.618     0.000
210.512     -2.470     0.000
213.574     -2.336     0.000
216.681     -2.203     0.000
219.833     -2.061     0.000
223.030     -1.935     0.000
226.274     -1.854     0.000
229.565     -1.798     0.000
232.905     -1.778     0.000
236.292     -1.783     0.000
239.729     -1.789     0.000
243.216     -1.806     0.000
246.754     -1.788     0.000
250.343     -1.694     0.000
253.984     -1.559     0.000
257.678     -1.427     0.000
261.426     -1.299     0.000
265.229     -1.181     0.000
269.087     -1.101     0.000
273.001     -1.035     0.000
276.972     -0.941     0.000
281.000     -0.860     0.000
285.088     -0.810     0.000
289.234     -0.779     0.000
293.441     -0.756     0.000
297.709     -0.751     0.000
302.040     -0.767     0.000
306.433     -0.794     0.000
310.890     -0.828     0.000
315.412     -0.847     0.000
320.000     -0.875     0.000
324.655     -0.920     0.000
329.377     -0.962     0.000
334.168     -0.969     0.000
339.028     -1.005     0.000
343.959     -1.029     0.000
348.962     -0.967     0.000
354.038     -0.740     0.000
359.188     -0.419     0.000
364.412     -0.207     0.000
369.713     -0.189     0.000
375.090     -0.264     0.000
380.546     -0.370     0.000
386.081     -0.429     0.000
391.697     -0.389     0.000
397.394     -0.255     0.000
403.175     -0.071     0.000
409.039      0.046     0.000
414.989      0.120     0.000
421.025      0.120     0.000
427.149      0.106     0.000
433.362      0.099     0.000
439.665      0.094     0.000
446.060      0.069     0.000
452.548      0.025     0.000
459.131      0.001     0.000
465.809      0.050     0.000
472.584      0.113     0.000
479.458      0.121     0.000
486.432      0.149     0.000
493.507      0.183     0.000
500.686      0.271     0.000
507.968      0.393     0.000
515.357      0.486     0.000
522.853      0.526     0.000
530.458      0.524     0.000
538.174      0.549     0.000
546.002      0.468     0.000
553.943      0.338     0.000
562.001      0.249     0.000
570.175      0.245     0.000
578.469      0.318     0.000
586.883      0.412     0.000
595.419      0.503     0.000
604.080      0.572     0.000
612.866      0.589     0.000
621.780      0.522     0.000
630.824      0.420     0.000
640.000      0.326     0.000
649.309      0.379     0.000
658.753      0.444     0.000
668.335      0.568     0.000
678.056      0.836     0.000
687.919      1.029     0.000
697.925      1.185     0.000
708.077      1.315     0.000
718.376      1.471     0.000
728.825      1.623     0.000
739.426      1.662     0.000
750.181      1.656     0.000
761.093      1.757     0.000
772.163      1.711     0.000
783.394      1.447     0.000
794.789      1.392     0.000
806.349      1.521     0.000
818.078      1.610     0.000
829.977      1.626     0.000
842.050      1.735     0.000
854.298      1.876     0.000
866.724      2.086     0.000
879.330      2.299     0.000
892.120      2.348     0.000
905.097      2.254     0.000
918.262      2.247     0.000
931.618      2.299     0.000
945.169      2.205     0.000
958.917      2.245     0.000
972.864      2.485     0.000
987.015      2.512     0.000
1001.37      2.317     0.000
1015.94      2.144     0.000
1030.71      2.110     0.000
1045.71      2.192     0.000
1060.92      2.384     0.000
1076.35      2.514     0.000
1092.00      2.628     0.000
1107.89      2.960     0.000
1124.00      3.268     0.000
1140.35      3.451     0.000
1156.94      3.698     0.000
1173.77      3.949     0.000
1190.84      4.217     0.000
1208.16      4.441     0.000
1225.73      4.490     0.000
1243.56      4.513     0.000
1261.65      4.518     0.000
1280.00      4.575     0.000
1298.62      4.572     0.000
1317.51      4.252     0.000
1336.67      3.953     0.000
1356.11      4.048     0.000
1375.84      4.085     0.000
1395.85      3.971     0.000
1416.15      4.067     0.000
1436.75      4.403     0.000
1457.65      4.503     0.000
1478.85      4.237     0.000
1500.36      4.210     0.000
1522.19      4.527     0.000
1544.33      4.543     0.000
1566.79      4.184     0.000
1589.58      4.159     0.000
1612.70      4.308     0.000
1636.16      4.632     0.000
1659.95      4.803     0.000
1684.10      4.850     0.000
1708.60      4.547     0.000
1733.45      4.592     0.000
1758.66      4.912     0.000
1784.24      4.783     0.000
1810.19      4.667     0.000
1836.52      4.987     0.000
1863.24      5.069     0.000
1890.34      4.884     0.000
1917.83      4.757     0.000
1945.73      4.599     0.000
1974.03      4.527     0.000
2002.74      4.494     0.000
2031.87      4.802     0.000
2061.43      5.202     0.000
2091.41      5.334     0.000
2121.83      5.132     0.000
2152.69      4.746     0.000
2184.01      4.930     0.000
2215.77      5.178     0.000
2248.00      4.966     0.000
2280.70      4.990     0.000
2313.87      5.189     0.000
2347.53      5.041     0.000
2381.68      5.072     0.000
2416.32      5.358     0.000
2451.46      5.339     0.000
2487.12      5.508     0.000
2523.30      5.805     0.000
2560.00      6.059     0.000
2597.24      5.907     0.000
2635.01      6.288     0.000
2673.34      6.372     0.000
2712.23      6.458     0.000
2751.68      6.440     0.000
2791.70      6.282     0.000
2832.31      6.230     0.000
2873.50      6.346     0.000
2915.30      6.442     0.000
2957.70      6.622     0.000
3000.72      6.476     0.000
3044.37      5.823     0.000
3088.65      6.112     0.000
3133.58      6.251     0.000
3179.16      6.609     0.000
3225.40      6.641     0.000
3272.31      6.496     0.000
3319.91      6.504     0.000
3368.20      6.337     0.000
3417.19      6.459     0.000
3466.89      6.564     0.000
3517.32      6.627     0.000
3568.48      6.616     0.000
3620.39      6.691     0.000
3673.05      7.129     0.000
3726.47      7.424     0.000
3780.67      7.735     0.000
3835.67      7.688     0.000
3891.46      7.856     0.000
3948.06      7.731     0.000
4005.49      7.667     0.000
4063.75      7.814     0.000
4122.86      7.790     0.000
4182.82      7.856     0.000
4243.66      7.855     0.000
4305.39      7.950     0.000
4368.01      8.105     0.000
4431.55      8.009     0.000
4496.01      7.756     0.000
4561.40      7.754     0.000
4627.75      7.862     0.000
4695.06      7.703     0.000
4763.35      7.530     0.000
4832.64      7.800     0.000
4902.93      7.668     0.000
4974.24      7.602     0.000
5046.60      7.567     0.000
5120.00      7.530     0.000
5194.47      7.391     0.000
5270.03      7.472     0.000
5346.68      7.539     0.000
5424.45      7.628     0.000
5503.35      7.717     0.000
5583.40      7.844     0.000
5664.61      7.792     0.000
5747.01      7.948     0.000
5830.60      7.995     0.000
5915.41      8.022     0.000
6001.45      8.083     0.000
6088.74      7.982     0.000
6177.30      7.728     0.000
6267.15      7.782     0.000
6358.31      7.656     0.000
6450.80      7.713     0.000
6544.62      7.884     0.000
6639.82      7.868     0.000
6736.40      7.980     0.000
6834.38      7.943     0.000
6933.79      8.041     0.000
7034.64      7.972     0.000
7136.96      8.033     0.000
7240.77      7.959     0.000
7346.09      8.048     0.000
7452.94      8.158     0.000
7561.35      8.290     0.000
7671.33      8.524     0.000
7782.91      8.562     0.000
7896.12      8.665     0.000
8010.97      8.692     0.000
8127.49      8.771     0.000
8245.71      8.789     0.000
8365.65      8.722     0.000
8487.33      8.594     0.000
8610.78      8.455     0.000
8736.03      8.261     0.000
8863.09      8.036     0.000
8992.01      7.693     0.000
9122.80      7.350     0.000
9255.50      7.121     0.000
9390.12      6.987     0.000
9526.70      6.864     0.000
9665.27      6.794     0.000
9805.86      6.847     0.000
9948.49      6.966     0.000
10093.2      7.151     0.000
10240.0      7.243     0.000
10388.9      7.318     0.000
10540.1      7.270     0.000
10693.4      7.143     0.000
10848.9      6.912     0.000
11006.7      6.732     0.000
11166.8      6.643     0.000
11329.2      6.691     0.000
11494.0      6.847     0.000
11661.2      7.124     0.000
11830.8      7.464     0.000
12002.9      7.807     0.000
12177.5      8.122     0.000
12354.6      8.405     0.000
12534.3      8.599     0.000
12716.6      8.772     0.000
12901.6      8.955     0.000
13089.2      9.173     0.000
13279.6      9.486     0.000
13472.8      9.812     0.000
13668.8     10.136     0.000
13867.6     10.493     0.000
14069.3     10.903     0.000
14273.9     11.261     0.000
14481.5     11.480     0.000
14692.2     11.585     0.000
14905.9     11.631     0.000
15122.7     11.670     0.000
15342.7     11.732     0.000
15565.8     11.746     0.000
15792.2     11.661     0.000
16021.9     11.476     0.000
16255.0     11.259     0.000
16491.4     11.103     0.000
16731.3     11.092     0.000
16974.7     11.217     0.000
17221.6     11.424     0.000
17472.1     11.586     0.000
17726.2     11.536     0.000
17984.0     11.213     0.000
18245.6     10.741     0.000
18511.0     10.204     0.000
18780.2      9.793     0.000
19053.4      9.630     0.000
19330.5      9.818     0.000
19611.7     10.312     0.000
19897.0     10.782     0.000
20186.4     11.009     0.000
20480.0     11.041     0.000
20777.9     10.910     0.000
21080.1     10.599     0.000
21386.7     10.340     0.000
21697.8     10.302     0.000
22013.4     10.393     0.000
22333.6     10.353     0.000
22658.4     10.082     0.000
22988.0      9.463     0.000
23322.4      8.467     0.000
23661.6      7.345     0.000
24005.8      6.141     0.000
24355.0      5.260     0.000
24709.2      5.075     0.000
25068.6      5.140     0.000
25433.2      4.997     0.000
25803.2      4.396     0.000
26178.5      3.487     0.000
26559.3      2.960     0.000
26945.6      3.278     0.000
27337.5      4.620     0.000
27735.2      6.505     0.000
28138.6      7.947     0.000
28547.9      9.098     0.000
28963.1     10.139     0.000
29384.4     11.040     0.000
29811.8     11.848     0.000
30245.4     12.450     0.000
30685.3     12.851     0.000
31131.7     13.138     0.000
31584.5     13.296     0.000
32043.9     13.330     0.000
32510.0     13.263     0.000
32982.8     13.114     0.000
33462.6     12.994     0.000
33949.3     12.906     0.000
34443.1     12.687     0.000
34944.1     12.449     0.000
35452.4     12.329     0.000
35968.0     12.329     0.000
36491.2     12.396     0.000
37022.0     12.422     0.000
37560.5     12.328     0.000
38106.8     12.193     0.000
38661.1     12.178     0.000
39223.4     12.223     0.000
39793.9     12.275     0.000
