"Horizontal Reflections"							
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	59.868	20.5078	59.7428	20.5078	59.3703	20.5078	59.5759
21.2402	59.9819	21.2402	59.8521	21.2402	59.4624	21.2402	59.6775
21.9727	60.9888	21.9727	60.867	21.9727	60.5401	21.9727	60.7224
22.7051	61.2084	22.7051	61.0711	22.7051	60.6941	22.7051	60.9045
23.4375	62.1542	23.4375	62.038	23.4375	61.6999	23.4375	61.8866
24.1699	62.6558	24.1699	62.5502	24.1699	62.2437	24.1699	62.4127
25.6348	63.4546	25.6348	63.3382	25.6348	63.0152	25.6348	63.1945
26.3672	63.9514	26.3672	63.8293	26.3672	63.4849	26.3672	63.6759
27.0996	64.4868	27.0996	64.3791	27.0996	64.0732	27.0996	64.2423
27.832	64.9275	27.832	64.8214	27.832	64.5267	27.832	64.6899
29.2969	65.6982	29.2969	65.5759	29.2969	65.2564	29.2969	65.4352
30.0293	66.1119	30.0293	65.9884	30.0293	65.6643	30.0293	65.8456
31.4941	67.0597	31.4941	66.9467	31.4941	66.6405	31.4941	66.8108
32.2266	67.4411	32.2266	67.3296	32.2266	67.0288	32.2266	67.1961
33.6914	68.1201	33.6914	68.0057	33.6914	67.7063	33.6914	67.8736
34.4238	68.6119	34.4238	68.5031	34.4238	68.2211	34.4238	68.3786
35.8887	69.2055	35.8887	69.0992	35.8887	68.8385	35.8887	68.9851
37.3535	70.0156	37.3535	69.888	37.3535	69.56	37.3535	69.7441
38.8184	70.5968	38.8184	70.4783	38.8184	70.1723	38.8184	70.3436
39.5508	70.9158	39.5508	70.7999	39.5508	70.509	39.5508	70.6724
41.0156	71.5695	41.0156	71.449	41.0156	71.1602	41.0156	71.3235
42.4805	72.2881	42.4805	72.173	42.4805	71.8929	42.4805	72.0508
43.9453	72.9873	43.9453	72.8756	43.9453	72.618	43.9453	72.7642
45.4102	73.4966	45.4102	73.3719	45.4102	73.0788	45.4102	73.2451
47.6074	74.4885	47.6074	74.3608	47.6074	74.0767	47.6074	74.2392
49.0723	75.188	49.0723	75.0321	49.0723	74.66	49.0723	74.8718
50.5371	75.6564	50.5371	75.5119	50.5371	75.169	50.5371	75.364
52.7344	76.4994	52.7344	76.3571	52.7344	76.0276	52.7344	76.2155
54.1992	77.0047	54.1992	76.8641	54.1992	76.5449	54.1992	76.7274
56.3965	77.8368	56.3965	77.6987	56.3965	77.4043	56.3965	77.574
58.5938	78.6177	58.5938	78.4788	58.5938	78.1661	58.5938	78.345
60.0586	79.1319	60.0586	78.9846	60.0586	78.6666	60.0586	78.8498
62.2559	79.8609	62.2559	79.6958	62.2559	79.3634	62.2559	79.5574
64.4531	80.6349	64.4531	80.4617	64.4531	80.0953	64.4531	80.3079
66.6504	81.1896	66.6504	81.0168	66.6504	80.6757	66.6504	80.8757
69.5801	82.1833	69.5801	81.9909	69.5801	81.5819	69.5801	81.8198
71.7773	82.6576	71.7773	82.4686	71.7773	82.0818	71.7773	82.3079
73.9746	83.2069	73.9746	83.0477	73.9746	82.7312	73.9746	82.9161
76.9043	83.697	76.9043	83.5486	76.9043	83.359	76.9043	83.4795
79.834	84.3401	79.834	84.1404	79.834	83.8428	79.834	84.0268
82.7637	84.9759	82.7637	84.7048	82.7637	84.1975	82.7637	84.5018
85.6934	85.252	85.6934	84.9679	85.6934	84.2995	85.6934	84.6892
88.623	85.2898	88.623	85.1233	88.623	84.6679	88.623	84.9236
91.5527	84.4627	91.5527	84.5323	91.5527	85.172	91.5527	84.8692
94.4824	85.9635	94.4824	85.6016	94.4824	84.9606	94.4824	85.3535
98.1445	85.4754	98.1445	85.2375	98.1445	84.8443	98.1445	85.084
101.807	85.4686	101.807	85.1953	101.807	84.7566	101.807	85.0267
105.469	85.3713	105.469	85.1225	105.469	84.775	105.469	84.9942
109.131	85.2333	109.131	84.9677	109.131	84.6616	109.131	84.8637
112.793	85.2649	112.793	84.9432	112.793	84.4775	112.793	84.7717
116.455	85.232	116.455	84.9136	116.455	84.466	116.455	84.7503
120.85	85.0966	120.85	84.801	120.85	84.4816	120.85	84.6967
125.244	84.6967	125.244	84.3224	125.244	83.8411	125.244	84.1548
129.639	84.1323	129.639	83.8155	129.639	83.321	129.639	83.6288
134.033	84.2466	134.033	83.8837	134.033	83.4216	134.033	83.723
138.428	84.0609	138.428	83.7228	138.428	83.3395	138.428	83.5957
143.555	83.88	143.555	83.5214	143.555	83.1886	143.555	83.4239
148.682	83.6157	148.682	83.2409	148.682	82.9952	148.682	83.1907
153.809	83.5238	153.809	83.011	153.809	82.4219	153.809	82.8221
159.668	83.5164	159.668	83.0499	159.668	82.4031	159.668	82.8227
164.795	83.183	164.795	82.825	164.795	82.5248	164.795	82.7437
170.654	82.7189	170.654	82.302	170.654	82.3212	170.654	82.3962
176.514	82.5443	176.514	82.0057	176.514	81.9818	176.514	82.1035
183.105	82.6547	183.105	81.9073	183.105	81.4683	183.105	81.8451
189.697	82.6688	189.697	81.9219	189.697	81.1851	189.697	81.718
196.289	82.668	196.289	81.9569	196.289	81.2082	196.289	81.7387
202.881	82.4731	202.881	81.6974	202.881	80.9767	202.881	81.508
210.205	82.3337	210.205	81.5049	210.205	80.6988	210.205	81.2889
217.529	82.1909	217.529	81.3941	217.529	80.4902	217.529	81.1253
225.586	81.9824	225.586	81.1267	225.586	80.3972	225.586	80.9528
232.91	82.0157	232.91	81.1041	232.91	80.29	232.91	80.9051
241.699	81.8776	241.699	80.944	241.699	79.9536	241.699	80.6707
249.756	81.8141	249.756	80.7204	249.756	79.7862	249.756	80.5138
258.545	82.1565	258.545	81.1175	258.545	79.8066	258.545	80.7319
268.066	81.6646	268.066	80.5568	268.066	79.5979	268.066	80.3429
277.588	81.8153	277.588	80.6869	277.588	79.2959	277.588	80.2918
287.109	82.014	287.109	80.7729	287.109	79.3188	287.109	80.3831
297.363	82.062	297.363	80.6294	297.363	79.1245	297.363	80.274
307.617	82.0706	307.617	80.7659	307.617	79.3069	307.617	80.3922
318.604	81.8651	318.604	80.5561	318.604	78.9217	318.604	80.1123
329.59	81.9565	329.59	80.5589	329.59	78.7151	329.59	80.0588
341.309	81.7416	341.309	80.3121	341.309	78.6204	341.309	79.8811
353.76	81.9801	353.76	80.3752	353.76	77.8618	353.76	79.695
366.211	82.0109	366.211	80.5466	366.211	77.6779	366.211	79.6997
378.662	82.2256	378.662	80.8519	378.662	78.2531	378.662	80.0671
392.578	81.8315	392.578	80.5224	392.578	78.0208	392.578	79.7512
405.762	81.3508	405.762	79.8079	405.762	77.8421	405.762	79.3057
420.41	82.1532	420.41	80.5005	420.41	77.0705	420.41	79.5414
435.059	82.234	435.059	80.8718	435.059	77.9665	435.059	79.9791
450.439	82.9481	450.439	81.4399	450.439	77.8862	450.439	80.3931
466.553	82.8835	466.553	81.5447	466.553	78.0052	466.553	80.4436
482.666	82.872	482.666	81.3996	482.666	77.5919	482.666	80.2663
500.244	82.6551	500.244	81.403	500.244	77.5088	500.244	80.168
517.822	82.5173	517.822	81.3379	517.822	77.8431	517.822	80.1967
536.133	82.1131	536.133	80.5285	536.133	77.3834	536.133	79.633
554.443	82.7234	554.443	81.2117	554.443	76.3699	554.443	79.8227
574.219	82.8767	574.219	81.62	574.219	76.5158	574.219	80.0736
594.727	82.2908	594.727	81.2066	594.727	77.0243	594.727	79.8329
615.234	82.7029	615.234	81.1228	615.234	76.3562	615.234	79.7778
637.207	82.8473	637.207	81.7528	637.207	76.9431	637.207	80.2182
659.912	83.0316	659.912	81.5675	659.912	76.8643	659.912	80.194
683.35	83.0876	683.35	81.372	683.35	77.1395	683.35	80.2119
706.787	83.5348	706.787	81.8261	706.787	77.2746	706.787	80.5826
731.689	83.8661	731.689	81.7639	731.689	77.0995	731.689	80.6491
758.057	84.2486	758.057	82.0985	758.057	77.8783	758.057	81.1104
784.424	84.8188	784.424	82.2197	784.424	78.0007	784.424	81.4173
812.256	85.0394	812.256	82.3265	812.256	77.8258	812.256	81.5077
840.82	85.5443	840.82	82.2632	840.82	78.1609	840.82	81.7907
870.85	85.4554	870.85	81.8846	870.85	77.7046	870.85	81.5311
901.611	85.9165	901.611	82.3766	901.611	77.4729	901.611	81.8595
933.105	85.5195	933.105	81.9598	933.105	77.1607	933.105	81.4727
966.064	84.9359	966.064	81.2124	966.064	76.1434	966.064	80.7564
999.756	83.6597	999.756	79.7084	999.756	74.8979	999.756	79.417
1,034.91	81.7692	1,034.91	78.0586	1,034.91	72.9538	1,034.91	77.5896
1,071.53	80.2926	1,071.53	76.6265	1,071.53	71.6406	1,071.53	76.1568
1,109.62	80.5658	1,109.62	76.9579	1,109.62	71.5928	1,109.62	76.3903
1,148.44	80.7235	1,148.44	77.4732	1,148.44	71.2722	1,148.44	76.5866
1,189.45	81.5362	1,189.45	77.8765	1,189.45	71.8132	1,189.45	77.2217
1,231.2	82.0001	1,231.2	78.3239	1,231.2	71.9875	1,231.2	77.6375
1,274.41	82.0409	1,274.41	78.5409	1,274.41	71.7916	1,274.41	77.7036
1,319.82	81.8817	1,319.82	78.301	1,319.82	70.9939	1,319.82	77.4358
1,365.97	81.7514	1,365.97	77.8483	1,365.97	70.6022	1,365.97	77.1676
1,414.31	81.6797	1,414.31	77.5935	1,414.31	70.0266	1,414.31	76.9807
1,464.11	81.4669	1,464.11	77.7186	1,464.11	70.165	1,464.11	76.9167
1,515.38	81.8756	1,515.38	77.8369	1,515.38	70.3762	1,515.38	77.2085
1,568.85	81.8976	1,568.85	77.9029	1,568.85	70.1522	1,568.85	77.2185
1,624.51	81.3509	1,624.51	77.2623	1,624.51	68.7946	1,624.51	76.5635
1,681.64	80.5839	1,681.64	75.98	1,681.64	68.8889	1,681.64	75.7214
1,740.97	80.619	1,740.97	76.2695	1,740.97	68.3068	1,740.97	75.7707
1,802.49	80.8581	1,802.49	76.577	1,802.49	68.4168	1,802.49	76.0192
1,866.21	80.3922	1,866.21	75.5464	1,866.21	68.7271	1,866.21	75.4631
1,932.13	79.7443	1,932.13	74.9446	1,932.13	67.5599	1,932.13	74.7733
2,000.24	80.1319	2,000.24	76.0637	2,000.24	67.6912	2,000.24	75.3615
2,070.56	81.1767	2,070.56	76.9612	2,070.56	67.6746	2,070.56	76.272
2,143.8	81.0217	2,143.8	77.1916	2,143.8	69.154	2,143.8	76.3844
2,219.24	80.0871	2,219.24	76.6803	2,219.24	68.5931	2,219.24	75.6336
2,297.61	80.8015	2,297.61	76.5521	2,297.61	68.8709	2,297.61	76.022
2,378.17	81.377	2,378.17	77.4534	2,378.17	67.4048	2,378.17	76.5376
2,462.4	80.7738	2,462.4	77.2868	2,462.4	68.3619	2,462.4	76.2044
2,548.83	80.0165	2,548.83	76.8343	2,548.83	67.6332	2,548.83	75.5605
2,638.92	80.6021	2,638.92	77.3353	2,638.92	68.1249	2,638.92	76.1068
2,731.93	80.6832	2,731.93	77.4814	2,731.93	67.5019	2,731.93	76.1574
2,828.61	80.3573	2,828.61	77.4762	2,828.61	68.0751	2,828.61	76.0244
2,928.22	79.0233	2,928.22	76.5613	2,928.22	67.1126	2,928.22	74.8894
3,031.49	77.2168	3,031.49	75.1146	3,031.49	65.6353	3,031.49	73.2623
3,138.43	77.6261	3,138.43	75.413	3,138.43	65.5479	3,138.43	73.5813
3,249.02	77.762	3,249.02	75.363	3,249.02	65.3653	3,249.02	73.6134
3,363.28	78.1858	3,363.28	75.5479	3,363.28	65.8358	3,363.28	73.9433
3,481.93	78.6878	3,481.93	75.6648	3,481.93	65.8534	3,481.93	74.2558
3,604.98	79.0965	3,604.98	76.0989	3,604.98	66.0068	3,604.98	74.6553
3,732.42	79.8447	3,732.42	76.5966	3,732.42	66.6733	3,732.42	75.3022
3,863.53	80.5412	3,863.53	77.3467	3,863.53	67.4914	3,863.53	76.0277
3,999.76	80.6806	3,999.76	77.8773	3,999.76	68.0024	3,999.76	76.3461
4,141.11	81.4605	4,141.11	78.6563	4,141.11	68.7211	4,141.11	77.121
4,286.87	81.5487	4,286.87	79.0986	4,286.87	69.6004	4,286.87	77.4163
4,438.48	81.4891	4,438.48	79.5368	4,438.48	69.7829	4,438.48	77.588
4,594.48	81.3717	4,594.48	79.9963	4,594.48	69.8179	4,594.48	77.7439
4,757.08	80.9525	4,757.08	80.3575	4,757.08	70.3593	4,757.08	77.7893
4,924.8	80.7464	4,924.8	80.0084	4,924.8	69.736	4,924.8	77.4732
5,098.39	79.6105	5,098.39	79.7726	5,098.39	68.829	5,098.39	76.8276
5,277.83	80.0673	5,277.83	79.647	5,277.83	68.9997	5,277.83	76.9504
5,463.87	80.5207	5,463.87	79.0718	5,463.87	68.7549	5,463.87	76.8409
5,656.49	80.3632	5,656.49	78.9175	5,656.49	68.0384	5,656.49	76.6417
5,856.45	81.4116	5,856.45	78.746	5,856.45	67.8039	5,856.45	77.0678
6,062.99	81.5791	6,062.99	78.9838	6,062.99	68.2035	6,062.99	77.2789
6,276.86	81.6046	6,276.86	79.6938	6,276.86	67.9032	6,276.86	77.58
6,498.05	81.8906	6,498.05	79.9974	6,498.05	66.8224	6,498.05	77.8069
6,727.29	82.1184	6,727.29	79.7794	6,727.29	66.5458	6,727.29	77.8142
6,964.6	82.1658	6,964.6	79.2467	6,964.6	66.0426	6,964.6	77.5962
7,209.96	82.0663	7,209.96	78.7772	7,209.96	65.0912	7,209.96	77.3205
7,464.11	82.0917	7,464.11	78.0833	7,464.11	64.6702	7,464.11	77.0661
7,727.78	82.4494	7,727.78	78.0014	7,727.78	64.854	7,727.78	77.2691
8,000.24	83.0122	8,000.24	78.0736	8,000.24	64.2725	8,000.24	77.645
8,282.23	83.6248	8,282.23	78.3629	8,282.23	63.6957	8,282.23	78.1351
8,574.46	83.8043	8,574.46	78.2926	8,574.46	62.9748	8,574.46	78.2272
8,876.22	83.7484	8,876.22	77.9423	8,876.22	61.7611	8,876.22	78.074
9,189.7	83.5437	9,189.7	77.4668	9,189.7	61.6477	9,189.7	77.7991
9,513.43	83.3314	9,513.43	76.973	9,513.43	61.5878	9,513.43	77.5182
9,848.88	83.3693	9,848.88	76.7297	9,848.88	61.294	9,848.88	77.4844
10,196.8	83.5061	10,196.8	76.7311	10,196.8	60.7588	10,196.8	77.582
10,556.4	83.5403	10,556.4	76.3624	10,556.4	60.8472	10,556.4	77.5281
10,928.5	83.3337	10,928.5	75.7657	10,928.5	61.2582	10,928.5	77.2491
11,313.7	82.9173	11,313.7	75.3764	11,313.7	61.7163	11,313.7	76.851
11,712.9	82.1811	11,712.9	74.8579	11,712.9	61.7766	11,712.9	76.1727
12,126	81.4897	12,126	74.2415	12,126	61.4023	12,126	75.5031
12,553.7	81.2253	12,553.7	74.0652	12,553.7	61.1519	12,553.7	75.2574
12,996.1	80.7486	12,996.1	74.1424	12,996.1	60.8964	12,996.1	74.9081
13,454.6	80.4803	13,454.6	73.7099	13,454.6	59.8226	13,454.6	74.5866
13,928.5	80.4586	13,928.5	73.4255	13,928.5	58.4547	13,928.5	74.486
14,419.9	80.6911	14,419.9	73.1146	14,419.9	56.4509	14,419.9	74.5821
14,928.2	81.0296	14,928.2	72.678	14,928.2	55.6436	14,928.2	74.7693
15,454.8	81.3834	15,454.8	72.2158	15,454.8	54.6184	15,454.8	74.9856
15,999.8	81.4055	15,999.8	71.5245	15,999.8	53.5348	15,999.8	74.9052
16,564.5	81.2593	16,564.5	70.3935	16,564.5	53.0878	16,564.5	74.644
17,148.2	81.2779	17,148.2	69.4769	17,148.2	53.8356	17,148.2	74.5768
17,753.2	81.2868	17,753.2	68.7624	17,753.2	53.739	17,753.2	74.5276
18,379.4	80.8897	18,379.4	67.9382	18,379.4	53.9793	18,379.4	74.1035
19,027.6	80.2289	19,027.6	67.4881	19,027.6	54.333	19,027.6	73.4631
19,698.5	80.0135	19,698.5	67.5574	19,698.5	53.9989	19,698.5	73.2676
19,999.5	79.9043	19,999.5	67.6373	19,999.5	54.1414	19,999.5	73.1743
