"Estimated In-Room Response"	
"Estimated In-Room Response"	
"Frequency [Hz]"	"Sound Pessure Level [dB] [0.3V at 1m]"
20.5078	36.6199
21.2402	41.1069
21.9727	41.4662
22.7051	31.2202
23.4375	31.8691
24.1699	40.7161
25.6348	31.6995
26.3672	36.6852
27.0996	39.8487
27.832	38.3574
29.2969	36.6295
30.0293	40.1297
31.4941	43.1308
32.2266	43.2156
33.6914	45.0394
34.4238	46.7988
35.8887	49.6553
37.3535	51.9064
38.8184	53.0785
39.5508	54.1112
41.0156	56.6655
42.4805	58.9058
43.9453	60.3809
45.4102	62.2126
47.6074	65.2641
49.0723	67.2133
50.5371	68.4841
52.7344	70.0377
54.1992	71.3837
56.3965	72.9302
58.5938	74.3234
60.0586	75.1017
62.2559	76.1075
64.4531	76.9602
66.6504	77.857
69.5801	78.8769
71.7773	79.6724
73.9746	80.3976
76.9043	81.3218
79.834	82.2119
82.7637	83.0694
85.6934	83.8951
88.623	84.6524
91.5527	85.3364
94.4824	85.9682
98.1445	86.6297
101.807	87.0687
105.469	87.2586
109.131	87.2625
112.793	87.0568
116.455	86.6893
120.85	86.2755
125.244	85.8105
129.639	85.291
134.033	84.8014
138.428	84.2965
143.555	83.7386
148.682	83.3298
153.809	82.9071
159.668	82.4205
164.795	82.0239
170.654	81.827
176.514	81.6509
183.105	81.4046
189.697	81.1351
196.289	80.9409
202.881	80.4102
210.205	80.0871
217.529	79.9253
225.586	79.622
232.91	79.515
241.699	79.3365
249.756	79.0263
258.545	79.0631
268.066	79.1088
277.588	78.5969
287.109	78.5629
297.363	78.8022
307.617	78.3611
318.604	78.013
329.59	77.7373
341.309	78.1957
353.76	78.5283
366.211	78.7155
378.662	78.8269
392.578	78.6056
405.762	78.6749
420.41	78.5391
435.059	78.7438
450.439	78.537
466.553	78.5074
482.666	78.6713
500.244	78.9652
517.822	78.8322
536.133	78.7995
554.443	78.9341
574.219	78.4814
594.727	78.7764
615.234	78.0012
637.207	78.6732
659.912	78.6779
683.35	78.7966
706.787	79.8598
731.689	80.486
758.057	80.4063
784.424	80.875
812.256	80.7661
840.82	81.0604
870.85	81.2367
901.611	81.2956
933.105	81.6682
966.064	81.7294
999.756	81.5508
1034.91	81.7524
1071.53	81.9883
1109.62	82.0211
1148.44	82.2095
1189.45	81.9015
1231.2	81.9853
1274.41	82.1981
1319.82	82.154
1365.97	81.9265
1414.31	82.8442
1464.11	83.8538
1515.38	84.3705
1568.85	84.6912
1624.51	85.8601
1681.64	85.6795
1740.97	84.8115
1802.49	83.7946
1866.21	83.4659
1932.13	82.3707
2000.24	81.3706
2070.56	81.1662
2143.8	81.0316
2219.24	80.0658
2297.61	80.1588
2378.17	80.9211
2462.4	80.5752
2548.83	80.6321
2638.92	81.3017
2731.93	81.3111
2828.61	81.4457
2928.22	81.7087
3031.49	81.894
3138.43	81.8622
3249.02	82.0188
3363.28	82.3323
3481.93	82.547
3604.98	82.5902
3732.42	83.0984
3863.53	82.9397
3999.76	83.1115
4141.11	82.982
4286.87	82.8439
4438.48	83.0505
4594.48	82.824
4757.08	82.9652
4924.8	82.9554
5098.39	83.1051
5277.83	83.2737
5463.87	83.5077
5656.49	83.6695
5856.45	83.7156
6062.99	83.9554
6276.86	83.9814
6498.05	84.1014
6727.29	84.1336
6964.6	83.9628
7209.96	83.3583
7464.11	83.4298
7727.78	83.7134
8000.24	83.6465
8282.23	83.4388
8574.46	83.6119
8876.22	83.6759
9189.7	83.5692
9513.43	83.4605
9848.88	83.0962
10196.8	82.8187
10556.4	82.6734
10928.5	82.569
11313.7	82.6677
11712.9	82.4964
12126	81.7443
12553.7	81.5953
12996.1	81.3356
13454.6	81.0044
13928.5	80.8359
14419.9	81.3314
14928.2	82.3906
15454.8	83.0113
15999.8	82.8088
16564.5	82.3429
17148.2	82.0104
17753.2	81.9234
18379.4	81.3156
19027.6	80.1064
19698.5	78.1149
19999.5	77.1975
