"Early Reflections"
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce"		"Total Early Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  [0.3V at 1m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]  [0.3V at 1m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]  [0.3V at 1m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]  [0.3V at 1m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]  [0.3V at 1m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]  [0.3V at 1m]"
20.5078	36.1297	20.5078	36.4638	20.5078	36.1385	20.5078	36.3618	20.5078	37.16	20.5078	36.4677
21.2402	40.9065	21.2402	40.8044	21.2402	40.7739	21.2402	40.9374	21.2402	41.4909	21.2402	40.9907
21.9727	41.5941	21.9727	40.9571	21.9727	41.2605	21.9727	41.3859	21.9727	41.6701	21.9727	41.3809
22.7051	31.1946	22.7051	30.0369	22.7051	30.6274	22.7051	31.1625	22.7051	31.8868	22.7051	31.0255
23.4375	32.3538	23.4375	31.3756	23.4375	32.0824	23.4375	31.8146	23.4375	31.7603	23.4375	31.8897
24.1699	41.0735	24.1699	40.3404	24.1699	40.7962	24.1699	40.7073	24.1699	40.6287	24.1699	40.7157
25.6348	33.7065	25.6348	31.7499	25.6348	33.3946	25.6348	31.9778	25.6348	28.4853	25.6348	32.207
26.3672	37.0162	26.3672	36.5775	26.3672	36.9891	26.3672	36.5496	26.3672	36.5048	26.3672	36.7334
27.0996	40.7416	27.0996	39.6346	27.0996	40.4876	27.0996	39.9145	27.0996	39.0602	27.0996	40.0089
27.832	39.666	27.832	38.3413	27.832	39.4601	27.832	38.4987	27.832	36.8066	27.832	38.6672
29.2969	38.6461	29.2969	35.9137	29.2969	38.2558	29.2969	36.2989	29.2969	34.6062	29.2969	37.0018
30.0293	40.7328	30.0293	39.3658	30.0293	40.4695	30.0293	39.5594	30.0293	40.2123	30.0293	40.0994
31.4941	44.0453	31.4941	42.6708	31.4941	43.8391	31.4941	42.7775	31.4941	42.6453	31.4941	43.2398
32.2266	44.0708	32.2266	42.6288	32.2266	43.8784	32.2266	42.7017	32.2266	42.9179	32.2266	43.2831
33.6914	44.9242	33.6914	43.5376	33.6914	44.6176	33.6914	43.8176	33.6914	46.1224	33.6914	44.7026
34.4238	46.4448	34.4238	45.4048	34.4238	46.1466	34.4238	45.6609	34.4238	47.9811	34.4238	46.4273
35.8887	49.0831	35.8887	48.4233	35.8887	48.8427	35.8887	48.572	35.8887	50.9015	35.8887	49.2653
37.3535	51.4966	37.3535	50.8074	37.3535	51.2831	37.3535	50.9412	37.3535	52.9862	37.3535	51.5778
38.8184	52.5444	38.8184	51.7389	38.8184	52.2972	38.8184	51.9304	38.8184	54.345	38.8184	52.6789
39.5508	53.3343	39.5508	52.7095	39.5508	53.0738	39.5508	52.9122	39.5508	55.5384	39.5508	53.6495
41.0156	55.7638	41.0156	55.4748	41.0156	55.5786	41.0156	55.5767	41.0156	58.0684	41.0156	56.2184
42.4805	58.2319	42.4805	57.8474	42.4805	58.058	42.4805	57.9656	42.4805	60.1117	42.4805	58.5324
43.9453	59.8661	43.9453	59.2855	43.9453	59.6508	43.9453	59.4527	43.9453	61.5088	43.9453	60.0326
45.4102	61.5173	45.4102	61.1482	45.4102	61.3363	45.4102	61.2663	45.4102	63.4337	45.4102	61.8324
47.6074	64.9158	47.6074	64.5175	47.6074	64.7788	47.6074	64.6048	47.6074	66.0899	47.6074	65.021
49.0723	66.9761	49.0723	66.4138	49.0723	66.818	49.0723	66.5367	49.0723	67.9929	49.0723	66.9851
50.5371	68.3795	50.5371	67.6779	50.5371	68.1868	50.5371	67.8681	50.5371	69.159	50.5371	68.2855
52.7344	69.8409	52.7344	69.2333	52.7344	69.65	52.7344	69.3977	52.7344	70.7868	52.7344	69.8172
54.1992	71.1705	54.1992	70.6305	54.1992	70.9941	54.1992	70.8001	54.1992	72.1061	54.1992	71.1722
56.3965	72.7425	56.3965	72.2721	56.3965	72.5818	56.3965	72.4259	56.3965	73.5734	56.3965	72.7439
58.5938	74.1842	58.5938	73.7502	58.5938	74.0421	58.5938	73.8919	58.5938	74.873	58.5938	74.1664
60.0586	74.9981	60.0586	74.5699	60.0586	74.8586	60.0586	74.7141	60.0586	75.5939	60.0586	74.9617
62.2559	75.9872	62.2559	75.6115	62.2559	75.8539	62.2559	75.7532	62.2559	76.5847	62.2559	75.9715
64.4531	76.8679	64.4531	76.5293	64.4531	76.7472	64.4531	76.6591	64.4531	77.3686	64.4531	76.8443
66.6504	77.7864	66.6504	77.4627	66.6504	77.6669	66.6504	77.596	66.6504	78.2187	66.6504	77.754
69.5801	78.8051	69.5801	78.5142	69.5801	78.6862	69.5801	78.6552	69.5801	79.2131	69.5801	78.7814
71.7773	79.5998	71.7773	79.3641	71.7773	79.4969	71.7773	79.4849	71.7773	79.9705	71.7773	79.5883
73.9746	80.3242	73.9746	80.129	73.9746	80.2338	73.9746	80.236	73.9746	80.6668	73.9746	80.322
76.9043	81.2339	76.9043	81.0972	76.9043	81.1591	76.9043	81.1872	76.9043	81.5697	76.9043	81.2526
79.834	82.1076	79.834	82.0254	79.834	82.0458	79.834	82.1002	79.834	82.444	79.834	82.1473
82.7637	82.9515	82.7637	82.9174	82.7637	82.9011	82.7637	82.9778	82.7637	83.2862	82.7637	83.0092
85.6934	83.7747	85.6934	83.7597	85.6934	83.7243	85.6934	83.8201	85.6934	84.0991	85.6934	83.8377
88.623	84.5395	88.623	84.5108	88.623	84.4766	88.623	84.5933	88.623	84.8494	88.623	84.596
