"CEA2034"													
"On Axis"		"Listening Window"		"Early Reflections"		"Sound Power"		"Sound Power DI"		"Early Reflections DI"		"DI offset"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	44.6878	20.5078	44.7281	20.5078	45.009	20.5078	45.3837	20.5078	39.3238	20.5078	39.6986	20.5078	39.9794
21.9727	43.6362	21.9727	43.7949	21.9727	44.9184	21.9727	46.189	21.9727	37.5852	21.9727	38.8559	21.9727	39.9794
23.4375	44.9482	23.4375	45.0304	23.4375	45.7545	23.4375	46.8644	23.4375	38.1454	23.4375	39.2553	23.4375	39.9794
24.9023	47.4679	24.9023	47.5249	24.9023	47.9205	24.9023	48.4522	24.9023	39.0521	24.9023	39.5838	24.9023	39.9794
26.3672	46.9253	26.3672	46.9756	26.3672	47.4083	26.3672	48.1274	26.3672	38.8276	26.3672	39.5466	26.3672	39.9794
27.832	51.6046	27.832	51.6581	27.832	52.0391	27.832	52.5117	27.832	39.1259	27.832	39.5984	27.832	39.9794
29.2969	51.8712	29.2969	51.9324	29.2969	52.4257	29.2969	53.1473	29.2969	38.7646	29.2969	39.4862	29.2969	39.9794
30.7617	52.357	30.7617	52.4036	30.7617	52.8258	30.7617	53.5028	30.7617	38.8802	30.7617	39.5572	30.7617	39.9794
32.2266	54.2203	32.2266	54.2806	32.2266	54.7634	32.2266	55.4619	32.2266	38.7981	32.2266	39.4966	32.2266	39.9794
33.6914	55.7628	33.6914	55.815	33.6914	56.2509	33.6914	56.9203	33.6914	38.8741	33.6914	39.5435	33.6914	39.9794
35.1562	57.1953	35.1562	57.2516	35.1562	57.7355	35.1562	58.4766	35.1562	38.7544	35.1562	39.4955	35.1562	39.9794
36.6211	58.5831	36.6211	58.6396	36.6211	59.1238	36.6211	59.8582	36.6211	38.7607	36.6211	39.4952	36.6211	39.9794
38.0859	60.301	38.0859	60.3554	38.0859	60.8173	38.0859	61.521	38.0859	38.8138	38.0859	39.5175	38.0859	39.9794
39.5508	61.0643	39.5508	61.119	39.5508	61.5789	39.5508	62.276	39.5508	38.8223	39.5508	39.5194	39.5508	39.9794
41.0156	62.7232	41.0156	62.7583	41.0156	62.9856	41.0156	63.3188	41.0156	39.4188	41.0156	39.7521	41.0156	39.9794
42.4805	62.5727	42.4805	62.6126	42.4805	62.982	42.4805	63.592	42.4805	39	42.4805	39.6099	42.4805	39.9794
43.9453	64.0197	43.9453	64.0652	43.9453	64.4697	43.9453	65.1126	43.9453	38.932	43.9453	39.5748	43.9453	39.9794
45.4102	65.3261	45.4102	65.3706	45.4102	65.7714	45.4102	66.411	45.4102	38.939	45.4102	39.5786	45.4102	39.9794
46.875	66.6844	46.875	66.7281	46.875	67.1285	46.875	67.7758	46.875	38.9317	46.875	39.579	46.875	39.9794
48.3398	67.7018	48.3398	67.7492	48.3398	68.1834	48.3398	68.8845	48.3398	38.8441	48.3398	39.5452	48.3398	39.9794
51.2695	69.9846	51.2695	70.0296	51.2695	70.4466	51.2695	71.1243	51.2695	38.8847	51.2695	39.5624	51.2695	39.9794
52.7344	71.1526	52.7344	71.1958	52.7344	71.6015	52.7344	72.267	52.7344	38.9082	52.7344	39.5738	52.7344	39.9794
54.1992	72.1862	54.1992	72.2282	54.1992	72.6282	54.1992	73.2884	54.1992	38.9192	54.1992	39.5794	54.1992	39.9794
55.6641	73.1792	55.6641	73.2207	55.6641	73.6159	55.6641	74.2733	55.6641	38.9269	55.6641	39.5842	55.6641	39.9794
58.5938	75.0317	58.5938	75.0741	58.5938	75.4842	58.5938	76.1681	58.5938	38.8854	58.5938	39.5693	58.5938	39.9794
60.0586	75.8081	60.0586	75.8512	60.0586	76.2678	60.0586	76.9599	60.0586	38.8707	60.0586	39.5628	60.0586	39.9794
62.9883	76.8943	62.9883	76.9374	62.9883	77.3653	62.9883	78.0856	62.9883	38.8313	62.9883	39.5515	62.9883	39.9794
64.4531	77.2161	64.4531	77.2627	64.4531	77.7145	64.4531	78.4607	64.4531	38.7815	64.4531	39.5276	64.4531	39.9794
67.3828	77.6147	67.3828	77.6641	67.3828	78.1326	67.3828	78.8959	67.3828	38.7476	67.3828	39.5109	67.3828	39.9794
68.8477	77.7635	68.8477	77.8105	68.8477	78.2527	68.8477	78.9758	68.8477	38.8141	68.8477	39.5373	68.8477	39.9794
71.7773	77.8619	71.7773	77.9022	71.7773	78.2917	71.7773	78.9493	71.7773	38.9323	71.7773	39.5899	71.7773	39.9794
74.707	77.7421	74.707	77.7815	74.707	78.1687	74.707	78.8281	74.707	38.9328	74.707	39.5922	74.707	39.9794
77.6367	77.5723	77.6367	77.6115	77.6367	78.0085	77.6367	78.6911	77.6367	38.8999	77.6367	39.5825	77.6367	39.9794
79.1016	77.4517	79.1016	77.4916	79.1016	77.8984	79.1016	78.5993	79.1016	38.8717	79.1016	39.5726	79.1016	39.9794
82.0312	77.2963	82.0312	77.3391	82.0312	77.7658	82.0312	78.4888	82.0312	38.8296	82.0312	39.5527	82.0312	39.9794
84.9609	77.286	84.9609	77.3268	84.9609	77.7264	84.9609	78.3987	84.9609	38.9075	84.9609	39.5798	84.9609	39.9794
87.8906	77.3165	87.8906	77.3455	87.8906	77.6494	87.8906	78.1994	87.8906	39.1255	87.8906	39.6755	87.8906	39.9794
90.8203	77.3181	90.8203	77.3413	90.8203	77.6453	90.8203	78.2491	90.8203	39.0716	90.8203	39.6754	90.8203	39.9794
95.2148	76.9687	95.2148	77.0166	95.2148	77.4585	95.2148	78.1716	95.2148	38.8243	95.2148	39.5374	95.2148	39.9794
98.1445	77.3067	98.1445	77.335	98.1445	77.6452	98.1445	78.2218	98.1445	39.0927	98.1445	39.6692	98.1445	39.9794
101.074	77.3995	101.074	77.4243	101.074	77.7301	101.074	78.3188	101.074	39.0849	101.074	39.6735	101.074	39.9794
105.469	77.5313	105.469	77.5455	105.469	77.8227	105.469	78.4314	105.469	39.0936	105.469	39.7022	105.469	39.9794
108.398	77.5187	108.398	77.5352	108.398	77.8281	108.398	78.4602	108.398	39.0544	108.398	39.6865	108.398	39.9794
112.793	77.5814	112.793	77.5953	112.793	77.889	112.793	78.5443	112.793	39.0304	112.793	39.6857	112.793	39.9794
117.188	77.7922	117.188	77.8094	117.188	78.1247	117.188	78.8016	117.188	38.9872	117.188	39.664	117.188	39.9794
120.117	77.7917	120.117	77.8134	120.117	78.1918	120.117	78.9898	120.117	38.803	120.117	39.601	120.117	39.9794
124.512	77.6571	124.512	77.6924	124.512	78.1751	124.512	79.093	124.512	38.5789	124.512	39.4968	124.512	39.9794
128.906	77.9535	128.906	77.9898	128.906	78.4227	128.906	79.1883	128.906	38.7809	128.906	39.5465	128.906	39.9794
133.301	78.4456	133.301	78.4702	133.301	78.813	133.301	79.4788	133.301	38.9709	133.301	39.6366	133.301	39.9794
139.16	78.7812	139.16	78.7967	139.16	79.0841	139.16	79.7108	139.16	39.0653	139.16	39.692	139.16	39.9794
143.555	78.9435	143.555	78.9505	143.555	79.2065	143.555	79.8334	143.555	39.0966	143.555	39.7234	143.555	39.9794
147.949	79.2112	147.949	79.2186	147.949	79.4692	147.949	80.0786	147.949	39.1194	147.949	39.7288	147.949	39.9794
153.809	79.4913	153.809	79.489	153.809	79.7229	153.809	80.3879	153.809	39.0805	153.809	39.7455	153.809	39.9794
