"Estimated In-Room Response"	
"Estimated In-Room Response"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	45.1464
21.9727	45.4191
23.4375	46.2066
24.9023	48.1194
26.3672	47.6934
27.832	52.2115
29.2969	52.7059
30.7617	53.0916
32.2266	55.0334
33.6914	56.5116
35.1562	58.0261
36.6211	59.4111
38.0859	61.0919
39.5508	61.8506
41.0156	63.1096
42.4805	63.221
43.9453	64.7208
45.4102	66.0213
46.875	67.3822
48.3398	68.4596
51.2695	70.7132
52.7344	71.8634
54.1992	72.8882
55.6641	73.875
58.5938	75.7545
60.0586	76.5414
62.9883	77.6515
64.4531	78.0109
67.3828	78.4357
68.8477	78.5388
71.7773	78.5515
74.707	78.4296
77.6367	78.2795
79.1016	78.1773
82.0312	78.0534
84.9609	77.9922
87.8906	77.8666
90.8203	77.8882
95.2148	77.7398
98.1445	77.8744
101.074	77.9656
105.469	78.0707
108.398	78.0857
112.793	78.1576
117.188	78.4015
120.117	78.521
124.512	78.553
128.906	78.7305
133.301	79.0816
139.16	79.3397
143.555	79.4655
147.949	79.7204
153.809	80.0026
159.668	80.1555
165.527	80.5133
171.387	80.6991
177.246	80.8411
183.105	81.0324
188.965	81.3127
196.289	81.2022
203.613	80.6773
210.938	81.0418
218.262	81.1116
225.586	81.2166
232.91	81.077
241.699	81.0893
250.488	81.8945
259.277	81.2476
268.066	80.309
276.855	79.8271
287.109	79.6381
297.363	79.4209
307.617	79.059
319.336	78.4458
329.59	78.1057
341.309	77.7766
353.027	77.5534
366.211	77.2293
379.395	77.2179
392.578	76.4423
405.762	75.9783
420.41	75.8689
435.059	75.6529
451.172	74.641
465.82	74.4245
483.398	74.3406
499.512	74.0481
517.09	73.0989
536.133	72.078
555.176	71.91
574.219	71.4983
594.727	70.6633
615.234	69.8405
637.207	69.982
659.18	69.0591
682.617	69.3159
707.52	70.9276
732.422	71.027
757.324	72.3674
785.156	74.1652
811.523	75.5226
840.82	76.7166
870.117	78.7036
900.879	79.7569
933.105	81.4078
965.332	83.0853
1,000.49	84.0071
1,035.64	84.5596
1,072.27	84.4094
1,108.89	84.3757
1,148.44	84.0272
1,189.45	83.0028
1,230.47	82.3013
1,274.41	81.024
1,319.82	80.0157
1,366.7	79.0767
1,413.57	78.4647
1,463.38	77.6604
1,516.11	77.2213
1,568.85	76.8848
1,624.51	77.5856
1,681.64	78.3958
1,741.7	79.2722
1,803.22	79.7885
1,866.21	79.8308
1,932.13	80.5352
1,999.51	81.7583
2,069.82	82.7441
2,143.07	83.0348
2,219.24	82.624
2,296.88	82.5804
2,378.91	83.2018
2,462.4	83.9849
2,548.83	83.8261
2,639.65	83.6779
2,731.93	83.2509
2,828.61	83.3756
2,928.22	83.8802
3,030.76	84.0346
3,137.7	84.2786
3,249.02	84.0817
3,363.28	83.8252
3,481.93	83.7503
3,604.98	83.798
3,732.42	83.9296
3,864.26	83.3546
4,000.49	83.091
4,141.11	83.6577
4,287.6	83.2041
4,438.48	83.1307
4,595.21	82.8375
4,756.35	83.582
4,924.8	83.8544
5,097.66	83.4677
5,277.83	83.4032
5,463.87	83.5022
5,657.23	83.6581
5,856.45	83.2535
6,062.99	83.5389
6,276.86	83.5052
6,498.05	83.6068
6,726.56	83.4559
6,963.87	83.0099
7,209.96	83.531
7,464.84	83.2377
7,727.05	82.8962
7,999.51	82.8881
8,282.23	82.8628
8,573.73	82.3848
8,876.95	81.6517
9,188.96	81.4407
9,514.16	80.7102
9,849.61	80.4471
10,196.8	80.1652
10,555.7	79.2282
10,927.7	78.6915
11,313	77.9975
11,712.9	77.6946
12,126	77.6936
12,553.7	77.8699
12,996.1	77.8455
13,454.6	77.7009
13,929.2	77.1207
14,419.9	77.8739
14,928.2	77.8612
15,455.6	76.9206
16,000.5	76.2155
16,564.5	75.7916
17,148.9	76.9034
17,752.4	77.9093
18,379.4	78.1842
19,026.9	78.1195
19,697.8	77.9066
19,999.5	77.8115
