"Horizontal Reflections"							
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	44.7381	20.5078	45.1095	20.5078	45.9245	20.5078	45.4957
21.9727	43.8273	21.9727	45.1673	21.9727	47.3867	21.9727	46.3081
23.4375	45.045	23.4375	45.8331	23.4375	47.8547	23.4375	46.9072
24.9023	47.5376	24.9023	48.0259	24.9023	49.0687	24.9023	48.528
26.3672	46.985	26.3672	47.4526	26.3672	48.8126	26.3672	48.1501
27.832	51.6703	27.832	52.1657	27.832	53.0788	27.832	52.5896
29.2969	51.9453	29.2969	52.5173	29.2969	53.9017	29.2969	53.2145
30.7617	52.4129	30.7617	52.8772	30.7617	54.2084	30.7617	53.5576
32.2266	54.2934	32.2266	54.8548	32.2266	56.1879	32.2266	55.5219
33.6914	55.826	33.6914	56.3201	33.6914	57.6183	33.6914	56.9758
35.1562	57.263	35.1562	57.8005	35.1562	59.2285	35.1562	58.5298
36.6211	58.6513	36.6211	59.1931	36.6211	60.6149	36.6211	59.9178
38.0859	60.3667	38.0859	60.882	38.0859	62.2579	38.0859	61.5823
39.5508	61.1303	39.5508	61.6419	39.5508	63.0009	39.5508	62.3323
41.0156	62.7667	41.0156	63.0893	41.0156	63.7269	41.0156	63.3813
42.4805	62.6204	42.4805	63.0215	42.4805	64.2104	42.4805	63.6248
43.9453	64.0742	43.9453	64.5195	43.9453	65.7651	43.9453	65.1505
45.4102	65.3797	45.4102	65.8191	45.4102	67.0766	45.4102	66.4581
46.875	66.7369	46.875	67.1711	46.875	68.4458	46.875	67.8215
48.3398	67.7588	48.3398	68.2292	48.3398	69.603	48.3398	68.9348
51.2695	70.0386	51.2695	70.4877	51.2695	71.8158	51.2695	71.1684
52.7344	71.2045	52.7344	71.6389	52.7344	72.9542	52.7344	72.314
54.1992	72.2367	54.1992	72.6636	54.1992	73.9755	54.1992	73.3378
55.6641	73.2291	55.6641	73.6503	55.6641	74.9593	55.6641	74.3235
58.5938	75.0827	58.5938	75.5173	58.5938	76.8792	58.5938	76.2209
60.0586	75.8598	60.0586	76.3012	60.0586	77.679	60.0586	77.0136
62.9883	76.9461	62.9883	77.3946	62.9883	78.8317	62.9883	78.1425
64.4531	77.2721	64.4531	77.7485	64.4531	79.2265	64.4531	78.5177
67.3828	77.6739	67.3828	78.1717	67.3828	79.6737	67.3828	78.9527
68.8477	77.82	68.8477	78.2909	68.8477	79.7226	68.8477	79.0322
71.7773	77.9105	71.7773	78.3226	71.7773	79.6511	71.7773	79.0092
74.707	77.7896	74.707	78.1965	74.707	79.5361	74.707	78.8906
77.6367	77.6196	77.6367	78.0332	77.6367	79.4215	77.6367	78.7562
79.1016	77.4997	79.1016	77.9215	79.1016	79.3452	79.1016	78.6651
82.0312	77.3478	82.0312	77.7926	82.0312	79.2519	82.0312	78.5548
84.9609	77.3353	84.9609	77.757	84.9609	79.125	84.9609	78.4663
87.8906	77.3516	87.8906	77.6656	87.8906	78.8218	87.8906	78.2628
90.8203	77.346	90.8203	77.6335	90.8203	78.9292	90.8203	78.3191
95.2148	77.0263	95.2148	77.4994	95.2148	78.9261	95.2148	78.2373
98.1445	77.341	98.1445	77.6487	98.1445	78.8844	98.1445	78.2948
