"Directivity Index"
"Sound Power DI"		"Early Reflections DI"
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	0.127976	20.5078	0.0847968
21.2402	0.19692	21.2402	0.122202
21.9727	0.233875	21.9727	0.136982
22.7051	0.0531448	22.7051	0.074647
23.4375	-0.0746969	23.4375	0.0371335
24.1699	0.0857257	24.1699	0.108102
25.6348	-0.207936	25.6348	0.0160117
26.3672	-0.523168	26.3672	-0.0656701
27.0996	-0.629954	27.0996	-0.0654238
27.832	-0.67569	27.832	-0.0718971
29.2969	-0.624047	29.2969	-0.0806591
30.0293	-0.587775	30.0293	-0.0876015
31.4941	-0.153234	31.4941	0.0398788
32.2266	-0.0175897	32.2266	0.0695841
33.6914	0.0349972	33.6914	0.0701123
34.4238	0.0944333	34.4238	0.091433
35.8887	0.166534	35.8887	0.110496
37.3535	0.157814	37.3535	0.101906
38.8184	0.173936	38.8184	0.105834
39.5508	0.188539	39.5508	0.110801
41.0156	0.173733	41.0156	0.103249
42.4805	0.247793	42.4805	0.1341
43.9453	0.276028	43.9453	0.142492
45.4102	0.269068	45.4102	0.137984
47.6074	0.308109	47.6074	0.152046
49.0723	0.318942	49.0723	0.155229
50.5371	0.292166	50.5371	0.145412
52.7344	0.291007	52.7344	0.145781
54.1992	0.303912	54.1992	0.150992
56.3965	0.324914	56.3965	0.158097
58.5938	0.307696	58.5938	0.152479
60.0586	0.318412	60.0586	0.15745
62.2559	0.340121	62.2559	0.164246
64.4531	0.32676	64.4531	0.160121
66.6504	0.346472	66.6504	0.167765
69.5801	0.3852	69.5801	0.182692
71.7773	0.386607	71.7773	0.181735
73.9746	0.327349	73.9746	0.16175
76.9043	0.349823	76.9043	0.173706
79.834	0.433979	79.834	0.205143
82.7637	0.448453	82.7637	0.207186
85.6934	0.334426	85.6934	0.168079
88.623	0.192146	88.623	0.119498
91.5527	0.151009	91.5527	0.128963
94.4824	0.523023	94.4824	0.250309
98.1445	0.403645	98.1445	0.211552
101.807	0.425559	101.807	0.227027
105.469	0.480363	105.469	0.255501
109.131	0.612672	109.131	0.30005
112.793	0.651109	112.793	0.310632
116.455	0.675627	116.455	0.31576
120.85	0.601332	120.85	0.290155
125.244	0.721737	125.244	0.333559
129.639	0.745356	129.639	0.340548
134.033	0.652978	134.033	0.314869
138.428	0.670733	138.428	0.323727
143.555	0.667193	143.555	0.331888
148.682	0.742377	148.682	0.372129
153.809	0.924685	153.809	0.440028
159.668	0.943226	159.668	0.435581
164.795	0.944436	164.795	0.434676
170.654	0.897648	170.654	0.424763
176.514	0.907465	176.514	0.444457
183.105	0.996402	183.105	0.492812
189.697	1.16259	189.697	0.551878
196.289	1.14139	196.289	0.521012
202.881	1.18798	202.881	0.557157
210.205	1.2709	210.205	0.579249
217.529	1.25976	217.529	0.565587
225.586	1.2997	225.586	0.59701
232.91	1.39814	232.91	0.620531
241.699	1.30897	241.699	0.609651
249.756	1.44718	249.756	0.685772
258.545	1.50041	258.545	0.720904
268.066	1.5542	268.066	0.77088
277.588	1.74788	277.588	0.808383
287.109	1.89326	287.109	0.879812
297.363	2.18529	297.363	0.981745
307.617	2.04684	307.617	0.865312
318.604	1.99467	318.604	0.880358
329.59	2.18479	329.59	0.944561
341.309	2.04844	341.309	0.881127
353.76	2.50191	353.76	1.04463
366.211	2.59869	366.211	1.03851
378.662	2.39397	378.662	0.973118
392.578	2.40343	392.578	1.00966
405.762	2.36575	405.762	1.23837
420.41	3.3162	420.41	1.51188
435.059	2.71646	435.059	1.19012
450.439	3.26061	450.439	1.29237
466.553	2.98491	466.553	1.13595
482.666	3.02519	482.666	1.13459
500.244	2.89824	500.244	1.00968
517.822	2.71112	517.822	0.961713
536.133	2.57195	536.133	0.981721
554.443	3.32	554.443	1.13544
574.219	2.90652	574.219	0.807341
594.727	2.82806	594.727	0.742429
615.234	3.36161	615.234	1.03657
637.207	3.36624	637.207	1.02077
659.912	3.72075	659.912	1.28436
683.35	3.7439	683.35	1.44209
706.787	4.24213	706.787	1.62051
731.689	4.26284	731.689	1.66925
758.057	4.116	758.057	1.65089
784.424	4.70857	784.424	1.96981
812.256	4.52745	812.256	1.88916
840.82	4.18184	840.82	1.97003
870.85	4.14369	870.85	1.9653
901.611	4.75996	901.611	2.17694
933.105	4.95525	933.105	2.24879
966.064	5.12675	966.064	2.33414
999.756	5.14205	999.756	2.47581
1,034.91	4.02712	1,034.91	2.08655
1,071.53	4.50585	1,071.53	1.98637
1,109.62	5.06449	1,109.62	2.15627
1,148.44	5.50434	1,148.44	2.28691
1,189.45	5.99191	1,189.45	2.56437
1,231.2	6.16729	1,231.2	2.72066
1,274.41	6.1663	1,274.41	2.69996
1,319.82	6.57191	1,319.82	2.89633
1,365.97	7.04341	1,365.97	3.09072
1,414.31	6.05669	1,414.31	2.53041
1,464.11	5.97349	1,464.11	2.5446
1,515.38	6.40737	1,515.38	2.88293
1,568.85	6.72499	1,568.85	3.01636
1,624.51	6.81277	1,624.51	3.10166
1,681.64	6.42927	1,681.64	2.87173
1,740.97	6.85705	1,740.97	3.06667
1,802.49	6.90653	1,802.49	3.0451
1,866.21	6.79905	1,866.21	2.97929
1,932.13	6.84177	1,932.13	3.02482
2,000.24	7.4526	2,000.24	3.31289
2,070.56	7.29781	2,070.56	3.23412
2,143.8	7.0606	2,143.8	3.29057
2,219.24	7.61932	2,219.24	3.57379
2,297.61	7.72813	2,297.61	3.46022
2,378.17	7.87738	2,378.17	3.57598
2,462.4	7.69364	2,462.4	3.53491
2,548.83	7.57293	2,548.83	3.53528
2,638.92	7.63475	2,638.92	3.47608
2,731.93	7.5813	2,731.93	3.41008
2,828.61	7.53107	2,828.61	3.41985
2,928.22	7.39337	2,928.22	3.34023
3,031.49	7.33304	3,031.49	3.31676
3,138.43	7.53439	3,138.43	3.33892
3,249.02	7.35494	3,249.02	3.234
3,363.28	7.27215	3,363.28	3.21321
3,481.93	7.30184	3,481.93	3.17061
3,604.98	7.46185	3,604.98	3.19028
3,732.42	7.79182	3,732.42	3.27663
3,863.53	7.9685	3,863.53	3.26706
3,999.76	8.14152	3,999.76	3.41359
4,141.11	8.3487	4,141.11	3.48908
4,286.87	8.32895	4,286.87	3.36693
4,438.48	8.07396	4,438.48	3.15843
4,594.48	7.79969	4,594.48	2.95523
4,757.08	7.65187	4,757.08	3.00033
4,924.8	7.79839	4,924.8	3.25775
5,098.39	7.53208	5,098.39	3.15342
5,277.83	7.87895	5,277.83	3.28016
5,463.87	8.07943	5,463.87	3.42426
5,656.49	8.26315	5,656.49	3.47288
5,856.45	8.62082	5,856.45	3.53449
6,062.99	8.57277	6,062.99	3.51681
6,276.86	8.40895	6,276.86	3.55758
6,498.05	8.43929	6,498.05	3.5045
6,727.29	8.46682	6,727.29	3.5018
6,964.6	8.40506	6,964.6	3.49632
7,209.96	8.34272	7,209.96	3.45927
7,464.11	8.37141	7,464.11	3.48965
7,727.78	8.50832	7,727.78	3.58629
8,000.24	8.74809	8,000.24	3.71148
8,282.23	8.92201	8,282.23	3.744
8,574.46	9.10124	8,574.46	3.85603
8,876.22	9.16908	8,876.22	3.94198
9,189.7	9.29385	9,189.7	4.04464
9,513.43	9.36373	9,513.43	4.10303
9,848.88	9.49097	9,848.88	4.17696
10,196.8	9.68704	10,196.8	4.27728
10,556.4	9.84011	10,556.4	4.35125
10,928.5	9.93328	10,928.5	4.42874
11,313.7	9.87746	11,313.7	4.45961
11,712.9	9.76007	11,712.9	4.38713
12,126	9.78571	12,126	4.38223
12,553.7	9.76585	12,553.7	4.28609
12,996.1	9.83823	12,996.1	4.31383
13,454.6	9.84987	13,454.6	4.36148
13,928.5	9.62468	13,928.5	4.23009
14,419.9	9.13176	14,419.9	3.95571
14,928.2	8.83351	14,928.2	3.76215
15,454.8	8.75855	15,454.8	3.71903
15,999.8	8.7296	15,999.8	3.70264
16,564.5	8.58933	16,564.5	3.62134
17,148.2	8.37171	17,148.2	3.48448
17,753.2	8.39456	17,753.2	3.49752
18,379.4	8.44682	18,379.4	3.54303
19,027.6	8.85413	19,027.6	3.75716
19,698.5	9.52844	19,698.5	4.15737
19,999.5	9.71682	19,999.5	4.26807
