22.4	-175.1
23	-175.1
23.6	-175.1
24	-175.1
25	67.7
25.8	70.3
26.5	72.6
27.2	74.3
28	75.6
29	76.7
30	77.6
30.7	78.5
31.5	79.3
32.5	80
33.5	80.8
34.5	81.4
35.5	82
36.5	82.7
37.5	83.3
38.7	83.9
40	84.4
41.2	85
42.5	85.6
43.7	86.1
45	86.7
46.2	87.2
47.5	87.8
48.7	88.3
50	88.9
51.5	90.1
53	91.4
54.5	92.4
56	93.4
58	94.2
60	94.9
61.5	95.4
63	95.9
65	96.3
67	96.7
69	96.9
71	97.1
73	97.3
75	97.4
77.5	97.5
80	97.7
82.5	97.8
85	97.9
87.5	98
90	98.1
92.5	98.2
95	98.2
97.5	98.3
100	98.4
103	98.4
106	98.4
109	98.4
112	98.5
115	98.5
118	98.6
122	98.6
125	98.6
128	98.6
132	98.6
136	98.6
140	98.6
145	98.5
150	98.5
155	98.5
160	98.4
165	98.3
170	98.3
175	98.2
180	98.2
185	98.1
190	98.1
195	98.1
200	98.1
206	98
212	97.9
218	97.8
224	97.7
230	97.5
236	97.3
240	97
250	96.8
258	96.6
265	96.5
272	96.3
280	96
290	95.6
300	95.1
307	95
315	95
325	95.1
335	95.1
345	95.2
355	95
365	94.6
375	94.2
387	94
400	94
412	93.8
425	93.6
437	93.6
450	93.8
462	93.9
475	94.1
487	93.9
500	93.6
515	93.8
530	94
545	94.2
560	94.2
580	94.2
600	94.6
615	95.3
630	95.9
650	96.5
670	96.7
690	96.7
710	96.8
730	96.9
750	96.7
775	96.6
800	96.5
825	96
850	95.5
875	95.1
900	94.2
925	93.8
950	94.1
975	94.2
1000	94.4
1030	94.8
1060	94.5
1090	94
1120	93.6
1150	93.4
1180	93.9
1220	94.2
1250	94.3
1280	94.2
1320	94.3
1360	94.6
1400	94.9
1450	94.9
1500	94.6
1550	94.2
1600	93.8
1650	93.9
1700	94
1750	93.8
1800	94
1850	93.9
1900	93.6
1950	93.8
2000	93.9
2060	93.6
2120	93.5
2180	93.8
2240	93.9
2300	93.9
2360	94.6
2400	94.8
2500	95
2580	95.2
2650	95.5
2720	95.7
2800	96.2
2900	96.7
3000	97.6
3070	98.1
3150	98.5
3250	98.7
3350	98.5
3450	98.3
3550	97.6
3650	96.9
3750	96
3870	95.7
4000	95.4
4120	95.2
4250	95.2
4370	95
4500	94.9
4620	95.1
4750	95.6
4870	95.9
5000	96
5150	95.7
5300	95.2
5450	94.7
5600	93.8
5800	93.2
6000	92.6
6150	91.8
6300	92.8
6500	93.8
6700	94.3
6900	94.6
7100	95.5
7300	96.4
7500	97.1
7750	97
8000	96.3
8250	96.1
8500	95.3
8750	95.6
9000	96.4
9250	96.9
9500	97.5
9750	97.6
10000	96.3
10300	95.2
10600	94.3
10900	94.5
11200	93.9
11500	93.9
11800	94.2
12200	94.4
12500	93.8
12800	92.8
13200	91.2
13600	91.3
14000	92.7
14500	91.9
15000	91.4
15500	90.1
16000	88.8
16500	88.4
17000	90.3
17500	90.5
18000	86.3
18500	80.5
19000	76.1
19500	74.4
20000	76.5
20600	79.9
21200	81.2
21800	81.3
22400	81.3
