"Vertical Reflections"					
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	62.5871	20.5078	61.7371	20.5078	62.1829
21.9727	61.4732	21.9727	61.9525	21.9727	61.7195
23.4375	58.4648	23.4375	56.3661	23.4375	57.541
24.9023	61.8339	24.9023	58.4962	24.9023	60.4781
26.3672	66.5546	26.3672	63.8914	26.3672	65.424
27.832	68.7658	27.832	66.2051	27.832	67.6715
29.2969	72.0337	29.2969	69.0767	29.2969	70.8021
30.7617	76.1175	30.7617	73.9814	30.7617	75.1795
32.2266	79.1896	32.2266	77.2532	32.2266	78.3284
33.6914	82.277	33.6914	80.0496	33.6914	81.3046
35.1562	85.3795	35.1562	83.5042	35.1562	84.5423
36.6211	88.3101	36.6211	86.5263	36.6211	87.5092
38.0859	91.1095	38.0859	89.3997	38.0859	90.3382
39.5508	93.5141	39.5508	91.887	39.5508	92.7763
41.0156	95.3348	41.0156	93.7374	41.0156	94.6092
42.4805	96.8917	42.4805	95.3291	42.4805	96.1803
43.9453	97.9517	43.9453	96.4437	43.9453	97.2628
45.4102	98.5811	45.4102	97.1128	45.4102	97.9087
46.875	99.0181	46.875	97.5723	46.875	98.3551
48.3398	99.2576	48.3398	97.8512	48.3398	98.6111
51.2695	99.3461	51.2695	97.9724	51.2695	98.7134
52.7344	99.263	52.7344	97.9347	52.7344	98.6494
54.1992	99.192	54.1992	97.8846	54.1992	98.5873
55.6641	99.1521	55.6641	97.875	55.6641	98.5603
58.5938	98.9543	58.5938	97.7014	58.5938	98.3729
60.0586	98.8728	60.0586	97.6176	60.0586	98.2904
62.9883	98.7122	62.9883	97.475	62.9883	98.1375
64.4531	98.655	64.4531	97.4161	64.4531	98.0796
67.3828	98.6412	67.3828	97.4029	67.3828	98.066
68.8477	98.6556	68.8477	97.4258	68.8477	98.0841
71.7773	98.6744	71.7773	97.4967	71.7773	98.1253
74.707	98.6766	74.707	97.5105	74.707	98.1326
77.6367	98.6887	77.6367	97.5102	77.6367	98.1393
79.1016	98.7179	79.1016	97.5333	79.1016	98.1659
82.0312	98.8488	82.0312	97.6602	82.0312	98.2951
84.9609	98.9587	84.9609	97.7617	84.9609	98.4013
87.8906	98.965	87.8906	97.7844	87.8906	98.4147
90.8203	99.0883	90.8203	97.9007	90.8203	98.535
95.2148	99.2579	95.2148	98.0698	95.2148	98.7044
98.1445	99.3917	98.1445	98.2588	98.1445	98.8621
101.074	99.4628	101.074	98.294	101.074	98.9176
105.469	99.5082	105.469	98.3058	105.469	98.9485
108.398	99.5349	108.398	98.3517	108.398	98.9835
112.793	99.7821	112.793	98.6279	112.793	99.2433
117.188	99.8811	117.188	98.744	117.188	99.3497
120.117	99.9664	120.117	98.7327	120.117	99.3932
124.512	100.262	124.512	98.87	124.512	99.6217
128.906	100.289	128.906	98.9952	128.906	99.6899
133.301	100.053	133.301	98.7675	133.301	99.4575
139.16	99.8277	139.16	98.29	139.16	99.1266
143.555	99.9965	143.555	98.3259	143.555	99.241
147.949	100.14	147.949	98.5284	147.949	99.4084
153.809	100.037	153.809	98.6292	153.809	99.3902
159.668	100.064	159.668	98.8319	159.668	99.4914
165.527	99.9686	165.527	98.4628	165.527	99.2806
171.387	99.6957	171.387	97.9854	171.387	98.9242
177.246	99.6284	177.246	98.0215	177.246	98.8988
183.105	99.9593	183.105	97.7776	183.105	99.0041
188.965	99.4488	188.965	97.8853	188.965	98.737
196.289	99.1358	196.289	97.3458	196.289	98.3324
203.613	99.2931	203.613	97.5077	203.613	98.4915
210.938	98.9698	210.938	97.9304	210.938	98.4811
218.262	99.3022	218.262	97.8333	218.262	98.6295
225.586	99.5594	225.586	97.862	225.586	98.7931
232.91	99.5989	232.91	98.0017	232.91	98.8733
241.699	99.8078	241.699	98.1855	241.699	99.072
250.488	100.104	250.488	98.4805	250.488	99.3679
259.277	100.123	259.277	98.0214	259.277	99.1983
268.066	99.9528	268.066	98.1469	268.066	99.143
276.855	99.5856	276.855	98.1634	276.855	98.9325
287.109	99.4622	287.109	97.8574	287.109	98.7335
297.363	100.145	297.363	98.2134	297.363	99.2856
307.617	100.106	307.617	98.5093	307.617	99.3808
319.336	100.328	319.336	98.4947	319.336	99.5075
329.59	100.124	329.59	98.4633	329.59	99.3724
341.309	100.541	341.309	98.5258	341.309	99.649
353.027	100.653	353.027	98.1666	353.027	99.5853
366.211	99.9576	366.211	97.879	366.211	99.0415
379.395	100.335	379.395	98.2657	379.395	99.4222
392.578	99.2547	392.578	97.1547	392.578	98.3304
405.762	99.3399	405.762	97.3002	405.762	98.4387
420.41	99.2696	420.41	97.8382	420.41	98.6126
435.059	98.849	435.059	97.0025	435.059	98.0231
451.172	99.3284	451.172	97.0722	451.172	98.3452
465.82	98.915	465.82	97.1506	465.82	98.1218
483.398	98.9546	483.398	97.5668	483.398	98.3159
499.512	99.6679	499.512	96.9814	499.512	98.5292
517.09	98.9295	517.09	96.8095	517.09	97.9976
536.133	99.1196	536.133	95.0852	536.133	97.5549
555.176	99.0766	555.176	95.6957	555.176	97.7072
574.219	99.3574	574.219	95.4154	574.219	97.8191
594.727	98.779	594.727	95.5206	594.727	97.4485
615.234	98.9101	615.234	94.7048	615.234	97.2977
637.207	100.231	637.207	90.0346	637.207	97.617
659.18	99.7066	659.18	91.1855	659.18	97.2675
682.617	98.1413	682.617	95.2374	682.617	96.9277
707.52	98.9517	707.52	96.7844	707.52	98.0019
732.422	98.8745	732.422	97.1027	732.422	98.0783
757.324	99.2563	757.324	96.214	757.324	97.9962
785.156	98.1468	785.156	94.9066	785.156	96.8221
811.523	97.2093	811.523	94.2023	811.523	95.961
840.82	97.054	840.82	94.5681	840.82	95.9866
870.117	96.5021	870.117	96.0258	870.117	96.2705
900.879	93.9154	900.879	99.2787	900.879	97.3772
933.105	95.4721	933.105	101.022	933.105	99.0793
965.332	98.0674	965.332	100.065	965.332	99.1802
1,000.49	98.9937	1,000.49	97.8697	1,000.49	98.468
1,035.64	98.7489	1,035.64	96.2283	1,035.64	97.669
1,072.27	99.3701	1,072.27	91.8944	1,072.27	97.0743
1,108.89	98.8624	1,108.89	91.5441	1,108.89	96.5909
1,148.44	97.8146	1,148.44	91.2785	1,148.44	95.675
1,189.45	97.9216	1,189.45	92.8407	1,189.45	96.0853
1,230.47	98.0359	1,230.47	92.5502	1,230.47	96.1071
1,274.41	98.4833	1,274.41	91.2781	1,274.41	96.2297
1,319.82	98.5007	1,319.82	91.2533	1,319.82	96.2403
1,366.7	98.8613	1,366.7	92.2939	1,366.7	96.7161
1,413.57	98.4071	1,413.57	91.8543	1,413.57	96.2645
1,463.38	98.374	1,463.38	90.8101	1,463.38	96.065
1,516.11	96.7825	1,516.11	87.6085	1,516.11	94.2681
1,568.85	96.7875	1,568.85	89.0558	1,568.85	94.4539
1,624.51	96.9415	1,624.51	87.7329	1,624.51	94.4233
