* Measurement data measured by REW V5.20 Beta 53
* Source: C:\Users\Napie\Music\REW\Top Speakers\New Folder\7-On Axis.txt
* Format: Comma/Tab/Space delimited data
* Dated: May 26, 2020 3:05:33 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Measurement imported from C:\Users\Napie\Music\REW\Top Speakers\New Folder\7-On Axis.txt Format: Comma/Tab/Space delimited data 623 values loaded, 5 Hz to 39,792 Hz log spaced 
* Measurement: 7-On Axis
* Smoothing: None
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
20.000000	56.120720	-79.7329
20.144928	56.409733	-81.9470
20.290907	56.698742	-84.5455
20.437943	57.062817	-87.9664
20.586044	57.276936	-91.5745
20.735220	57.042240	-95.0230
20.885475	56.654480	-97.8822
21.036821	56.320713	-99.4455
21.189262	56.009365	-100.1965
21.342808	55.779640	-100.4560
21.497467	55.565266	-100.0110
21.653246	55.259853	-98.7528
21.810154	55.042179	-96.6863
21.968201	55.012806	-93.3114
22.127390	55.301456	-90.0332
22.287735	56.290203	-88.3464
22.449242	57.323269	-87.4934
22.611917	57.616707	-87.2229
22.775772	57.932442	-87.4994
22.940815	58.983257	-87.9495
23.107054	60.138531	-89.3363
23.274498	60.943199	-92.6757
23.443153	61.576244	-96.8420
23.613033	62.015503	-100.8521
23.784142	62.412640	-105.2819
23.956491	63.045425	-110.5697
24.130091	63.514641	-116.1545
24.304947	63.356087	-121.7243
24.481071	63.039421	-126.9674
24.658470	62.972214	-131.3443
24.837156	62.881187	-135.2269
25.017136	62.560860	-138.8528
25.198421	62.211334	-142.0899
25.381020	61.987675	-144.7073
25.564941	61.822132	-147.2365
25.750195	61.752159	-150.2614
25.936790	61.616261	-153.3980
26.124741	61.219215	-156.6266
26.314051	60.698822	-159.4364
26.504732	60.079147	-161.1018
26.696796	59.507626	-162.2448
26.890253	59.231400	-163.2493
27.085112	58.976341	-164.1131
27.281382	58.474537	-164.9793
27.479073	57.951679	-165.7939
27.678198	57.644459	-166.6680
27.878765	57.254692	-167.2495
28.080786	56.435234	-167.2558
28.284271	55.566151	-166.5865
28.489231	55.002792	-164.9556
28.695675	54.476761	-162.6376
28.903616	53.786816	-159.9640
29.113064	53.082977	-156.4807
29.324028	52.432545	-151.7831
29.536524	51.884571	-146.0494
29.750557	51.485527	-139.2027
29.966141	51.310047	-131.6069
30.183289	51.420532	-123.2314
30.402010	51.900135	-115.1836
30.622314	52.997978	-108.5724
30.844217	54.279427	-103.3674
31.067726	55.332767	-100.1509
31.292856	56.334503	-98.1882
31.519617	57.327511	-96.8481
31.748020	58.303814	-96.3980
31.978081	59.331482	-97.1128
32.209808	60.224960	-98.3442
32.443211	60.690189	-99.4645
32.678310	61.119362	-100.6823
32.915108	61.913036	-101.8104
33.153625	62.755978	-103.4126
33.393871	63.452225	-106.1463
33.635857	64.040184	-109.5463
33.879597	64.514030	-113.4974
34.125103	64.811745	-117.6015
34.372387	64.829231	-121.5233
34.621464	64.686302	-124.9583
34.872345	64.454674	-127.4456
35.125042	64.175354	-129.1185
35.379574	63.910988	-129.9409
35.635948	63.668266	-129.9635
35.894180	63.436245	-129.0726
36.154285	63.330029	-127.7232
36.416275	63.513035	-126.2034
36.680161	63.830444	-124.9017
36.945961	64.211807	-124.4791
37.213688	64.565536	-124.4070
37.483353	64.713257	-124.3833
37.754974	64.844765	-124.3820
38.028561	65.125809	-124.1580
38.304131	65.452560	-124.0679
38.581699	65.800598	-124.5285
38.861279	66.095619	-125.1191
39.142883	66.198013	-125.5558
39.426529	66.278862	-125.8408
39.712231	66.495476	-125.7907
40.000000	66.751602	-125.6791
40.289856	67.006264	-125.7975
40.581814	67.249680	-125.9119
40.875885	67.425491	-125.8222
41.172089	67.632637	-125.7151
41.470440	67.992325	-125.6701
41.770950	68.382370	-125.8106
42.073643	68.714638	-126.3761
42.378525	69.006622	-127.0989
42.685616	69.243706	-127.8551
42.994934	69.434753	-128.4494
43.306492	69.543022	-128.5568
43.620308	69.690712	-128.4423
43.936401	70.028534	-128.1778
44.254780	70.435333	-128.0191
44.575470	70.842094	-128.3271
44.898483	71.241379	-128.8590
45.223835	71.585617	-129.4850
45.551544	71.926498	-130.2229
45.881630	72.317596	-131.0643
46.214108	72.706406	-131.9586
46.548996	73.011566	-132.7168
46.886307	73.372353	-133.7451
47.226067	74.007469	-135.4668
47.568283	74.599152	-137.6450
47.912983	74.822693	-140.3709
48.260181	74.913902	-143.0797
48.609894	75.006622	-145.1449
48.962143	75.085876	-146.8377
49.316940	75.168159	-148.1446
49.674313	75.291756	-149.2982
50.034271	75.531464	-150.5095
50.396843	75.794601	-151.8308
50.762039	76.004173	-153.4348
51.129883	76.186699	-155.1709
51.500389	76.350548	-156.9869
51.873581	76.473824	-158.7600
52.249481	76.509331	-160.3080
52.628101	76.540916	-161.7556
53.009464	76.676392	-163.1746
53.393593	76.797829	-164.5447
53.780506	76.801735	-165.9837
54.170223	76.751114	-167.1484
54.562763	76.638977	-167.6446
54.958145	76.573029	-167.7401
55.356396	76.670105	-167.3563
55.757530	76.896523	-167.1420
56.161572	77.362740	-167.9950
56.568542	77.752525	-169.0952
56.978462	77.610580	-169.8838
57.391350	77.461113	-170.4622
57.807232	77.810539	-170.5331
58.226128	78.264221	-170.7373
58.648056	78.555374	-171.7927
59.073048	78.799637	-173.1786
59.501114	79.034264	-174.6252
59.932281	79.230698	-176.0894
60.366577	79.349632	-177.4292
60.804020	79.459793	-178.6740
61.244629	79.624809	-179.7325
61.688435	79.821640	179.1750
62.135452	80.067879	177.8278
62.585712	80.304619	176.3167
63.039234	80.466576	174.6111
63.496040	80.589821	172.8569
63.956161	80.686600	171.1973
64.419617	80.763878	169.6118
64.886421	80.831200	168.1350
65.356621	80.892891	166.7434
65.830215	80.957321	165.4311
66.307251	81.021881	164.1783
66.787743	81.086884	162.9644
67.271713	81.151886	161.7881
67.759193	81.216385	160.6420
68.250206	81.280884	159.5240
68.744774	81.345886	158.4295
69.242928	81.410896	157.3588
69.744690	81.475388	156.3120
70.250084	81.539879	155.2850
70.759148	81.604874	154.2731
71.271896	81.669884	153.2768
71.788361	81.734375	152.2951
72.308571	81.798882	151.3268
72.832550	81.863876	150.3705
73.360321	81.928879	149.4267
73.891922	81.993439	148.4967
74.427376	82.057877	147.5777
74.966705	82.122314	146.6676
75.509949	82.186882	145.7657
76.057121	82.251877	144.8709
76.608261	82.316872	143.9828
77.163399	82.381378	143.1004
77.722557	82.445869	142.2238
78.285767	82.510864	141.3539
78.853058	82.575867	140.4867
79.424461	82.640381	139.6195
80.000000	82.704880	138.7487
80.579712	82.769882	137.8745
81.163628	82.834877	136.9827
81.751770	82.902237	136.0573
82.344177	82.963875	135.1030
82.940880	83.014908	134.1002
83.541901	83.047958	133.1060
84.147285	83.050201	132.1541
84.757050	83.033043	131.2955
85.371231	83.001320	130.5881
85.989868	82.962074	130.0459
86.612984	82.922394	129.6827
87.240616	82.887062	129.5580
87.872803	82.833237	129.8484
88.509560	82.850845	130.2163
89.150940	83.081703	130.3851
89.796967	83.348480	130.3444
90.447670	83.489189	129.8936
91.103088	83.596802	129.3282
91.763260	83.709396	128.9214
92.428215	83.831741	128.5437
93.097992	83.982491	128.1981
93.772614	84.157631	127.7560
94.452133	84.389175	126.9897
95.136566	84.587669	126.1995
95.825966	84.601974	125.6904
96.520363	84.647789	125.2260
97.219788	84.965622	124.7570
97.924286	85.333275	124.0239
98.633881	85.593803	122.5913
99.348625	85.787689	120.9363
100.068542	85.874733	119.4320
100.793686	85.941818	117.9635
101.524078	86.089355	116.5705
102.259766	86.237656	115.1585
103.000778	86.330521	113.6031
103.747162	86.395897	112.0340
104.498962	86.444305	110.5239
105.256203	86.472969	109.1215
106.018929	86.461823	107.9594
106.787186	86.472931	106.8581
107.561012	86.590004	105.7327
108.340446	86.728790	104.4303
109.125526	86.852280	102.6302
109.916290	86.901016	100.7493
110.712791	86.756668	99.0555
111.515060	86.558411	97.6794
112.323143	86.408333	96.9470
113.137085	86.301170	96.5396
113.956924	86.279991	96.2531
114.782700	86.300919	96.0644
115.614464	86.313248	95.9399
116.452255	86.379799	95.7086
117.296112	86.585945	95.2104
118.146095	86.814560	94.3781
119.002228	86.981064	92.9450
119.864563	87.071884	91.3492
120.733154	87.002800	89.9526
121.608040	86.901199	88.7234
122.489258	86.890305	87.8159
123.376869	86.900970	87.0298
124.270905	86.900879	86.1886
125.171425	86.901001	85.3734
126.078468	86.895508	84.6371
126.992081	86.902962	83.8907
127.912323	86.961632	83.0211
128.839233	87.006950	82.1527
129.772842	86.949951	81.3992
130.713242	86.901047	80.6814
131.660431	86.977333	79.9984
132.614502	87.071762	79.2274
133.575485	87.110756	78.1551
134.543427	87.109055	77.0490
135.518387	87.037834	76.1186
136.500412	86.955139	75.3303
137.489548	86.918427	74.7571
138.485855	86.901024	74.2870
139.489380	86.893127	73.8357
140.500168	86.900970	73.3930
141.518295	86.930725	72.9281
142.543793	86.972878	72.4184
143.576721	87.021004	71.8277
144.617142	87.071892	71.1655
145.665100	87.120255	70.4357
146.720642	87.165886	69.6193
147.783844	87.220940	68.6376
148.854752	87.243004	67.6724
149.933411	87.156113	66.9085
151.019897	87.072151	66.2605
152.114243	87.108719	65.7585
153.216522	87.174812	65.2365
154.326797	87.213669	64.4862
