"Estimated In-Room Response"	
"Estimated In-Room Response"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	47.5094
21.2402	44.3524
21.9727	42.6603
22.7051	45.3244
23.4375	45.5916
24.1699	46.578
25.6348	44.8571
26.3672	46.5384
27.0996	47.0677
27.832	46.6802
29.2969	48.9792
30.0293	48.658
31.4941	51.1421
32.2266	51.4822
33.6914	51.9054
34.4238	52.3886
35.8887	54.2974
37.3535	55.0547
38.8184	56.0487
39.5508	56.8146
41.0156	58.2196
42.4805	59.3528
43.9453	60.4065
45.4102	61.4503
47.6074	63.1656
49.0723	64.1138
50.5371	65.1347
52.7344	66.7994
54.1992	67.7522
56.3965	69.3518
58.5938	71.0067
60.0586	72.0904
62.2559	73.5226
64.4531	74.9894
66.6504	76.5752
69.5801	78.5035
71.7773	79.9989
73.9746	81.3545
76.9043	83.117
79.834	84.608
82.7637	85.7107
85.6934	86.3893
88.623	86.671
91.5527	86.5979
94.4824	86.445
98.1445	86.1995
101.807	85.8951
105.469	85.5887
109.131	85.4058
112.793	85.3135
116.455	85.182
120.85	85.0814
125.244	85.0222
129.639	84.9605
134.033	84.9355
138.428	84.9331
143.555	84.9957
148.682	85.0554
153.809	85.1589
159.668	85.2331
164.795	85.3852
170.654	85.3973
176.514	85.3712
183.105	85.3692
189.697	85.4874
196.289	85.512
202.881	85.5675
210.205	85.5522
217.529	85.5489
225.586	85.5256
232.91	85.605
241.699	85.4147
249.756	85.4602
258.545	85.4588
268.066	85.1689
277.588	85.3088
287.109	85.3165
297.363	85.1827
307.617	85.0846
318.604	84.8896
329.59	84.8635
341.309	84.5335
353.76	84.5834
366.211	84.5215
378.662	84.5459
392.578	84.1572
405.762	84.0009
420.41	83.8995
435.059	83.7206
450.439	83.447
466.553	83.1253
482.666	83.4749
500.244	84.5933
517.822	84.0141
536.133	84.397
554.443	84.4265
574.219	84.3513
594.727	84.1895
615.234	84.1077
637.207	84.0933
659.912	83.7525
683.35	83.9137
706.787	83.6299
731.689	83.3991
758.057	83.3516
784.424	82.8858
812.256	82.7412
840.82	82.8007
870.85	83.2881
901.611	84.0954
933.105	85.7569
966.064	86.1062
999.756	86.0366
1,034.91	85.5225
1,071.53	84.4937
1,109.62	83.4693
1,148.44	82.9692
1,189.45	82.6227
1,231.2	82.6367
1,274.41	82.465
1,319.82	82.2428
1,365.97	81.7622
1,414.31	81.4118
1,464.11	81.1232
1,515.38	80.96
1,568.85	80.8941
1,624.51	80.5278
1,681.64	80.7721
1,740.97	80.9834
1,802.49	81.3864
1,866.21	80.8948
1,932.13	80.2751
2,000.24	81.3572
2,070.56	82.8754
2,143.8	82.8423
2,219.24	82.32
2,297.61	83.4174
2,378.17	84.0028
2,462.4	83.7887
2,548.83	83.7713
2,638.92	83.8428
2,731.93	83.4103
2,828.61	83.4879
2,928.22	83.0991
3,031.49	82.5939
3,138.43	82.5936
3,249.02	82.4382
3,363.28	81.7829
3,481.93	81.7353
3,604.98	82.0351
3,732.42	82.1435
3,863.53	82.2099
3,999.76	82.7924
4,141.11	82.7036
4,286.87	83.6333
4,438.48	83.7747
4,594.48	84.591
4,757.08	84.8298
4,924.8	84.6589
5,098.39	84.5041
5,277.83	83.8168
5,463.87	83.6783
5,656.49	83.0918
5,856.45	82.7211
6,062.99	82.8675
6,276.86	83.4361
6,498.05	83.6004
6,727.29	84.0354
6,964.6	84.1182
7,209.96	83.8003
7,464.11	83.0774
7,727.78	82.2615
8,000.24	82.0906
8,282.23	83.0594
8,574.46	83.911
8,876.22	83.8904
9,189.7	82.9574
9,513.43	81.7847
9,848.88	81.5987
10,196.8	82.2677
10,556.4	82.8287
10,928.5	82.9131
11,313.7	82.6813
11,712.9	82.083
12,126	82.4205
12,553.7	83.3447
12,996.1	83.7067
13,454.6	82.8131
13,928.5	81.4072
14,419.9	80.1128
14,928.2	79.3745
15,454.8	78.3475
15,999.8	77.111
16,564.5	76.2206
17,148.2	76.8009
17,753.2	78.2491
18,379.4	78.5629
19,027.6	78.6171
19,698.5	79.3917
19,999.5	79.3394
