"Horizontal Reflections"							
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	48.8838	20.5078	47.6167	20.5078	44.3582	20.5078	46.5783
21.2402	46.5044	21.2402	43.9877	21.2402	40.0661	21.2402	43.2244
21.9727	44.7846	21.9727	41.2111	21.9727	41.9255	21.9727	42.4907
22.7051	47.2991	22.7051	44.6784	22.7051	42.922	22.7051	44.615
23.4375	46.7448	23.4375	44.2285	23.4375	46.3317	23.4375	45.9353
24.1699	48.7333	24.1699	46.2117	24.1699	42.0043	24.1699	45.3793
25.6348	44.9919	25.6348	41.1782	25.6348	48.1966	25.6348	46.4957
26.3672	48.3625	26.3672	44.9936	26.3672	46.4104	26.3672	46.5515
27.0996	47.2385	27.0996	44.4549	27.0996	49.8672	27.0996	48.4031
27.832	46.0868	27.832	42.6162	27.832	50.6081	27.832	48.6736
29.2969	49.537	29.2969	46.8671	29.2969	51.1082	29.2969	49.9607
30.0293	48.7368	30.0293	45.644	30.0293	51.7536	30.0293	50.1603
31.4941	51.2809	31.4941	49.1938	31.4941	53.5261	31.4941	52.2544
32.2266	51.6369	32.2266	49.4853	32.2266	53.8676	32.2266	52.5914
33.6914	52.0703	33.6914	49.6453	33.6914	54.4827	33.6914	53.1192
34.4238	51.9995	34.4238	49.8498	34.4238	55.4989	34.4238	53.8892
35.8887	53.9359	35.8887	52.3425	35.8887	57.0085	35.8887	55.5726
37.3535	54.7698	37.3535	53.1117	37.3535	57.7068	37.3535	56.2986
38.8184	55.3602	38.8184	53.9963	38.8184	59.0307	38.8184	57.472
39.5508	56.063	39.5508	54.8812	39.5508	59.7535	39.5508	58.2129
41.0156	57.5407	41.0156	56.6025	41.0156	60.8828	41.0156	59.4653
42.4805	58.6899	42.4805	57.8648	42.4805	61.8887	42.4805	60.527
43.9453	59.8826	43.9453	59.0415	43.9453	62.7504	43.9453	61.4807
45.4102	60.8458	45.4102	60.1152	45.4102	63.8211	45.4102	62.5375
47.6074	62.5981	47.6074	62.0128	47.6074	65.3421	47.6074	64.1514
49.0723	63.5641	49.0723	63.0202	49.0723	66.2207	49.0723	65.064
50.5371	64.5226	50.5371	64.0853	50.5371	67.2391	50.5371	66.0824
52.7344	66.2322	52.7344	65.8887	52.7344	68.7227	52.7344	67.6548
54.1992	67.2035	54.1992	66.8999	54.1992	69.5966	54.1992	68.5681
56.3965	68.8221	56.3965	68.5842	56.3965	71.0863	56.3965	70.1137
58.5938	70.4738	58.5938	70.3212	58.5938	72.6429	58.5938	71.7199
60.0586	71.6142	60.0586	71.4706	60.0586	73.5997	60.0586	72.7432
62.2559	73.0844	62.2559	72.959	62.2559	74.9265	62.2559	74.1256
64.4531	74.5654	64.4531	74.4833	64.4531	76.3015	64.4531	75.549
66.6504	76.1795	66.6504	76.1245	66.6504	77.7847	66.6504	77.0874
69.5801	78.1305	69.5801	78.1149	69.5801	79.6015	69.5801	78.9647
71.7773	79.6286	71.7773	79.6517	71.7773	81.0303	71.7773	80.4295
73.9746	81.0235	73.9746	81.0533	73.9746	82.2767	73.9746	81.7366
76.9043	82.8032	76.9043	82.8598	76.9043	83.9509	76.9043	83.46
79.834	84.3337	79.834	84.4001	79.834	85.321	79.834	84.8989
82.7637	85.4493	82.7637	85.5324	82.7637	86.3581	82.7637	85.9732
85.6934	86.1308	85.6934	86.2397	85.6934	86.9831	85.6934	86.6288
88.623	86.4075	88.623	86.5442	88.623	87.2289	88.623	86.8949
91.5527	86.3139	91.5527	86.4913	91.5527	87.1389	91.5527	86.8138
94.4824	86.1748	94.4824	86.3688	94.4824	86.9132	94.4824	86.63
98.1445	85.9889	98.1445	86.1592	98.1445	86.5363	98.1445	86.3312
101.807	85.6731	101.807	85.8732	101.807	86.2103	101.807	86.0178
105.469	85.3717	105.469	85.5848	105.469	85.8649	105.469	85.6956
109.131	85.1862	109.131	85.4165	109.131	85.6527	109.131	85.5002
112.793	85.1044	112.793	85.343	112.793	85.5103	112.793	85.3876
116.455	84.9807	116.455	85.227	116.455	85.3369	116.455	85.2392
120.85	84.8914	120.85	85.1368	120.85	85.1986	120.85	85.1232
125.244	84.8335	125.244	85.0864	125.244	85.1184	125.244	85.0555
129.639	84.814	129.639	85.0502	129.639	84.9581	129.639	84.9564
134.033	84.7808	134.033	85.0289	134.033	84.9289	134.033	84.9287
138.428	84.7139	138.428	85.0093	138.428	85.028	138.428	84.9634
143.555	84.8127	143.555	85.0814	143.555	85.0227	143.555	84.9992
148.682	84.9498	148.682	85.1647	148.682	84.9349	148.682	85.0028
153.809	85.0762	153.809	85.2826	153.809	84.987	153.809	85.0883
159.668	85.1698	159.668	85.3584	159.668	85.0251	159.668	85.1482
164.795	85.3646	164.795	85.5323	164.795	85.0845	164.795	85.2679
170.654	85.3657	170.654	85.5423	170.654	85.1157	170.654	85.2868
176.514	85.3206	176.514	85.5045	176.514	85.1217	176.514	85.2699
183.105	85.3592	183.105	85.4998	183.105	85.0577	183.105	85.2436
189.697	85.4914	189.697	85.6211	189.697	85.155	189.697	85.355
196.289	85.5526	196.289	85.6431	196.289	85.1388	196.289	85.3657
202.881	85.6572	202.881	85.6908	202.881	85.1385	202.881	85.4011
210.205	85.6915	210.205	85.6738	210.205	85.0637	210.205	85.3662
217.529	85.703	217.529	85.6782	217.529	85.0047	217.529	85.341
225.586	85.7398	225.586	85.6513	225.586	84.9155	225.586	85.2974
232.91	85.8802	232.91	85.7461	232.91	84.8582	232.91	85.3294
241.699	85.6879	241.699	85.5357	241.699	84.6411	241.699	85.1199
249.756	85.8683	249.756	85.5787	249.756	84.4986	249.756	85.1076
258.545	85.8487	258.545	85.5941	258.545	84.5173	258.545	85.1164
268.066	85.588	268.066	85.3312	268.066	84.0405	268.066	84.757
277.588	85.7412	277.588	85.4145	277.588	84.4812	277.588	85.0198
287.109	85.8631	287.109	85.4191	287.109	84.2633	287.109	84.95
297.363	85.7798	297.363	85.2775	297.363	83.9853	297.363	84.7617
307.617	85.6117	307.617	85.2121	307.617	83.9841	307.617	84.6999
318.604	85.5629	318.604	84.9856	318.604	83.5439	318.604	84.4233
329.59	85.5565	329.59	85.0001	329.59	83.3605	329.59	84.3482
341.309	85.2069	341.309	84.6163	341.309	83.1867	341.309	84.0625
353.76	85.4297	353.76	84.7379	353.76	82.8477	353.76	84.0184
366.211	85.3695	366.211	84.6733	366.211	82.8599	366.211	83.9861
378.662	85.4188	378.662	84.688	378.662	82.8219	378.662	83.9888
392.578	84.9712	392.578	84.3847	392.578	82.3084	392.578	83.5626
405.762	84.891	405.762	84.1322	405.762	82.1826	405.762	83.4071
420.41	84.8626	420.41	84.0755	420.41	81.6316	420.41	83.1684
435.059	84.626	435.059	83.9998	435.059	81.5899	435.059	83.0599
450.439	84.4297	450.439	83.741	450.439	81.0811	450.439	82.7266
466.553	83.9482	466.553	83.2069	466.553	81.5727	466.553	82.6055
482.666	84.8238	482.666	82.851	482.666	81.763	482.666	82.8286
500.244	86.3242	500.244	83.7686	500.244	82.3944	500.244	83.8231
517.822	85.6315	517.822	83.5481	517.822	81.515	517.822	83.1973
536.133	86.3033	536.133	84.0795	536.133	81.1416	536.133	83.4776
554.443	86.126	554.443	84.4402	554.443	81.3956	554.443	83.6114
574.219	86.0674	574.219	84.3889	574.219	81.0581	574.219	83.4688
594.727	85.8982	594.727	84.4935	594.727	80.4999	594.727	83.2839
615.234	85.7024	615.234	84.6065	615.234	80.5195	615.234	83.2634
637.207	85.6303	637.207	84.694	637.207	80.7348	637.207	83.3338
659.912	85.2956	659.912	84.329	659.912	80.2222	659.912	82.9366
683.35	85.5529	683.35	84.5814	683.35	80.1127	683.35	83.0914
706.787	85.1923	706.787	84.3958	706.787	80.2695	706.787	82.9416
731.689	85.0683	731.689	84.0596	731.689	79.6338	731.689	82.5939
758.057	84.8876	758.057	84.1396	758.057	79.5712	758.057	82.5476
784.424	84.3772	784.424	83.6937	784.424	79.2969	784.424	82.1268
812.256	83.6622	812.256	83.8395	812.256	80.0978	812.256	82.2118
840.82	83.8605	840.82	83.3805	840.82	81.0545	840.82	82.4324
870.85	83.8598	870.85	84.1679	870.85	82.3784	870.85	83.2444
901.611	83.185	901.611	85.2202	901.611	85.1352	901.611	84.844
933.105	85.7789	933.105	85.8842	933.105	87.4972	933.105	86.7929
966.064	87.626	966.064	84.513	966.064	87.4373	966.064	86.8451
999.756	88.3283	999.756	83.1855	999.756	86.9047	999.756	86.5218
1,034.91	88.1351	1,034.91	82.4169	1,034.91	85.8071	1,034.91	85.7519
1,071.53	86.9221	1,071.53	81.9569	1,071.53	83.9939	1,071.53	84.3408
1,109.62	85.9148	1,109.62	81.3601	1,109.62	82.1794	1,109.62	83.0335
1,148.44	85.3275	1,148.44	81.7607	1,148.44	80.7384	1,148.44	82.318
1,189.45	85.0362	1,189.45	82.4668	1,189.45	79.0648	1,189.45	81.8632
1,231.2	85.3052	1,231.2	82.5178	1,231.2	76.5381	1,231.2	81.441
1,274.41	85.2511	1,274.41	82.1506	1,274.41	76.175	1,274.41	81.2255
1,319.82	85.1013	1,319.82	82.1222	1,319.82	75.5515	1,319.82	81.0439
1,365.97	84.7021	1,365.97	81.5022	1,365.97	75.1772	1,365.97	80.5711
1,414.31	84.4168	1,414.31	81.144	1,414.31	74.6789	1,414.31	80.2289
1,464.11	84.2673	1,464.11	80.7357	1,464.11	74.3074	1,464.11	79.9598
1,515.38	84.2938	1,515.38	80.4527	1,515.38	74.1413	1,515.38	79.8581
1,568.85	84.3735	1,568.85	80.3765	1,568.85	74.6293	1,568.85	79.9496
1,624.51	84.1452	1,624.51	80.0639	1,624.51	74.0713	1,624.51	79.6458
1,681.64	84.5389	1,681.64	80.4657	1,681.64	73.7872	1,681.64	79.9493
1,740.97	84.9511	1,740.97	80.4936	1,740.97	73.5575	1,740.97	80.1659
1,802.49	85.5148	1,802.49	80.9223	1,802.49	73.1521	1,802.49	80.5874
1,866.21	85.0095	1,866.21	80.1611	1,866.21	72.8579	1,866.21	80.0278
1,932.13	84.3432	1,932.13	79.3004	1,932.13	72.3475	1,932.13	79.3229
2,000.24	85.5288	2,000.24	80.2782	2,000.24	72.9525	2,000.24	80.3934
2,070.56	87.0905	2,070.56	81.8269	2,070.56	73.9616	2,070.56	81.9019
2,143.8	86.8671	2,143.8	81.7001	2,143.8	73.9103	2,143.8	81.7199
2,219.24	86.119	2,219.24	81.0859	2,219.24	73.056	2,219.24	81.0001
2,297.61	87.3782	2,297.61	82.3113	2,297.61	73.7757	2,297.61	82.2065
2,378.17	87.9372	2,378.17	82.7617	2,378.17	74.4919	2,378.17	82.7471
2,462.4	87.5893	2,462.4	82.3907	2,462.4	74.2458	2,462.4	82.4009
2,548.83	87.4259	2,548.83	82.5608	2,548.83	74.0118	2,548.83	82.3269
2,638.92	87.2596	2,638.92	82.6508	2,638.92	74.0927	2,638.92	82.2568
2,731.93	86.4787	2,731.93	82.3799	2,731.93	73.5305	2,731.93	81.6548
