"Early Reflections"											
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce"		"Total Early Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	51.8085	20.5078	49.7436	20.5078	51.2088	20.5078	50.5059	20.5078	54.6592	20.5078	51.4887
21.9727	54.7053	21.9727	51.5254	21.9727	53.9759	21.9727	52.4262	21.9727	54.2516	21.9727	53.3384
23.4375	53.456	23.4375	48.4727	23.4375	52.5286	23.4375	49.6137	23.4375	52.9803	23.4375	51.4609
24.9023	53.3574	24.9023	51.2108	24.9023	52.7272	24.9023	51.8133	24.9023	57.6047	24.9023	53.3356
26.3672	57.3333	26.3672	55.5708	26.3672	56.8228	26.3672	56.1751	26.3672	59.9744	26.3672	57.0563
27.832	59.03	27.832	56.9604	27.832	58.4832	27.832	57.5986	27.832	60.7203	27.832	58.4317
29.2969	60.5519	29.2969	58.6858	29.2969	60.0324	29.2969	59.314	29.2969	62.1818	29.2969	60.0287
30.7617	62.1696	30.7617	60.3833	30.7617	61.6581	30.7617	60.9998	30.7617	63.4828	30.7617	61.6198
32.2266	63.7018	32.2266	62.0704	32.2266	63.2292	32.2266	62.6564	32.2266	64.7677	32.2266	63.1758
33.6914	64.9592	33.6914	63.3897	33.6914	64.4926	33.6914	63.9737	33.6914	65.8805	33.6914	64.4373
35.1563	66.3436	35.1563	64.9386	35.1563	65.9044	35.1563	65.5048	35.1563	67.2677	35.1563	65.8958
36.6211	67.8946	36.6211	66.6409	36.6211	67.4841	36.6211	67.189	36.6211	68.7752	36.6211	67.5091
38.0859	69.45	38.0859	68.2476	38.0859	69.0449	38.0859	68.8014	38.0859	70.1797	38.0859	69.0683
39.5508	70.7879	39.5508	69.5949	39.5508	70.3728	39.5508	70.1656	39.5508	71.309	39.5508	70.3836
41.0156	71.8614	41.0156	70.6518	41.0156	71.4367	41.0156	71.2247	41.0156	72.1537	41.0156	71.4156
42.4805	72.591	42.4805	71.4212	42.4805	72.1883	42.4805	71.9711	42.4805	72.7935	42.4805	72.1491
43.9453	73.4803	43.9453	72.3756	43.9453	73.0932	43.9453	72.9055	43.9453	73.6409	43.9453	73.0602
45.4102	74.2599	45.4102	73.2156	45.4102	73.8801	45.4102	73.7426	45.4102	74.4619	45.4102	73.8746
46.875	75.184	46.875	74.1977	46.875	74.815	46.875	74.7178	46.875	75.3743	46.875	74.8249
48.3398	75.8922	48.3398	74.9133	48.3398	75.521	48.3398	75.4433	48.3398	76.0708	48.3398	75.5383
51.2695	77.2779	51.2695	76.3521	51.2695	76.8976	51.2695	76.8985	51.2695	77.4605	51.2695	76.9536
52.7344	77.8298	52.7344	76.921	52.7344	77.4514	52.7344	77.4645	52.7344	77.9747	52.7344	77.5083
54.1992	78.189	54.1992	77.3048	54.1992	77.8149	54.1992	77.8422	54.1992	78.3029	54.1992	77.8742
55.6641	78.5157	55.6641	77.6582	55.6641	78.1501	55.6641	78.1846	55.6641	78.5876	55.6641	78.2065
58.5938	79.3836	58.5938	78.5578	58.5938	79.0202	58.5938	79.0831	58.5938	79.4157	58.5938	79.085
60.0586	79.7891	60.0586	78.9677	60.0586	79.4233	60.0586	79.4958	60.0586	79.799	60.0586	79.4903
62.9883	80.465	62.9883	79.6647	62.9883	80.0966	62.9883	80.199	62.9883	80.4868	62.9883	80.1797
64.4531	80.6996	64.4531	79.9049	64.4531	80.3268	64.4531	80.4472	64.4531	80.7331	64.4531	80.4204
67.3828	81.0615	67.3828	80.2354	67.3828	80.6684	67.3828	80.8019	67.3828	81.0501	67.3828	80.7654
68.8477	81.2768	68.8477	80.4216	68.8477	80.8725	68.8477	81.0025	68.8477	81.2144	68.8477	80.9628
71.7773	81.8667	71.7773	81.0355	71.7773	81.474	71.7773	81.6038	71.7773	81.7545	71.7773	81.5566
74.707	82.3847	74.707	81.5804	74.707	81.9962	74.707	82.1435	74.707	82.2704	74.707	82.0867
77.6367	82.5634	77.6367	81.7503	77.6367	82.1644	77.6367	82.3189	77.6367	82.4192	77.6367	82.2568
79.1016	82.6918	79.1016	81.8835	79.1016	82.2957	79.1016	82.4462	79.1016	82.5241	79.1016	82.3832
82.0313	83.3228	82.0313	82.5013	82.0313	82.9393	82.0313	83.0454	82.0313	82.9992	82.0313	82.9855
84.9609	83.8266	84.9609	82.9735	84.9609	83.4525	84.9609	83.4975	84.9609	83.2932	84.9609	83.4446
87.8906	83.738	87.8906	82.899	87.8906	83.3315	87.8906	83.4729	87.8906	83.4576	87.8906	83.4026
90.8203	83.6066	90.8203	82.8272	90.8203	83.1544	90.8203	83.4836	90.8203	83.8187	90.8203	83.3814
95.2148	84.477	95.2148	83.567	95.2148	84.0688	95.2148	84.1377	95.2148	83.9408	95.2148	84.0757
98.1445	84.4784	98.1445	83.5955	98.1445	84.0692	98.1445	84.1754	98.1445	84.035	98.1445	84.1042
101.074	84.6694	101.074	83.7518	101.074	84.2402	101.074	84.3497	101.074	84.2443	101.074	84.2819
105.469	84.7125	105.469	83.753	105.469	84.2909	105.469	84.3516	105.469	84.1902	105.469	84.2956
108.398	84.8893	108.398	83.8917	108.398	84.4717	108.398	84.4999	108.398	84.27	108.398	84.4477
112.793	85.3145	112.793	84.3318	112.793	84.9111	112.793	84.8947	112.793	84.5689	112.793	84.8527
117.188	85.3848	117.188	84.403	117.188	84.9801	117.188	84.9555	117.188	84.644	117.188	84.9195
120.117	85.4615	120.117	84.4564	120.117	85.0489	120.117	85.0107	120.117	84.6651	120.117	84.9774
124.512	85.5297	124.512	84.5074	124.512	85.1112	124.512	85.0855	124.512	84.7596	124.512	85.0476
128.906	85.4382	128.906	84.3689	128.906	85.0356	128.906	84.9189	128.906	84.4649	128.906	84.905
133.301	85.634	133.301	84.5278	133.301	85.2231	133.301	85.0665	133.301	84.5067	133.301	85.0603
139.16	85.4405	139.16	84.354	139.16	85.0086	139.16	84.9181	139.16	84.5112	139.16	84.9009
143.555	85.3255	143.555	84.1715	143.555	84.8711	143.555	84.7695	143.555	84.4131	143.555	84.7617
147.949	85.3333	147.949	84.0032	147.949	84.8504	147.949	84.6621	147.949	84.2452	147.949	84.6812
153.809	85.4697	153.809	84.1127	153.809	85.0315	153.809	84.7135	153.809	84.0116	153.809	84.7579
159.668	85.6423	159.668	84.2531	159.668	85.176	159.668	84.8739	159.668	84.1588	159.668	84.9122
165.527	85.4477	165.527	84.15	165.527	85.0194	165.527	84.7619	165.527	84.1672	165.527	84.789
171.387	85.3218	171.387	83.9837	171.387	84.8883	171.387	84.5795	171.387	83.9878	171.387	84.6307
177.246	85.1711	177.246	83.8419	177.246	84.7484	177.246	84.3981	177.246	83.7842	177.246	84.4671
183.105	85.0238	183.105	83.6019	183.105	84.5878	183.105	84.1663	183.105	83.5074	183.105	84.2622
188.965	85.0788	188.965	83.4327	188.965	84.6309	188.965	84.0847	188.965	83.2415	188.965	84.2102
196.289	85.1039	196.289	83.5896	196.289	84.6958	196.289	84.174	196.289	83.3568	196.289	84.2923
203.613	84.9754	203.613	83.3749	203.613	84.5748	203.613	83.9062	203.613	82.9826	203.613	84.0833
210.938	85.0243	210.938	83.2931	210.938	84.599	210.938	83.8846	210.938	82.7725	210.938	84.0633
218.262	84.8998	218.262	83.185	218.262	84.4739	218.262	83.767	218.262	82.7213	218.262	83.9491
225.586	84.9211	225.586	83.0917	225.586	84.5217	225.586	83.6863	225.586	82.5843	225.586	83.9165
232.91	85.2032	232.91	83.4193	232.91	84.8323	232.91	83.9384	232.91	82.5444	232.91	84.1744
241.699	84.9572	241.699	83.1049	241.699	84.5171	241.699	83.6405	241.699	82.3105	241.699	83.8823
250.488	85.0772	250.488	82.7986	250.488	84.559	250.488	83.5454	250.488	81.9583	250.488	83.8231
259.277	85.114	259.277	83.2156	259.277	84.7698	259.277	83.8605	259.277	82.336	259.277	84.0775
268.066	84.744	268.066	82.626	268.066	84.2604	268.066	83.2418	268.066	81.7752	268.066	83.5378
276.855	84.8298	276.855	82.6324	276.855	84.5128	276.855	83.4407	276.855	81.8645	276.855	83.7108
287.109	84.869	287.109	82.7386	287.109	84.6149	287.109	83.4396	287.109	81.8176	287.109	83.7556
297.363	85.0455	297.363	82.8657	297.363	84.7711	297.363	83.465	297.363	81.5352	297.363	83.8347
307.617	85.0157	307.617	82.8106	307.617	84.6988	307.617	83.611	307.617	81.7012	307.617	83.865
319.336	84.8746	319.336	82.8167	319.336	84.682	319.336	83.4376	319.336	81.6219	319.336	83.771
329.59	84.9329	329.59	82.855	329.59	84.7212	329.59	83.4138	329.59	81.3756	329.59	83.7711
341.309	84.4218	341.309	82.414	341.309	84.1867	341.309	83.0188	341.309	81.2319	341.309	83.3254
353.027	84.7162	353.027	82.1252	353.027	84.5001	353.027	83.0418	353.027	80.7936	353.027	83.4286
366.211	85.1442	366.211	82.4512	366.211	84.9601	366.211	83.5082	366.211	80.8918	366.211	83.8526
379.395	85.3653	379.395	83.0985	379.395	85.2821	379.395	84.0453	379.395	81.7956	379.395	84.3002
392.578	85.1408	392.578	82.8859	392.578	85.0158	392.578	83.7424	392.578	81.7316	392.578	84.045
405.762	85.2581	405.762	82.2451	405.762	84.9364	405.762	83.0027	405.762	80.9055	405.762	83.6731
420.41	86.5257	420.41	83.383	420.41	86.3507	420.41	84.1729	420.41	80.8968	420.41	84.8842
435.059	85.812	435.059	83.7026	435.059	85.9179	435.059	83.9786	435.059	81.1133	435.059	84.583
451.172	86.2236	451.172	84.1502	451.172	86.6008	451.172	84.8312	451.172	81.5378	451.172	85.2489
465.82	85.6835	465.82	84.2043	465.82	86.1602	465.82	84.7549	465.82	81.7354	465.82	85.0031
483.398	85.3431	483.398	84.0011	483.398	85.7248	483.398	84.4078	483.398	81.575	483.398	84.6506
499.512	85.5227	499.512	83.9769	499.512	85.8382	499.512	84.6942	499.512	81.9353	499.512	84.8376
517.09	85.5904	517.09	84.4227	517.09	86.0778	517.09	84.8242	517.09	82.0594	517.09	85.0271
536.133	84.1882	536.133	83.4947	536.133	85.0261	536.133	83.8432	536.133	81.4347	536.133	83.996
555.176	85.0891	555.176	83.205	555.176	85.8232	555.176	84.7386	555.176	82.1434	555.176	84.7379
574.219	85.428	574.219	83.3683	574.219	86.1779	574.219	85.0744	574.219	82.7062	574.219	85.0817
594.727	84.8384	594.727	83.3456	594.727	85.4304	594.727	84.3378	594.727	82.6027	594.727	84.4643
615.234	85.2977	615.234	82.976	615.234	85.8125	615.234	84.1739	615.234	82.0425	615.234	84.5278
637.207	86.0322	637.207	82.4486	637.207	86.2723	637.207	84.4172	637.207	82.7638	637.207	84.8972
659.18	85.2723	659.18	82.9548	659.18	86.0842	659.18	83.8453	659.18	81.7824	659.18	84.4954
682.617	85.2777	682.617	82.737	682.617	85.9323	682.617	83.3805	682.617	81.6946	682.617	84.2636
707.52	85.8589	707.52	83.1336	707.52	86.2871	707.52	83.4417	707.52	81.5721	707.52	84.5369
