"Estimated In-Room Response"	
"Estimated In-Room Response"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	52.4512
21.9727	52.5342
23.4375	54.2152
24.9023	54.4689
26.3672	53.5822
27.832	55.5646
29.2969	55.1705
30.7617	56.4578
32.2266	57.6759
33.6914	58.6922
35.1562	58.9641
36.6211	60.436
38.0859	61.2409
39.5508	62.3144
41.0156	63.1328
42.4805	61.8186
43.9453	63.6417
45.4102	64.3004
46.875	64.6774
48.3398	65.3486
51.2695	66.3351
52.7344	66.876
54.1992	67.2189
55.6641	67.8047
58.5938	68.809
60.0586	69.2048
62.9883	70.1336
64.4531	70.5857
67.3828	71.4986
68.8477	71.8175
71.7773	72.4487
74.707	73.2436
77.6367	74.1374
79.1016	74.6169
82.0312	75.2601
84.9609	75.6579
87.8906	76.2344
90.8203	77.2677
95.2148	78.2448
98.1445	78.9908
101.074	79.5094
105.469	80.2846
108.398	80.8947
112.793	81.5193
117.188	82.197
120.117	82.6624
124.512	83.133
128.906	83.585
133.301	84.0747
139.16	84.5806
143.555	84.8634
147.949	85.0422
153.809	85.111
159.668	85.2221
165.527	85.3056
171.387	85.327
177.246	85.2394
183.105	85.1528
188.965	84.9498
196.289	84.8524
203.613	84.734
210.938	84.4686
218.262	84.2004
225.586	84.0675
232.91	83.9009
241.699	83.6045
250.488	83.3388
259.277	83.2575
268.066	83.0774
276.855	82.8891
287.109	82.7668
297.363	82.6009
307.617	82.4264
319.336	82.1228
329.59	81.9428
341.309	81.9397
353.027	81.8047
366.211	81.6797
379.395	81.61
392.578	81.4997
405.762	81.2749
420.41	81.0782
435.059	80.793
451.172	81.4125
465.82	81.8262
483.398	81.8684
499.512	82.1883
517.09	82.09
536.133	82.0695
555.176	82.245
574.219	82.2524
594.727	82.1583
615.234	82.1329
637.207	81.9839
659.18	81.6631
682.617	81.9884
707.52	81.8139
732.422	81.856
757.324	82.0646
785.156	82.1568
811.523	82.5778
840.82	82.7871
870.117	82.9169
900.879	83.3816
933.105	83.3549
965.332	83.5012
1,000.49	83.2145
1,035.64	83.4329
1,072.27	83.228
1,108.89	82.8341
1,148.44	82.8274
1,189.45	82.5893
1,230.47	83.4372
1,274.41	83.7191
1,319.82	83.7176
1,366.7	83.2181
1,413.57	83.1246
1,463.38	82.2669
1,516.11	81.1092
1,568.85	80.5958
1,624.51	80.1998
1,681.64	80.7695
1,741.7	81.2672
1,803.22	80.5416
1,866.21	79.6309
1,932.13	79.5657
1,999.51	80.2046
2,069.82	80.8575
2,143.07	80.826
2,219.24	79.8174
2,296.88	79.9469
2,378.91	80.9624
2,462.4	82.3664
2,548.83	82.1515
2,639.65	81.2653
2,731.93	81.1738
2,828.61	81.9012
2,928.22	82.3864
3,030.76	82.5482
3,137.7	82.3959
3,249.02	82.3178
3,363.28	82.4499
3,481.93	82.3906
3,604.98	82.393
3,732.42	82.6353
3,864.26	81.3721
4,000.49	81.9262
4,141.11	83.212
4,287.6	83.5622
4,438.48	83.6682
4,595.21	83.3628
4,756.35	83.6447
4,924.8	83.7582
5,097.66	83.2277
5,277.83	83.7341
5,463.87	83.9763
5,657.23	84.1815
5,856.45	84.412
6,062.99	84.511
6,276.86	84.1718
6,498.05	85.2411
6,726.56	85.0001
6,963.87	84.4162
7,209.96	85.2585
7,464.84	84.812
7,727.05	84.7976
7,999.51	84.852
8,282.23	84.5415
8,573.73	83.937
8,876.95	83.7875
9,188.96	83.0878
9,514.16	82.8076
9,849.61	82.338
10,196.8	81.7822
10,555.7	81.3106
10,927.7	80.9924
11,313	80.7712
11,712.9	80.2432
12,126	79.8012
12,553.7	79.1603
12,996.1	78.2063
13,454.6	77.1761
13,929.2	76.4999
14,419.9	75.6611
14,928.2	75.1504
15,455.6	75.2049
16,000.5	76.0056
16,564.5	76.8804
17,148.9	75.0451
17,752.4	72.6854
18,379.4	70.9209
19,026.9	69.5164
19,697.8	68.0338
19,999.5	67.3219
