"Directivity Index"
"Sound Power DI"		"Early Reflections DI"
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	-6.12873	20.5078	-1.88939
21.9727	-7.92252	21.9727	-3.30916
23.4375	-5.33074	23.4375	-1.61785
24.9023	-3.72604	24.9023	-0.865204
26.3672	-3.04453	26.3672	-0.624768
27.832	-2.36169	27.832	-0.350497
29.2969	-2.28255	29.2969	-0.370489
30.7617	-2.2301	30.7617	-0.434712
32.2266	-1.90644	32.2266	-0.362084
33.6914	-1.98098	33.6914	-0.447952
35.1562	-1.68912	35.1562	-0.364815
36.6211	-1.57038	36.6211	-0.358369
38.0859	-1.45869	38.0859	-0.340311
39.5508	-1.39743	39.5508	-0.339681
41.0156	-1.29955	41.0156	-0.330877
42.4805	-1.05299	42.4805	-0.242409
43.9453	-1.07298	43.9453	-0.265812
45.4102	-1.03165	45.4102	-0.266506
46.875	-0.974512	46.875	-0.251279
48.3398	-1.03967	48.3398	-0.290009
51.2695	-0.864214	51.2695	-0.246634
52.7344	-0.810398	52.7344	-0.233076
54.1992	-0.802443	54.1992	-0.238083
55.6641	-0.769573	55.6641	-0.230985
58.5938	-0.720709	58.5938	-0.22422
60.0586	-0.660445	60.0586	-0.205378
62.9883	-0.614399	62.9883	-0.196989
64.4531	-0.58253	64.4531	-0.188389
67.3828	-0.539587	67.3828	-0.177135
68.8477	-0.5343	68.8477	-0.178139
71.7773	-0.488906	71.7773	-0.165659
74.707	-0.406376	74.707	-0.140706
77.6367	-0.386962	77.6367	-0.136613
79.1016	-0.382198	79.1016	-0.13663
82.0312	-0.307677	82.0312	-0.111414
84.9609	-0.280319	84.9609	-0.102013
87.8906	-0.298868	87.8906	-0.108849
90.8203	-0.113734	90.8203	-0.0386986
95.2148	-0.350868	95.2148	-0.130598
98.1445	-0.196924	98.1445	-0.0691222
101.074	-0.451438	101.074	-0.174333
105.469	-0.15617	105.469	-0.0608447
108.398	0.0270364	108.398	0.0173722
112.793	0.258958	112.793	0.109205
117.188	0.331996	117.188	0.142227
120.117	0.406137	120.117	0.152524
124.512	0.126166	124.512	0.0339103
128.906	-0.180585	128.906	-0.0636564
133.301	-0.0470155	133.301	-0.00488371
139.16	0.0414349	139.16	0.0256543
143.555	-0.0748253	143.555	0.00276752
147.949	0.16297	147.949	0.0965427
153.809	0.33885	153.809	0.159658
159.668	0.347964	159.668	0.168963
165.527	0.216267	165.527	0.109265
171.387	0.235288	171.387	0.139573
177.246	0.549309	177.246	0.256767
183.105	0.451537	183.105	0.228823
188.965	0.382792	188.965	0.200979
196.289	0.667642	196.289	0.29998
203.613	0.656126	203.613	0.350269
210.938	0.869167	210.938	0.36942
218.262	0.509886	218.262	0.274914
225.586	0.428751	225.586	0.240927
232.91	0.896614	232.91	0.422462
241.699	0.537122	241.699	0.221776
250.488	-1.49941	250.488	-0.524809
259.277	0.268426	259.277	0.857837
268.066	1.96423	268.066	1.11065
276.855	1.98614	276.855	0.99876
287.109	1.95744	287.109	0.944677
297.363	1.87946	297.363	0.925457
307.617	2.14433	307.617	0.963487
319.336	2.09196	319.336	1.01776
329.59	2.46862	329.59	1.0745
341.309	2.24558	341.309	1.01268
353.027	2.55213	353.027	1.12059
366.211	2.47756	366.211	1.06039
379.395	2.80655	379.395	1.14295
392.578	2.65473	392.578	1.05328
405.762	2.66027	405.762	0.963481
420.41	3.2751	420.41	1.24865
435.059	2.99073	435.059	1.09713
451.172	3.28708	451.172	1.24805
465.82	3.49762	465.82	1.26635
483.398	3.4298	483.398	1.23528
499.512	3.12585	499.512	1.06932
517.09	3.52562	517.09	1.21226
536.133	3.26323	536.133	1.16703
555.176	3.97328	555.176	1.34606
574.219	3.63946	574.219	1.19163
594.727	3.57635	594.727	1.128
615.234	3.70426	615.234	1.19621
637.207	3.52459	637.207	1.0518
659.18	3.68385	659.18	1.23052
682.617	3.96967	682.617	1.48159
707.52	4.05027	707.52	1.50156
732.422	4.05624	732.422	1.56908
757.324	3.97408	757.324	1.52743
785.156	4.29637	785.156	1.65904
811.523	4.46875	811.523	1.87478
840.82	3.93652	840.82	1.67206
870.117	4.76361	870.117	2.29868
900.879	3.96434	900.879	2.01297
933.105	4.13701	933.105	2.23936
965.332	4.51462	965.332	2.29427
1,000.49	4.34005	1,000.49	1.76298
1,035.64	3.59341	1,035.64	2.02702
1,072.27	4.36366	1,072.27	1.79541
1,108.89	3.96848	1,108.89	1.39945
1,148.44	3.51823	1,148.44	1.14479
1,189.45	4.29989	1,189.45	1.69863
1,230.47	4.13124	1,230.47	1.40937
1,274.41	5.20415	1,274.41	2.01165
1,319.82	5.92569	1,319.82	2.3676
1,366.7	6.4029	1,366.7	2.36913
1,413.57	6.91614	1,413.57	2.59379
1,463.38	6.95979	1,463.38	2.80149
1,516.11	6.70481	1,516.11	2.87725
1,568.85	6.71946	1,568.85	3.05005
1,624.51	7.02595	1,624.51	3.2691
1,681.64	6.88446	1,681.64	3.16812
1,741.7	6.87379	1,741.7	3.02878
1,803.22	6.78026	1,803.22	3.02193
1,866.21	7.082	1,866.21	3.39058
1,932.13	7.0958	1,932.13	3.26553
1,999.51	7.04638	1,999.51	3.23643
2,069.82	7.30207	2,069.82	3.31113
2,143.07	7.71012	2,143.07	3.4457
2,219.24	7.76224	2,219.24	3.52024
2,296.88	7.29757	2,296.88	3.38869
2,378.91	6.79844	2,378.91	2.94299
2,462.4	6.91199	2,462.4	2.81013
2,548.83	6.91178	2,548.83	2.7091
2,639.65	6.45104	2,639.65	2.38968
2,731.93	5.9369	2,731.93	1.93227
2,828.61	6.03042	2,828.61	1.93012
2,928.22	6.73867	2,928.22	2.49
3,030.76	7.11253	3,030.76	2.64625
3,137.7	7.34466	3,137.7	2.61696
3,249.02	7.07501	3,249.02	2.51115
3,363.28	6.68592	3,363.28	2.56845
3,481.93	6.69231	3,481.93	2.8907
3,604.98	6.86534	3,604.98	2.99007
3,732.42	7.40291	3,732.42	3.03345
3,864.26	7.79439	3,864.26	3.14726
4,000.49	7.69779	4,000.49	3.11719
4,141.11	8.20663	4,141.11	3.56151
4,287.6	8.52484	4,287.6	3.71139
4,438.48	8.85775	4,438.48	3.92749
4,595.21	8.99787	4,595.21	4.16842
4,756.35	9.20716	4,756.35	4.32073
4,924.8	9.67586	4,924.8	4.50276
5,097.66	9.74801	5,097.66	4.76474
5,277.83	9.73232	5,277.83	4.52914
5,463.87	9.73961	5,463.87	4.56749
5,657.23	9.66948	5,657.23	4.67513
5,856.45	9.71368	5,856.45	4.71475
6,062.99	9.77935	6,062.99	4.64191
6,276.86	9.53595	6,276.86	4.53133
6,498.05	9.48986	6,498.05	4.35143
6,726.56	9.67794	6,726.56	4.40505
6,963.87	9.40437	6,963.87	4.26127
7,209.96	9.35993	7,209.96	4.06479
7,464.84	9.38112	7,464.84	4.0602
7,727.05	9.27021	7,727.05	3.90936
7,999.51	9.82102	7,999.51	4.2476
8,282.23	10.0683	8,282.23	4.4157
8,573.73	10.1034	8,573.73	4.34347
8,876.95	10.0297	8,876.95	4.40315
9,188.96	9.89265	9,188.96	4.37389
9,514.16	9.49987	9,514.16	4.31777
9,849.61	9.39088	9,849.61	4.12378
10,196.8	9.41156	10,196.8	4.10901
10,555.7	9.75987	10,555.7	4.29086
10,927.7	10.0279	10,927.7	4.36734
11,313	10.1167	11,313	4.29991
11,712.9	10.5848	11,712.9	4.47566
