"Horizontal Reflections"
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	50.2296	20.5078	49.4653	20.5078	59.6877	20.5078	57.2934
21.9727	49.4271	21.9727	50.4305	21.9727	60.6592	21.9727	58.2086
23.4375	53.0995	23.4375	52.8157	23.4375	61.49	23.4375	59.2253
24.9023	56.5125	24.9023	56.0185	24.9023	62.964	24.9023	60.943
26.3672	58.2649	26.3672	57.7899	26.3672	63.7882	26.3672	61.9312
27.832	60.6072	27.832	60.0086	27.832	65.2308	27.832	63.545
29.2969	62.0991	29.2969	61.6436	29.2969	66.5331	29.2969	64.9085
30.7617	63.7684	30.7617	63.547	30.7617	67.9942	30.7617	66.4516
32.2266	65.5355	32.2266	65.3718	32.2266	69.242	32.2266	67.8427
33.6914	66.7141	33.6914	66.7301	33.6914	70.4081	33.6914	69.0409
35.1562	68.3563	35.1562	68.3634	35.1562	71.5819	35.1562	70.348
36.6211	69.7332	36.6211	69.8024	36.6211	72.7121	36.6211	71.5649
38.0859	71.0644	38.0859	71.1616	38.0859	73.8228	38.0859	72.7511
39.5508	72.2144	39.5508	72.35	39.5508	74.8301	39.5508	73.8128
41.0156	73.4474	41.0156	73.6195	41.0156	75.8537	41.0156	74.9147
42.4805	74.0302	42.4805	74.1298	42.4805	76.042	42.4805	75.2274
43.9453	75.0079	43.9453	75.1548	43.9453	77.0126	43.9453	76.2109
45.4102	75.8891	45.4102	76.0624	45.4102	77.7885	45.4102	77.0314
46.875	76.751	46.875	76.9231	46.875	78.5375	46.875	77.8224
48.3398	77.3174	48.3398	77.5487	48.3398	79.1611	48.3398	78.4378
51.2695	78.5578	51.2695	78.7767	51.2695	80.0648	51.2695	79.4684
52.7344	79.0496	52.7344	79.2642	52.7344	80.4513	52.7344	79.8957
54.1992	79.5302	54.1992	79.7611	54.1992	80.8954	54.1992	80.3585
55.6641	80.0217	55.6641	80.2524	55.6641	81.3198	55.6641	80.81
58.5938	80.7346	58.5938	80.9741	58.5938	81.9123	58.5938	81.454
60.0586	81.0729	60.0586	81.2986	60.0586	82.1383	60.0586	81.7233
62.9883	81.6736	62.9883	81.903	62.9883	82.6346	62.9883	82.2646
