* Freq[Hz]      Mag   Phase[Deg]
5.00000     42.679     0.000
5.07273     42.229     0.000
5.14651     41.477     0.000
5.22137     40.598     0.000
5.29732     39.659     0.000
5.37437     38.720     0.000
5.45254     37.827     0.000
5.53185     37.095     0.000
5.61231     36.546     0.000
5.69394     36.066     0.000
5.77676     35.603     0.000
5.86079     35.477     0.000
5.94604     36.022     0.000
6.03252     36.864     0.000
6.12027     37.714     0.000
6.20929     38.566     0.000
6.29961     39.421     0.000
6.39124     40.278     0.000
6.48420     41.134     0.000
6.57851     41.933     0.000
6.67420     42.629     0.000
6.77128     43.270     0.000
6.86977     43.896     0.000
6.96969     44.473     0.000
7.07107     44.975     0.000
7.17392     45.446     0.000
7.27827     45.897     0.000
7.38413     46.303     0.000
7.49154     46.670     0.000
7.60050     47.020     0.000
7.71105     47.341     0.000
7.82321     47.624     0.000
7.93701     47.889     0.000
8.05245     48.135     0.000
8.16958     48.346     0.000
8.28841     48.539     0.000
8.40896     48.716     0.000
8.53128     48.863     0.000
8.65537     48.993     0.000
8.78126     49.107     0.000
8.90899     49.194     0.000
9.03857     49.264     0.000
9.17004     49.318     0.000
9.30342     49.348     0.000
9.43874     49.360     0.000
9.57603     49.355     0.000
9.71532     49.329     0.000
9.85663     49.266     0.000
10.0000     49.137     0.000
10.1455     48.953     0.000
10.2930     48.722     0.000
10.4427     48.437     0.000
10.5946     48.121     0.000
10.7487     47.788     0.000
10.9051     47.441     0.000
11.0637     47.081     0.000
11.2246     46.706     0.000
11.3879     46.318     0.000
11.5535     45.917     0.000
11.7216     45.503     0.000
11.8921     45.077     0.000
12.0650     44.639     0.000
12.2405     44.193     0.000
12.4186     43.738     0.000
12.5992     43.275     0.000
12.7825     42.808     0.000
12.9684     42.337     0.000
13.1570     41.864     0.000
13.3484     41.390     0.000
13.5426     40.916     0.000
13.7395     40.443     0.000
13.9394     39.969     0.000
14.1421     39.493     0.000
14.3478     39.013     0.000
14.5565     38.525     0.000
14.7683     38.023     0.000
14.9831     37.499     0.000
15.2010     36.944     0.000
15.4221     36.349     0.000
15.6464     35.701     0.000
15.8740     34.992     0.000
16.1049     34.220     0.000
16.3392     33.374     0.000
16.5768     32.484     0.000
16.8179     31.629     0.000
17.0626     30.966     0.000
17.3107     30.670     0.000
17.5625     30.944     0.000
17.8180     31.845     0.000
18.0771     33.122     0.000
18.3401     34.558     0.000
18.6068     36.015     0.000
18.8775     37.407     0.000
19.1521     38.711     0.000
19.4306     39.915     0.000
19.7133     41.010     0.000
20.0000     42.009     0.000
20.2909     42.924     0.000
20.5860     43.758     0.000
20.8855     44.510     0.000
21.1893     45.178     0.000
21.4975     45.769     0.000
21.8102     46.286     0.000
22.1274     46.730     0.000
22.4492     47.098     0.000
22.7758     47.386     0.000
23.1071     47.591     0.000
23.4432     47.708     0.000
23.7841     47.727     0.000
24.1301     47.639     0.000
24.4811     47.437     0.000
24.8372     47.106     0.000
25.1984     46.625     0.000
25.5649     45.968     0.000
25.9368     45.096     0.000
26.3141     43.953     0.000
26.6968     42.450     0.000
27.0851     40.431     0.000
27.4791     37.581     0.000
27.8788     33.389     0.000
28.2843     28.639     0.000
28.6957     31.351     0.000
29.1131     36.199     0.000
29.5365     39.529     0.000
29.9661     41.825     0.000
30.4020     43.452     0.000
30.8442     44.601     0.000
31.2929     45.391     0.000
31.7480     45.884     0.000
32.2098     46.099     0.000
32.6783     46.038     0.000
33.1536     45.714     0.000
33.6359     45.131     0.000
34.1251     44.285     0.000
34.6215     43.209     0.000
35.1250     42.027     0.000
35.6359     41.027     0.000
36.1543     40.615     0.000
36.6802     40.995     0.000
37.2137     41.897     0.000
37.7550     42.884     0.000
38.3041     43.689     0.000
38.8613     44.202     0.000
39.4265     44.372     0.000
40.0000     44.176     0.000
40.5818     43.579     0.000
41.1721     42.532     0.000
41.7710     40.969     0.000
42.3785     38.834     0.000
42.9949     36.362     0.000
43.6203     35.021     0.000
44.2548     36.449     0.000
44.8985     38.982     0.000
45.5515     41.238     0.000
46.2141     43.027     0.000
46.8863     44.424     0.000
47.5683     45.518     0.000
48.2602     46.374     0.000
48.9621     47.041     0.000
49.6743     47.569     0.000
50.3968     48.045     0.000
51.1299     48.610     0.000
51.8736     49.437     0.000
52.6281     50.624     0.000
53.3936     52.110     0.000
54.1702     53.722     0.000
54.9581     55.290     0.000
55.7575     56.711     0.000
56.5685     57.944     0.000
57.3914     58.992     0.000
58.2261     59.883     0.000
59.0730     60.670     0.000
59.9323     61.416     0.000
60.8040     62.181     0.000
61.6884     62.992     0.000
62.5857     63.843     0.000
63.4960     64.697     0.000
64.4196     65.511     0.000
65.3566     66.254     0.000
66.3073     66.911     0.000
67.2717     67.490     0.000
68.2502     68.012     0.000
