"CEA2034"													
"On Axis"		"Listening Window"		"Early Reflections"		"Sound Power"		"Sound Power DI"		"Early Reflections DI"		"DI offset"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	71.9936	20.5078	71.9977	20.5078	72.0607	20.5078	73.1867	20.5078	48.7904	20.5078	49.9164	20.5078	49.9794
21.9727	75.0556	21.9727	75.0538	21.9727	75.0552	21.9727	75.9423	21.9727	49.091	21.9727	49.9781	21.9727	49.9794
23.4375	77.4247	23.4375	77.4209	23.4375	77.4062	23.4375	78.2215	23.4375	49.1789	23.4375	49.9942	23.4375	49.9794
24.9023	79.1649	24.9023	79.1551	24.9023	79.0938	24.9023	79.745	24.9023	49.3894	24.9023	50.0407	24.9023	49.9794
26.3672	80.6535	26.3672	80.64	26.3672	80.5423	26.3672	81.072	26.3672	49.5474	26.3672	50.0771	26.3672	49.9794
27.832	81.5105	27.832	81.495	27.832	81.3778	27.832	81.8317	27.832	49.6426	27.832	50.0966	27.832	49.9794
29.2969	82.0313	29.2969	82.0134	29.2969	81.878	29.2969	82.2605	29.2969	49.7324	29.2969	50.1148	29.2969	49.9794
30.7617	82.3618	30.7617	82.3432	30.7617	82.2003	30.7617	82.5201	30.7617	49.8025	30.7617	50.1223	30.7617	49.9794
32.2266	82.5953	32.2266	82.5767	32.2266	82.4364	32.2266	82.7495	32.2266	49.8066	32.2266	50.1198	32.2266	49.9794
33.6914	82.8015	33.6914	82.782	33.6914	82.6347	33.6914	82.9189	33.6914	49.8425	33.6914	50.1268	33.6914	49.9794
35.1562	82.8537	35.1562	82.8313	35.1562	82.6572	35.1562	82.8419	35.1562	49.9688	35.1562	50.1535	35.1562	49.9794
36.6211	83.0342	36.6211	83.0102	36.6211	82.8284	36.6211	82.9749	36.6211	50.0147	36.6211	50.1612	36.6211	49.9794
