"Directivity Index"			
"Sound Power DI"		"Early Reflections DI"	
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	1.09142	20.5078	0.441498
21.2402	0.226588	21.2402	0.123821
21.9727	0.422808	21.9727	0.185598
22.7051	0.568993	22.7051	0.24226
23.4375	0.613532	23.4375	0.251406
24.1699	0.504988	24.1699	0.213508
25.6348	0.549117	25.6348	0.228762
26.3672	0.573073	26.3672	0.237373
27.0996	0.698894	27.0996	0.277646
27.832	0.58209	27.832	0.235965
29.2969	0.594216	29.2969	0.247069
30.0293	0.679385	30.0293	0.27548
31.4941	0.620701	31.4941	0.254528
32.2266	0.557858	32.2266	0.236612
33.6914	0.494242	33.6914	0.209708
34.4238	0.554716	34.4238	0.233113
35.8887	0.490863	35.8887	0.20851
37.3535	0.497555	37.3535	0.212684
38.8184	0.544514	38.8184	0.230286
39.5508	0.544795	39.5508	0.232677
41.0156	0.53697	41.0156	0.213428
42.4805	0.506885	42.4805	0.222843
43.9453	0.486038	43.9453	0.210613
45.4102	0.495405	45.4102	0.212548
47.6074	0.446901	47.6074	0.195602
49.0723	0.471756	49.0723	0.205708
50.5371	0.474499	50.5371	0.206487
52.7344	0.46183	52.7344	0.202999
54.1992	0.447101	54.1992	0.197524
56.3965	0.447117	56.3965	0.199167
58.5938	0.432992	58.5938	0.195437
60.0586	0.381	60.0586	0.177645
62.2559	0.426875	62.2559	0.194804
64.4531	0.441669	64.4531	0.201984
66.6504	0.455668	66.6504	0.207973
69.5801	0.467126	69.5801	0.213833
71.7773	0.467028	71.7773	0.214735
73.9746	0.466826	73.9746	0.215463
76.9043	0.467691	76.9043	0.218657
79.834	0.473991	79.834	0.222703
82.7637	0.515204	82.7637	0.239975
85.6934	0.549683	85.6934	0.248502
88.623	0.415745	88.623	0.206112
91.5527	0.496376	91.5527	0.238464
94.4824	0.500973	94.4824	0.244612
98.1445	0.556761	98.1445	0.261923
101.807	0.516372	101.807	0.252376
105.469	0.519492	105.469	0.257643
109.131	0.53738	109.131	0.269352
112.793	0.559857	112.793	0.28081
116.455	0.595087	116.455	0.299468
120.85	0.66801	120.85	0.328855
125.244	0.690256	125.244	0.340725
129.639	0.711719	129.639	0.352573
134.033	0.730366	134.033	0.363007
138.428	0.688976	138.428	0.355007
143.555	0.748323	143.555	0.385541
148.682	0.812689	148.682	0.417618
153.809	0.894122	153.809	0.450923
159.668	0.915822	159.668	0.467441
164.795	0.967846	164.795	0.485124
170.654	0.973074	170.654	0.497106
176.514	1.02996	176.514	0.525284
183.105	1.1307	183.105	0.571074
189.697	1.248	189.697	0.614656
196.289	1.247	196.289	0.630119
202.881	1.40888	202.881	0.691179
210.205	1.46829	210.205	0.709678
217.529	1.34171	217.529	0.687711
225.586	1.53268	225.586	0.806279
232.91	1.86073	232.91	0.89581
241.699	1.80911	241.699	0.885806
249.756	2.16069	249.756	1.02097
258.545	2.22879	258.545	1.01937
268.066	2.3456	268.066	1.09466
277.588	2.59989	277.588	1.12334
287.109	2.51995	287.109	1.08077
297.363	2.66574	297.363	1.12636
307.617	2.49687	307.617	1.07184
318.604	2.62979	318.604	1.18125
329.59	2.69047	329.59	1.16483
341.309	2.48539	341.309	1.29284
353.76	3.50815	353.76	1.57049
366.211	3.87663	366.211	1.60737
378.662	4.01952	378.662	1.46131
392.578	3.10904	392.578	0.940194
405.762	3.19746	405.762	1.11833
420.41	3.60045	420.41	1.24845
435.059	3.36934	435.059	1.19209
450.439	3.64365	450.439	1.21542
466.553	3.57905	466.553	1.21774
482.666	3.57428	482.666	1.18635
500.244	3.7564	500.244	1.30229
517.822	3.49223	517.822	1.05345
536.133	4.02595	536.133	1.36914
554.443	4.12458	554.443	1.39635
574.219	4.3795	574.219	1.52209
594.727	4.19492	594.727	1.46673
615.234	4.45033	615.234	1.686
637.207	4.65394	637.207	1.77804
659.912	4.70356	659.912	1.85007
683.35	4.79168	683.35	2.04151
706.787	5.13062	706.787	2.17991
731.689	5.31651	731.689	2.31238
758.057	5.16347	758.057	2.3211
784.424	5.36072	784.424	2.4244
812.256	5.38417	812.256	2.53359
840.82	5.14609	840.82	2.48635
870.85	5.32912	870.85	2.50952
901.611	5.45377	901.611	2.40843
933.105	6.00166	933.105	2.73779
966.064	5.93339	966.064	2.77371
999.756	5.87171	999.756	2.75352
1,034.91	5.35228	1,034.91	2.4136
1,071.53	5.16185	1,071.53	2.19718
