Param_Coord_x1 = 3
Param_Coord_x2 = 220
Param_Coord_x3 = 90
Param_Coord_Type = Spherical
Param_Coord_AngularFormat = degree
Param_Coord_Front = '0,0'
Param_Coord_Top = '90,0'
Data_Domain=Frequency
Data_Phase_AngularFormat=degree
Data_Format = LeveldB_Phase
Data_LevelType=SoundPressure

Curve=[
2.0600000e+01 7.1167205e+01 1.1113347e+02
2.1200000e+01 7.1726239e+01 1.0784632e+02
2.1800000e+01 7.2269670e+01 1.0465005e+02
2.2400000e+01 7.2852706e+01 1.0082883e+02
2.3000000e+01 7.3442004e+01 9.6824336e+01
2.3600000e+01 7.3988906e+01 9.2824545e+01
2.4300000e+01 7.4525399e+01 8.7981508e+01
2.5000000e+01 7.5069842e+01 8.3253112e+01
2.5800000e+01 7.5834602e+01 7.7855722e+01
2.6500000e+01 7.6426759e+01 7.3178603e+01
2.7200000e+01 7.6759833e+01 6.8247700e+01
2.8000000e+01 7.7196757e+01 6.2794212e+01
2.9000000e+01 7.8033510e+01 5.6328957e+01
3.0000000e+01 7.8857162e+01 4.9615042e+01
3.0700000e+01 7.9422003e+01 4.4909952e+01
3.1500000e+01 7.9997169e+01 3.9733525e+01
3.2500000e+01 8.0681302e+01 3.3294061e+01
3.3500000e+01 8.1321187e+01 2.6638047e+01
3.4500000e+01 8.1881929e+01 2.0267010e+01
3.5500000e+01 8.2396968e+01 1.4105436e+01
3.6500000e+01 8.2868322e+01 8.1281423e+00
3.7500000e+01 8.3283936e+01 2.2767912e+00
3.8700000e+01 8.3741680e+01 -4.5396557e+00
4.0000000e+01 8.4182798e+01 -1.1663170e+01
4.1200000e+01 8.4535363e+01 -1.7985546e+01
4.2500000e+01 8.4851935e+01 -2.4491936e+01
4.3700000e+01 8.5138686e+01 -2.9218694e+01
4.5000000e+01 8.5414658e+01 -3.4937748e+01
4.6200000e+01 8.5599465e+01 -4.0265626e+01
4.7500000e+01 8.5762390e+01 -4.5771154e+01
4.8700000e+01 8.5896790e+01 -5.0576362e+01
5.0000000e+01 8.6008744e+01 -5.5614853e+01
5.1500000e+01 8.6128019e+01 -6.1227651e+01
5.3000000e+01 8.6205025e+01 -6.6411352e+01
5.4500000e+01 8.6257770e+01 -7.1243151e+01
5.6000000e+01 8.6296250e+01 -7.5790674e+01
5.8000000e+01 8.6321344e+01 -8.1573536e+01
6.0000000e+01 8.6328138e+01 -8.7014165e+01
6.1500000e+01 8.6319791e+01 -9.0968217e+01
