"Directivity Index"			
"Sound Power DI"		"Early Reflections DI"	
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	0.722267	20.5078	0.292835
21.9727	0.613608	21.9727	0.236475
23.4375	0.583071	23.4375	0.220436
24.9023	0.743764	24.9023	0.298548
26.3672	1.40955	26.3672	0.616152
27.832	0.81251	27.832	1.20852
29.2969	-1.61759	29.2969	-0.700752
30.7617	0.611234	30.7617	0.333625
32.2266	2.29177	32.2266	1.03115
33.6914	2.63146	33.6914	1.30379
35.1563	-1.30534	35.1563	-0.625599
36.6211	-0.688418	36.6211	-0.357277
38.0859	-0.0723916	38.0859	-0.0593277
39.5508	0.176433	39.5508	0.057793
41.0156	0.374183	41.0156	0.148897
42.4805	0.53595	42.4805	0.222959
43.9453	0.671174	43.9453	0.284352
45.4102	0.800061	45.4102	0.341622
46.875	0.828899	46.875	0.35887
48.3398	0.717687	48.3398	0.315375
51.2695	0.27868	51.2695	0.124877
52.7344	0.120759	52.7344	0.0530019
54.1992	0.117517	54.1992	0.0454704
55.6641	0.107017	55.6641	0.0408554
58.5938	0.132663	58.5938	0.0540939
60.0586	0.149309	60.0586	0.0627619
62.9883	0.165745	62.9883	0.0697225
64.4531	0.160966	64.4531	0.0667832
67.3828	0.16091	67.3828	0.0660084
68.8477	0.167781	68.8477	0.0691516
71.7773	0.178938	71.7773	0.0746542
74.707	0.17865	74.707	0.0762532
77.6367	0.216526	77.6367	0.0919715
79.1016	0.230781	79.1016	0.0978556
82.0313	0.251276	82.0313	0.106996
84.9609	0.254167	84.9609	0.1093
87.8906	0.250918	87.8906	0.109841
90.8203	0.263883	90.8203	0.115905
95.2148	0.291905	95.2148	0.128345
98.1445	0.302463	98.1445	0.131973
101.074	0.274723	101.074	0.121834
105.469	0.277924	105.469	0.124468
108.398	0.27838	108.398	0.125365
112.793	0.294914	112.793	0.13212
117.188	0.277594	117.188	0.129114
120.117	0.287853	120.117	0.134774
124.512	0.302645	124.512	0.14166
128.906	0.316367	128.906	0.148088
