"Early Reflections"											
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce"		"Total Early Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	70.4445	20.5078	68.9674	20.5078	69.9039	20.5078	69.6465	20.5078	69.1023	20.5078	69.6872
21.2402	71.5548	21.2402	70.0518	21.2402	71.0023	21.2402	70.7551	21.2402	70.2221	21.2402	70.7919
21.9727	71.5889	21.9727	70.075	21.9727	71.0464	21.9727	70.7534	21.9727	70.1333	21.9727	70.8019
22.7051	72.1025	22.7051	70.6092	22.7051	71.5651	22.7051	71.2926	22.7051	70.7077	22.7051	71.3347
23.4375	71.7401	23.4375	70.2323	23.4375	71.2457	23.4375	70.7998	23.4375	69.8053	23.4375	70.8826
24.1699	71.9913	24.1699	70.4849	24.1699	71.501	24.1699	71.0469	24.1699	70.042	24.1699	71.1323
25.6348	72.3445	25.6348	70.8448	25.6348	71.8734	25.6348	71.3725	25.6348	70.2604	25.6348	71.4695
26.3672	72.5301	26.3672	71.0108	26.3672	72.0595	26.3672	71.5404	26.3672	70.3871	26.3672	71.6415
27.0996	72.6247	27.0996	71.1089	27.0996	72.1655	27.0996	71.6126	27.0996	70.3794	27.0996	71.7227
27.832	72.836	27.832	71.3181	27.832	72.3835	27.832	71.8116	27.832	70.5369	27.832	71.9267
29.2969	72.7143	29.2969	71.1846	29.2969	72.285	29.2969	71.6352	29.2969	70.1766	29.2969	71.7708
30.0293	72.7115	30.0293	71.2381	30.0293	72.3148	30.0293	71.625	30.0293	70.0702	30.0293	71.7727
31.4941	72.4251	31.4941	70.8818	31.4941	72.0347	31.4941	71.2424	31.4941	69.4134	31.4941	71.4175
32.2266	72.349	32.2266	70.79	32.2266	71.9708	32.2266	71.1246	32.2266	69.1523	32.2266	71.315
33.6914	71.8732	33.6914	70.391	33.6914	71.5705	33.6914	70.5904	33.6914	68.2411	33.6914	70.8205
34.4238	71.8257	34.4238	70.3357	34.4238	71.5373	34.4238	70.4994	34.4238	67.94	34.4238	70.7453
35.8887	71.2101	35.8887	69.6902	35.8887	70.9665	35.8887	69.7544	35.8887	66.6569	35.8887	70.0567
37.3535	70.9632	37.3535	69.2778	37.3535	70.694	37.3535	69.3789	37.3535	66.0331	37.3535	69.7187
38.8184	71.536	38.8184	69.9977	38.8184	71.2615	38.8184	70.132	38.8184	67.2699	38.8184	70.4047
39.5508	71.0442	39.5508	69.4511	39.5508	70.7736	39.5508	69.568	39.5508	66.556	39.5508	69.8703
41.0156	71.8189	41.0156	70.4578	41.0156	71.5596	41.0156	70.6173	41.0156	68.6844	41.0156	70.8556
42.4805	75.0812	42.4805	73.8896	42.4805	74.6623	42.4805	74.277	42.4805	73.8263	42.4805	74.3937
43.9453	76.1892	43.9453	74.8076	43.9453	75.6459	43.9453	75.4096	43.9453	75.1665	43.9453	75.4808
45.4102	77.2889	45.4102	75.9017	45.4102	76.7109	45.4102	76.5671	45.4102	76.441	45.4102	76.6113
47.6074	78.9269	47.6074	77.4508	47.6074	78.281	47.6074	78.2233	47.6074	78.1799	47.6074	78.2404
