* Measurement data measured by REW V5.20 Beta 53
* Source: C:\Users\Napie\Music\REW\Top Speakers\New Folder\3-SP.txt
* Format: Comma/Tab/Space delimited data
* Dated: May 26, 2020 2:46:40 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Measurement imported from C:\Users\Napie\Music\REW\Top Speakers\New Folder\3-SP.txt Format: Comma/Tab/Space delimited data 623 values loaded, 5 Hz to 39,792 Hz log spaced 
* Measurement: 3-SP
* Smoothing: None
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
20.000000	58.288788	-106.9422
20.144928	58.522232	-107.8317
20.290907	58.735825	-108.7692
20.437943	58.893330	-109.7249
20.586044	59.023911	-110.6204
20.735220	59.143646	-111.3619
20.885475	59.255867	-111.9654
21.036821	59.361115	-112.3750
21.189262	59.483829	-112.7126
21.342808	59.678257	-113.1417
21.497467	59.855816	-113.4817
21.653246	59.895393	-113.5968
21.810154	59.947887	-113.5142
21.968201	60.150642	-113.1078
22.127390	60.424671	-112.7024
22.287735	60.743698	-112.5941
22.449242	61.085728	-112.7458
22.611917	61.437798	-113.3240
22.775772	61.746666	-114.0112
22.940815	61.900940	-114.5067
23.107054	62.061741	-114.9255
23.274498	62.389866	-115.1646
23.443153	62.776451	-115.5782
23.613033	63.183250	-116.5758
23.784142	63.557705	-117.8917
23.956491	63.817284	-119.4572
24.130091	64.013809	-121.0881
24.304947	64.171516	-122.5922
24.481071	64.290871	-123.9264
24.658470	64.356720	-124.9148
24.837156	64.439850	-125.7639
25.017136	64.648109	-126.6338
25.198421	64.855820	-127.4891
25.381020	64.939751	-128.4034
25.564941	64.998940	-129.2083
25.750195	65.095261	-129.6948
25.936790	65.217827	-130.0586
26.124741	65.386314	-130.4283
26.314051	65.570724	-130.7984
26.504732	65.740082	-131.2101
26.696796	65.916771	-131.6514
26.890253	66.120193	-132.1214
27.085112	66.328766	-132.6284
27.281382	66.522263	-133.1820
27.479073	66.715736	-133.7772
27.678198	66.924271	-134.4199
27.878765	67.127716	-135.0861
28.080786	67.303688	-135.7646
28.284271	67.473755	-136.4211
28.489231	67.649063	-136.9835
28.695675	67.838722	-137.5532
28.903616	68.067917	-138.2096
29.113064	68.299683	-138.9479
29.324028	68.501495	-139.8193
29.536524	68.684792	-140.7339
29.750557	68.847076	-141.6176
29.966141	68.997833	-142.4741
30.183289	69.147705	-143.2843
30.402010	69.290825	-144.0421
30.622314	69.420341	-144.7291
30.844217	69.549835	-145.3623
31.067726	69.698364	-145.9663
31.292856	69.842781	-146.4993
31.519617	69.952538	-146.9277
31.748020	70.068848	-147.2497
31.978081	70.224976	-147.4100
32.209808	70.414726	-147.5348
32.443211	70.646919	-147.7001
32.678310	70.909637	-148.0025
32.915108	71.216850	-148.6403
33.153625	71.499680	-149.3851
33.393871	71.649246	-150.0596
33.635857	71.798729	-150.7050
33.879597	72.076813	-151.2317
34.125103	72.389572	-151.8560
34.372387	72.682571	-152.7955
34.621464	72.964577	-153.9591
34.872345	73.244957	-155.4218
35.125042	73.467781	-156.9013
35.379574	73.524834	-158.0899
35.635948	73.581902	-159.1368
35.894180	73.819702	-160.0301
36.154285	74.086617	-160.9476
36.416275	74.266106	-162.1025
36.680161	74.431740	-163.3770
36.945961	74.645683	-164.7641
37.213688	74.826782	-166.1420
37.483353	74.873451	-167.3853
37.754974	74.907921	-168.4964
38.028561	75.042839	-169.3672
38.304131	75.206779	-170.2049
38.581699	75.368713	-171.2313
38.861279	75.518791	-172.2964
39.142883	75.621857	-173.3103
39.426529	75.722855	-174.3116
39.712231	75.871529	-175.3046
40.000000	76.018799	-176.3035
40.289856	76.122551	-177.3524
40.581814	76.210884	-178.3666
40.875885	76.298569	-179.2745
41.172089	76.383873	179.9202
41.470440	76.459557	179.2701
41.770950	76.556808	178.6769
