* Measurement data measured by REW V5.20 Beta 53
* Source: C:\Users\Napie\Music\REW\Top Speakers\New Folder\3-DI.txt
* Format: Comma/Tab/Space delimited data
* Dated: May 26, 2020 2:47:17 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Measurement imported from C:\Users\Napie\Music\REW\Top Speakers\New Folder\3-DI.txt Format: Comma/Tab/Space delimited data 623 values loaded, 5 Hz to 39,792 Hz log spaced
* Measurement: 3-DI
* Smoothing: None
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
20.000000	51.013084	-66.7632
20.144928	50.897713	-65.3481
20.290907	50.834023	-63.7834
20.437943	50.909233	-62.0989
20.586044	51.067867	-60.5590
20.735220	51.296215	-59.4563
20.885475	51.555695	-58.7356
21.036821	51.797138	-58.4418
21.189262	52.038700	-58.5656
21.342808	52.298374	-59.1249
21.497467	52.527752	-60.0826
21.653246	52.681160	-61.4446
21.810154	52.767933	-63.0996
21.968201	52.796959	-65.0197
22.127390	52.724148	-66.9609
22.287735	52.480949	-68.7352
22.449242	52.149281	-70.1471
22.611917	51.768257	-70.8345
22.775772	51.398422	-71.1099
22.940815	51.153492	-71.1674
23.107054	50.913338	-71.0004
23.274498	50.574997	-70.7849
23.443153	50.199532	-70.1652
23.613033	49.765827	-68.6926
23.784142	49.418228	-66.8187
23.956491	49.357174	-64.7734
24.130091	49.393940	-62.7792
24.304947	49.382381	-61.2038
24.481071	49.393963	-59.8407
24.658470	49.452579	-58.5285
24.837156	49.555824	-57.4972
25.017136	49.744392	-56.9845
25.198421	49.912861	-56.8090
25.381020	49.929882	-56.8779
25.564941	49.913010	-57.1606
25.750195	49.983501	-57.6329
25.936790	50.000046	-58.1843
26.124741	49.817066	-58.7633
26.314051	49.567383	-59.1696
26.504732	49.349361	-59.1455
26.696796	49.122288	-58.8106
26.890253	48.864357	-58.1867
27.085112	48.616272	-57.3111
27.281382	48.430405	-56.2655
27.479073	48.250256	-54.9390
27.678198	47.989162	-53.1826
