"Early Reflections"
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce (full horizontal rear)"		"Total Early Reflection"
84.9609	80.8478	84.9609	80.6125	84.9609	80.7059	84.9609	80.8948	84.9609	80.9691	84.9609	80.8079
87.8906	80.8825	87.8906	80.6675	87.8906	80.7331	87.8906	80.9496	87.8906	81.0936	87.8906	80.8679
90.8203	81.2883	90.8203	80.9829	90.8203	81.1427	90.8203	81.2502	90.8203	81.0549	90.8203	81.1453
95.2148	81.2924	95.2148	80.9791	95.2148	81.1266	95.2148	81.2935	95.2148	81.2355	95.2148	81.187
98.1445	81.4374	98.1445	81.1258	98.1445	81.2734	98.1445	81.4275	98.1445	81.3092	98.1445	81.3161
101.074	81.4266	101.074	81.081	101.074	81.2465	101.074	81.4202	101.074	81.335	101.074	81.3037
105.469	81.5953	105.469	81.284	105.469	81.4361	105.469	81.5964	105.469	81.4337	105.469	81.4707
108.398	81.8779	108.398	81.548	108.398	81.7367	108.398	81.8184	108.398	81.4838	108.398	81.6956
112.793	82.0832	112.793	81.8065	112.793	81.9671	112.793	82.0674	112.793	81.8101	112.793	81.9485
117.188	82.1956	117.188	81.7685	117.188	82.0488	117.188	82.0061	117.188	81.5281	117.188	81.9157
120.117	82.4401	120.117	81.9499	120.117	82.2822	120.117	82.2059	120.117	81.4902	120.117	82.0861
124.512	82.5154	124.512	82.0907	124.512	82.4029	124.512	82.3613	124.512	81.4096	124.512	82.1737
128.906	82.216	128.906	81.8497	128.906	82.055	128.906	82.1792	128.906	81.8343	128.906	82.0298
133.301	82.3156	133.301	81.9341	133.301	82.1514	133.301	82.2255	133.301	81.8053	133.301	82.0905
139.16	82.3549	139.16	81.9357	139.16	82.2107	139.16	82.2205	139.16	81.6366	139.16	82.0791
143.555	82.2645	143.555	81.8286	143.555	82.1267	143.555	82.1189	143.555	81.603	143.555	81.9949
147.949	82.1776	147.949	81.7192	147.949	82.047	147.949	82.0184	147.949	81.4759	147.949	81.895
153.809	82.0899	153.809	81.5596	153.809	81.9247	153.809	81.8629	153.809	81.2982	153.809	81.7562
159.668	82.0353	159.668	81.5003	159.668	81.8709	159.668	81.8	159.668	81.1878	159.668	81.6891
165.527	82.0322	165.527	81.5731	165.527	81.8786	165.527	81.842	165.527	81.3476	165.527	81.7415
171.387	81.9823	171.387	81.4752	171.387	81.8467	171.387	81.7115	171.387	81.124	171.387	81.6384
177.246	81.8811	177.246	81.3239	177.246	81.772	177.246	81.5572	177.246	80.6518	177.246	81.4585
183.105	81.4175	183.105	80.9459	183.105	81.3129	183.105	81.2104	183.105	80.5349	183.105	81.0956
188.965	81.3518	188.965	80.6724	188.965	81.1879	188.965	80.9796	188.965	80.3809	188.965	80.9285
196.289	81.4026	196.289	80.7664	196.289	81.2924	196.289	80.9837	196.289	80.0448	196.289	80.924
203.613	81.1978	203.613	80.383	203.613	81.0832	203.613	80.6564	203.613	79.6764	203.613	80.6329
210.938	81.1423	210.938	80.4667	210.938	81.0786	210.938	80.7453	210.938	79.5148	210.938	80.6279
218.262	80.8626	218.262	80.1363	218.262	80.7441	218.262	80.448	218.262	79.5083	218.262	80.3664
225.586	80.7788	225.586	80.1055	225.586	80.698	225.586	80.3123	225.586	79.3863	225.586	80.2842
232.91	80.7443	232.91	80.1131	232.91	80.7405	232.91	80.206	232.91	78.9665	232.91	80.2003
241.699	80.5616	241.699	79.8687	241.699	80.5046	241.699	80.0036	241.699	78.6245	241.699	79.9658
250.488	80.4537	250.488	79.4255	250.488	80.2813	250.488	79.7071	250.488	78.4375	250.488	79.7181
259.277	80.7297	259.277	79.8588	259.277	80.6145	259.277	79.9155	259.277	78.3897	259.277	79.9772
268.066	80.42	268.066	79.3497	268.066	80.2445	268.066	79.492	268.066	78.1363	268.066	79.601
276.855	80.3097	276.855	78.9498	276.855	80.1562	276.855	79.5484	276.855	77.5722	276.855	79.4139
287.109	79.9748	287.109	79.2368	287.109	80.0384	287.109	79.3792	287.109	77.7799	287.109	79.3536
297.363	79.9417	297.363	78.9356	297.363	79.9673	297.363	79.2122	297.363	77.5861	297.363	79.2111
307.617	80.0703	307.617	79.2568	307.617	80.0936	307.617	79.2863	307.617	77.2921	307.617	79.3098
319.336	79.9029	319.336	78.7677	319.336	79.7449	319.336	78.7576	319.336	76.9628	319.336	78.9453
329.59	79.6332	329.59	78.5053	329.59	79.6199	329.59	78.851	329.59	76.6035	329.59	78.7726
341.309	79.542	341.309	78.32	341.309	79.497	341.309	78.6367	341.309	76.6258	341.309	78.6453
353.027	79.4369	353.027	78.0531	353.027	79.4378	353.027	78.5178	353.027	76.0455	353.027	78.4619
366.211	79.1072	366.211	78.5247	366.211	79.1342	366.211	78.3698	366.211	75.8372	366.211	78.3454
379.395	79.7538	379.395	78.4609	379.395	79.627	379.395	78.6106	379.395	76.0356	379.395	78.6827
392.578	79.4641	392.578	78.0097	392.578	79.1981	392.578	78.4008	392.578	76.1099	392.578	78.3859
405.762	79.3962	405.762	77.4141	405.762	79.0971	405.762	77.9593	405.762	76.0576	405.762	78.1456
420.41	80.1584	420.41	77.6805	420.41	79.9452	420.41	78.2416	420.41	75.7759	420.41	78.6403
435.059	79.7507	435.059	77.2821	435.059	79.4865	435.059	78.0155	435.059	76.3985	435.059	78.3722
451.172	81.1282	451.172	77.5734	451.172	80.7974	451.172	78.5509	451.172	76.1818	451.172	79.2444
465.82	80.8544	465.82	77.7126	465.82	80.6879	465.82	78.9799	465.82	75.6874	465.82	79.181
483.398	80.4989	483.398	77.6202	483.398	80.6317	483.398	78.9898	483.398	75.8296	483.398	79.0651
499.512	80.3172	499.512	77.6006	499.512	80.3376	499.512	78.8808	499.512	75.4942	499.512	78.8754
517.09	80.7505	517.09	77.7644	517.09	80.5889	517.09	79.2402	517.09	75.897	517.09	79.201
536.133	79.8116	536.133	76.5852	536.133	80.0677	536.133	78.0579	536.133	75.1958	536.133	78.3239
555.176	80.329	555.176	76.6838	555.176	80.7663	555.176	79.0925	555.176	74.1758	555.176	78.8203
574.219	81.1532	574.219	77.2384	574.219	81.4534	574.219	79.0276	574.219	74.2199	574.219	79.3396
594.727	80.8146	594.727	77.6044	594.727	81.1284	594.727	79.0651	594.727	74.4505	594.727	79.2054
615.234	80.3272	615.234	77.7901	615.234	80.9294	615.234	79.1665	615.234	73.9305	615.234	79.0207
637.207	80.4153	637.207	77.7923	637.207	80.8433	637.207	79.1329	637.207	74.4466	637.207	79.0456
659.18	79.789	659.18	77.1372	659.18	80.4018	659.18	78.7541	659.18	73.4348	659.18	78.4978
682.617	78.8052	682.617	77.8611	682.617	79.6078	682.617	78.752	682.617	74.3878	682.617	78.2074
707.52	79.9579	707.52	78.5335	707.52	79.8135	707.52	79.3387	707.52	76.6875	707.52	79.0167
732.422	82.0172	732.422	79.4815	732.422	81.7729	732.422	79.6364	732.422	77.6227	732.422	80.3988
757.324	83.2537	757.324	78.8156	757.324	82.7247	757.324	79.3574	757.324	78.8313	757.324	81.0557
785.156	83.1568	785.156	79.1752	785.156	83.6653	785.156	79.5918	785.156	78.6155	785.156	81.3726
811.523	81.5353	811.523	79.5834	811.523	83.4756	811.523	79.1589	811.523	76.5805	811.523	80.6728
840.82	80.6325	840.82	79.4361	840.82	83.1427	840.82	79.6558	840.82	76.1717	840.82	80.3622
870.117	79.6717	870.117	79.7081	870.117	82.4527	870.117	80.5366	870.117	75.7392	870.117	80.1094
900.879	80.3074	900.879	79.3353	900.879	82.1966	900.879	80.2176	900.879	74.1096	900.879	79.9111
933.105	81.0426	933.105	80.4172	933.105	82.8293	933.105	79.9932	933.105	75.0392	933.105	80.4984
965.332	81.3557	965.332	80.788	965.332	83.0871	965.332	79.6285	965.332	74.591	965.332	80.6497
1,000.49	81.6132	1,000.49	79.7668	1,000.49	82.484	1,000.49	79.1235	1,000.49	74.0511	1,000.49	80.2042
1,035.64	81.262	1,035.64	79.8792	1,035.64	82.3706	1,035.64	78.6364	1,035.64	73.523	1,035.64	79.9926
1,072.27	80.9875	1,072.27	80.3701	1,072.27	82.1942	1,072.27	78.2504	1,072.27	73.2353	1,072.27	79.8951
1,108.89	80.007	1,108.89	79.552	1,108.89	81.3945	1,108.89	77.5145	1,108.89	70.7278	1,108.89	78.9924
1,148.44	80.7804	1,148.44	79.8177	1,148.44	80.9862	1,148.44	77.5303	1,148.44	69.5361	1,148.44	79.1028
1,189.45	80.2465	1,189.45	78.1451	1,189.45	80.66	1,189.45	77.2863	1,189.45	68.9011	1,189.45	78.436
1,230.47	80.4016	1,230.47	80.1318	1,230.47	81.3832	1,230.47	77.9019	1,230.47	69.4716	1,230.47	79.2512
1,274.41	80.5054	1,274.41	78.3013	1,274.41	81.9568	1,274.41	78.485	1,274.41	70.7683	1,274.41	79.2363
1,319.82	80.3816	1,319.82	78.4605	1,319.82	82.36	1,319.82	78.2723	1,319.82	70.7222	1,319.82	79.3502
1,366.7	81.0136	1,366.7	80.606	1,366.7	82.3671	1,366.7	78.5098	1,366.7	71.1714	1,366.7	79.9807
1,413.57	80.8434	1,413.57	80.8066	1,413.57	81.8348	1,413.57	77.4841	1,413.57	69.6933	1,413.57	79.6357
1,463.38	80.9483	1,463.38	79.8091	1,463.38	81.4267	1,463.38	76.701	1,463.38	68.4646	1,463.38	79.1677
1,516.11	79.7719	1,516.11	78.0522	1,516.11	81.0725	1,516.11	75.8384	1,516.11	67.4414	1,516.11	78.2041
1,568.85	78.6648	1,568.85	78.381	1,568.85	78.9302	1,568.85	73.7415	1,568.85	66.1772	1,568.85	76.9617
1,624.51	78.1972	1,624.51	80.3756	1,624.51	76.8205	1,624.51	72.5132	1,624.51	65.9612	1,624.51	76.9007
1,681.64	79.7264	1,681.64	80.712	1,681.64	77.3539	1,681.64	73.7287	1,681.64	63.8711	1,681.64	77.6659
1,741.7	78.9012	1,741.7	79.6418	1,741.7	78.609	1,741.7	73.6911	1,741.7	65.917	1,741.7	77.3179
1,803.22	79.4598	1,803.22	80.4725	1,803.22	78.3856	1,803.22	73.0487	1,803.22	65.9916	1,803.22	77.6776
1,866.21	80.9275	1,866.21	81.022	1,866.21	78.7456	1,866.21	73.5868	1,866.21	66.2371	1,866.21	78.4794
1,932.13	82.9012	1,932.13	81.3216	1,932.13	79.3988	1,932.13	74.5394	1,932.13	67.8588	1,932.13	79.5639
1,999.51	84.1891	1,999.51	81.6832	1,999.51	80.1403	1,999.51	75.6807	1,999.51	68.7858	1,999.51	80.473
2,069.82	83.3446	2,069.82	81.5885	2,069.82	80.6265	2,069.82	76.5481	2,069.82	68.9373	2,069.82	80.2422
2,143.07	83.4505	2,143.07	81.252	2,143.07	80.9539	2,143.07	77.1944	2,143.07	69.4513	2,143.07	80.3385
2,219.24	83.1798	2,219.24	80.4532	2,219.24	80.7371	2,219.24	77.3796	2,219.24	69.7969	2,219.24	80.0147
2,296.88	82.8253	2,296.88	80.1496	2,296.88	79.8223	2,296.88	77.3043	2,296.88	69.7044	2,296.88	79.5833
2,378.91	82.6249	2,378.91	81.1542	2,378.91	79.9351	2,378.91	77.8181	2,378.91	70.4403	2,378.91	79.8547
2,462.4	82.2044	2,462.4	81.4911	2,462.4	81.8023	2,462.4	79.6953	2,462.4	71.7991	2,462.4	80.5452
2,548.83	82.5456	2,548.83	81.8213	2,548.83	83.2079	2,548.83	81.321	2,548.83	72.8429	2,548.83	81.4358
2,639.65	83.2059	2,639.65	82.7119	2,639.65	83.1737	2,639.65	81.4523	2,639.65	73.1968	2,639.65	81.8423
2,731.93	83.5792	2,731.93	82.4157	2,731.93	82.377	2,731.93	80.6132	2,731.93	72.1288	2,731.93	81.503
2,828.61	82.8322	2,828.61	81.5299	2,828.61	81.8309	2,828.61	80.7457	2,828.61	72.0703	2,828.61	80.9445
2,928.22	81.8337	2,928.22	80.7588	2,928.22	82.7397	2,928.22	81.6401	2,928.22	72.2494	2,928.22	80.9497
3,030.76	82.0413	3,030.76	80.6997	3,030.76	83.4604	3,030.76	82.0961	3,030.76	72.9144	3,030.76	81.3413
3,137.7	82.0969	3,137.7	80.5059	3,137.7	83.3008	3,137.7	81.5413	3,137.7	72.142	3,137.7	81.1209
3,249.02	81.444	3,249.02	80.5827	3,249.02	82.4958	3,249.02	80.7631	3,249.02	71.3227	3,249.02	80.5249
3,363.28	81.2521	3,363.28	80.2108	3,363.28	82.4099	3,363.28	80.7202	3,363.28	70.9205	3,363.28	80.358
3,481.93	81.5586	3,481.93	80.6537	3,481.93	83.0524	3,481.93	81.379	3,481.93	71.1345	3,481.93	80.8758
3,604.98	82.6571	3,604.98	81.0455	3,604.98	83.148	3,604.98	81.9024	3,604.98	71.6112	3,604.98	81.383
3,732.42	82.5519	3,732.42	80.6223	3,732.42	83.9297	3,732.42	82.1861	3,732.42	71.6714	3,732.42	81.5995
3,864.26	82.948	3,864.26	80.1203	3,864.26	84.1795	3,864.26	82.0042	3,864.26	71.3356	3,864.26	81.6672
4,000.49	83.0876	4,000.49	79.7247	4,000.49	83.3329	4,000.49	80.6833	4,000.49	70.5096	4,000.49	81.0799
4,141.11	82.3781	4,141.11	79.2136	4,141.11	83.6764	4,141.11	81.2251	4,141.11	70.8197	4,141.11	81.0323
4,287.6	82.7218	4,287.6	79.5268	4,287.6	83.7763	4,287.6	81.5805	4,287.6	71.0762	4,287.6	81.2847
4,438.48	82.6035	4,438.48	78.5239	4,438.48	84.0715	4,438.48	81.3996	4,438.48	70.629	4,438.48	81.1942
4,595.21	82.219	4,595.21	77.705	4,595.21	83.1063	4,595.21	80.523	4,595.21	69.402	4,595.21	80.4267
4,756.35	80.8917	4,756.35	76.4738	4,756.35	81.7437	4,756.35	79.5784	4,756.35	68.7534	4,756.35	79.1892
4,924.8	79.7337	4,924.8	75.4259	4,924.8	81.8578	4,924.8	79.369	4,924.8	67.3262	4,924.8	78.7413
5,097.66	79.6572	5,097.66	75.8863	5,097.66	81.1979	5,097.66	79.2794	5,097.66	67.7709	5,097.66	78.496
5,277.83	80.2466	5,277.83	75.1747	5,277.83	80.9161	5,277.83	78.4165	5,277.83	65.8819	5,277.83	78.2681
5,463.87	80.205	5,463.87	75.1319	5,463.87	81.6164	5,463.87	79.0505	5,463.87	66.5822	5,463.87	78.6621
5,657.23	79.4447	5,657.23	74.2827	5,657.23	81.5311	5,657.23	78.556	5,657.23	66.133	5,657.23	78.2333
5,856.45	79.7951	5,856.45	74.1048	5,856.45	81.3937	5,856.45	78.8114	5,856.45	65.6858	5,856.45	78.3087
6,062.99	80.3481	6,062.99	74.1823	6,062.99	82.2895	6,062.99	79.0085	6,062.99	66.6959	6,062.99	78.901
6,276.86	80.4068	6,276.86	74.0386	6,276.86	82.0283	6,276.86	79.2765	6,276.86	66.9125	6,276.86	78.8565
6,498.05	79.7413	6,498.05	73.486	6,498.05	82.284	6,498.05	78.935	6,498.05	66.4352	6,498.05	78.6733
6,726.56	79.3169	6,726.56	72.8889	6,726.56	82.683	6,726.56	79.5341	6,726.56	66.5579	6,726.56	78.8618
6,963.87	79.1591	6,963.87	72.7145	6,963.87	82.3458	6,963.87	79.2324	6,963.87	65.9203	6,963.87	78.5783
7,209.96	78.742	7,209.96	71.7871	7,209.96	83.1887	7,209.96	79.8409	7,209.96	65.4911	7,209.96	79.0121
7,464.84	78.2386	7,464.84	70.602	7,464.84	83.385	7,464.84	79.68	7,464.84	65.1882	7,464.84	78.9472
7,727.05	78.2082	7,727.05	69.0258	7,727.05	83.3414	7,727.05	79.8128	7,727.05	65.6138	7,727.05	78.9149
7,999.51	77.513	7,999.51	66.9345	7,999.51	84.1234	7,999.51	80.1614	7,999.51	65.6461	7,999.51	79.3168
8,282.23	76.9117	8,282.23	65.6587	8,282.23	84.0123	8,282.23	79.9245	8,282.23	66.3018	8,282.23	79.1087
8,573.73	76.8068	8,573.73	65.277	8,573.73	84.3609	8,573.73	80.4904	8,573.73	66.7378	8,573.73	79.454
8,876.95	77.5243	8,876.95	66.3311	8,876.95	84.2053	8,876.95	80.2808	8,876.95	65.9548	8,876.95	79.3933
9,188.96	77.1468	9,188.96	66.9082	9,188.96	84.2731	9,188.96	80.0667	9,188.96	65.2006	9,188.96	79.3359
9,514.16	77.4536	9,514.16	67.5392	9,514.16	84.0375	9,514.16	79.6839	9,514.16	64.5488	9,514.16	79.1435
9,849.61	77.701	9,849.61	67.1765	9,849.61	84.1412	9,849.61	79.574	9,849.61	64.4075	9,849.61	79.2119
10,196.8	77.7703	10,196.8	66.2923	10,196.8	84.1459	10,196.8	79.0947	10,196.8	63.2286	10,196.8	79.1079
10,555.7	76.9549	10,555.7	66.1913	10,555.7	84.122	10,555.7	78.4484	10,555.7	61.9035	10,555.7	78.8492
10,927.7	75.851	10,927.7	66.4376	10,927.7	83.8206	10,927.7	77.4921	10,927.7	59.7383	10,927.7	78.3374
11,313	73.7825	11,313	67.3906	11,313	82.7982	11,313	76.0903	11,313	57.6376	11,313	77.1779
11,712.9	73.0684	11,712.9	67.5208	11,712.9	82.2202	11,712.9	74.4423	11,712.9	54.6641	11,712.9	76.4494
12,126	73.3038	12,126	67.1956	12,126	82.289	12,126	72.6113	12,126	48.3832	12,126	76.3216
12,553.7	74.4792	12,553.7	66.1169	12,553.7	82.4602	12,553.7	71.4362	12,553.7	45.5535	12,553.7	76.4797
12,996.1	74.9332	12,996.1	63.4312	12,996.1	82.5875	12,996.1	70.869	12,996.1	49.4081	12,996.1	76.5723
13,454.6	74.5206	13,454.6	60.8514	13,454.6	82.6756	13,454.6	70.7414	13,454.6	50.3211	13,454.6	76.5642
13,929.2	74.8891	13,929.2	57.056	13,929.2	82.7852	13,929.2	70.5646	13,929.2	50.4325	13,929.2	76.6788
14,419.9	74.3411	14,419.9	57.0789	14,419.9	82.9653	14,419.9	70.4884	14,419.9	51.1625	14,419.9	76.7567
14,928.2	73.8991	14,928.2	59.4534	14,928.2	83.0044	14,928.2	70.3589	14,928.2	51.585	14,928.2	76.7423
15,455.6	73.254	15,455.6	61.8069	15,455.6	83.0328	15,455.6	70.2647	15,455.6	52.0406	15,455.6	76.7117
16,000.5	71.796	16,000.5	62.6049	16,000.5	82.8632	16,000.5	69.7981	16,000.5	52.4889	16,000.5	76.4346
16,564.5	71.2839	16,564.5	62.7647	16,564.5	82.4772	16,564.5	69.4523	16,564.5	51.724	16,564.5	76.0464
17,148.9	69.9506	17,148.9	63.1232	17,148.9	82.0187	17,148.9	68.557	17,148.9	50.8788	17,148.9	75.5245
17,752.4	68.3954	17,752.4	63.3251	17,752.4	81.4475	17,752.4	67.6356	17,752.4	50.6992	17,752.4	74.9006
18,379.4	66.9265	18,379.4	62.8974	18,379.4	80.7524	18,379.4	66.5851	18,379.4	50.2062	18,379.4	74.1648
19,026.9	65.2157	19,026.9	61.661	19,026.9	79.9316	19,026.9	65.5664	19,026.9	48.9008	19,026.9	73.3004
19,697.8	63.1573	19,697.8	60.0862	19,697.8	79.0954	19,697.8	64.1689	19,697.8	47.8213	19,697.8	72.4034
19,999.5	62.5496	19,999.5	59.3216	19,999.5	78.6031	19,999.5	63.6646	19,999.5	50.0444	19,999.5	71.9075
