"Directivity Index"			
"Sound Power DI"		"Early Reflections DI"	
"Frequency / Hz"	"Directivity Index  / dB"	"Frequency / Hz"	"Directivity Index  / dB"
20.5078	-6.43021	20.5078	-4.21673
21.9727	-8.13461	21.9727	-5.73214
23.4375	-4.01693	23.4375	-2.39819
24.9023	-2.32391	24.9023	-1.2291
26.3672	-4.09257	26.3672	-2.45853
27.832	-5.08469	27.832	-3.19037
29.2969	-3.25058	29.2969	-1.90121
30.7617	-2.73663	30.7617	-1.5496
32.2266	-2.45152	32.2266	-1.3685
33.6914	-1.91315	33.6914	-1.03815
35.1562	-1.81829	35.1562	-0.978505
36.6211	-1.80816	36.6211	-0.97931
38.0859	-1.4232	38.0859	-0.754706
39.5508	-1.37897	39.5508	-0.727189
41.0156	-1.289	41.0156	-0.674159
42.4805	-1.19987	42.4805	-0.625273
43.9453	-1.13555	43.9453	-0.590047
45.4102	-1.10349	45.4102	-0.576039
46.875	-0.912767	46.875	-0.468008
48.3398	-0.946553	48.3398	-0.487545
51.2695	-0.837677	51.2695	-0.429145
52.7344	-0.794941	52.7344	-0.406632
54.1992	-0.732531	54.1992	-0.373486
55.6641	-0.699777	55.6641	-0.356664
58.5938	-0.606088	58.5938	-0.305728
60.0586	-0.562123	60.0586	-0.282392
62.9883	-0.518552	62.9883	-0.259229
64.4531	-0.502736	64.4531	-0.250268
67.3828	-0.500132	67.3828	-0.249362
68.8477	-0.505165	68.8477	-0.252839
71.7773	-0.445658	71.7773	-0.221431
74.707	-0.359882	74.707	-0.17677
77.6367	-0.292579	77.6367	-0.140972
79.1016	-0.258632	79.1016	-0.123216
82.0312	-0.252976	82.0312	-0.121025
84.9609	-0.230514	84.9609	-0.107446
87.8906	-0.295408	87.8906	-0.140612
90.8203	-0.035009	90.8203	-0.00615481
95.2148	-0.15472	95.2148	-0.0653354
98.1445	-0.116617	98.1445	-0.0471938
101.074	-0.151732	101.074	-0.0622797
105.469	-0.0987629	105.469	-0.039352
108.398	0.053355	108.398	0.0380473
112.793	0.00488405	112.793	0.0153664
117.188	0.233411	117.188	0.13365
120.117	0.36884	120.117	0.19671
124.512	0.445468	124.512	0.22777
128.906	-0.000703193	128.906	0.0210509
133.301	0.0890367	133.301	0.0584566
139.16	0.230351	139.16	0.13053
143.555	0.217408	143.555	0.131375
147.949	0.256518	147.949	0.151834
153.809	0.282167	153.809	0.169269
159.668	0.314572	159.668	0.182749
165.527	0.221986	165.527	0.137731
171.387	0.376202	171.387	0.212048
177.246	0.595615	177.246	0.317626
183.105	0.372406	183.105	0.219078
188.965	0.456032	188.965	0.264817
196.289	0.692358	196.289	0.375471
203.613	0.831043	203.613	0.459998
210.938	0.858067	210.938	0.456693
218.262	0.692721	218.262	0.383673
225.586	0.785745	225.586	0.422913
232.91	1.07114	232.91	0.552509
241.699	1.07239	241.699	0.550461
250.488	1.09352	250.488	0.578156
259.277	1.27783	259.277	0.653026
268.066	1.24327	268.066	0.662297
276.855	1.41951	276.855	0.748065
287.109	1.31536	287.109	0.701965
297.363	1.48916	297.363	0.770871
307.617	1.62289	307.617	0.802197
319.336	1.62954	319.336	0.827117
329.59	1.71032	329.59	0.8552
341.309	1.70818	341.309	0.874723
353.027	1.95557	353.027	0.986488
366.211	1.76755	366.211	0.81548
379.395	2.02108	379.395	0.966028
392.578	1.72416	392.578	0.831679
405.762	1.89445	405.762	0.987507
420.41	2.60501	420.41	1.34626
435.059	2.13773	435.059	1.15168
451.172	3.22851	451.172	1.59803
465.82	3.11432	465.82	1.54218
483.398	3.14776	483.398	1.58179
499.512	3.02353	499.512	1.48092
517.09	3.00776	517.09	1.41733
536.133	3.28312	536.133	1.79414
555.176	3.88765	555.176	1.96168
574.219	4.29703	574.219	2.16701
594.727	4.01499	594.727	1.95771
615.234	3.95072	615.234	1.92015
637.207	3.85861	637.207	1.83204
659.18	3.93743	659.18	1.92972
682.617	3.24984	682.617	1.40299
707.52	2.61831	707.52	0.901603
732.422	3.5292	732.422	1.47912
757.324	3.94572	757.324	1.79788
785.156	4.44335	785.156	2.32205
811.523	4.94775	811.523	2.82011
840.82	4.43147	840.82	2.77609
870.117	3.92647	870.117	2.32647
900.879	4.29034	900.879	2.36361
933.105	4.62724	933.105	2.334
965.332	5.04313	965.332	2.45479
1,000.49	4.9716	1,000.49	2.38608
1,035.64	5.00681	1,035.64	2.47752
1,072.27	4.95497	1,072.27	2.36997
1,108.89	4.38325	1,108.89	2.62402
1,148.44	4.41086	1,148.44	2.10624
1,189.45	4.34846	1,189.45	2.62584
1,230.47	5.03322	1,230.47	2.22808
1,274.41	5.31651	1,274.41	2.77689
1,319.82	5.75553	1,319.82	3.04214
1,366.7	5.25474	1,366.7	2.44272
1,413.57	5.38793	1,413.57	2.44935
1,463.38	5.37705	1,463.38	2.49732
1,516.11	5.55663	1,516.11	2.94403
1,568.85	4.46532	1,568.85	2.12151
1,624.51	3.13505	1,624.51	0.594668
1,681.64	2.27092	1,681.64	0.150646
1,741.7	3.54172	1,741.7	1.40647
1,803.22	4.06161	1,803.22	1.21394
1,866.21	3.71724	1,866.21	0.755173
1,932.13	3.2143	1,932.13	0.0153797
1,999.51	3.07535	1,999.51	-0.346064
2,069.82	3.69955	2,069.82	0.387492
2,143.07	4.29274	2,143.07	0.868461
2,219.24	4.35191	2,219.24	1.08886
2,296.88	3.78982	2,296.88	0.677492
2,378.91	3.54828	2,378.91	0.424967
2,462.4	4.42682	2,462.4	1.59166
2,548.83	4.89516	2,548.83	2.08225
2,639.65	4.55639	2,639.65	1.56529
2,731.93	4.18555	2,731.93	1.02154
2,828.61	3.89427	2,828.61	1.02766
2,928.22	4.32529	2,928.22	1.78915
3,030.76	4.37324	3,030.76	1.92032
3,137.7	4.56623	3,137.7	1.92949
3,249.02	4.2425	3,249.02	1.64599
3,363.28	4.24252	3,363.28	1.84777
3,481.93	4.61825	3,481.93	2.23153
3,604.98	4.47152	3,604.98	2.01459
3,732.42	5.08461	3,732.42	2.43165
3,864.26	5.57724	3,864.26	2.60245
4,000.49	5.31646	4,000.49	2.12129
4,141.11	5.62303	4,141.11	2.60874
4,287.6	5.76448	4,287.6	2.61083
4,438.48	6.10494	4,438.48	2.85537
4,595.21	6.23035	4,595.21	2.87744
4,756.35	6.12999	4,756.35	2.95644
4,924.8	6.70395	4,924.8	3.4353
5,097.66	6.55736	5,097.66	3.3689
5,277.83	6.70777	5,277.83	3.15174
5,463.87	6.90855	5,463.87	3.41249
5,657.23	7.22564	5,657.23	3.79096
5,856.45	7.07297	5,856.45	3.63066
6,062.99	7.33084	6,062.99	3.73111
6,276.86	7.18086	6,276.86	3.67327
6,498.05	7.3547	6,498.05	3.74761
6,726.56	7.42147	6,726.56	3.92793
6,963.87	7.45449	6,963.87	3.92869
7,209.96	7.69332	7,209.96	4.12374
7,464.84	8.01561	7,464.84	4.38496
7,727.05	7.88427	7,727.05	4.30428
7,999.51	8.20743	7,999.51	4.60956
8,282.23	8.21239	8,282.23	4.66807
8,573.73	8.07744	8,573.73	4.65612
8,876.95	8.11094	8,876.95	4.64395
9,188.96	8.31696	9,188.96	4.79831
9,514.16	8.4006	9,514.16	4.81377
9,849.61	8.52352	9,849.61	4.81777
10,196.8	8.82645	10,196.8	4.93717
10,555.7	9.21048	10,555.7	5.17592
10,927.7	9.61473	10,927.7	5.39589
11,313	9.85201	11,313	5.55108
11,712.9	10.2936	11,712.9	5.77406
12,126	10.9019	12,126	6.00059
12,553.7	11.2169	12,553.7	5.98922
12,996.1	11.3993	12,996.1	5.99203
13,454.6	11.5348	13,454.6	6.08645
13,929.2	11.58	13,929.2	6.1425
14,419.9	11.6778	14,419.9	6.24262
14,928.2	11.7299	14,928.2	6.26079
15,455.6	11.8136	15,455.6	6.29606
16,000.5	11.9642	16,000.5	6.40585
16,564.5	11.9733	16,564.5	6.36617
17,148.9	12.1188	17,148.9	6.39435
17,752.4	12.2137	17,752.4	6.41896
18,379.4	12.3334	18,379.4	6.42399
19,026.9	12.4187	19,026.9	6.439
19,697.8	12.5841	19,697.8	6.47324
19,999.5	12.5068	19,999.5	6.45739
