"Horizontal Reflections"							
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"	
"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"
20.5078	47.055	20.5078	45.9849	20.5078	56.7777	20.5078	54.349
21.9727	46.3518	21.9727	47.5035	21.9727	57.6394	21.9727	55.1917
23.4375	51.8225	23.4375	51.2795	23.4375	58.5317	23.4375	56.4666
24.9023	53.9588	24.9023	52.7861	24.9023	58.6525	24.9023	56.8854
26.3672	52.5253	26.3672	51.9053	26.3672	59.3242	26.3672	57.2393
27.832	53.3706	27.832	53.3509	27.832	61.2896	27.832	59.0987
29.2969	58.8892	29.2969	59.2825	29.2969	64.2583	29.2969	62.5358
30.7617	60.0755	30.7617	60.22	30.7617	64.7938	30.7617	63.1841
32.2266	61.1133	32.2266	61.2385	32.2266	65.4341	32.2266	63.9184
33.6914	63.3641	33.6914	63.4669	33.6914	66.8768	33.6914	65.5753
35.1562	64.5043	35.1562	64.6169	35.1562	67.8438	35.1562	66.5946
36.6211	65.7928	36.6211	65.9959	36.6211	69.0558	36.6211	67.8457
38.0859	67.3948	38.0859	67.5433	38.0859	70.0506	38.0859	69.0225
39.5508	68.6615	39.5508	68.8371	39.5508	71.2225	39.5508	70.2316
41.0156	69.8363	41.0156	70.0129	41.0156	72.2347	41.0156	71.2994
42.4805	71.0675	42.4805	71.2668	42.4805	73.2855	42.4805	72.4182
43.9453	72.1106	43.9453	72.3223	43.9453	74.2003	43.9453	73.3818
45.4102	72.9679	45.4102	73.2174	45.4102	74.9567	45.4102	74.1834
46.875	74.2237	46.875	74.4103	46.875	75.9203	46.875	75.2427
48.3398	74.9109	48.3398	75.139	48.3398	76.6309	48.3398	75.9539
51.2695	76.3355	51.2695	76.572	51.2695	77.8298	51.2695	77.2426
52.7344	76.9319	52.7344	77.1715	52.7344	78.3381	52.7344	77.7868
54.1992	77.4277	54.1992	77.6605	54.1992	78.7175	54.1992	78.2115
55.6641	77.8288	55.6641	78.0653	55.6641	79.0493	55.6641	78.5726
58.5938	78.5516	58.5938	78.7767	58.5938	79.5912	58.5938	79.1869
