"CEA2034"
"On Axis"		"Listening Window"		"Early Reflections"		"Sound Power"		"Sound Power DI"		"Early Reflections DI"		"DI offset"
"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"
20.5078	47.6083	20.5078	47.1616	20.5078	51.3783	20.5078	53.5918	20.5078	33.5698	20.5078	35.7833	20.5078	40
21.9727	46.7425	21.9727	46.4411	21.9727	52.1732	21.9727	54.5757	21.9727	31.8654	21.9727	34.2679	21.9727	40
23.4375	52.0958	23.4375	51.8764	23.4375	54.2746	23.4375	55.8934	23.4375	35.9831	23.4375	37.6018	23.4375	40
24.9023	54.2334	24.9023	54.0116	24.9023	55.2407	24.9023	56.3355	24.9023	37.6761	24.9023	38.7709	24.9023	40
26.3672	52.8169	26.3672	52.5842	26.3672	55.0427	26.3672	56.6768	26.3672	35.9074	26.3672	37.5415	26.3672	40
27.832	53.6455	27.832	53.4238	27.832	56.6142	27.832	58.5085	27.832	34.9153	27.832	36.8096	27.832	40
29.2969	58.9486	29.2969	58.9019	29.2969	60.8031	29.2969	62.1525	29.2969	36.7494	29.2969	38.0988	29.2969	40
30.7617	60.1557	30.7617	60.0922	30.7617	61.6418	30.7617	62.8288	30.7617	37.2634	30.7617	38.4504	30.7617	40
32.2266	61.1838	32.2266	61.1275	32.2266	62.496	32.2266	63.579	32.2266	37.5485	32.2266	38.6315	32.2266	40
33.6914	63.4138	33.6914	63.374	33.6914	64.4121	33.6914	65.2872	33.6914	38.0868	33.6914	38.9619	33.6914	40
35.1562	64.5481	35.1562	64.5133	35.1562	65.4918	35.1562	66.3316	35.1562	38.1817	35.1562	39.0215	35.1562	40
36.6211	65.8176	36.6211	65.7983	36.6211	66.7776	36.6211	67.6065	36.6211	38.1918	36.6211	39.0207	36.6211	40
38.0859	67.4143	38.0859	67.399	38.0859	68.1537	38.0859	68.8222	38.0859	38.5768	38.0859	39.2453	38.0859	40
39.5508	68.6743	39.5508	68.6645	39.5508	69.3917	39.5508	70.0435	39.5508	38.621	39.5508	39.2728	39.5508	40
41.0156	69.8448	41.0156	69.8385	41.0156	70.5126	41.0156	71.1275	41.0156	38.711	41.0156	39.3258	41.0156	40
42.4805	71.0683	42.4805	71.0683	42.4805	71.6935	42.4805	72.2681	42.4805	38.8001	42.4805	39.3747	42.4805	40
43.9453	72.1063	43.9453	72.1104	43.9453	72.7004	43.9453	73.246	43.9453	38.8645	43.9453	39.41	43.9453	40
45.4102	72.9546	45.4102	72.9662	45.4102	73.5422	45.4102	74.0697	45.4102	38.8965	45.4102	39.424	45.4102	40
46.875	74.2157	46.875	74.2227	46.875	74.6907	46.875	75.1355	46.875	39.0872	46.875	39.532	46.875	40
48.3398	74.8957	48.3398	74.9086	48.3398	75.3962	48.3398	75.8552	48.3398	39.0534	48.3398	39.5125	48.3398	40
51.2695	76.3148	51.2695	76.3323	51.2695	76.7615	51.2695	77.17	51.2695	39.1623	51.2695	39.5709	51.2695	40
52.7344	76.909	52.7344	76.9283	52.7344	77.3349	52.7344	77.7232	52.7344	39.2051	52.7344	39.5934	52.7344	40
54.1992	77.404	54.1992	77.424	54.1992	77.7974	54.1992	78.1565	54.1992	39.2675	54.1992	39.6265	54.1992	40
55.6641	77.8032	55.6641	77.8246	55.6641	78.1813	55.6641	78.5244	55.6641	39.3002	55.6641	39.6433	55.6641	40
58.5938	78.5252	58.5938	78.5473	58.5938	78.853	58.5938	79.1534	58.5938	39.3939	58.5938	39.6943	58.5938	40
60.0586	78.7364	60.0586	78.7583	60.0586	79.0406	60.0586	79.3204	60.0586	39.4379	60.0586	39.7176	60.0586	40
62.9883	79.1241	62.9883	79.1479	62.9883	79.4071	62.9883	79.6664	62.9883	39.4814	62.9883	39.7408	62.9883	40
64.4531	79.2827	64.4531	79.307	64.4531	79.5572	64.4531	79.8097	64.4531	39.4973	64.4531	39.7497	64.4531	40
67.3828	79.5084	67.3828	79.5357	67.3828	79.7851	67.3828	80.0358	67.3828	39.4999	67.3828	39.7506	67.3828	40
68.8477	79.5813	68.8477	79.6105	68.8477	79.8633	68.8477	80.1157	68.8477	39.4948	68.8477	39.7472	68.8477	40
71.7773	79.7894	71.7773	79.8183	71.7773	80.0397	71.7773	80.2639	71.7773	39.5543	71.7773	39.7786	71.7773	40
74.707	80.0845	74.707	80.1114	74.707	80.2881	74.707	80.4712	74.707	39.6401	74.707	39.8232	74.707	40
