"Directivity Index"			
"Sound Power DI"		"Early Reflections DI"	
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	-1.35331	20.5078	0.513092
21.9727	0.629505	21.9727	1.2324
23.4375	-1.28693	23.4375	0.565555
24.9023	-1.45429	24.9023	0.273104
26.3672	-0.719844	26.3672	0.477968
27.832	-0.627854	27.832	0.438646
29.2969	-0.985404	29.2969	0.209238
30.7617	-1.37011	30.7617	0.0509158
32.2266	-1.04428	32.2266	0.0102088
33.6914	-0.751706	33.6914	0.0632267
35.1562	-0.537484	35.1562	0.158043
36.6211	-0.798418	36.6211	0.0218732
38.0859	-1.03625	38.0859	-0.11408
39.5508	-1.05569	39.5508	-0.197899
41.0156	-0.533219	41.0156	-0.020942
42.4805	-0.491359	42.4805	-0.00610108
43.9453	-0.569583	43.9453	-0.0556177
45.4102	-0.557072	45.4102	-0.0745101
46.875	-0.478814	46.875	-0.0602684
48.3398	-0.430775	48.3398	-0.0571603
51.2695	-0.320966	51.2695	-0.0328571
52.7344	-0.358597	52.7344	-0.0600043
54.1992	-0.297963	54.1992	-0.0472036
55.6641	-0.263311	55.6641	-0.0386213
58.5938	-0.286698	58.5938	-0.0624985
60.0586	-0.268882	60.0586	-0.062469
62.9883	-0.248295	62.9883	-0.0676125
64.4531	-0.247514	64.4531	-0.0722381
67.3828	-0.259602	67.3828	-0.088802
68.8477	-0.22735	68.8477	-0.0801756
71.7773	-0.188616	71.7773	-0.0713114
74.707	-0.163652	74.707	-0.0660994
77.6367	-0.155848	77.6367	-0.0682683
79.1016	-0.150808	79.1016	-0.0682266
82.0312	-0.14824	82.0312	-0.0702716
84.9609	-0.169447	84.9609	-0.0826339
87.8906	-0.137004	87.8906	-0.0731704
90.8203	-0.0690525	90.8203	-0.047227
95.2148	-0.0395843	95.2148	-0.0381568
98.1445	-0.0385956	98.1445	-0.0384734
101.074	-0.0456377	101.074	-0.0420078
105.469	-0.038484	105.469	-0.0447344
108.398	0.0244194	108.398	-0.0215843
112.793	0.0611537	112.793	-0.00696822
117.188	0.060961	117.188	-0.00787322
120.117	0.0723054	120.117	-0.00122515
124.512	0.068515	124.512	-0.000703831
128.906	0.0653174	128.906	-0.000385185
133.301	0.0889207	133.301	0.0120363
139.16	0.112721	139.16	0.0219185
143.555	0.133426	143.555	0.0327805
147.949	0.199284	147.949	0.0603325
153.809	0.241151	153.809	0.0830195
159.668	0.236364	159.668	0.0836133
165.527	0.267081	165.527	0.0930312
171.387	0.407518	171.387	0.155277
177.246	0.332412	177.246	0.121814
183.105	0.299284	183.105	0.132954
188.965	0.508195	188.965	0.220016
196.289	0.562335	196.289	0.227374
203.613	0.571115	203.613	0.23786
210.938	0.721776	210.938	0.306961
218.262	0.642019	218.262	0.276569
225.586	0.691479	225.586	0.312613
232.91	0.78456	232.91	0.360583
241.699	0.824894	241.699	0.341705
250.488	1.25436	250.488	0.534973
259.277	1.08328	259.277	0.451585
268.066	1.06887	268.066	0.508159
276.855	0.869943	276.855	0.393669
287.109	-0.0240417	287.109	0.179723
297.363	1.63237	297.363	0.901466
307.617	1.9482	307.617	0.956846
319.336	1.82237	319.336	0.809987
329.59	1.80521	329.59	0.785361
341.309	2.09618	341.309	0.983451
353.027	2.20821	353.027	0.932639
366.211	2.46706	366.211	1.05077
379.395	2.44109	379.395	0.98275
392.578	2.30426	392.578	0.915863
405.762	2.48561	405.762	1.08986
420.41	2.716	420.41	1.08189
435.059	2.53762	435.059	1.01206
451.172	3.20803	451.172	1.23948
465.82	2.87245	465.82	1.031
483.398	2.88905	483.398	1.07006
499.512	3.06379	499.512	1.16761
