"Horizontal Reflections"
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	60.3219	20.5078	59.3482	20.5078	62.424	20.5078	61.3695
21.9727	61.4781	21.9727	60.5488	21.9727	63.4254	21.9727	62.4301
23.4375	63.1985	23.4375	62.6217	23.4375	65.0488	23.4375	64.153
24.9023	64.6543	24.9023	63.9879	24.9023	66.0085	24.9023	65.2748
26.3672	66.3842	26.3672	65.9168	26.3672	67.3193	26.3672	66.792
27.832	67.8678	27.832	67.2104	27.832	67.8502	27.832	67.6853
29.2969	68.766	29.2969	68.1839	29.2969	68.9071	29.2969	68.6897
30.7617	69.7409	30.7617	69.1883	30.7617	69.6738	30.7617	69.5578
32.2266	70.7354	32.2266	70.22	32.2266	70.5948	32.2266	70.5222
33.6914	71.6623	33.6914	71.1636	33.6914	71.2723	33.6914	71.3215
35.1562	72.4853	35.1562	71.9972	35.1562	71.975	35.1562	72.0851
36.6211	73.1824	36.6211	72.7164	36.6211	72.6136	36.6211	72.7583
38.0859	74.0221	38.0859	73.5876	38.0859	73.3576	38.0859	73.5581
39.5508	74.7212	39.5508	74.2769	39.5508	73.8654	39.5508	74.1591
41.0156	75.6466	41.0156	75.2174	41.0156	74.6629	41.0156	75.0263
42.4805	76.0077	42.4805	75.5775	42.4805	74.9566	42.4805	75.3545
43.9453	76.6369	43.9453	76.2303	43.9453	75.5843	43.9453	75.9898
45.4102	77.1342	45.4102	76.7313	45.4102	75.9919	45.4102	76.4453
46.875	77.6686	46.875	77.2609	46.875	76.4435	46.875	76.9392
48.3398	78.2011	48.3398	77.8065	48.3398	76.9315	48.3398	77.4547
51.2695	79.1094	51.2695	78.7307	51.2695	77.7697	51.2695	78.3352
52.7344	79.5435	52.7344	79.1812	52.7344	78.206	52.7344	78.7753
54.1992	79.9158	54.1992	79.561	54.1992	78.5543	54.1992	79.1388
55.6641	80.3071	55.6641	79.9606	55.6641	78.9122	55.6641	79.5173
58.5938	80.9313	58.5938	80.5996	58.5938	79.4765	58.5938	80.1186
60.0586	81.2284	60.0586	80.9132	60.0586	79.7906	60.0586	80.4286
62.9883	81.8594	62.9883	81.5618	62.9883	80.4125	62.9883	81.0609
64.4531	82.1238	64.4531	81.8332	64.4531	80.6619	64.4531	81.3207
67.3828	82.6119	67.3828	82.3157	67.3828	81.0562	67.3828	81.7647
68.8477	82.7597	68.8477	82.4793	68.8477	81.238	68.8477	81.9328
71.7773	83.156	71.7773	82.9054	71.7773	81.7022	71.7773	82.3691
74.707	83.5295	74.707	83.2963	74.707	82.054	74.707	82.7383
77.6367	83.8282	77.6367	83.6156	77.6367	82.3697	77.6367	83.0512
79.1016	83.9386	79.1016	83.7349	79.1016	82.4782	79.1016	83.1636
82.0312	84.1646	82.0312	83.9816	82.0312	82.7294	82.0312	83.4075
84.9609	84.3786	84.9609	84.2026	84.9609	82.9269	84.9609	83.6162
87.8906	84.3601	87.8906	84.244	87.8906	83.1134	87.8906	83.71
90.8203	84.385	90.8203	84.3001	90.8203	83.2231	90.8203	83.7838
95.2148	84.5014	95.2148	84.4565	95.2148	83.4413	95.2148	83.9602
