* Measurement data measured by REW V5.20 Beta 53
* Source: C:\Users\Napie\Music\REW\Top Speakers\New Folder\11-ERDI.txt
* Format: Comma/Tab/Space delimited data
* Dated: May 26, 2020 3:22:05 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Measurement imported from C:\Users\Napie\Music\REW\Top Speakers\New Folder\11-ERDI.txt Format: Comma/Tab/Space delimited data 623 values loaded, 5 Hz to 39,792 Hz log spaced 
* Measurement: 11-ERDI
* Smoothing: None
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
20.000000	49.312977	26.7329
20.144928	49.332539	26.9100
20.290907	49.360970	27.1448
20.437943	49.406647	27.4663
20.586044	49.478939	27.7908
20.735220	49.593567	28.0839
20.885475	49.739815	28.2260
21.036821	49.932266	28.0411
21.189262	50.110802	27.6626
21.342808	50.197723	27.1390
21.497467	50.259926	26.5497
21.653246	50.345695	26.0339
21.810154	50.433880	25.4608
21.968201	50.531891	24.7022
22.127390	50.601948	23.8879
22.287735	50.589462	23.0881
22.449242	50.552029	22.3545
22.611917	50.533386	21.8066
22.775772	50.521008	21.3116
22.940815	50.530182	20.7375
23.107054	50.521034	20.2007
23.274498	50.437321	19.7628
23.443153	50.343113	19.4563
23.613033	50.289482	19.3816
23.784142	50.260014	19.3960
23.956491	50.260429	19.3908
24.130091	50.274982	19.3631
24.304947	50.289360	19.2657
24.481071	50.304981	19.1222
24.658470	50.319798	18.9345
24.837156	50.329990	18.7203
25.017136	50.331257	18.4843
25.198421	50.323017	18.2672
25.381020	50.297836	18.1122
25.564941	50.272022	18.0171
25.750195	50.257385	18.0252
25.936790	50.259983	18.0420
26.124741	50.304871	17.9593
26.314051	50.346954	17.8601
26.504732	50.323406	17.8179
26.696796	50.311985	17.7551
26.890253	50.400692	17.6301
27.085112	50.496902	17.4073
27.281382	50.520554	16.9919
27.479073	50.521008	16.5196
27.678198	50.522499	16.1240
27.878765	50.521004	15.7186
28.080786	50.531868	15.2278
28.284271	50.521042	14.7516
28.489231	50.439564	14.3657
28.695675	50.347122	14.0683
28.903616	50.303493	13.8867
29.113064	50.260067	13.8100
29.324028	50.168182	13.8464
29.536524	50.087078	13.9668
29.750557	50.076183	14.1734
29.966141	50.086987	14.3808
30.183289	50.087002	14.4822
30.402010	50.087002	14.5429
30.622314	50.087002	14.5936
30.844217	50.087002	14.6320
31.067726	50.087002	14.6656
31.292856	50.087002	14.6960
31.519617	50.087002	14.7266
31.748020	50.087002	14.7590
31.978081	50.087002	14.7944
32.209808	50.087002	14.8369
32.443211	50.087002	14.8884
32.678310	50.087002	14.9569
32.915108	50.085564	15.0502
33.153625	50.086998	15.1708
33.393871	50.092171	15.3419
33.635857	50.109959	15.5098
33.879597	50.158794	15.6210
34.125103	50.210934	15.6979
34.372387	50.236340	15.7300
34.621464	50.259956	15.7619
34.872345	50.291191	15.8882
35.125042	50.346916	15.9490
35.379574	50.473785	15.7878
35.635948	50.591885	15.4874
35.894180	50.615311	15.0350
36.154285	50.608021	14.5627
36.416275	50.609001	14.2263
36.680161	50.608006	13.9434
36.945961	50.608002	13.6844
37.213688	50.608002	13.4443
37.483353	50.608002	13.2130
37.754974	50.608002	12.9774
38.028561	50.612061	12.7086
38.304131	50.608017	12.4443
38.581699	50.576923	12.2206
38.861279	50.543045	12.0133
39.142883	50.538822	11.7854
39.426529	50.521046	11.6112
39.712231	50.436565	11.5363
40.000000	50.347122	11.6108
40.289856	50.290989	11.9966
40.581814	50.285957	12.4045
40.875885	50.399498	12.5722
41.172089	50.520844	12.5771
41.470440	50.535694	12.3514
41.770950	50.521030	12.0704
42.073643	50.521000	11.9175
42.378525	50.521000	11.8021
42.685616	50.521000	11.6930
42.994934	50.521004	11.5951
43.306492	50.521000	11.5036
43.620308	50.521000	11.4181
43.936401	50.521000	11.3364
44.254780	50.521000	11.2591
44.575470	50.521000	11.1859
44.898483	50.521000	11.1171
45.223835	50.521000	11.0524
45.551544	50.521000	10.9941
45.881630	50.521000	10.9401
46.214108	50.521000	10.9030
46.548996	50.515564	10.9162
46.886307	50.520977	10.9160
47.226067	50.564426	10.8445
47.568283	50.607941	10.7183
47.912983	50.613441	10.5201
48.260181	50.608013	10.2944
48.609894	50.613438	10.0703
48.962143	50.608021	9.8773
49.316940	50.564571	9.7593
49.674313	50.521057	9.7010
50.034271	50.515560	9.7170
50.396843	50.520988	9.7609
50.762039	50.515564	9.8036
51.129883	50.520977	9.8080
51.500389	50.566978	9.7142
51.873581	50.607952	9.5613
52.249481	50.595856	9.3418
52.628101	50.567055	9.1373
53.009464	50.541481	9.0512
53.393593	50.521027	9.0120
53.780506	50.518124	8.9873
54.170223	50.520992	8.9630
54.562763	50.521000	8.9095
54.958145	50.521000	8.8421
55.356396	50.521000	8.7692
55.757530	50.521000	8.6822
56.161572	50.523125	8.5698
56.568542	50.521008	8.4482
56.978462	50.507339	8.3201
57.391350	50.487045	8.2152
57.807232	50.458427	8.1758
58.226128	50.434029	8.1660
58.648056	50.430683	8.1728
59.073048	50.433994	8.1690
59.501114	50.433998	8.1254
59.932281	50.433998	8.0352
60.366577	50.444805	7.8412
60.804020	50.434048	7.6662
61.244629	50.347725	7.6272
61.688435	50.261124	7.6868
62.135452	50.249683	7.8843
62.585712	50.259975	8.1056
63.039234	50.259937	8.2277
63.496040	50.259998	8.3159
63.956161	50.259998	8.3957
64.419617	50.259998	8.4649
64.886421	50.259998	8.5294
65.356621	50.259998	8.5899
65.830215	50.259998	8.6486
66.307251	50.259998	8.7069
66.787743	50.259998	8.7663
67.271713	50.259998	8.8289
67.759193	50.259998	8.8939
68.250206	50.259998	8.9718
68.744774	50.255188	9.0942
69.242928	50.259975	9.1979
69.744690	50.303238	9.2021
70.250084	50.336967	9.1910
70.759148	50.297962	9.2339
71.271896	50.260044	9.2959
71.788361	50.304028	9.3547
72.308571	50.346947	9.4408
72.832550	50.298161	9.5911
73.360321	50.260025	9.7637
73.891922	50.335941	9.9674
74.427376	50.433815	10.0859
74.966705	50.488293	9.9494
75.509949	50.520962	9.7264
76.057121	50.526440	9.5336
76.608261	50.521015	9.3603
77.163399	50.521000	9.2443
77.722557	50.521000	9.1562
