"Directivity Index"			
"Sound Power DI"		"Early Reflections DI"	
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	-0.43331	20.5078	-0.0966141
23.4375	-0.192845	23.4375	0.0200684
26.3672	-0.0897837	26.3672	0.0455602
29.2969	0.0163098	29.2969	0.0755005
32.2266	0.113904	32.2266	0.106164
35.1563	0.151029	35.1563	0.111602
38.0859	0.175419	38.0859	0.115319
41.0156	0.156172	41.0156	0.10319
43.9453	0.224331	43.9453	0.126621
46.875	0.216974	46.875	0.119436
49.8047	0.247465	49.8047	0.129992
52.7344	0.274266	52.7344	0.137713
55.6641	0.259422	55.6641	0.131221
58.5938	0.201064	58.5938	0.109257
61.5234	0.291068	61.5234	0.144804
64.4531	0.306645	64.4531	0.15009
67.3828	0.343043	67.3828	0.164071
70.3125	0.351613	70.3125	0.166212
73.2422	0.342634	73.2422	0.163524
76.1719	0.333967	76.1719	0.162279
79.1016	0.334111	79.1016	0.164399
82.0313	0.373492	82.0313	0.181604
84.9609	0.458532	84.9609	0.213231
87.8906	0.401116	87.8906	0.184591
90.8203	0.323637	90.8203	0.166284
93.75	0.419983	93.75	0.20911
96.6797	0.546946	96.6797	0.246645
102.539	0.463744	102.539	0.220731
105.469	0.517255	105.469	0.243573
108.398	0.532916	108.398	0.250102
111.328	0.531283	111.328	0.251133
117.188	0.556352	117.188	0.263455
120.117	0.545694	120.117	0.261763
125.977	0.582934	125.977	0.286046
128.906	0.642747	128.906	0.306637
134.766	0.622756	134.766	0.303143
137.695	0.623124	137.695	0.308486
143.555	0.687004	143.555	0.343073
149.414	0.781037	149.414	0.383966
155.273	0.869051	155.273	0.412688
158.203	0.871006	158.203	0.415012
164.063	0.871404	164.063	0.416562
169.922	0.881801	169.922	0.429449
175.781	0.89647	175.781	0.447652
181.641	0.996591	181.641	0.491552
190.43	1.10682	190.43	0.525674
196.289	1.10643	196.289	0.539189
202.148	1.2387	202.148	0.597694
210.938	1.3387	210.938	0.623777
216.797	1.34622	216.797	0.639735
225.586	1.49721	225.586	0.697042
234.375	1.62808	234.375	0.729156
240.234	1.66201	240.234	0.749937
249.023	1.80735	249.023	0.80852
257.813	1.76481	257.813	0.787883
266.602	1.92201	266.602	0.859435
278.32	1.99984	278.32	0.864205
287.109	2.01684	287.109	0.863346
295.898	2.23511	295.898	0.913634
307.617	2.1472	307.617	0.881251
319.336	2.32885	319.336	0.95516
331.055	2.19894	331.055	0.893958
342.773	2.35793	342.773	0.978135
354.492	2.59661	354.492	0.997246
366.211	2.68905	366.211	0.968324
377.93	2.52542	377.93	0.984563
392.578	2.55967	392.578	0.982967
407.227	2.86748	407.227	1.10254
421.875	2.5279	421.875	0.864328
436.523	2.71706	436.523	1.00772
451.172	2.93311	451.172	0.958145
465.82	2.9301	465.82	1.0055
483.398	4.45989	483.398	1.99065
500.977	3.73511	500.977	1.49834
518.555	2.93276	518.555	1.10964
536.133	3.6329	536.133	1.36859
553.711	3.31856	553.711	0.991762
574.219	3.25739	574.219	0.908461
594.727	3.32293	594.727	1.16238
615.234	3.40464	615.234	1.09171
638.672	3.9479	638.672	1.44341
659.18	3.77402	659.18	1.27579
682.617	4.05531	682.617	1.51381
706.055	4.31997	706.055	1.62387
732.422	4.27952	732.422	1.5617
758.789	4.18351	758.789	1.5597
785.156	4.43261	785.156	1.86403
811.523	5.02112	811.523	2.2018
840.82	5.07431	840.82	2.22201
870.117	5.57883	870.117	2.50074
902.344	5.3689	902.344	2.18694
931.641	5.49201	931.641	2.36735
966.797	5.51756	966.797	2.28435
999.023	5.39426	999.023	2.09793
1,034.18	5.02666	1,034.18	2.01057
1,072.27	5.07747	1,072.27	1.96729
1,110.35	4.50319	1,110.35	1.75992
1,148.44	4.55429	1,148.44	1.77568
1,189.45	4.05681	1,189.45	1.46348
1,230.47	3.93507	1,230.47	1.5259
1,274.41	5.38142	1,274.41	2.40427
1,318.36	5.73109	1,318.36	2.50113
1,365.23	6.12312	1,365.23	2.65911
1,415.04	6.33013	1,415.04	2.63961
1,464.84	6.60542	1,464.84	2.64134
1,514.65	6.96263	1,514.65	2.76526
1,570.31	7.25771	1,570.31	2.88239
1,623.05	7.08814	1,623.05	2.7677
1,681.64	6.87689	1,681.64	2.62291
1,740.23	6.98905	1,740.23	2.64883
1,801.76	7.20557	1,801.76	2.82881
1,866.21	6.89438	1,866.21	2.81449
1,930.66	6.51563	1,930.66	2.66029
2,000.98	6.49004	2,000.98	2.60794
2,071.29	6.5533	2,071.29	2.68908
2,144.53	6.37147	2,144.53	2.75541
2,217.77	6.07063	2,217.77	2.51852
2,296.88	6.34894	2,296.88	2.58346
2,378.91	6.24692	2,378.91	2.46015
2,460.94	5.75344	2,460.94	2.16883
2,548.83	5.56728	2,548.83	1.99964
2,639.65	5.59549	2,639.65	1.99968
2,733.4	5.33164	2,733.4	1.93162
2,827.15	5.06809	2,827.15	1.77676
2,926.76	4.7547	2,926.76	1.61128
3,032.23	4.84038	3,032.23	1.69469
3,137.7	4.58039	3,137.7	1.63839
3,249.02	4.30212	3,249.02	1.54683
3,363.28	4.18551	3,363.28	1.50991
3,483.4	4.33458	3,483.4	1.68949
3,606.45	4.32464	3,606.45	1.64841
3,732.42	4.04439	3,732.42	1.29478
3,864.26	4.18214	3,864.26	1.28404
3,999.02	4.42192	3,999.02	1.36233
4,139.65	4.36453	4,139.65	1.15786
4,286.13	4.80233	4,286.13	1.36231
4,438.48	4.62545	4,438.48	1.20564
4,593.75	4.81452	4,593.75	1.42651
4,757.81	4.58211	4,757.81	1.25411
4,924.8	4.77707	4,924.8	1.38931
5,097.66	5.05443	5,097.66	1.59103
5,279.3	5.17009	5,279.3	1.65032
5,463.87	5.9683	5,463.87	2.13847
5,657.23	5.72049	5,657.23	2.00781
5,856.45	5.74504	5,856.45	2.15764
6,061.52	6.05223	6,061.52	2.33062
6,275.39	6.27267	6,275.39	2.46711
6,498.05	6.39961	6,498.05	2.45584
6,726.56	6.70615	6,726.56	2.61855
6,963.87	6.81824	6,963.87	2.69404
7,209.96	6.82339	7,209.96	2.72371
7,464.84	6.98298	7,464.84	2.85548
7,728.52	7.28556	7,728.52	2.98175
8,000.98	7.62209	8,000.98	3.1271
8,282.23	7.81514	8,282.23	3.18841
8,575.2	7.84569	8,575.2	3.22902
8,876.95	7.8876	8,876.95	3.28845
9,190.43	7.94951	9,190.43	3.34047
9,512.7	8.12567	9,512.7	3.46549
9,849.61	8.43289	9,849.61	3.67035
10,195.3	8.73961	10,195.3	3.86518
10,555.7	8.94013	10,555.7	3.94842
10,927.7	9.14876	10,927.7	4.04244
11,314.5	9.23496	11,314.5	4.13682
11,712.9	9.34823	11,712.9	4.26536
12,126	9.59501	12,126	4.38356
12,553.7	9.67608	12,553.7	4.40785
12,996.1	9.71951	12,996.1	4.43096
13,453.1	9.51338	13,453.1	4.30333
13,927.7	9.07963	13,927.7	4.04831
14,419.9	8.38443	14,419.9	3.6412
14,929.7	7.63658	14,929.7	3.14395
15,454.1	7.38642	15,454.1	2.9148
15,999	7.93156	15,999	3.23951
16,564.5	8.98859	16,564.5	3.92678
17,147.5	10.1077	17,147.5	4.59893
17,753.9	10.8404	17,753.9	5.02873
18,377.9	11.2344	18,377.9	5.29667
19,028.3	11.6519	19,028.3	5.45863
19,699.2	12.0323	19,699.2	5.5171
19,998	12.1028	19,998	5.5053
