"Vertical Reflections"					
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	50.1589	20.5078	50.5112	20.5078	50.3386
21.9727	53.4831	21.9727	54.1978	21.9727	53.8551
23.4375	52.7448	23.4375	53.5611	23.4375	53.1721
24.9023	50.4574	24.9023	50.6309	24.9023	50.545
26.3672	46.3737	26.3672	44.2334	26.3672	45.4341
27.832	36.6146	27.832	24.336	27.832	33.854
29.2969	40.2626	29.2969	41.8537	29.2969	41.1306
30.7617	46.4185	30.7617	44.6374	30.7617	45.6186
32.2266	47.4671	32.2266	42.7499	32.2266	45.7198
33.6914	45.0437	33.6914	40.9464	33.6914	43.4613
35.1563	46.5655	35.1563	50.2978	35.1563	48.8208
36.6211	54.0363	36.6211	56.1452	36.6211	55.2175
38.0859	59.1466	38.0859	60.0259	38.0859	59.6084
39.5508	62.0799	39.5508	62.3675	39.5508	62.2261
41.0156	63.8428	41.0156	63.7306	41.0156	63.787
42.4805	64.7607	42.4805	64.3258	42.4805	64.5487
43.9453	65.034	43.9453	64.3736	43.9453	64.7164
45.4102	64.6923	45.4102	63.8441	45.4102	64.2889
46.875	64.0623	46.875	63.1246	46.875	63.6187
48.3398	63.4306	48.3398	62.6441	48.3398	63.0551
51.2695	63.8258	51.2695	63.5386	51.2695	63.6846
52.7344	64.8667	52.7344	64.7482	52.7344	64.8078
54.1992	66.1056	54.1992	66.0164	54.1992	66.0612
55.6641	67.1879	55.6641	67.0833	55.6641	67.1359
58.5938	68.8632	58.5938	68.6819	58.5938	68.7735
60.0586	69.5105	60.0586	69.296	60.0586	69.4046
62.9883	70.8398	62.9883	70.6419	62.9883	70.7419
64.4531	71.3668	64.4531	71.1976	64.4531	71.283
67.3828	72.8791	67.3828	72.6974	67.3828	72.7892
68.8477	73.2808	68.8477	73.0801	68.8477	73.1816
71.7773	74.2855	71.7773	74.0568	71.7773	74.1727
74.707	74.9735	74.707	74.7244	74.707	74.8507
77.6367	75.2949	77.6367	75.0231	77.6367	75.1611
79.1016	75.5573	79.1016	75.2822	79.1016	75.4219
82.0313	76.2467	82.0313	75.9585	82.0313	76.105
84.9609	76.6477	84.9609	76.3472	84.9609	76.5001
87.8906	76.8855	87.8906	76.5855	87.8906	76.7381
90.8203	77.3955	90.8203	77.091	90.8203	77.2459
95.2148	77.8915	95.2148	77.5827	95.2148	77.7399
98.1445	78.1139	98.1445	77.7987	98.1445	77.9592
101.074	78.4511	101.074	78.1409	101.074	78.2988
105.469	78.9108	105.469	78.6074	105.469	78.7618
108.398	79.0881	108.398	78.7936	108.398	78.9433
112.793	79.5923	112.793	79.277	112.793	79.4375
117.188	79.7968	117.188	79.4682	117.188	79.6356
120.117	79.9995	120.117	79.6639	120.117	79.835
124.512	80.311	124.512	79.9667	124.512	80.1423
128.906	80.5014	128.906	80.1374	128.906	80.3232
133.301	80.6771	133.301	80.3095	133.301	80.4972
139.16	80.8153	139.16	80.4364	139.16	80.63
143.555	80.941	143.555	80.5613	143.555	80.7553
147.949	81.0302	147.949	80.6194	147.949	80.8296
153.809	81.1065	153.809	80.69	153.809	80.9032
159.668	81.1711	159.668	80.7822	159.668	80.981
165.527	81.2767	165.527	80.8502	165.527	81.0687
171.387	81.2787	171.387	80.8489	171.387	81.0691
177.246	81.2327	177.246	80.7884	177.246	81.0162
183.105	81.1683	183.105	80.7008	183.105	80.9409
188.965	81.1242	188.965	80.6646	188.965	80.9005
196.289	81.061	196.289	80.631	196.289	80.8513
203.613	80.9597	203.613	80.5561	203.613	80.7625
210.938	80.8269	210.938	80.3764	210.938	80.6075
218.262	80.6953	218.262	80.2788	218.262	80.492
225.586	80.5326	225.586	80.1365	225.586	80.3391
232.91	80.5195	232.91	80.0988	232.91	80.3143
241.699	80.3125	241.699	79.8597	241.699	80.092
250.488	80.0456	250.488	79.638	250.488	79.8466
259.277	80.1147	259.277	79.5694	259.277	79.8506
268.066	79.7798	268.066	79.2739	268.066	79.5342
276.855	79.6529	276.855	79.0035	276.855	79.3403
287.109	79.6529	287.109	79.0432	287.109	79.3587
297.363	79.3911	297.363	78.7677	297.363	79.0905
307.617	79.4584	307.617	78.9349	307.617	79.2046
319.336	79.1144	319.336	78.6156	319.336	78.8722
329.59	78.939	329.59	78.5439	329.59	78.746
341.309	78.8478	341.309	78.3802	341.309	78.6203
353.027	78.4177	353.027	78.0877	353.027	78.2558
366.211	78.4586	366.211	77.9695	366.211	78.2209
379.395	78.1593	379.395	77.8055	379.395	77.986
392.578	77.7563	392.578	77.3019	392.578	77.5351
405.762	76.9929	405.762	76.9868	405.762	76.9898
420.41	76.1265	420.41	76.3601	420.41	76.2449
435.059	76.1362	435.059	75.7101	435.059	75.9284
451.172	77.9662	451.172	76.1257	451.172	77.1427
465.82	78.4457	465.82	76.6115	465.82	77.6247
483.398	78.3166	483.398	76.5941	483.398	77.5402
499.512	78.2659	499.512	76.742	499.512	77.5704
517.09	78.3374	517.09	76.7817	517.09	77.6288
