"Directivity Index"			
"Sound Power DI"		"Early Reflections DI"	
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	-0.127322	20.5078	0.49288
21.9727	-1.74593	21.9727	0.276306
23.4375	-3.78952	23.4375	-0.849546
24.9023	-2.19319	24.9023	-0.070781
26.3672	-3.21677	26.3672	-0.660059
27.832	-3.12049	27.832	-0.624178
29.2969	-2.84485	29.2969	-0.578124
30.7617	-2.93322	30.7617	-0.637142
32.2266	-2.63266	32.2266	-0.568809
33.6914	-2.49359	33.6914	-0.587999
35.1563	-2.37519	35.1563	-0.576694
36.6211	-2.0244	36.6211	-0.456261
38.0859	-1.96577	38.0859	-0.466144
39.5508	-1.90083	39.5508	-0.492537
41.0156	-1.61837	41.0156	-0.395045
42.4805	-1.43905	42.4805	-0.345131
43.9453	-1.42675	43.9453	-0.35822
45.4102	-1.30416	45.4102	-0.332082
46.875	-1.22847	46.875	-0.322533
48.3398	-1.16356	48.3398	-0.306896
51.2695	-1.08208	51.2695	-0.307833
52.7344	-1.01796	52.7344	-0.294859
54.1992	-0.968919	54.1992	-0.28724
55.6641	-0.936363	55.6641	-0.283722
58.5938	-0.846356	58.5938	-0.267192
60.0586	-0.811612	60.0586	-0.26052
62.9883	-0.757058	62.9883	-0.252836
64.4531	-0.729308	64.4531	-0.248165
67.3828	-0.675024	67.3828	-0.238365
68.8477	-0.649147	68.8477	-0.232979
71.7773	-0.600311	71.7773	-0.222154
74.707	-0.566537	74.707	-0.216904
77.6367	-0.531455	77.6367	-0.209173
79.1016	-0.509748	79.1016	-0.204128
82.0313	-0.416438	82.0313	-0.173882
84.9609	-0.284417	84.9609	-0.12653
87.8906	-0.378893	87.8906	-0.163794
90.8203	-0.777756	90.8203	-0.323799
95.2148	-0.0759881	95.2148	-0.0611406
98.1445	-0.274724	98.1445	-0.138677
101.074	-0.260031	101.074	-0.133255
105.469	-0.245324	105.469	-0.125121
108.398	-0.22978	108.398	-0.124275
112.793	-0.13665	112.793	-0.0867138
117.188	-0.144332	117.188	-0.0855412
120.117	-0.0498898	120.117	-0.0462395
124.512	0.0504464	124.512	-0.0235725
128.906	0.0845105	128.906	-0.0168586
133.301	-0.123238	133.301	-0.0836465
139.16	-0.149684	139.16	-0.0820765
143.555	0.00825513	143.555	-0.0187779
147.949	0.0502171	147.949	0.00145585
153.809	0.249306	153.809	0.0781051
159.668	0.262492	159.668	0.0755231
165.527	0.219151	165.527	0.0619592
171.387	0.165685	171.387	0.0428641
177.246	0.248001	177.246	0.0859002
183.105	0.301464	183.105	0.116032
188.965	0.394499	188.965	0.158306
196.289	0.454008	196.289	0.167366
203.613	0.559454	203.613	0.223767
210.938	0.622719	210.938	0.240359
218.262	0.628361	218.262	0.245978
225.586	0.626825	225.586	0.258731
232.91	0.780972	232.91	0.322329
241.699	0.762055	241.699	0.304005
250.488	0.848689	250.488	0.351003
259.277	0.600336	259.277	0.278879
268.066	0.964723	268.066	0.51989
276.855	1.20782	276.855	0.513345
287.109	1.38094	287.109	0.597815
297.363	1.45502	297.363	0.699
307.617	1.36076	307.617	0.545675
319.336	1.41857	319.336	0.604185
329.59	1.57507	329.59	0.65207
341.309	1.33573	341.309	0.598005
353.027	1.79454	353.027	0.881236
366.211	2.24701	366.211	1.00067
379.395	2.05082	379.395	0.838952
392.578	2.06171	392.578	0.860121
405.762	2.21696	405.762	0.980588
420.41	2.53904	420.41	1.02296
435.059	2.27237	435.059	0.893891
451.172	2.78279	451.172	1.01521
465.82	2.6251	465.82	0.954737
483.398	2.67166	483.398	0.93329
499.512	2.45132	499.512	0.778368
517.09	2.40857	517.09	0.791118
536.133	2.34549	536.133	0.898069
555.176	2.98868	555.176	1.03562
574.219	2.93079	574.219	1.00106
594.727	2.73348	594.727	1.01575
615.234	3.42797	615.234	1.43794
637.207	3.24936	637.207	1.26226
659.18	3.37081	659.18	1.3961
682.617	3.39883	682.617	1.39939
707.52	3.92209	707.52	1.61026
732.422	4.27797	732.422	1.77536
757.324	3.8965	757.324	1.51359
785.156	3.0258	785.156	0.889934
811.523	2.61283	811.523	0.745392
840.82	3.93907	840.82	1.67084
870.117	3.76875	870.117	1.44741
900.879	4.28037	900.879	1.68883
933.105	4.30098	933.105	1.74742
965.332	4.51536	965.332	2.04396
1,000.49	4.89385	1,000.49	2.60628
1,035.64	5.50458	1,035.64	3.0136
1,072.27	5.41546	1,072.27	2.75702
1,108.89	5.07495	1,108.89	2.39669
1,148.44	4.54358	1,148.44	2.02341
1,189.45	4.48382	1,189.45	1.86104
1,230.47	4.92787	1,230.47	2.02042
1,274.41	5.17662	1,274.41	2.03589
1,319.82	5.43478	1,319.82	2.26158
1,366.7	5.55044	1,366.7	2.3535
1,413.57	5.893	1,413.57	2.51389
1,463.38	6.06355	1,463.38	2.61039
1,516.11	6.33055	1,516.11	2.67753
