"Vertical Reflections"
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	64.1436	20.5078	60.0571	20.5078	62.5643
21.9727	63.9829	21.9727	59.3723	21.9727	62.2627
23.4375	64.6185	23.4375	62.8365	23.4375	63.8182
24.9023	67.2706	24.9023	64.2856	24.9023	66.0296
26.3672	68.3634	26.3672	66.874	26.3672	67.6822
27.832	69.9571	27.832	68.409	27.832	69.2517
29.2969	71.8971	29.2969	70.6213	29.2969	71.3059
30.7617	73.1983	30.7617	72.1554	30.7617	72.7081
32.2266	75.1505	32.2266	74.2209	32.2266	74.7105
33.6914	76.9222	33.6914	76.3385	33.6914	76.6402
35.1563	78.453	35.1563	77.9563	35.1563	78.2118
36.6211	80.137	36.6211	79.5535	36.6211	79.855
38.0859	81.4389	38.0859	81.0265	38.0859	81.2376
39.5508	82.8738	39.5508	82.6514	39.5508	82.764
41.0156	84.3571	41.0156	84.039	41.0156	84.201
42.4805	85.6879	42.4805	85.3765	42.4805	85.535
43.9453	86.6132	43.9453	86.3758	43.9453	86.4961
45.4102	87.7717	45.4102	87.5476	45.4102	87.6611
46.875	88.8051	46.875	88.6263	46.875	88.7167
48.3398	89.6865	48.3398	89.5015	48.3398	89.595
51.2695	91.3158	51.2695	91.2183	51.2695	91.2673
52.7344	92.0653	52.7344	91.9923	52.7344	92.029
54.1992	92.7305	54.1992	92.6738	54.1992	92.7022
55.6641	93.3299	55.6641	93.2918	55.6641	93.3109
58.5938	94.5037	58.5938	94.4853	58.5938	94.4945
60.0586	94.9852	60.0586	94.9751	60.0586	94.9801
62.9883	95.908	62.9883	95.9271	62.9883	95.9175
64.4531	96.3309	64.4531	96.362	64.4531	96.3465
67.3828	97.1071	67.3828	97.1577	67.3828	97.1325
68.8477	97.4753	68.8477	97.5278	68.8477	97.5016
71.7773	98.1553	71.7773	98.226	71.7773	98.1908
74.707	98.785	74.707	98.8492	74.707	98.8172
77.6367	99.2816	77.6367	99.3368	77.6367	99.3093
79.1016	99.5142	79.1016	99.5788	79.1016	99.5466
82.0313	100.054	82.0313	100.126	82.0313	100.09
84.9609	100.543	84.9609	100.592	84.9609	100.568
87.8906	100.819	87.8906	100.825	87.8906	100.822
90.8203	100.577	90.8203	100.656	90.8203	100.617
95.2148	101.72	95.2148	101.781	95.2148	101.751
98.1445	101.63	98.1445	101.633	98.1445	101.632
101.074	101.724	101.074	101.751	101.074	101.737
105.469	101.834	105.469	101.845	105.469	101.84
108.398	101.916	108.398	101.9	108.398	101.908
112.793	102.14	112.793	102.112	112.793	102.126
117.188	101.998	117.188	101.944	117.188	101.971
120.117	102.128	120.117	102.152	120.117	102.14
124.512	101.918	124.512	101.896	124.512	101.907
128.906	101.541	128.906	101.449	128.906	101.495
133.301	101.308	133.301	101.276	133.301	101.292
139.16	101.06	139.16	100.998	139.16	101.029
143.555	100.866	143.555	100.752	143.555	100.81
147.949	100.656	147.949	100.5	147.949	100.578
153.809	100.562	153.809	100.305	153.809	100.435
159.668	100.354	159.668	100.098	159.668	100.228
165.527	100.085	165.527	99.9184	165.527	100.002
171.387	99.7421	171.387	99.584	171.387	99.6638
177.246	99.5525	177.246	99.3639	177.246	99.4592
183.105	99.216	183.105	98.9428	183.105	99.0815
188.965	99.0611	188.965	98.765	188.965	98.9156
196.289	98.9901	196.289	98.7488	196.289	98.8711
203.613	98.7177	203.613	98.4275	203.613	98.5751
210.938	98.611	210.938	98.258	210.938	98.4381
218.262	98.4718	218.262	98.1444	218.262	98.3111
225.586	98.2851	225.586	98.0107	225.586	98.15
232.91	98.1903	232.91	97.912	232.91	98.0534
241.699	98.0517	241.699	97.7257	241.699	97.8917
250.488	97.9849	250.488	97.4696	250.488	97.7349
259.277	97.705	259.277	97.4598	259.277	97.5841
268.066	97.5177	268.066	96.684	268.066	97.1208
276.855	97.7767	276.855	96.8293	276.855	97.3288
287.109	98.0943	287.109	97.2094	287.109	97.6743
297.363	97.9344	297.363	97.2075	297.363	97.5861
307.617	98.1487	307.617	97.1647	307.617	97.6845
319.336	97.8983	319.336	96.9528	319.336	97.4512
329.59	98.1439	329.59	97.026	329.59	97.6208
341.309	97.9541	341.309	96.646	341.309	97.3491
353.027	98.1149	353.027	96.3263	353.027	97.312
366.211	98.6846	366.211	96.8199	366.211	97.8515
379.395	98.9074	379.395	97.6079	379.395	98.3061
392.578	98.754	392.578	97.0987	392.578	98.0047
405.762	98.5423	405.762	96.7738	405.762	97.7474
420.41	98.8876	420.41	97.2755	420.41	98.1559
435.059	98.5803	435.059	97.3487	435.059	98.008
451.172	99.1305	451.172	97.4733	451.172	98.3805
465.82	98.8163	465.82	97.4247	465.82	98.176
483.398	98.8877	483.398	97.4152	483.398	98.2135
499.512	98.6865	499.512	97.4641	499.512	98.1181
517.09	98.6769	517.09	97.6223	517.09	98.1815
536.133	98.275	536.133	96.6856	536.133	97.5526
555.176	99.1342	555.176	96.639	555.176	98.0634
574.219	99.8642	574.219	97.0868	574.219	98.6939
594.727	99.2852	594.727	96.6903	594.727	98.1788
615.234	100.359	615.234	96.4863	615.234	98.841
637.207	100.561	637.207	96.2794	637.207	98.9278
659.18	100.479	659.18	96.6797	659.18	98.9822
682.617	100.336	682.617	96.329	682.617	98.7788
707.52	100.717	707.52	96.7934	707.52	99.1842
732.422	100.708	732.422	98.5365	732.422	99.7569
757.324	100.541	757.324	99.2736	757.324	99.9536
785.156	99.8073	785.156	98.4168	785.156	99.1675
811.523	98.5955	811.523	97.2568	811.523	97.9775
840.82	99.3003	840.82	96.7015	840.82	98.1924
870.117	100.17	870.117	97.8876	870.117	99.1767
900.879	100.984	900.879	98.8425	900.879	100.044
933.105	100.357	933.105	98.0892	933.105	99.3693
965.332	100.176	965.332	97.5011	965.332	99.0412
1,000.49	99.9816	1,000.49	96.0597	1,000.49	98.4491
1,035.64	99.2056	1,035.64	95.535	1,035.64	97.7471
1,072.27	98.0324	1,072.27	96.1254	1,072.27	97.1828
1,108.89	97.7588	1,108.89	96.5323	1,108.89	97.1887
1,148.44	97.7887	1,148.44	96.0765	1,148.44	97.0164
1,189.45	98.6523	1,189.45	96.2406	1,189.45	97.6117
1,230.47	99.5743	1,230.47	96.9298	1,230.47	98.4503
1,274.41	100.02	1,274.41	97.7095	1,274.41	99.0164
1,319.82	99.5553	1,319.82	95.7523	1,319.82	98.0574
1,366.7	99.5266	1,366.7	96.2476	1,366.7	98.1895
1,413.57	99.1498	1,413.57	96.281	1,413.57	97.9481
1,463.38	98.7887	1,463.38	95.4154	1,463.38	97.4217
1,516.11	98.5884	1,516.11	94.4663	1,516.11	96.9991
1,568.85	98.1571	1,568.85	94.5196	1,568.85	96.7086
1,624.51	98.346	1,624.51	92.788	1,624.51	96.4013
1,681.64	97.5656	1,681.64	91.8319	1,681.64	95.5833
1,741.7	96.9904	1,741.7	91.1948	1,741.7	94.9952
1,803.22	96.0642	1,803.22	90.6863	1,803.22	94.1594
1,866.21	95.8906	1,866.21	90.3152	1,866.21	93.9422
1,932.13	96.0025	1,932.13	90.5163	1,932.13	94.0735
1,999.51	95.4423	1,999.51	89.9319	1,999.51	93.5081
2,069.82	94.9651	2,069.82	89.6675	2,069.82	93.0785
2,143.07	95.3588	2,143.07	88.575	2,143.07	93.1753
2,219.24	94.3061	2,219.24	87.3815	2,219.24	92.0986
2,296.88	94.2016	2,296.88	85.0124	2,296.88	91.6855
2,378.91	93.3614	2,378.91	89.2457	2,378.91	91.7738
2,462.4	94.4363	2,462.4	87.9806	2,462.4	92.3115
2,548.83	93.8441	2,548.83	88.1072	2,548.83	91.8611
2,639.65	93.0173	2,639.65	88.2457	2,639.65	91.2563
2,731.93	92.8672	2,731.93	89.7892	2,731.93	91.5954
2,828.61	92.9702	2,828.61	92.1214	2,828.61	92.5665
2,928.22	92.8271	2,928.22	94.1656	2,928.22	93.5477
3,030.76	93.3197	3,030.76	94.8528	3,030.76	94.1535
3,137.7	93.5129	3,137.7	95.8596	3,137.7	94.8428
3,249.02	93.3819	3,249.02	95.5923	3,249.02	94.6262
3,363.28	93.7142	3,363.28	94.9317	3,363.28	94.3655
3,481.93	94.0577	3,481.93	94.2917	3,481.93	94.1763
3,604.98	93.7694	3,604.98	94.5907	3,604.98	94.1994
3,732.42	93.7414	3,732.42	95.215	3,732.42	94.5404
3,864.26	94.5008	3,864.26	95.5539	3,864.26	95.0592
4,000.49	94.5348	4,000.49	96.2195	4,000.49	95.4583
4,141.11	95.177	4,141.11	96.1775	4,141.11	95.706
4,287.6	95.4785	4,287.6	96.0155	4,287.6	95.7553
4,438.48	95.7535	4,438.48	95.759	4,438.48	95.7563
4,595.21	95.8008	4,595.21	95.7899	4,595.21	95.7954
4,756.35	96.8034	4,756.35	96.116	4,756.35	96.4733
4,924.8	97.8474	4,924.8	96.2002	4,924.8	97.1015
5,097.66	97.374	5,097.66	96.3144	5,097.66	96.8764
5,277.83	97.778	5,277.83	96.2608	5,277.83	97.0853
5,463.87	98.2657	5,463.87	96.2194	5,463.87	97.362
5,657.23	96.894	5,657.23	95.9877	5,657.23	96.4644
5,856.45	95.818	5,856.45	95.75	5,856.45	95.7841
6,062.99	96.8785	6,062.99	95.1558	6,062.99	96.102
6,276.86	97.3432	6,276.86	94.8163	6,276.86	96.261
6,498.05	96.9487	6,498.05	94.3917	6,498.05	95.8558
6,726.56	97.0691	6,726.56	93.9825	6,726.56	95.7944
6,963.87	97.2791	6,963.87	93.6348	6,963.87	95.8285
7,209.96	97.1674	7,209.96	93.2662	7,209.96	95.6409
7,464.84	97.1911	7,464.84	93.1254	7,464.84	95.6176
7,727.05	97.0785	7,727.05	92.9532	7,727.05	95.4883
7,999.51	96.9779	7,999.51	93.0327	7,999.51	95.4387
8,282.23	96.6502	8,282.23	92.6134	8,282.23	95.0848
8,573.73	96.773	8,573.73	91.8557	8,573.73	94.976
8,876.95	96.4573	8,876.95	91.3905	8,876.95	94.6243
9,188.96	96.1481	9,188.96	90.9717	9,188.96	94.2894
9,514.16	96.0564	9,514.16	90.8968	9,514.16	94.2016
9,849.61	95.9438	9,849.61	90.3075	9,849.61	93.9822
10,196.8	95.6752	10,196.8	89.4549	10,196.8	93.5948
10,555.7	95.769	10,555.7	88.8016	10,555.7	93.5542
10,927.7	95.7002	10,927.7	88.2394	10,927.7	93.4067
11,313	95.3661	11,313	87.9675	11,313	93.0821
11,712.9	94.8083	11,712.9	87.7373	11,712.9	92.5763
12,126	94.1403	12,126	87.3724	12,126	91.9596
12,553.7	94.2079	12,553.7	87.9245	12,553.7	92.1154
12,996.1	93.7259	12,996.1	88.4485	12,996.1	91.8439
13,454.6	93.7036	13,454.6	88.4797	13,454.6	91.8339
13,929.2	93.1805	13,929.2	88.6846	13,929.2	91.49
14,419.9	93.631	14,419.9	89.293	14,419.9	91.9825
14,928.2	93.9924	14,928.2	89.8632	14,928.2	92.4011
15,455.6	94.5191	15,455.6	89.7776	15,455.6	92.7656
16,000.5	94.6422	16,000.5	89.1525	16,000.5	92.7125
16,564.5	94.3728	16,564.5	87.916	16,564.5	92.2478
17,148.9	93.628	17,148.9	86.5451	17,148.9	91.3941
17,752.4	93.0956	17,752.4	84.7825	17,752.4	90.6827
18,379.4	92.5191	18,379.4	82.728	18,379.4	89.9421
19,026.9	91.5142	19,026.9	80.8744	19,026.9	88.8634
19,697.8	90.3864	19,697.8	78.7743	19,697.8	87.6659
19,999.5	89.8161	19,999.5	77.489	19,999.5	87.0528
