"Early Reflections"
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce"		"Total Early Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	64.1436	20.5078	60.0571	20.5078	62.8843	20.5078	61.6097	20.5078	63.4166	20.5078	62.4307
21.9727	63.9829	21.9727	59.3723	21.9727	62.3823	21.9727	60.3059	21.9727	65.2118	21.9727	62.1757
23.4375	64.6185	23.4375	62.8365	23.4375	63.2246	23.4375	62.542	23.4375	68.2847	23.4375	64.1323
24.9023	67.2706	24.9023	64.2856	24.9023	66.017	24.9023	64.6812	24.9023	69.3114	24.9023	66.1446
26.3672	68.3634	26.3672	66.874	26.3672	67.2763	26.3672	66.6963	26.3672	71.6762	26.3672	67.9838
27.832	69.9571	27.832	68.409	27.832	68.9038	27.832	68.3344	27.832	73.1982	27.832	69.5736
29.2969	71.8971	29.2969	70.6213	29.2969	70.9753	29.2969	70.5506	29.2969	74.9087	29.2969	71.5915
30.7617	73.1983	30.7617	72.1554	30.7617	72.3405	30.7617	72.0011	30.7617	76.3673	30.7617	73.0138
32.2266	75.1505	32.2266	74.2209	32.2266	74.3827	32.2266	74.1354	32.2266	78.0174	32.2266	74.9816
33.6914	76.9222	33.6914	76.3385	33.6914	76.3131	33.6914	76.24	33.6914	79.7526	33.6914	76.9238
35.1563	78.453	35.1563	77.9563	35.1563	77.8944	35.1563	77.8913	35.1563	81.1684	35.1563	78.4902
36.6211	80.137	36.6211	79.5535	36.6211	79.6033	36.6211	79.5541	36.6211	82.4289	36.6211	80.0769
38.0859	81.4389	38.0859	81.0265	38.0859	80.9764	38.0859	80.9932	38.0859	83.7119	38.0859	81.4571
39.5508	82.8738	39.5508	82.6514	39.5508	82.4904	39.5508	82.6205	39.5508	85.118	39.5508	82.9927
41.0156	84.3571	41.0156	84.039	41.0156	83.988	41.0156	84.0651	41.0156	86.2544	41.0156	84.3922
42.4805	85.6879	42.4805	85.3765	42.4805	85.3523	42.4805	85.4201	42.4805	87.3817	42.4805	85.7054
43.9453	86.6132	43.9453	86.3758	43.9453	86.309	43.9453	86.4175	43.9453	88.3138	43.9453	86.6736
45.4102	87.7717	45.4102	87.5476	45.4102	87.4917	45.4102	87.6128	45.4102	89.3256	45.4102	87.8287
46.875	88.8051	46.875	88.6263	46.875	88.5516	46.875	88.694	46.875	90.2753	46.875	88.8777
48.3398	89.6865	48.3398	89.5015	48.3398	89.4425	48.3398	89.5864	48.3398	91.077	48.3398	89.7523
51.2695	91.3158	51.2695	91.2183	51.2695	91.1134	51.2695	91.3054	51.2695	92.6208	51.2695	91.4218
52.7344	92.0653	52.7344	91.9923	52.7344	91.8832	52.7344	92.0795	52.7344	93.3014	52.7344	92.1779
54.1992	92.7305	54.1992	92.6738	54.1992	92.5614	54.1992	92.7666	54.1992	93.9085	54.1992	92.8478
55.6641	93.3299	55.6641	93.2918	55.6641	93.1741	55.6641	93.3888	55.6641	94.4742	55.6641	93.4563
58.5938	94.5037	58.5938	94.4853	58.5938	94.368	58.5938	94.592	58.5938	95.538	58.5938	94.6327
60.0586	94.9852	60.0586	94.9751	60.0586	94.8578	60.0586	95.0843	60.0586	95.9778	60.0586	95.1155
62.9883	95.908	62.9883	95.9271	62.9883	95.7994	62.9883	96.036	62.9883	96.8379	62.9883	96.0486
64.4531	96.3309	64.4531	96.362	64.4531	96.2306	64.4531	96.4703	64.4531	97.2282	64.4531	96.4749
67.3828	97.1071	67.3828	97.1577	67.3828	97.0215	67.3828	97.2653	67.3828	97.9396	67.3828	97.2555
68.8477	97.4753	68.8477	97.5278	68.8477	97.3945	68.8477	97.6389	68.8477	98.2756	68.8477	97.6228
71.7773	98.1553	71.7773	98.226	71.7773	98.089	71.7773	98.3321	71.7773	98.8995	71.7773	98.3062
74.707	98.785	74.707	98.8492	74.707	98.7212	74.707	98.9699	74.707	99.4817	74.707	98.9327
77.6367	99.2816	77.6367	99.3368	77.6367	99.2164	77.6367	99.4646	77.6367	99.9232	77.6367	99.42
79.1016	99.5142	79.1016	99.5788	79.1016	99.4551	79.1016	99.7014	79.1016	100.13	79.1016	99.6536
82.0313	100.054	82.0313	100.126	82.0313	100.014	82.0313	100.234	82.0313	100.561	82.0313	100.183
84.9609	100.543	84.9609	100.592	84.9609	100.513	84.9609	100.685	84.9609	100.878	84.9609	100.635
87.8906	100.819	87.8906	100.825	87.8906	100.755	87.8906	100.973	87.8906	101.243	87.8906	100.913
90.8203	100.577	90.8203	100.656	90.8203	100.486	90.8203	100.89	90.8203	101.507	90.8203	100.801
95.2148	101.72	95.2148	101.781	95.2148	101.726	95.2148	101.84	95.2148	101.794	95.2148	101.783
98.1445	101.63	98.1445	101.633	98.1445	101.582	98.1445	101.791	98.1445	101.922	98.1445	101.715
101.074	101.724	101.074	101.751	101.074	101.693	101.074	101.897	101.074	102.016	101.074	101.82
105.469	101.834	105.469	101.845	105.469	101.794	105.469	101.986	105.469	102.089	105.469	101.914
108.398	101.916	108.398	101.9	108.398	101.873	108.398	102.072	108.398	102.157	108.398	101.992
112.793	102.14	112.793	102.112	112.793	102.1	112.793	102.251	112.793	102.251	112.793	102.182
117.188	101.998	117.188	101.944	117.188	101.954	117.188	102.104	117.188	102.116	117.188	102.035
120.117	102.128	120.117	102.152	120.117	102.131	120.117	102.229	120.117	102.162	120.117	102.175
124.512	101.918	124.512	101.896	124.512	101.924	124.512	102.015	124.512	101.826	124.512	101.944
128.906	101.541	128.906	101.449	128.906	101.518	128.906	101.606	128.906	101.377	128.906	101.531
133.301	101.308	133.301	101.276	133.301	101.268	133.301	101.422	133.301	101.388	133.301	101.347
139.16	101.06	139.16	100.998	139.16	101.014	139.16	101.159	139.16	101.176	139.16	101.092
143.555	100.866	143.555	100.752	143.555	100.83	143.555	100.898	143.555	100.787	143.555	100.847
147.949	100.656	147.949	100.5	147.949	100.612	147.949	100.653	147.949	100.515	147.949	100.609
