"Estimated In-Room Response"
"Estimated In-Room Response"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	61.3114
21.9727	61.7834
23.4375	64.1411
24.9023	65.5319
26.3672	66.9889
27.832	68.5006
29.2969	70.0037
30.7617	71.3965
32.2266	72.8594
33.6914	74.2162
35.1563	75.4456
36.6211	76.6628
38.0859	77.7249
39.5508	78.716
41.0156	79.6773
42.4805	80.5513
43.9453	81.2136
45.4102	81.8749
46.875	82.4491
48.3398	82.9191
51.2695	83.7427
52.7344	84.0702
54.1992	84.3444
55.6641	84.6121
58.5938	85.1201
60.0586	85.3031
62.9883	85.5837
64.4531	85.7203
67.3828	85.9271
68.8477	85.9801
71.7773	86.1918
74.707	86.4544
77.6367	86.5706
79.1016	86.5818
82.0313	86.6293
84.9609	86.7104
87.8906	86.7154
90.8203	86.6701
95.2148	86.731
98.1445	86.7344
101.074	86.7234
105.469	86.5218
108.398	86.6087
112.793	86.6662
117.188	86.5754
120.117	86.5438
124.512	86.575
128.906	86.4188
133.301	86.2811
139.16	86.087
143.555	85.9712
147.949	85.8343
153.809	85.7039
159.668	85.6784
165.527	85.6728
171.387	85.5779
177.246	85.3807
183.105	85.0063
188.965	84.9056
196.289	84.8655
203.613	84.6555
210.938	84.523
218.262	84.4249
225.586	84.2986
232.91	84.26
241.699	84.1974
250.488	83.8857
259.277	84.3315
268.066	83.6504
276.855	83.5892
287.109	83.5403
297.363	83.1878
307.617	83.5648
319.336	83.0802
329.59	83.1626
341.309	83.2257
353.027	83.2048
366.211	83.7474
379.395	84.3691
392.578	83.9611
405.762	83.3051
420.41	83.4967
435.059	83.3368
451.172	83.8555
465.82	83.5859
483.398	83.2288
499.512	83.6055
517.09	83.7132
536.133	84.1266
555.176	85.0265
574.219	85.1922
594.727	85.1884
615.234	85.3416
637.207	84.9377
659.18	84.8824
682.617	84.9087
707.52	84.8892
732.422	84.7257
757.324	84.7144
785.156	84.8994
811.523	84.5895
840.82	84.7868
870.117	84.6064
900.879	84.6988
933.105	84.5207
965.332	84.4863
1,000.49	84.4289
1,035.64	84.1591
1,072.27	83.9163
1,108.89	83.5404
1,148.44	82.8317
1,189.45	82.2543
1,230.47	82.386
1,274.41	82.4791
1,319.82	82.3143
1,366.7	81.9734
1,413.57	81.8566
1,463.38	82.4419
1,516.11	83.1295
1,568.85	82.9494
1,624.51	82.4599
1,681.64	82.666
1,741.7	83.5877
1,803.22	83.6127
1,866.21	83.5285
1,932.13	83.5521
1,999.51	83.3522
2,069.82	83.6514
2,143.07	83.6808
2,219.24	83.9637
2,296.88	83.8587
2,378.91	83.6955
2,462.4	84.2117
2,548.83	83.8609
2,639.65	84.2218
2,731.93	84.4911
2,828.61	84.0978
2,928.22	84.3534
3,030.76	84.3127
3,137.7	84.0659
3,249.02	84.0643
3,363.28	83.985
3,481.93	83.9501
3,604.98	83.8852
3,732.42	83.6711
3,864.26	83.6853
4,000.49	83.2915
4,141.11	83.3407
4,287.6	83.0384
4,438.48	82.9227
4,595.21	82.7039
4,756.35	82.4288
4,924.8	82.083
5,097.66	82.1214
5,277.83	81.8902
5,463.87	81.5826
5,657.23	81.4785
5,856.45	81.3308
6,062.99	81.0667
6,276.86	81.1219
6,498.05	81.422
6,726.56	81.6053
6,963.87	81.5981
7,209.96	81.5038
7,464.84	81.3847
7,727.05	81.3788
7,999.51	81.3951
8,282.23	81.3621
8,573.73	81.5957
8,876.95	81.8678
9,188.96	82.0849
9,514.16	82.1756
9,849.61	82.1497
10,196.8	82.1147
10,555.7	82.0177
10,927.7	81.709
11,313	81.2638
11,712.9	80.9988
12,126	80.928
12,553.7	80.6074
12,996.1	79.8894
13,454.6	79.0641
13,929.2	78.5011
14,419.9	78.061
14,928.2	77.8399
15,455.6	77.6169
16,000.5	77.1312
16,564.5	76.4221
17,148.9	75.6661
17,752.4	75.2291
18,379.4	74.9043
19,026.9	74.4866
19,697.8	73.9506
19,999.5	73.7701
