"Horizontal Reflections"							
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	58.3362	20.5078	58.6898	20.5078	65.5065	20.5078	63.4507
21.9727	59.4247	21.9727	58.8491	21.9727	65.945	21.9727	63.906
23.4375	61.3179	23.4375	61.6887	23.4375	68.2174	23.4375	66.2057
24.9023	62.8606	24.9023	63.2346	24.9023	69.4901	24.9023	67.5234
26.3672	64.8985	26.3672	64.9613	26.3672	70.6036	26.3672	68.7714
27.832	66.2774	27.832	66.6136	27.832	72.0816	27.832	70.2621
29.2969	68.2596	29.2969	68.4391	29.2969	73.184	29.2969	71.5314
30.7617	69.6292	30.7617	69.9746	30.7617	74.4865	30.7617	72.8725
32.2266	71.2841	32.2266	71.6275	32.2266	75.7063	32.2266	74.1981
33.6914	72.735	33.6914	73.1235	33.6914	76.8975	33.6914	75.4638
35.1563	74.0905	35.1563	74.4803	35.1563	77.9413	35.1563	76.5929
36.6211	75.4011	36.6211	75.8053	36.6211	78.9951	36.6211	77.7227
38.0859	76.554	38.0859	76.9597	38.0859	79.9057	38.0859	78.7059
39.5508	77.5956	39.5508	78.02	39.5508	80.7876	39.5508	79.6406
41.0156	78.6297	41.0156	79.0621	41.0156	81.6067	41.0156	80.5296
42.4805	79.5742	42.4805	79.9992	42.4805	82.3546	42.4805	81.3406
43.9453	80.2966	43.9453	80.7167	43.9453	82.9021	43.9453	81.9462
45.4102	81.0117	45.4102	81.4282	45.4102	83.4559	45.4102	82.5552
46.875	81.6385	46.875	82.0538	46.875	83.9221	46.875	83.0781
48.3398	82.118	48.3398	82.5527	48.3398	84.3424	48.3398	83.524
51.2695	83.0326	51.2695	83.4481	51.2695	84.9834	51.2695	84.2618
52.7344	83.3626	52.7344	83.798	52.7344	85.2737	52.7344	84.5717
54.1992	83.6767	54.1992	84.1044	54.1992	85.4641	54.1992	84.8077
55.6641	83.9993	55.6641	84.4055	55.6641	85.6291	55.6641	85.0291
58.5938	84.5827	58.5938	84.9566	58.5938	85.9927	58.5938	85.4726
60.0586	84.7881	60.0586	85.1576	60.0586	86.1218	60.0586	85.6317
62.9883	85.0887	62.9883	85.4643	62.9883	86.3346	62.9883	85.8822
64.4531	85.2345	64.4531	85.6131	64.4531	86.4375	64.4531	86.0036
67.3828	85.4668	67.3828	85.8434	67.3828	86.5702	67.3828	86.1776
68.8477	85.5305	68.8477	85.9067	68.8477	86.591	68.8477	86.2165
71.7773	85.7857	71.7773	86.1435	71.7773	86.7093	71.7773	86.3886
74.707	86.1199	74.707	86.4374	74.707	86.8354	74.707	86.5949
77.6367	86.2476	77.6367	86.571	77.6367	86.9047	77.6367	86.6918
79.1016	86.2732	79.1016	86.59	79.1016	86.8827	79.1016	86.6892
82.0313	86.3489	82.0313	86.6504	82.0313	86.8668	82.0313	86.7105
84.9609	86.4443	84.9609	86.7395	84.9609	86.9074	84.9609	86.7742
87.8906	86.4853	87.8906	86.7585	87.8906	86.8396	87.8906	86.7502
90.8203	86.4552	90.8203	86.7222	90.8203	86.7633	90.8203	86.6935
95.2148	86.6005	95.2148	86.8118	95.2148	86.6668	95.2148	86.6949
98.1445	86.5975	98.1445	86.8131	98.1445	86.668	98.1445	86.6953
101.074	86.5912	101.074	86.8033	101.074	86.6469	101.074	86.6803
105.469	86.461	105.469	86.6155	105.469	86.3152	105.469	86.4289
108.398	86.5723	108.398	86.7059	108.398	86.3596	108.398	86.4998
112.793	86.6295	112.793	86.772	112.793	86.4014	112.793	86.5518
117.188	86.6048	117.188	86.682	117.188	86.1981	117.188	86.4176
120.117	86.5786	120.117	86.6462	120.117	86.1611	120.117	86.3831
124.512	86.5997	124.512	86.6688	124.512	86.2188	124.512	86.423
128.906	86.4687	128.906	86.5139	128.906	86.012	128.906	86.247
133.301	86.3437	133.301	86.3711	133.301	85.8493	133.301	86.0979
139.16	86.1908	139.16	86.1746	139.16	85.5855	139.16	85.877
143.555	86.1275	143.555	86.0576	143.555	85.3819	143.555	85.7289
147.949	86.0434	147.949	85.9234	147.949	85.1385	147.949	85.5527
153.809	85.9877	153.809	85.8092	153.809	84.8492	153.809	85.3684
159.668	85.9797	159.668	85.792	159.668	84.7736	159.668	85.3261
165.527	85.9537	165.527	85.7855	165.527	84.8527	165.527	85.3552
171.387	85.8942	171.387	85.672	171.387	84.7362	171.387	85.2524
177.246	85.7041	177.246	85.4765	177.246	84.4992	177.246	85.0387
183.105	85.4007	183.105	85.0576	183.105	84.0442	183.105	84.6296
188.965	85.437	188.965	84.9989	188.965	83.6207	188.965	84.4295
196.289	85.38	196.289	84.9613	196.289	83.589	196.289	84.3897
203.613	85.2271	203.613	84.7288	203.613	83.3032	203.613	84.1536
210.938	85.1828	210.938	84.6113	210.938	82.9873	210.938	83.9699
218.262	85.1037	218.262	84.5268	218.262	82.7415	218.262	83.8196
225.586	84.9783	225.586	84.3742	225.586	82.7302	225.586	83.7328
232.91	85.0594	232.91	84.3537	232.91	82.4107	232.91	83.6167
241.699	84.9512	241.699	84.309	241.699	82.2719	241.699	83.5174
250.488	84.8139	250.488	83.9712	250.488	81.4943	250.488	83.068
259.277	85.2359	259.277	84.5832	259.277	81.8536	259.277	83.5334
268.066	84.3695	268.066	83.7386	268.066	81.8697	268.066	83.0114
276.855	84.5742	276.855	83.7848	276.855	81.0137	276.855	82.76
287.109	84.4495	287.109	83.7848	287.109	81.2069	287.109	82.7934
297.363	84.1291	297.363	83.2399	297.363	80.8457	297.363	82.3807
307.617	84.5932	307.617	83.8091	307.617	80.8765	307.617	82.7264
319.336	83.9775	319.336	83.1687	319.336	80.9892	319.336	82.3676
329.59	84.1966	329.59	83.1912	329.59	80.8384	329.59	82.3815
341.309	84.1403	341.309	83.1073	341.309	81.6936	341.309	82.6765
353.027	84.6842	353.027	82.6775	353.027	81.1019	353.027	82.4712
366.211	85.4004	366.211	83.3683	366.211	80.8737	366.211	82.8397
379.395	86.0998	379.395	84.2211	379.395	80.933	379.395	83.3857
392.578	85.4518	392.578	83.9804	392.578	81.1267	392.578	83.1408
405.762	84.9334	405.762	82.9135	405.762	80.6775	405.762	82.4692
420.41	85.4436	420.41	83.1975	420.41	79.1762	420.41	82.2984
435.059	85.2986	435.059	82.9901	435.059	78.8193	435.059	82.0784
451.172	86.0812	451.172	83.7018	451.172	77.6998	451.172	82.4327
465.82	85.2723	465.82	84.1177	465.82	78.2858	465.82	82.3735
483.398	84.5368	483.398	83.7796	483.398	80.344	483.398	82.5217
499.512	85.4809	499.512	83.6415	499.512	79.4159	499.512	82.5303
517.09	85.4597	517.09	84.1575	517.09	79.2592	517.09	82.6766
536.133	86.2024	536.133	84.3409	536.133	79.2684	536.133	83.0357
555.176	86.9788	555.176	85.8545	555.176	80.0048	555.176	84.0952
574.219	86.7317	574.219	86.1052	574.219	81.8837	574.219	84.569
594.727	87.2205	594.727	85.2889	594.727	82.0757	594.727	84.4952
615.234	87.7201	615.234	85.1384	615.234	81.1757	615.234	84.3918
637.207	87.1754	637.207	84.6867	637.207	81.142	637.207	84.0114
659.18	87.4884	659.18	84.5104	659.18	80.0365	659.18	83.8157
682.617	87.4051	682.617	84.754	682.617	80.2969	682.617	83.9181
707.52	87.1915	707.52	84.8538	707.52	80.1731	707.52	83.8328
732.422	87.0928	732.422	84.8247	732.422	79.4201	732.422	83.6193
757.324	87.1187	757.324	84.6078	757.324	79.9807	757.324	83.6727
785.156	87.5314	785.156	84.5941	785.156	79.3711	785.156	83.7255
811.523	87.2649	811.523	84.5529	811.523	79.2831	811.523	83.5713
840.82	87.6451	840.82	84.7134	840.82	79.3504	840.82	83.8154
870.117	87.5185	870.117	84.6078	870.117	78.8535	870.117	83.6286
900.879	87.7661	900.879	84.5845	900.879	78.6606	900.879	83.7079
933.105	87.6627	933.105	84.469	933.105	78.2079	933.105	83.5446
965.332	87.7361	965.332	84.3458	965.332	77.9465	965.332	83.5006
1,000.49	87.7792	1,000.49	84.3225	1,000.49	77.8197	1,000.49	83.4968
1,035.64	87.6611	1,035.64	83.7391	1,035.64	77.5164	1,035.64	83.201
1,072.27	87.4303	1,072.27	83.4408	1,072.27	77.0035	1,072.27	82.9097
1,108.89	86.9587	1,108.89	83.3162	1,108.89	76.0694	1,108.89	82.4918
1,148.44	86.1356	1,148.44	82.6674	1,148.44	76.1877	1,148.44	81.851
1,189.45	85.4892	1,189.45	81.953	1,189.45	75.2886	1,189.45	81.1464
1,230.47	85.5924	1,230.47	81.9711	1,230.47	75.1353	1,230.47	81.1868
1,274.41	85.8065	1,274.41	81.9416	1,274.41	75.1209	1,274.41	81.2915
1,319.82	85.6793	1,319.82	81.7134	1,319.82	75.1133	1,319.82	81.1476
1,366.7	85.2521	1,366.7	81.3729	1,366.7	74.3753	1,366.7	80.7086
1,413.57	84.9247	1,413.57	81.5275	1,413.57	73.7327	1,413.57	80.5071
1,463.38	85.8301	1,463.38	81.5772	1,463.38	73.9133	1,463.38	81.0508
1,516.11	86.7211	1,516.11	82.6516	1,516.11	74.608	1,516.11	81.9808
1,568.85	86.3398	1,568.85	82.9234	1,568.85	74.704	1,568.85	81.8683
1,624.51	85.5624	1,624.51	82.2187	1,624.51	73.8034	1,624.51	81.1045
