"Vertical Reflections"					
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	56.4739	20.5078	55.8856	20.5078	56.1897
21.9727	56.1806	21.9727	55.691	21.9727	55.9427
23.4375	58.3028	23.4375	57.7167	23.4375	58.0196
24.9023	58.5172	24.9023	57.9863	24.9023	58.2598
26.3672	59.5541	26.3672	58.9584	26.3672	59.2664
27.832	60.186	27.832	59.6423	27.832	59.9227
29.2969	60.8044	29.2969	60.216	29.2969	60.5201
30.7617	61.3745	30.7617	60.838	30.7617	61.1145
32.2266	62.3676	32.2266	61.7874	32.2266	62.0872
33.6914	63.0897	33.6914	62.4675	33.6914	62.7898
35.1562	63.4893	35.1562	62.8944	35.1562	63.202
36.6211	64.1008	36.6211	63.4934	36.6211	63.8077
38.0859	64.6626	38.0859	64.0336	38.0859	64.3595
39.5508	65.5452	39.5508	64.9502	39.5508	65.2579
41.0156	65.9373	41.0156	65.3415	41.0156	65.6496
42.4805	66.2388	42.4805	65.6118	42.4805	65.9366
43.9453	67.1963	43.9453	66.5847	43.9453	66.9012
45.4102	67.9503	45.4102	67.3628	45.4102	67.6665
46.875	68.349	46.875	67.7653	46.875	68.0669
48.3398	68.9173	48.3398	68.3361	48.3398	68.6364
51.2695	69.8498	51.2695	69.2523	51.2695	69.5614
52.7344	70.2862	52.7344	69.6706	52.7344	69.9893
54.1992	70.582	54.1992	69.9929	54.1992	70.2975
55.6641	71.1661	55.6641	70.5675	55.6641	70.8771
58.5938	72.2775	58.5938	71.692	58.5938	71.9946
60.0586	72.5221	60.0586	71.9316	60.0586	72.2369
62.9883	73.4113	62.9883	72.7859	62.9883	73.1099
64.4531	73.8041	64.4531	73.1702	64.4531	73.4987
67.3828	74.7605	67.3828	74.0938	67.3828	74.4399
68.8477	75.079	68.8477	74.4415	68.8477	74.7719
71.7773	75.7696	71.7773	75.1443	71.7773	75.4682
74.707	76.4084	74.707	75.8027	74.707	76.1161
77.6367	77.1756	77.6367	76.5635	77.6367	76.8804
79.1016	77.5481	79.1016	76.9261	79.1016	77.2482
82.0312	78.3191	82.0312	77.6885	82.0312	78.0153
84.9609	78.9656	84.9609	78.3193	84.9609	78.6544
87.8906	79.0842	87.8906	78.4378	87.8906	78.773
90.8203	80.1044	90.8203	79.5144	90.8203	79.8194
95.2148	81.0387	95.2148	80.4276	95.2148	80.7439
98.1445	81.7857	98.1445	81.1103	98.1445	81.4612
101.074	82.2268	101.074	81.533	101.074	81.8938
105.469	82.8329	105.469	82.2219	105.469	82.5381
108.398	83.4176	108.398	82.7854	108.398	83.113
112.793	84.0917	112.793	83.5478	112.793	83.8283
117.188	84.7523	117.188	84.1779	117.188	84.4746
120.117	85.1953	120.117	84.5904	120.117	84.9034
124.512	85.8536	124.512	85.2534	124.512	85.5639
128.906	86.2196	128.906	85.5689	128.906	85.9065
133.301	86.464	133.301	85.8513	133.301	86.1685
139.16	86.9206	139.16	86.2379	139.16	86.5927
143.555	87.3276	143.555	86.6629	143.555	87.0079
147.949	87.6769	147.949	87.0305	147.949	87.3657
153.809	87.634	153.809	87.0056	153.809	87.3312
159.668	87.5256	159.668	86.9248	159.668	87.2356
165.527	87.7971	165.527	87.1247	165.527	87.4739
171.387	87.8568	171.387	87.0922	171.387	87.4913
177.246	87.9778	177.246	86.995	177.246	87.5141
183.105	87.8329	183.105	86.9571	183.105	87.417
188.965	87.667	188.965	86.669	188.965	87.1966
196.289	87.7635	196.289	86.7283	196.289	87.2767
203.613	87.6727	203.613	86.5181	203.613	87.1336
210.938	87.6189	210.938	86.641	210.938	87.1574
218.262	87.3757	218.262	86.4191	218.262	86.9237
225.586	87.2316	225.586	86.2308	225.586	86.76
232.91	87.1301	232.91	85.9912	232.91	86.5979
241.699	86.9621	241.699	85.7723	241.699	86.4078
250.488	86.982	250.488	85.511	250.488	86.3085
259.277	86.881	259.277	85.5024	259.277	86.2462
268.066	86.6247	268.066	85.1214	268.066	85.9378
276.855	86.4131	276.855	84.826	276.855	85.6917
287.109	86.1276	287.109	84.7982	287.109	85.5136
297.363	86.2182	297.363	84.5078	297.363	85.4466
307.617	86.2318	307.617	84.5644	307.617	85.4777
319.336	86.0025	319.336	84.2812	319.336	85.2266
329.59	85.4243	329.59	83.8532	329.59	84.7094
341.309	85.6729	341.309	83.8744	341.309	84.8661
353.027	85.5334	353.027	83.7112	353.027	84.7172
366.211	85.5369	366.211	83.551	366.211	84.6565
379.395	85.6739	379.395	83.5342	379.395	84.7345
392.578	85.5965	392.578	83.2906	392.578	84.5948
405.762	85.6253	405.762	83.4426	405.762	84.6696
420.41	85.8684	420.41	83.8935	420.41	84.9923
435.059	85.7203	435.059	83.4652	435.059	84.7375
451.172	86.1598	451.172	83.7391	451.172	85.1159
465.82	85.6851	465.82	83.4617	465.82	84.7142
483.398	86.0018	483.398	83.6642	483.398	84.9884
499.512	86.1921	499.512	83.6395	499.512	85.1007
517.09	86.0547	517.09	83.9363	517.09	85.1234
536.133	85.5734	536.133	83.0618	536.133	84.4967
555.176	86.1079	555.176	82.9938	555.176	84.8242
574.219	86.5132	574.219	82.5155	574.219	84.9589
594.727	86.4746	594.727	82.3837	594.727	84.894
615.234	86.1144	615.234	82.9076	615.234	84.8005
637.207	85.7032	637.207	82.6604	637.207	84.443
659.18	84.7671	659.18	82.1519	659.18	83.6534
682.617	84.6692	682.617	81.3856	682.617	83.3306
707.52	84.737	707.52	82.3546	707.52	83.7072
732.422	85.4782	732.422	83.6905	732.422	84.6757
757.324	87.3117	757.324	84.4082	757.324	86.0982
785.156	87.0687	785.156	85.7606	785.156	86.4637
811.523	87.3112	811.523	85.8795	811.523	86.6541
840.82	87.2754	840.82	85.661	840.82	86.5428
870.117	86.8363	870.117	85.3372	870.117	86.1511
900.879	87.3258	900.879	85.1601	900.879	86.3765
933.105	86.835	933.105	85.1784	933.105	86.0852
965.332	86.7278	965.332	85.1489	965.332	86.0097
1,000.49	86.7483	1,000.49	85.8932	1,000.49	86.3418
1,035.64	86.4838	1,035.64	85.1076	1,035.64	85.85
1,072.27	86.0789	1,072.27	84.8995	1,072.27	85.5291
1,108.89	85.4232	1,108.89	84.6719	1,108.89	85.0638
1,148.44	84.843	1,148.44	84.5163	1,148.44	84.6827
1,189.45	84.1724	1,189.45	83.6231	1,189.45	83.9064
1,230.47	84.7938	1,230.47	85.2781	1,230.47	85.0427
1,274.41	85.2197	1,274.41	86.8044	1,274.41	86.0839
1,319.82	85.5434	1,319.82	86.7954	1,319.82	86.2144
1,366.7	85.2848	1,366.7	86.2833	1,366.7	85.8126
1,413.57	85.1896	1,413.57	85.3315	1,413.57	85.2611
1,463.38	82.8365	1,463.38	85.1542	1,463.38	84.1482
1,516.11	81.7046	1,516.11	85.1769	1,516.11	83.7789
1,568.85	80.289	1,568.85	84.5538	1,568.85	82.9251
1,624.51	81.09	1,624.51	84.181	1,624.51	82.9048
1,681.64	80.9549	1,681.64	84.4681	1,681.64	83.0575
1,741.7	79.4957	1,741.7	82.0189	1,741.7	80.938
1,803.22	80.3451	1,803.22	83.3302	1,803.22	82.0892
1,866.21	79.4348	1,866.21	81.2863	1,866.21	80.4585
