"Horizontal Reflections"							
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	49.0234	20.5078	48.2879	20.5078	57.6461	20.5078	55.3301
21.9727	51.6555	21.9727	50.694	21.9727	59.1453	21.9727	56.9421
23.4375	53.5245	23.4375	52.4842	23.4375	60.609	23.4375	58.4523
24.9023	55.6377	24.9023	55.3412	24.9023	62.6173	24.9023	60.5326
26.3672	58.0265	26.3672	57.6794	26.3672	64.0034	26.3672	62.0763
27.832	60.0627	27.832	59.8593	27.832	65.5545	27.832	63.7336
29.2969	61.9645	29.2969	61.8912	29.2969	67.0692	29.2969	65.3437
30.7617	63.9548	30.7617	63.9258	30.7617	68.4844	30.7617	66.8951
32.2266	65.7503	32.2266	65.9127	32.2266	70.2283	32.2266	68.679
33.6914	67.4732	33.6914	67.6587	33.6914	71.5631	33.6914	70.1162
35.1563	69.2007	35.1563	69.4624	35.1563	73.0628	35.1563	71.6897
36.6211	70.8413	36.6211	71.1371	36.6211	74.4491	36.6211	73.1535
38.0859	72.253	38.0859	72.6214	38.0859	75.7717	38.0859	74.5151
39.5508	73.7455	39.5508	74.1277	39.5508	76.9246	39.5508	75.7735
41.0156	74.9274	41.0156	75.2754	41.0156	77.786	41.0156	76.7307
42.4805	75.8567	42.4805	76.2313	42.4805	78.6253	42.4805	77.6051
43.9453	76.8374	43.9453	77.2154	43.9453	79.4226	43.9453	78.4649
45.4102	77.5406	45.4102	77.9191	45.4102	79.9671	45.4102	79.0644
46.875	78.0804	46.875	78.4353	46.875	80.3126	46.875	79.4738
48.3398	78.4113	48.3398	78.838	48.3398	80.7344	48.3398	79.8787
51.2695	79.3214	51.2695	79.7276	51.2695	81.3266	51.2695	80.5825
52.7344	79.6201	52.7344	80.0256	52.7344	81.5226	52.7344	80.817
54.1992	79.9247	54.1992	80.32	54.1992	81.705	54.1992	81.0437
55.6641	80.1964	55.6641	80.5964	55.6641	81.9115	55.6641	81.2766
58.5938	80.7431	58.5938	81.1213	58.5938	82.2343	58.5938	81.6825
60.0586	80.9967	60.0586	81.3579	60.0586	82.3665	60.0586	81.8596
62.9883	81.5371	62.9883	81.8961	62.9883	82.7907	62.9883	82.3309
64.4531	81.7231	64.4531	82.0806	64.4531	82.9184	64.4531	82.4824
67.3828	81.9626	67.3828	82.3082	67.3828	83.0203	67.3828	82.6391
68.8477	82.003	68.8477	82.3324	68.8477	82.966	68.8477	82.6209
71.7773	82.3205	71.7773	82.6171	71.7773	83.1005	71.7773	82.8261
74.707	82.6355	74.707	82.9275	74.707	83.3448	74.707	83.1003
77.6367	82.5261	77.6367	82.8125	77.6367	83.1567	77.6367	82.9456
79.1016	82.5321	79.1016	82.7922	79.1016	83.0494	79.1016	82.882
82.0313	82.792	82.0313	83.0137	82.0313	83.1167	82.0313	83.0267
84.9609	82.9757	84.9609	83.1889	84.9609	83.1981	84.9609	83.1532
87.8906	82.7048	87.8906	82.985	87.8906	83.1495	87.8906	83.0206
90.8203	81.8222	90.8203	82.4033	90.8203	83.3813	90.8203	82.8524
95.2148	83.5897	95.2148	83.6467	95.2148	83.1256	95.2148	83.3677
98.1445	82.8092	98.1445	83.0225	98.1445	82.9295	98.1445	82.9325
101.074	83.0225	101.074	83.1822	101.074	83.0367	101.074	83.0749
105.469	83.0435	105.469	83.2106	105.469	83.094	105.469	83.117
108.398	83.1577	108.398	83.2786	108.398	83.0387	108.398	83.1297
112.793	83.3956	112.793	83.4744	112.793	83.1597	112.793	83.2953
117.188	83.423	117.188	83.4722	117.188	83.0993	117.188	83.2694
120.117	83.4322	120.117	83.504	120.117	83.1643	120.117	83.3136
124.512	83.1074	124.512	83.1858	124.512	82.7068	124.512	82.9236
128.906	82.7464	128.906	82.8036	128.906	82.2338	128.906	82.5004
133.301	82.6251	133.301	82.7206	133.301	82.3843	133.301	82.5272
139.16	82.5842	139.16	82.625	139.16	82.396	139.16	82.4975
143.555	82.5569	143.555	82.5296	143.555	82.1047	143.555	82.3161
147.949	82.5044	147.949	82.4209	147.949	81.8974	147.949	82.1699
153.809	82.5301	153.809	82.3777	153.809	81.6149	153.809	82.0247
159.668	82.6112	159.668	82.4393	159.668	81.6118	159.668	82.0596
165.527	82.5663	165.527	82.4077	165.527	81.658	165.527	82.0623
171.387	82.5197	171.387	82.3544	171.387	81.6931	171.387	82.0532
177.246	82.5137	177.246	82.2721	177.246	81.549	177.246	81.9577
183.105	82.4694	183.105	82.1746	183.105	81.4077	183.105	81.8511
188.965	82.6216	188.965	82.253	188.965	81.3322	188.965	81.8738
196.289	82.8854	196.289	82.5032	196.289	81.4599	196.289	82.0705
203.613	82.8256	203.613	82.3721	203.613	81.4053	203.613	81.9914
210.938	82.9634	210.938	82.4095	210.938	81.2612	210.938	81.9703
218.262	83.1311	218.262	82.585	218.262	81.418	218.262	82.1356
225.586	83.3592	225.586	82.7169	225.586	81.5412	225.586	82.2873
