"Estimated In-Room Response"	
"Estimated In-Room Response"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	56.7379
21.9727	58.4649
23.4375	59.3453
24.9023	60.1207
26.3672	60.67
27.832	62.282
29.2969	62.8836
30.7617	63.7281
32.2266	64.3584
33.6914	64.9856
35.1562	65.5852
36.6211	66.1801
38.0859	66.7443
39.5508	67.1959
41.0156	67.9467
42.4805	68.608
43.9453	68.8657
45.4102	69.3793
46.875	69.7233
48.3398	70.4765
51.2695	71.0032
52.7344	71.42
54.1992	71.861
55.6641	72.3777
58.5938	72.8891
60.0586	73.2631
62.9883	74.161
64.4531	74.4414
67.3828	74.7995
68.8477	75.1418
71.7773	75.7965
74.707	76.4347
77.6367	76.9046
79.1016	77.0942
82.0312	77.518
84.9609	77.9702
87.8906	78.4939
90.8203	78.9837
95.2148	79.5512
98.1445	79.9144
101.074	80.1764
105.469	80.6671
108.398	80.9294
112.793	81.1461
117.188	81.6071
120.117	81.872
124.512	82.0067
128.906	82.194
133.301	82.4734
139.16	82.6041
143.555	82.6301
147.949	82.7898
153.809	82.7962
159.668	83.0241
165.527	83.0726
171.387	83.0991
177.246	83.0811
183.105	83.0143
188.965	82.8626
196.289	82.8395
203.613	82.7066
210.938	82.5694
218.262	82.3828
225.586	82.312
232.91	82.1404
241.699	81.8034
250.488	81.5032
259.277	81.0854
268.066	81.1791
276.855	81.5915
287.109	81.525
297.363	81.428
307.617	81.5508
319.336	81.1514
329.59	80.9646
341.309	80.9397
353.027	80.8373
366.211	80.825
379.395	80.8975
392.578	80.7026
405.762	80.563
420.41	80.6549
435.059	80.6096
451.172	80.6428
465.82	80.4864
483.398	80.647
499.512	81.2394
517.09	81.3184
536.133	81.2826
555.176	81.3352
574.219	81.4432
594.727	81.3236
615.234	82.36
637.207	82.3613
659.18	81.9176
682.617	82.1821
707.52	82.0902
732.422	81.9028
757.324	82.4465
785.156	82.0636
811.523	82.4098
840.82	82.7176
870.117	82.8733
900.879	83.1252
933.105	82.6217
965.332	82.2937
1,000.49	82.9848
1,035.64	82.7822
1,072.27	82.0564
1,108.89	80.8759
1,148.44	79.3125
1,189.45	77.5922
1,230.47	76.158
1,274.41	76.504
1,319.82	77.6589
1,366.7	78.0944
1,413.57	78.5019
1,463.38	78.1595
1,516.11	77.5689
1,568.85	77.2667
1,624.51	77.8965
1,681.64	78.3904
1,741.7	79.1882
1,803.22	79.3789
1,866.21	78.6509
1,932.13	79.841
1,999.51	78.8123
2,069.82	79.7604
2,143.07	79.9021
2,219.24	79.1424
2,296.88	78.6419
2,378.91	78.903
2,462.4	79.6596
2,548.83	78.409
2,639.65	76.6592
2,731.93	76.0816
2,828.61	76.7481
2,928.22	78.6663
3,030.76	79.5528
3,137.7	80.3628
3,249.02	80.6146
3,363.28	80.9462
3,481.93	81.2552
3,604.98	81.4868
3,732.42	81.7213
3,864.26	80.5506
4,000.49	79.3301
4,141.11	79.3413
4,287.6	79.875
4,438.48	80.2078
4,595.21	80.3383
4,756.35	81.0626
4,924.8	81.3687
5,097.66	81.4431
5,277.83	81.8397
5,463.87	81.7714
5,657.23	81.8001
5,856.45	81.7432
6,062.99	82.198
6,276.86	81.7543
6,498.05	82.0639
6,726.56	82.1967
6,963.87	82.064
7,209.96	82.3171
7,464.84	81.829
7,727.05	82.0299
7,999.51	81.7584
8,282.23	82.0472
8,573.73	81.9569
8,876.95	81.6811
9,188.96	81.1573
9,514.16	81.2478
9,849.61	81.1726
10,196.8	81.3258
10,555.7	81.3492
10,927.7	81.458
11,313	81.6028
11,712.9	81.6934
12,126	81.8057
12,553.7	81.7921
12,996.1	81.5531
13,454.6	81.1014
13,929.2	80.8762
14,419.9	80.8969
14,928.2	81.1533
15,455.6	81.3206
16,000.5	81.1503
16,564.5	80.764
17,148.9	80.3629
17,752.4	79.9067
18,379.4	79.2549
19,026.9	78.427
19,697.8	77.3413
19,999.5	76.7872
