Param_Coord_x1 = 3
Param_Coord_x2 = 280
Param_Coord_x3 = 0
Param_Coord_Type = Spherical
Param_Coord_AngularFormat = degree
Param_Coord_Front = '0,0'
Param_Coord_Top = '90,0'
Data_Domain=Frequency
Data_Phase_AngularFormat=degree
Data_Format = LeveldB_Phase
Data_LevelType=SoundPressure

Curve=[
2.0507813e+01 6.6899516e+01 9.9721577e+01
2.1972656e+01 7.0633902e+01 9.2244597e+01
2.3437500e+01 7.2287809e+01 7.9802836e+01
2.4902344e+01 7.3888414e+01 7.3698216e+01
2.6367188e+01 7.5500117e+01 6.3436032e+01
2.7832031e+01 7.6872507e+01 5.3235039e+01
2.9296875e+01 7.7839099e+01 4.3410342e+01
3.0761719e+01 7.8823394e+01 3.3837685e+01
3.2226563e+01 7.9696470e+01 2.4612657e+01
3.3691406e+01 8.0467278e+01 1.5677030e+01
3.5156250e+01 8.1078968e+01 7.1712755e+00
3.6621094e+01 8.1612689e+01 -6.6540177e-01
3.8085938e+01 8.2079312e+01 -8.0540730e+00
3.9550781e+01 8.2500758e+01 -1.4902763e+01
4.1015625e+01 8.2868623e+01 -2.1275038e+01
4.2480469e+01 8.3209819e+01 -2.7260670e+01
4.3945313e+01 8.3506800e+01 -3.2787776e+01
4.5410156e+01 8.3788389e+01 -3.8145236e+01
4.6875000e+01 8.4050941e+01 -4.3150788e+01
4.8339844e+01 8.4294965e+01 -4.7832832e+01
5.1269531e+01 8.4719994e+01 -5.6643463e+01
5.2734375e+01 8.4920287e+01 -6.0790651e+01
5.4199219e+01 8.5113752e+01 -6.4738221e+01
5.5664063e+01 8.5296435e+01 -6.8471973e+01
5.8593750e+01 8.5647425e+01 -7.5537219e+01
6.0058594e+01 8.5816364e+01 -7.8975979e+01
6.2988281e+01 8.6113630e+01 -8.5805101e+01
6.4453125e+01 8.6230180e+01 -8.8959078e+01
6.7382813e+01 8.6491403e+01 -9.4792831e+01
6.8847656e+01 8.6613531e+01 -9.7715948e+01
7.1777344e+01 8.6824788e+01 -1.0341813e+02
7.4707031e+01 8.6999182e+01 -1.0897151e+02
7.7636719e+01 8.7148233e+01 -1.1422894e+02
7.9101563e+01 8.7193411e+01 -1.1672927e+02
8.2031250e+01 8.7255808e+01 -1.2137684e+02
8.4960938e+01 8.7337322e+01 -1.2587937e+02
8.7890625e+01 8.7424153e+01 -1.3010601e+02
9.0820313e+01 8.7494188e+01 -1.3421129e+02
9.5214844e+01 8.7595059e+01 -1.4042164e+02
9.8144531e+01 8.7653870e+01 -1.4442226e+02
1.0107422e+02 8.7648429e+01 -1.4829880e+02
1.0546875e+02 8.7546988e+01 -1.5343505e+02
1.0839844e+02 8.7531077e+01 -1.5606589e+02
1.1279297e+02 8.7654463e+01 -1.6077805e+02
1.1718750e+02 8.7612565e+01 -1.6611626e+02
1.2011719e+02 8.7490799e+01 -1.6911313e+02
1.2451172e+02 8.7287427e+01 -1.7249091e+02
1.2890625e+02 8.7249940e+01 -1.7522073e+02
1.3330078e+02 8.7325385e+01 -1.7863020e+02
1.3916016e+02 8.7194818e+01 1.7545543e+02
1.4355469e+02 8.6931904e+01 1.7251062e+02
1.4794922e+02 8.6763268e+01 1.7082288e+02
1.5380859e+02 8.6827537e+01 1.6836159e+02
1.5966797e+02 8.6901703e+01 1.6458879e+02
1.6552734e+02 8.6873951e+01 1.6082817e+02
1.7138672e+02 8.6832715e+01 1.5616410e+02
1.7724609e+02 8.6480617e+01 1.5188488e+02
1.8310547e+02 8.6010825e+01 1.4981342e+02
1.8896484e+02 8.5777529e+01 1.4953632e+02
1.9628906e+02 8.5965323e+01 1.4676204e+02
2.0361328e+02 8.5478812e+01 1.4394991e+02
2.1093750e+02 8.5235684e+01 1.4349708e+02
2.1826172e+02 8.5109408e+01 1.4439242e+02
2.2558594e+02 8.5443808e+01 1.4596204e+02
2.3291016e+02 8.5989168e+01 1.4303039e+02
2.4169922e+02 8.6296750e+01 1.4105996e+02
2.5048828e+02 8.6643560e+01 1.3619666e+02
2.5927734e+02 8.6936980e+01 1.3241756e+02
2.6806641e+02 8.6786840e+01 1.2474994e+02
2.7685547e+02 8.6098362e+01 1.2262971e+02
