"CEA2034"
"On Axis"		"Listening Window"		"Early Reflections"		"Sound Power"		"Sound Power DI"		"Early Reflections DI"		"DI offset"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	47.3706	20.5078	47.3609	20.5078	47.4601	20.5078	48.1045	20.5078	49.2358	20.5078	49.8802	20.5078	49.9794
21.9727	53.703	21.9727	53.7109	21.9727	53.7495	21.9727	54.1253	21.9727	49.565	21.9727	49.9408	21.9727	49.9794
23.4375	58.1807	23.4375	58.1825	23.4375	58.1467	23.4375	58.3409	23.4375	49.821	23.4375	50.0151	23.4375	49.9794
24.9023	62.1515	24.9023	62.1486	24.9023	62.0733	24.9023	62.1319	24.9023	49.9961	24.9023	50.0547	24.9023	49.9794
26.3672	65.6909	26.3672	65.685	26.3672	65.5875	26.3672	65.5735	26.3672	50.0909	26.3672	50.0769	26.3672	49.9794
27.832	68.8469	27.832	68.8384	27.832	68.723	27.832	68.6554	27.832	50.1624	27.832	50.0948	27.832	49.9794
29.2969	71.7552	29.2969	71.7449	29.2969	71.6178	29.2969	71.5127	29.2969	50.2116	29.2969	50.1065	29.2969	49.9794
30.7617	74.1947	30.7617	74.1831	30.7617	74.0481	30.7617	73.9207	30.7617	50.2418	30.7617	50.1144	30.7617	49.9794
32.2266	76.321	32.2266	76.3065	32.2266	76.1536	32.2266	76.0017	32.2266	50.2842	32.2266	50.1323	32.2266	49.9794
33.6914	77.9705	33.6914	77.9545	33.6914	77.7912	33.6914	77.6161	33.6914	50.3178	33.6914	50.1427	33.6914	49.9794
35.1563	79.1655	35.1563	79.1479	35.1563	78.9768	35.1563	78.7866	35.1563	50.3407	35.1563	50.1505	35.1563	49.9794
36.6211	79.9505	36.6211	79.9318	36.6211	79.7524	36.6211	79.5448	36.6211	50.3664	36.6211	50.1588	36.6211	49.9794
38.0859	80.6731	38.0859	80.6544	38.0859	80.4795	38.0859	80.2739	38.0859	50.3598	38.0859	50.1543	38.0859	49.9794
39.5508	81.0985	39.5508	81.0785	39.5508	80.8975	39.5508	80.6811	39.5508	50.3768	39.5508	50.1604	39.5508	49.9794
41.0156	81.4741	41.0156	81.4528	41.0156	81.2656	41.0156	81.0411	41.0156	50.3911	41.0156	50.1667	41.0156	49.9794
42.4805	81.9109	42.4805	81.8882	42.4805	81.6916	42.4805	81.4505	42.4805	50.4172	42.4805	50.176	42.4805	49.9794
43.9453	82.2684	43.9453	82.245	43.9453	82.0472	43.9453	81.8069	43.9453	50.4176	43.9453	50.1773	43.9453	49.9794
45.4102	82.609	45.4102	82.5833	45.4102	82.371	45.4102	82.1104	45.4102	50.4523	45.4102	50.1917	45.4102	49.9794
46.875	82.9735	46.875	82.946	46.875	82.7196	46.875	82.431	46.875	50.4944	46.875	50.2058	46.875	49.9794
48.3398	83.2772	48.3398	83.2508	48.3398	83.0366	48.3398	82.7714	48.3398	50.4588	48.3398	50.1936	48.3398	49.9794
51.2695	84.0026	51.2695	83.9741	51.2695	83.7511	51.2695	83.4801	51.2695	50.4734	51.2695	50.2024	51.2695	49.9794
52.7344	84.4341	52.7344	84.4041	52.7344	84.1746	52.7344	83.8949	52.7344	50.4886	52.7344	50.2089	52.7344	49.9794
54.1992	84.8381	54.1992	84.8052	54.1992	84.556	54.1992	84.2426	54.1992	50.542	54.1992	50.2286	54.1992	49.9794
55.6641	85.0685	55.6641	85.0365	55.6641	84.7985	55.6641	84.5081	55.6641	50.5078	55.6641	50.2174	55.6641	49.9794
58.5938	85.7053	58.5938	85.672	58.5938	85.4342	58.5938	85.1559	58.5938	50.4956	58.5938	50.2172	58.5938	49.9794
60.0586	86.0439	60.0586	86.0095	60.0586	85.7663	60.0586	85.4829	60.0586	50.5059	60.0586	50.2226	60.0586	49.9794
62.9883	86.7327	62.9883	86.6959	62.9883	86.4433	62.9883	86.1553	62.9883	50.52	62.9883	50.232	62.9883	49.9794
64.4531	87.0576	64.4531	87.0197	64.4531	86.7627	64.4531	86.4729	64.4531	50.5262	64.4531	50.2364	64.4531	49.9794
67.3828	87.6113	67.3828	87.5707	67.3828	87.3025	67.3828	87.007	67.3828	50.5431	67.3828	50.2477	67.3828	49.9794
68.8477	87.8554	68.8477	87.8131	68.8477	87.5356	68.8477	87.2323	68.8477	50.5602	68.8477	50.2569	68.8477	49.9794
71.7773	88.4887	71.7773	88.4433	71.7773	88.1507	71.7773	87.8293	71.7773	50.5934	71.7773	50.272	71.7773	49.9794
74.707	89.068	74.707	89.0203	74.707	88.7196	74.707	88.3872	74.707	50.6125	74.707	50.2801	74.707	49.9794
77.6367	89.3822	77.6367	89.333	77.6367	89.0315	77.6367	88.7099	77.6367	50.6025	77.6367	50.2808	77.6367	49.9794
