"Horizontal Reflections"
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	47.3185	20.5078	46.9133	20.5078	45.7981	20.5078	46.4533
21.9727	53.6944	21.9727	53.6117	21.9727	53.1744	21.9727	53.4034
23.4375	58.1714	23.4375	58.081	23.4375	57.6432	23.4375	57.8741
24.9023	62.1407	24.9023	62.0375	24.9023	61.5908	24.9023	61.8288
26.3672	65.6786	26.3672	65.5642	26.3672	65.1139	26.3672	65.3561
27.832	68.8328	27.832	68.7046	27.832	68.2358	27.832	68.4901
29.2969	71.7398	29.2969	71.6019	29.2969	71.1217	29.2969	71.3838
30.7617	74.1782	30.7617	74.0329	30.7617	73.5479	30.7617	73.814
32.2266	76.3013	32.2266	76.1316	32.2266	75.617	32.2266	75.9032
33.6914	77.9493	33.6914	77.7681	33.6914	77.2315	33.6914	77.5313
35.1563	79.1426	35.1563	78.9511	35.1563	78.4073	35.1563	78.713
36.6211	79.9265	36.6211	79.7258	36.6211	79.1608	36.6211	79.4792
38.0859	80.6493	38.0859	80.4526	38.0859	79.9167	38.0859	80.2195
39.5508	81.0733	39.5508	80.8676	39.5508	80.3241	39.5508	80.6327
41.0156	81.4474	41.0156	81.2326	41.0156	80.6851	41.0156	80.9977
42.4805	81.8826	42.4805	81.6555	42.4805	81.0821	42.4805	81.4105
43.9453	82.2393	43.9453	82.0089	43.9453	81.4483	43.9453	81.7709
45.4102	82.5771	45.4102	82.3269	45.4102	81.7342	45.4102	82.0775
46.875	82.9395	46.875	82.6721	46.875	82.023	46.875	82.3991
48.3398	83.2446	48.3398	82.9909	48.3398	82.3974	48.3398	82.7419
51.2695	83.9675	51.2695	83.6989	51.2695	83.1097	51.2695	83.4553
52.7344	84.3973	52.7344	84.118	52.7344	83.5255	52.7344	83.8751
54.1992	84.7978	54.1992	84.4921	54.1992	83.8362	54.1992	84.2243
55.6641	85.0293	55.6641	84.7353	55.6641	84.1324	55.6641	84.4906
58.5938	85.6645	58.5938	85.3657	58.5938	84.8017	58.5938	85.141
60.0586	86.0017	60.0586	85.6943	60.0586	85.126	60.0586	85.4694
62.9883	86.6876	62.9883	86.3638	62.9883	85.7991	62.9883	86.1443
64.4531	87.0112	64.4531	86.6793	64.4531	86.1176	64.4531	86.463
67.3828	87.5616	67.3828	87.2102	67.3828	86.6505	67.3828	86.9992
68.8477	87.8036	68.8477	87.4386	68.8477	86.8675	68.8477	87.225
71.7773	88.4332	71.7773	88.0437	71.7773	87.4545	71.7773	87.8268
74.707	89.0098	74.707	88.6041	74.707	88.0098	74.707	88.3884
77.6367	89.3221	77.6367	88.9086	77.6367	88.3552	77.6367	88.7145
79.1016	89.4245	79.1016	89.0022	79.1016	88.4575	79.1016	88.8142
82.0313	89.7291	82.0313	89.284	82.0313	88.7356	82.0313	89.0994
84.9609	90.0244	84.9609	89.5548	84.9609	89.0075	84.9609	89.3762
87.8906	90.029	87.8906	89.5306	87.8906	88.9352	87.8906	89.3353
90.8203	90.0206	90.8203	89.5113	90.8203	88.9316	90.8203	89.3261
95.2148	90.0636	95.2148	89.5069	95.2148	88.9184	95.2148	89.3283
98.1445	89.9304	98.1445	89.3428	98.1445	88.7363	98.1445	89.1627
101.074	89.8546	101.074	89.2318	101.074	88.5714	101.074	89.0342
105.469	89.7321	105.469	89.0595	105.469	88.3331	105.469	88.8426
108.398	89.7527	108.398	89.0495	108.398	88.23	108.398	88.7965
112.793	89.7814	112.793	89.0467	112.793	88.1824	112.793	88.7807
117.188	89.7356	117.188	88.9819	117.188	88.1532	117.188	88.737
120.117	89.712	120.117	88.9436	120.117	88.1284	120.117	88.7085
124.512	89.549	124.512	88.7621	124.512	88.0025	124.512	88.5573
128.906	89.4862	128.906	88.6461	128.906	87.8358	128.906	88.431
133.301	89.3855	133.301	88.5179	133.301	87.6868	133.301	88.3
139.16	89.2196	139.16	88.3065	139.16	87.4714	139.16	88.0982
143.555	89.0888	143.555	88.1092	143.555	87.2394	143.555	87.902
147.949	89.0231	147.949	87.9553	147.949	86.9483	147.949	87.7095
153.809	89.0642	153.809	87.8948	153.809	86.545	153.809	87.5284
159.668	89.1414	159.668	87.9559	159.668	86.597	159.668	87.5902
165.527	89.3463	165.527	88.1465	165.527	86.7868	165.527	87.7844
171.387	89.285	171.387	88.0207	171.387	86.7901	171.387	87.731
177.246	89.1059	177.246	87.8111	177.246	86.5171	177.246	87.5032
183.105	88.8818	183.105	87.4653	183.105	86.1105	183.105	87.1666
188.965	89.0953	188.965	87.584	188.965	85.6995	188.965	87.1029
196.289	89.0616	196.289	87.5454	196.289	85.7792	196.289	87.1114
203.613	89.0207	203.613	87.4202	203.613	85.4869	203.613	86.9482
210.938	89.027	210.938	87.4144	210.938	85.3466	210.938	86.8961
218.262	88.8441	218.262	87.1932	218.262	85.1159	218.262	86.6836
225.586	89.0097	225.586	87.2162	225.586	85.2807	225.586	86.8048
232.91	89.4145	232.91	87.5105	232.91	84.9917	232.91	86.9292
241.699	89.076	241.699	87.3124	241.699	84.729	241.699	86.6613
