"Vertical Reflections"
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"
"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"
20.1416	49.6824	20.1416	48.1858	20.1416	48.9982
20.5078	43.4059	20.5078	38.1155	20.5078	41.5209
21.2402	50.0412	21.2402	48.6698	21.2402	49.4094
21.9727	49.2957	21.9727	47.8105	21.9727	48.6163
22.7051	34.5739	22.7051	35.0784	22.7051	34.8334
23.8037	54.137	23.8037	54.0314	23.8037	54.0845
24.5361	46.821	24.5361	47.4484	24.5361	47.146
25.2686	35.0776	25.2686	28.5939	25.2686	32.9477
26.3672	31.8414	26.3672	30.1298	26.3672	31.0694
27.0996	39.3481	27.0996	40.3771	27.0996	39.893
28.1982	40.6775	28.1982	41.5791	28.1982	41.1517
29.2969	35.1748	29.2969	36.2714	29.2969	35.7576
30.0293	38.0482	30.0293	41.543	30.0293	40.138
31.1279	51.3198	31.1279	52.44	31.1279	51.9159
32.2266	51.7133	32.2266	53.8328	32.2266	52.9011
33.3252	53.8799	33.3252	55.3872	33.3252	54.6986
34.79	53.2665	34.79	53.9255	34.79	53.6085
35.8887	55.6176	35.8887	58.3624	35.8887	57.2033
36.9873	58.0756	36.9873	60.1289	36.9873	59.2225
38.4521	61.9554	38.4521	63.7036	38.4521	62.9169
39.917	64.1706	39.917	65.5307	39.917	64.9037
41.3818	67.7146	41.3818	69.1387	41.3818	68.4848
42.8467	70.0259	42.8467	71.4086	42.8467	70.7721
44.3115	71.7382	44.3115	73.0608	44.3115	72.4496
45.7764	73.7163	45.7764	74.9025	45.7764	74.3498
47.2412	75.601	47.2412	76.7625	47.2412	76.2205
49.0723	77.77	49.0723	78.832	49.0723	78.3334
50.9033	79.9311	50.9033	80.8532	50.9033	80.4166
52.7344	82.1053	52.7344	83.0032	52.7344	82.5774
54.5654	83.6916	54.5654	84.5844	54.5654	84.1609
56.3965	84.7427	56.3965	85.5956	56.3965	85.1901
58.2275	85.3531	58.2275	86.2849	58.2275	85.8439
60.4248	85.236	60.4248	85.9885	60.4248	85.6285
62.6221	84.9978	62.6221	85.6468	62.6221	85.3344
64.8193	84.3707	64.8193	85.1361	64.8193	84.7702
67.0166	84.0993	67.0166	84.9042	67.0166	84.5204
69.2139	84.2563	69.2139	85.0445	69.2139	84.6683
71.7773	84.5299	71.7773	85.2906	71.7773	84.9269
74.3408	84.7269	74.3408	85.4708	74.3408	85.1148
76.9043	85.0475	76.9043	85.7879	76.9043	85.4335
79.834	85.2884	79.834	86.0457	79.834	85.6835
82.3975	84.5498	82.3975	85.3928	82.3975	84.9917
85.3271	83.8903	85.3271	84.5053	85.3271	84.2087
88.2568	84.6062	88.2568	85.2545	88.2568	84.9424
91.5527	85.3579	91.5527	86.1988	91.5527	85.7987
94.8486	85.0679	94.8486	85.8847	94.8486	85.4955
98.1445	84.3464	98.1445	85.228	98.1445	84.8095
101.44	84.6812	101.44	85.693	101.44	85.2165
105.103	84.0017	105.103	84.9472	105.103	84.5001
108.765	84.2362	108.765	84.8445	108.765	84.551
112.793	84.8015	112.793	85.1136	112.793	84.9604
116.455	84.1772	116.455	84.5043	116.455	84.3438
120.85	84.0241	120.85	84.5176	120.85	84.2779
124.878	83.828	124.878	84.2419	124.878	84.0399
129.272	83.3389	129.272	83.7343	129.272	83.5411
134.033	82.6654	134.033	83.146	134.033	82.9123
138.794	81.9087	138.794	82.4698	138.794	82.1983
143.555	81.3716	143.555	82.3245	143.555	81.8742
148.682	82.1121	148.682	82.3283	148.682	82.2216
153.809	81.6437	153.809	82.0354	153.809	81.8439
159.302	81.5415	159.302	81.9261	159.302	81.7381
164.795	81.3791	164.795	81.6904	164.795	81.5376
170.654	81.2182	170.654	81.6061	170.654	81.4165
176.88	81.1118	176.88	81.422	176.88	81.2697
183.105	80.6887	183.105	81.1422	183.105	80.9213
189.331	80.3398	189.331	80.9361	189.331	80.6482
196.289	80.1251	196.289	80.81	196.289	80.481
202.881	80.0889	202.881	80.7632	202.881	80.4391
210.205	81.0417	210.205	81.2783	210.205	81.1616
217.529	80.9025	217.529	81.1202	217.529	81.0127
225.22	80.6357	225.22	80.8815	225.22	80.7603
233.276	81.0965	233.276	81.2103	233.276	81.1538
241.333	81.0151	241.333	80.8345	241.333	80.9258
250.122	81.2186	250.122	80.8004	250.122	81.0145
258.911	81.6963	258.911	81.0349	258.911	81.3782
268.066	82.0434	268.066	81.6505	268.066	81.8514
277.222	81.6107	277.222	81.5106	277.222	81.5609
287.109	80.493	287.109	80.8514	287.109	80.6759
297.363	80.3374	297.363	80.4342	297.363	80.3861
307.617	81.6442	307.617	81.2909	307.617	81.4711
318.604	81.8205	318.604	80.7077	318.604	81.2996
329.956	82.7831	329.956	81.2406	329.956	82.0799
341.675	82.4494	341.675	80.8942	341.675	81.7411
353.394	82.7908	353.394	81.4985	353.394	82.1925
365.845	82.4273	365.845	81.477	365.845	81.9781
379.028	82.6696	379.028	81.0736	379.028	81.9445
392.212	83.9011	392.212	81.5578	392.212	82.8856
406.128	84.4441	406.128	81.5551	406.128	83.2355
420.41	84.8497	420.41	81.746	420.41	83.5694
435.425	83.6087	435.425	81.1307	435.425	82.5441
450.806	83.5992	450.806	80.2652	450.806	82.2446
466.553	85.2001	466.553	80.6528	466.553	83.4963
483.032	84.8608	483.032	80.9083	483.032	83.3195
499.878	83.3874	499.878	78.875	499.878	81.6926
517.456	85.1617	517.456	80.7827	517.456	83.5022
535.767	85.1225	535.767	79.2722	535.767	83.1159
554.81	85.6474	554.81	80.4864	554.81	83.7923
574.219	84.9844	574.219	80.8345	574.219	83.3874
594.727	84.806	594.727	80.6472	594.727	83.2065
615.601	85.68	615.601	80.7562	615.601	83.8815
