"Early Reflections"											
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce (full horizontal rear)"		"Total Early Reflection"	
870.483	83.1565	870.483	80.3836	870.483	82.5995	870.483	78.241	870.483	71.9589	870.483	80.6478
901.245	83.751	901.245	81.5896	901.245	83.7531	901.245	78.8753	901.245	73.1834	901.245	81.5636
933.105	83.0369	933.105	83.2955	933.105	83.2173	933.105	79.9086	933.105	74.6193	933.105	81.7694
966.064	81.2524	966.064	82.5604	966.064	81.4389	966.064	78.4406	966.064	74.6132	966.064	80.428
1,000.12	81.2691	1,000.12	80.9545	1,000.12	80.2934	1,000.12	79.3844	1,000.12	74.7652	1,000.12	79.8431
1,035.28	81.9937	1,035.28	79.4659	1,035.28	80.1206	1,035.28	78.5319	1,035.28	73.6683	1,035.28	79.485
1,071.9	82.2404	1,071.9	77.7636	1,071.9	80.4137	1,071.9	80.0363	1,071.9	73.1075	1,071.9	79.6242
1,109.62	81.3165	1,109.62	79.7342	1,109.62	81.9725	1,109.62	79.9106	1,109.62	72.7602	1,109.62	80.0329
1,148.8	82.7702	1,148.8	78.9329	1,148.8	81.5794	1,148.8	80.6567	1,148.8	71.7398	1,148.8	80.3548
1,189.09	84.1092	1,189.09	79.8062	1,189.09	82.5375	1,189.09	80.0035	1,189.09	71.1187	1,189.09	81.11
1,231.2	84.3639	1,231.2	77.9429	1,231.2	83.0685	1,231.2	80.0268	1,231.2	69.4399	1,231.2	81.1228
1,274.41	84.0074	1,274.41	77.6206	1,274.41	84.1207	1,274.41	80.5501	1,274.41	69.811	1,274.41	81.4037
1,319.46	83.1109	1,319.46	77.6953	1,319.46	84.4391	1,319.46	81.3437	1,319.46	71.2509	1,319.46	81.4052
1,365.97	83.7132	1,365.97	77.82	1,365.97	85.1704	1,365.97	82.1347	1,365.97	72.0953	1,365.97	82.0641
1,414.31	84.3057	1,414.31	77.9661	1,414.31	84.6324	1,414.31	81.8098	1,414.31	71.9676	1,414.31	81.9871
1,464.11	84.236	1,464.11	78.1278	1,464.11	83.7199	1,464.11	81.3863	1,464.11	70.5701	1,464.11	81.5515
1,515.75	83.4193	1,515.75	77.4519	1,515.75	82.9273	1,515.75	81.8787	1,515.75	71.8035	1,515.75	81.0778
1,569.21	84.2562	1,569.21	77.6858	1,569.21	81.456	1,569.21	80.935	1,569.21	70.6628	1,569.21	80.7965
1,624.51	84.6101	1,624.51	77.7887	1,624.51	82.404	1,624.51	81.5816	1,624.51	71.2081	1,624.51	81.337
1,681.64	84.6421	1,681.64	77.412	1,681.64	83.2098	1,681.64	82.6161	1,681.64	70.2155	1,681.64	81.7544
1,740.97	84.9252	1,740.97	76.1273	1,740.97	85.1795	1,740.97	83.3204	1,740.97	71.1843	1,740.97	82.5975
1,802.49	85.4036	1,802.49	77.7752	1,802.49	85.2351	1,802.49	83.521	1,802.49	71.2889	1,802.49	82.9189
1,866.21	84.1221	1,866.21	76.645	1,866.21	84.727	1,866.21	82.9328	1,866.21	69.7439	1,866.21	82.0811
1,931.76	83.2767	1,931.76	78.7968	1,931.76	84.3257	1,931.76	81.7035	1,931.76	70.2047	1,931.76	81.5698
1,999.88	83.3887	1,999.88	79.5745	1,999.88	82.7035	1,999.88	82.7477	1,999.88	70.4	1,999.88	81.4268
2,070.56	84.0881	2,070.56	80.1998	2,070.56	83.493	2,070.56	82.5516	2,070.56	70.0371	2,070.56	81.901
2,143.43	84.0324	2,143.43	80.677	2,143.43	84.213	2,143.43	84.0221	2,143.43	71.2232	2,143.43	82.5502
2,219.24	85.6408	2,219.24	80.0673	2,219.24	84.6647	2,219.24	84.2234	2,219.24	71.0678	2,219.24	83.1724
2,297.24	85.0278	2,297.24	80.4563	2,297.24	83.6397	2,297.24	82.6899	2,297.24	71.1332	2,297.24	82.3517
2,378.54	84.1167	2,378.54	78.0386	2,378.54	83.3801	2,378.54	82.3766	2,378.54	70.8541	2,378.54	81.6106
2,462.4	83.965	2,462.4	79.647	2,462.4	85.6394	2,462.4	83.7937	2,462.4	71.1078	2,462.4	82.8339
2,549.19	82.7968	2,549.19	79.1767	2,549.19	85.8625	2,549.19	84.1215	2,549.19	71.4158	2,549.19	82.6999
2,638.92	85.588	2,638.92	81.6375	2,638.92	86.9387	2,638.92	83.7063	2,638.92	71.4275	2,638.92	83.9818
2,731.93	84.3884	2,731.93	80.7208	2,731.93	84.4001	2,731.93	82.8659	2,731.93	71.1308	2,731.93	82.4284
2,828.25	82.9554	2,828.25	79.8645	2,828.25	84.4073	2,828.25	82.3783	2,828.25	69.9752	2,828.25	81.7792
2,928.22	82.3278	2,928.22	80.4244	2,928.22	85.481	2,928.22	82.8158	2,928.22	70.4492	2,928.22	82.2364
3,031.49	83.2738	3,031.49	81.6947	3,031.49	87.063	3,031.49	83.1723	3,031.49	69.9362	3,031.49	83.3694
3,138.43	82.9469	3,138.43	82.0198	3,138.43	86.3828	3,138.43	83.2255	3,138.43	69.546	3,138.43	83.0547
3,249.02	82.4119	3,249.02	81.0455	3,249.02	85.1914	3,249.02	82.983	3,249.02	70.0018	3,249.02	82.2567
3,363.65	81.7495	3,363.65	80.3239	3,363.65	84.7182	3,363.65	81.2796	3,363.65	69.041	3,363.65	81.4364
3,482.3	84.0235	3,482.3	82.1545	3,482.3	85.9007	3,482.3	81.8575	3,482.3	68.9015	3,482.3	82.8647
3,604.98	84.7394	3,604.98	82.233	3,604.98	86.076	3,604.98	82.833	3,604.98	69.1577	3,604.98	83.3058
3,732.06	82.9493	3,732.06	80.5747	3,732.06	85.8259	3,732.06	82.483	3,732.06	69.7794	3,732.06	82.4574
3,863.89	82.8372	3,863.89	79.9918	3,863.89	85.458	3,863.89	81.4991	3,863.89	68.1982	3,863.89	81.9933
4,000.12	83.7758	4,000.12	80.3702	4,000.12	84.6794	4,000.12	80.3121	4,000.12	66.5677	4,000.12	81.7792
4,141.11	84.3126	4,141.11	81.1216	4,141.11	85.4114	4,141.11	80.9006	4,141.11	66.8882	4,141.11	82.4303
4,287.23	82.7311	4,287.23	78.3657	4,287.23	84.1774	4,287.23	80.0451	4,287.23	67.0424	4,287.23	80.9618
4,438.11	84.6615	4,438.11	79.6505	4,438.11	84.2039	4,438.11	80.558	4,438.11	68.3423	4,438.11	81.8672
4,594.85	85.2896	4,594.85	79.6215	4,594.85	83.9588	4,594.85	80.8403	4,594.85	67.5674	4,594.85	82.0713
4,756.71	83.6553	4,756.71	77.8707	4,756.71	83.8671	4,756.71	80.4563	4,756.71	66.3852	4,756.71	81.1549
4,924.44	83.543	4,924.44	78.1597	4,924.44	84.66	4,924.44	81.2819	4,924.44	65.5683	4,924.44	81.5951
5,098.39	83.9587	5,098.39	77.2145	5,098.39	85.5868	5,098.39	81.5134	5,098.39	67.1025	5,098.39	82.0966
5,278.2	83.4314	5,278.2	76.5013	5,278.2	84.4452	5,278.2	79.6206	5,278.2	67.6255	5,278.2	81.0773
5,464.23	83.6665	5,464.23	75.3937	5,464.23	84.4792	5,464.23	79.4233	5,464.23	66.088	5,464.23	81.0678
5,656.86	84.5736	5,656.86	75.7102	5,656.86	84.1489	5,656.86	78.9685	5,656.86	65.6363	5,656.86	81.2474
5,856.45	82.484	5,856.45	75.5268	5,856.45	83.0376	5,856.45	78.347	5,856.45	63.4283	5,856.45	79.8649
6,062.99	82.2322	6,062.99	77.2789	6,062.99	83.6059	6,062.99	77.6472	6,062.99	64.2221	6,062.99	80.0933
6,276.86	82.1077	6,276.86	77.5624	6,276.86	82.6487	6,276.86	77.815	6,276.86	65.5367	6,276.86	79.7089
6,498.05	80.452	6,498.05	77.5415	6,498.05	82.081	6,498.05	77.2163	6,498.05	66.6679	6,498.05	78.8822
6,727.29	79.1447	6,727.29	78.3632	6,727.29	82.1466	6,727.29	78.0439	6,727.29	64.1559	6,727.29	78.8195
6,964.23	79.3132	6,964.23	78.9794	6,964.23	81.7979	6,964.23	77.2088	6,964.23	58.8107	6,964.23	78.6813
7,209.96	78.1639	7,209.96	79.2672	7,209.96	82.3813	7,209.96	77.8761	7,209.96	57.8281	7,209.96	78.8644
7,464.11	78.7458	7,464.11	78.1968	7,464.11	81.8776	7,464.11	77.5524	7,464.11	59.7678	7,464.11	78.4867
7,727.42	78.5212	7,727.42	77.5144	7,727.42	80.1773	7,727.42	76.6008	7,727.42	59.6303	7,727.42	77.4565
7,999.88	78.8577	7,999.88	75.6359	7,999.88	80.9982	7,999.88	77.6194	7,999.88	61.3092	7,999.88	77.7594
8,282.23	80.1576	8,282.23	76.0641	8,282.23	80.0198	8,282.23	74.7333	8,282.23	59.6076	8,282.23	77.4069
8,574.1	81.0522	8,574.1	77.6419	8,574.1	82.5008	8,574.1	77.8565	8,574.1	60.2453	8,574.1	79.2991
8,876.59	82.6523	8,876.59	79.7011	8,876.59	84.3517	8,876.59	78.703	8,876.59	61.7395	8,876.59	80.9731
9,189.7	82.8385	9,189.7	79.3149	9,189.7	84.0536	9,189.7	77.9636	9,189.7	59.341	9,189.7	80.7583
9,513.79	82.5729	9,513.79	78.9178	9,513.79	83.8112	9,513.79	77.5833	9,513.79	58.5889	9,513.79	80.4714
9,849.24	83.3113	9,849.24	78.6317	9,849.24	84.3136	9,849.24	77.6105	9,849.24	60.7177	9,849.24	80.9074
10,196.4	83.5326	10,196.4	77.5968	10,196.4	84.3838	10,196.4	77.2252	10,196.4	59.6689	10,196.4	80.8719
10,556	82.7828	10,556	76.6716	10,556	84.1135	10,556	77.2555	10,556	60.4305	10,556	80.401
10,928.5	82.8753	10,928.5	77.0324	10,928.5	84.3234	10,928.5	77.5191	10,928.5	61.859	10,928.5	80.5918
11,313.7	82.9789	11,313.7	77.296	11,313.7	84.7875	11,313.7	77.8383	11,313.7	61.2583	11,313.7	80.9023
11,712.5	82.449	11,712.5	76.3184	11,712.5	84.8057	11,712.5	77.6244	11,712.5	60.4407	11,712.5	80.6443
12,125.6	81.8196	12,125.6	75.423	12,125.6	84.5993	12,125.6	76.6588	12,125.6	59.1499	12,125.6	80.1904
12,553.3	81.1792	12,553.3	74.0067	12,553.3	83.7716	12,553.3	76.5143	12,553.3	55.3548	12,553.3	79.4431
12,996.1	79.7082	12,996.1	72.1678	12,996.1	83.0062	12,996.1	76.5313	12,996.1	52.7419	12,996.1	78.5122
13,454.2	78.8987	13,454.2	74.7261	13,454.2	82.6428	13,454.2	76.1203	13,454.2	54.3218	13,454.2	78.2251
13,928.8	77.3989	13,928.8	76.3102	13,928.8	81.2122	13,928.8	77.1439	13,928.8	60.0371	13,928.8	77.5237
14,419.9	77.0222	14,419.9	77.541	14,419.9	80.1108	14,419.9	77.5253	14,419.9	60.3546	14,419.9	77.2815
14,928.6	77.2619	14,928.6	77.6168	14,928.6	80.1628	14,928.6	77.3711	14,928.6	61.9308	14,928.6	77.3395
15,454.8	77.1917	15,454.8	75.989	15,454.8	79.8344	15,454.8	76.8865	15,454.8	61.9867	15,454.8	76.7898
16,000.1	76.5801	16,000.1	74.4321	16,000.1	79.0119	16,000.1	75.1252	16,000.1	59.239	16,000.1	75.712
16,564.1	77.3937	16,564.1	72.3396	16,564.1	79.5005	16,564.1	73.256	16,564.1	55.6675	16,564.1	75.6272
17,148.2	79.786	17,148.2	72.0644	17,148.2	82.5596	17,148.2	74.0246	17,148.2	53.4928	17,148.2	78.0216
17,753.2	80.0837	17,753.2	67.529	17,753.2	83.7727	17,753.2	72.7737	17,753.2	50.8983	17,753.2	78.6338
18,379	78.2546	18,379	61.2289	18,379	82.0854	18,379	68.7681	18,379	49.18	18,379	76.7666
19,027.2	77.115	19,027.2	59.0325	19,027.2	81.5045	19,027.2	64.3256	19,027.2	48.4639	19,027.2	75.9426
19,698.5	72.6664	19,698.5	58.8706	19,698.5	77.3133	19,698.5	61.2924	19,698.5	46.5429	19,698.5	71.7323
19,999.9	64.8885	19,999.9	60.3046	19,999.9	73.5803	19,999.9	60.0139	19,999.9	49.0396	19,999.9	67.4885
