"Estimated In-Room Response"	
"Estimated In-Room Response"	
"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"
20.1416	49.3677
20.5078	42.5611
21.2402	49.0229
21.9727	49.1425
22.7051	35.2608
23.8037	54.4179
24.5361	47.5667
25.2686	36.2442
26.3672	34.1351
27.0996	41.1158
28.1982	41.3392
29.2969	37.2189
30.0293	40.167
31.1279	52.1982
32.2266	53.1586
33.3252	55.0609
34.79	54.3675
35.8887	56.9298
36.9873	59.0411
38.4521	62.906
39.917	64.8005
41.3818	68.0871
42.8467	70.5241
44.3115	72.2063
45.7764	74.0834
47.2412	75.9711
49.0723	78.043
50.9033	80.0891
52.7344	82.2998
54.5654	83.9228
56.3965	84.9725
58.2275	85.6131
60.4248	85.3226
62.6221	85.0147
64.8193	84.486
67.0166	84.2498
69.2139	84.3655
71.7773	84.6084
74.3408	84.8056
76.9043	85.1053
79.834	85.3616
82.3975	84.719
85.3271	83.9259
88.2568	84.6103
91.5527	85.5444
94.8486	85.1169
98.1445	84.2658
101.44	84.6412
105.103	84.4435
108.765	84.3443
112.793	84.6239
116.455	84.0234
120.85	83.8972
124.878	83.6224
129.272	83.1706
134.033	82.5499
138.794	81.8985
143.555	81.205
148.682	81.9184
153.809	81.4854
159.302	81.3203
164.795	81.1274
170.654	80.9377
176.88	80.7079
183.105	80.4783
189.331	80.2719
196.289	80.1344
202.881	80.1235
210.205	80.6005
217.529	80.4715
225.22	80.3322
233.276	80.5945
241.333	80.3786
250.122	80.5921
258.911	80.924
268.066	81.2021
277.222	80.7942
287.109	79.9774
297.363	79.9238
307.617	80.8169
318.604	80.6164
329.956	81.3012
341.675	80.6931
353.394	81.0673
365.845	80.8912
379.028	80.9266
392.212	81.8544
406.128	82.1466
420.41	82.3811
435.425	81.3531
450.806	81.0987
466.553	82.1687
483.032	82.1804
499.878	80.7776
517.456	82.3953
535.767	81.6071
554.81	82.2533
574.219	81.9441
594.727	81.6746
615.601	82.142
637.207	81.6261
659.912	79.912
682.983	80.1045
707.153	80.1646
732.056	79.0909
757.69	80.0687
784.424	78.9061
812.256	79.0607
840.82	79.5514
870.483	79.9538
901.245	80.8881
933.105	81.0092
966.064	79.6585
1,000.12	79.1595
1,035.28	78.8749
1,071.9	79.0033
1,109.62	79.5192
1,148.8	79.8721
1,189.09	80.3914
1,231.2	80.5425
1,274.41	80.8908
1,319.46	80.9327
1,365.97	81.6709
1,414.31	81.4532
1,464.11	80.9172
1,515.75	80.4851
1,569.21	79.8948
1,624.51	80.5022
1,681.64	81.0243
1,740.97	82.0034
1,802.49	82.2751
1,866.21	81.5277
1,931.76	81.07
1,999.88	80.6637
2,070.56	81.1654
2,143.43	81.8798
2,219.24	82.3967
2,297.24	81.5308
2,378.54	80.8989
2,462.4	82.305
2,549.19	82.3266
2,638.92	83.4752
2,731.93	81.79
2,828.25	81.219
2,928.22	81.7827
3,031.49	82.995
3,138.43	82.6541
3,249.02	81.8151
3,363.65	80.9775
3,482.3	82.351
3,604.98	82.7234
3,732.06	82.057
3,863.89	81.5866
4,000.12	81.2564
4,141.11	81.9234
4,287.23	80.4726
4,438.11	81.2895
4,594.85	81.3244
4,756.71	80.6463
4,924.44	81.0871
5,098.39	81.6832
5,278.2	80.6331
5,464.23	80.5823
5,656.86	80.5431
5,856.45	79.3141
6,062.99	79.6361
6,276.86	79.2023
6,498.05	78.471
6,727.29	78.4221
6,964.23	78.2457
7,209.96	78.5271
7,464.11	78.0779
7,727.42	76.9024
7,999.88	77.2627
8,282.23	76.6755
8,574.1	78.6874
8,876.59	80.4226
9,189.7	80.1478
9,513.79	79.872
9,849.24	80.3544
10,196.4	80.2997
10,556	79.8749
10,928.5	80.1167
11,313.7	80.4724
11,712.5	80.3289
12,125.6	79.887
12,553.3	79.1057
12,996.1	78.3076
13,454.2	78.0175
13,928.8	77.1687
14,419.9	76.7426
14,928.6	76.6896
15,454.8	76.143
16,000.1	75.1508
16,564.1	75.17
17,148.2	77.7935
17,753.2	78.5395
18,379	76.7534
19,027.2	76.0832
19,698.5	71.8672
19,999.9	68.2374
