"CEA2034"
"On Axis"		"Listening Window"		"Early Reflections"		"Sound Power"		"Sound Power DI"		"Early Reflections DI"		"DI offset"
"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"
20.1416	49.1495	20.1416	49.1281	20.1416	49.2638	20.1416	49.5309	20.1416	39.5972	20.1416	39.8642	20.1416	40
20.5078	41.2469	20.5078	41.2304	20.5078	42.0846	20.5078	43.2647	20.5078	37.9657	20.5078	39.1458	20.5078	40
21.2402	49.5505	21.2402	49.5284	21.2402	49.1332	21.2402	48.7569	21.2402	40.7715	21.2402	40.3952	21.2402	40
21.9727	48.6967	21.9727	48.7535	21.9727	49.0583	21.9727	49.3236	21.9727	39.43	21.9727	39.6952	21.9727	40
22.7051	34.7559	22.7051	34.8449	22.7051	35.3541	22.7051	35.2747	22.7051	39.5702	22.7051	39.4908	22.7051	40
23.8037	53.8599	23.8037	53.9301	23.8037	54.3447	23.8037	54.612	23.8037	39.318	23.8037	39.5854	23.8037	40
24.5361	46.7689	24.5361	46.8591	24.5361	47.4719	24.5361	47.8304	24.5361	39.0287	24.5361	39.3873	24.5361	40
25.2686	32.6511	25.2686	33.0624	25.2686	35.706	25.2686	37.2416	25.2686	35.8207	25.2686	37.3564	25.2686	40
26.3672	28.3006	26.3672	28.884	26.3672	33.112	26.3672	35.6002	26.3672	33.2838	26.3672	35.772	26.3672	40
27.0996	39.1741	27.0996	39.2848	27.0996	40.7509	27.0996	41.814	27.0996	37.4709	27.0996	38.5339	27.0996	40
28.1982	41.0523	28.1982	41.0467	28.1982	41.3058	28.1982	41.4484	28.1982	39.5983	28.1982	39.7409	28.1982	40
29.2969	34.2775	29.2969	34.4898	29.2969	36.7383	29.2969	38.1249	29.2969	36.3649	29.2969	37.7515	29.2969	40
30.0293	39.5068	30.0293	39.4978	30.0293	40.0125	30.0293	40.4766	30.0293	39.0212	30.0293	39.4853	30.0293	40
31.1279	51.5629	31.1279	51.6332	31.1279	52.107	31.1279	52.4268	31.1279	39.2064	31.1279	39.5262	31.1279	40
32.2266	52.2467	32.2266	52.3208	32.2266	53.0446	32.2266	53.4676	32.2266	38.8532	32.2266	39.2762	32.2266	40
33.3252	54.2416	33.3252	54.328	33.3252	54.9605	33.3252	55.3353	33.3252	38.9927	33.3252	39.3676	33.3252	40
34.79	53	34.79	53.1135	34.79	54.1335	34.79	54.8629	34.79	38.2506	34.79	38.98	34.79	40
35.8887	56.552	35.8887	56.5994	35.8887	56.9492	35.8887	56.9965	35.8887	39.603	35.8887	39.6502	35.8887	40
36.9873	58.7869	36.9873	58.8232	36.9873	59.063	36.9873	59.0769	36.9873	39.7462	36.9873	39.7602	36.9873	40
38.4521	62.5339	38.4521	62.5686	38.4521	62.8867	38.4521	63.0124	38.4521	39.5562	38.4521	39.682	38.4521	40
39.917	64.6503	39.917	64.6667	39.917	64.8148	39.917	64.8221	39.917	39.8447	39.917	39.852	39.917	40
41.3818	68.294	41.3818	68.2803	41.3818	68.1801	41.3818	67.9366	41.3818	40.3437	41.3818	40.1002	41.3818	40
42.8467	70.5125	42.8467	70.5199	42.8467	70.571	42.8467	70.4779	42.8467	40.042	42.8467	39.9489	42.8467	40
44.3115	72.2338	44.3115	72.235	44.3115	72.2568	44.3115	72.1472	44.3115	40.0878	44.3115	39.9783	44.3115	40
45.7764	74.1858	45.7764	74.1808	45.7764	74.1458	45.7764	73.9927	45.7764	40.1881	45.7764	40.035	45.7764	40
47.2412	76.0479	47.2412	76.048	47.2412	76.0299	47.2412	75.8901	47.2412	40.1579	47.2412	40.0181	47.2412	40
49.0723	78.2511	49.0723	78.2353	49.0723	78.1209	49.0723	77.9087	49.0723	40.3265	49.0723	40.1143	49.0723	40
