"CEA2034"													
"On Axis"		"Listening Window"		"Early Reflections"		"Sound Power"		"Sound Power DI"		"Early Reflections DI"		"DI offset"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	52.0829	20.5078	51.9895	20.5078	51.9314	20.5078	52.8781	20.5078	49.0908	20.5078	49.0327	20.5078	49.9794
23.4375	51.5701	23.4375	51.8286	23.4375	55.1998	23.4375	58.7027	23.4375	43.1053	23.4375	46.4765	23.4375	49.9794
26.3672	60.588	26.3672	60.6538	26.3672	61.9418	26.3672	64.0285	26.3672	46.6047	26.3672	47.8927	26.3672	49.9794
29.2969	63.9882	29.2969	64.0536	29.2969	65.3954	29.2969	67.5712	29.2969	46.4619	29.2969	47.8036	29.2969	49.9794
32.2266	69.8789	32.2266	69.9264	32.2266	70.8598	32.2266	72.5279	32.2266	47.378	32.2266	48.3114	32.2266	49.9794
35.1563	74.3509	35.1563	74.3956	35.1563	75.202	35.1563	76.6709	35.1563	47.7042	35.1563	48.5105	35.1563	49.9794
38.0859	78.9851	38.0859	79.0298	38.0859	79.7199	38.0859	80.9792	38.0859	48.0299	38.0859	48.72	38.0859	49.9794
41.0156	83.1728	41.0156	83.2147	41.0156	83.7977	41.0156	84.8693	41.0156	48.3247	41.0156	48.9078	41.0156	49.9794
43.9453	86.8778	43.9453	86.9178	43.9453	87.4168	43.9453	88.3334	43.9453	48.5638	43.9453	49.0628	43.9453	49.9794
46.875	89.6736	46.875	89.7118	46.875	90.1481	46.875	90.9426	46.875	48.7487	46.875	49.1849	46.875	49.9794
49.8047	91.5102	49.8047	91.5471	49.8047	91.9333	49.8047	92.6271	49.8047	48.8993	49.8047	49.2855	49.8047	49.9794
55.6641	92.9355	55.6641	92.9699	55.6641	93.2815	55.6641	93.8235	55.6641	49.1257	55.6641	49.4374	55.6641	49.9794
58.5938	93.1081	58.5938	93.1412	58.5938	93.4227	58.5938	93.9042	58.5938	49.2164	58.5938	49.4979	58.5938	49.9794
61.5234	93.0518	61.5234	93.0839	61.5234	93.3416	61.5234	93.7737	61.5234	49.2896	61.5234	49.5473	61.5234	49.9794
67.3828	92.9899	67.3828	93.0195	67.3828	93.2342	67.3828	93.5813	67.3828	49.4176	67.3828	49.6323	67.3828	49.9794
73.2422	93.0222	73.2422	93.0493	73.2422	93.2281	73.2422	93.506	73.2422	49.5227	73.2422	49.7015	73.2422	49.9794
76.1719	92.9893	76.1719	93.0157	76.1719	93.1834	76.1719	93.4389	76.1719	49.5561	76.1719	49.7238	76.1719	49.9794
82.0313	93.0649	82.0313	93.0876	82.0313	93.2178	82.0313	93.4094	82.0313	49.6576	82.0313	49.7878	82.0313	49.9794
87.8906	93.2228	87.8906	93.2408	87.8906	93.323	87.8906	93.4305	87.8906	49.7896	87.8906	49.8719	87.8906	49.9794
93.75	93.1204	93.75	93.1437	93.75	93.2709	93.75	93.4492	93.75	49.674	93.75	49.8012	93.75	49.9794
102.539	93.386	102.539	93.4028	102.539	93.4756	102.539	93.5651	102.539	49.8171	102.539	49.8899	102.539	49.9794
108.398	93.5027	108.398	93.517	108.398	93.5733	108.398	93.6435	108.398	49.8529	108.398	49.9092	108.398	49.9794
117.188	93.8366	117.188	93.8455	117.188	93.8646	117.188	93.8834	117.188	49.9415	117.188	49.9606	117.188	49.9794
125.977	93.942	125.977	93.9466	125.977	93.9338	125.977	93.9026	125.977	50.0234	125.977	50.0106	125.977	49.9794
134.766	93.9924	134.766	93.9945	134.766	93.9698	134.766	93.9327	134.766	50.0412	134.766	50.0164	134.766	49.9794
143.555	94.132	143.555	94.1287	143.555	94.0689	143.555	93.9914	143.555	50.1168	143.555	50.0569	143.555	49.9794
155.273	94.2286	155.273	94.2194	155.273	94.1237	155.273	94.0036	155.273	50.1951	155.273	50.0994	155.273	49.9794
164.063	94.3822	164.063	94.3678	164.063	94.2367	164.063	94.0724	164.063	50.2747	164.063	50.1437	164.063	49.9794
175.781	94.0238	175.781	94.0087	175.781	93.8745	175.781	93.7078	175.781	50.2803	175.781	50.1461	175.781	49.9794
190.43	93.8529	190.43	93.8306	190.43	93.6714	190.43	93.5058	190.43	50.3042	190.43	50.1449	190.43	49.9794
202.148	93.6498	202.148	93.6165	202.148	93.3983	202.148	93.1457	202.148	50.4502	202.148	50.232	202.148	49.9794
216.797	93.3033	216.797	93.2609	216.797	93.0199	216.797	92.7745	216.797	50.4658	216.797	50.2248	216.797	49.9794
234.375	92.8111	234.375	92.7705	234.375	92.5128	234.375	92.2371	234.375	50.5129	234.375	50.2551	234.375	49.9794
249.023	92.6516	249.023	92.5866	249.023	92.2386	249.023	91.9649	249.023	50.6011	249.023	50.2531	249.023	49.9794
266.602	92.7071	266.602	92.6191	266.602	92.1309	266.602	91.7557	266.602	50.8428	266.602	50.3547	266.602	49.9794
287.109	92.8839	287.109	92.7829	287.109	92.2001	287.109	91.597	287.109	51.1653	287.109	50.5825	287.109	49.9794
307.617	92.6169	307.617	92.5028	307.617	91.8604	307.617	91.2338	307.617	51.2484	307.617	50.606	307.617	49.9794
331.055	92.6265	331.055	92.4935	331.055	91.694	331.055	90.8701	331.055	51.6028	331.055	50.8032	331.055	49.9794
354.492	92.5904	354.492	92.4522	354.492	91.5371	354.492	90.4179	354.492	52.0137	354.492	51.0986	354.492	49.9794
377.93	92.652	377.93	92.5182	377.93	91.5969	377.93	90.3709	377.93	52.1267	377.93	51.2054	377.93	49.9794
407.227	92.2069	407.227	92.0692	407.227	91.1036	407.227	89.7968	407.227	52.2519	407.227	51.2863	407.227	49.9794
436.523	92.2509	436.523	92.1364	436.523	91.1858	436.523	89.6806	436.523	52.4353	436.523	51.4846	436.523	49.9794
465.82	92.1068	465.82	92.0096	465.82	91.1339	465.82	89.5214	465.82	52.4676	465.82	51.5919	465.82	49.9794
500.977	91.501	500.977	91.4284	500.977	90.7078	500.977	89.2223	500.977	52.1855	500.977	51.4649	500.977	49.9794
536.133	91.5674	536.133	91.3941	536.133	90.4003	536.133	88.5881	536.133	52.7854	536.133	51.7916	536.133	49.9794
574.219	92.2909	574.219	92.0733	574.219	90.8412	574.219	88.8129	574.219	53.2398	574.219	52.0077	574.219	49.9794
615.234	91.9399	615.234	91.7524	615.234	90.5837	615.234	88.4411	615.234	53.2907	615.234	52.1221	615.234	49.9794
659.18	91.7407	659.18	91.5018	659.18	90.2836	659.18	88.192	659.18	53.2891	659.18	52.0709	659.18	49.9794
706.055	92.357	706.055	92.0504	706.055	90.5851	706.055	88.2267	706.055	53.8031	706.055	52.3378	706.055	49.9794
758.789	93.5299	758.789	93.148	758.789	91.5519	758.789	88.9865	758.789	54.1409	758.789	52.5448	758.789	49.9794
811.523	93.9728	811.523	93.5413	811.523	91.6143	811.523	88.9572	811.523	54.5634	811.523	52.6365	811.523	49.9794
870.117	93.6814	870.117	93.2971	870.117	91.1448	870.117	88.3646	870.117	54.9119	870.117	52.7596	870.117	49.9794
931.641	93.2886	931.641	93.01	931.641	90.8567	931.641	87.9732	931.641	55.0161	931.641	52.8629	931.641	49.9794
999.023	93.3055	999.023	93.0349	999.023	90.8547	999.023	87.851	999.023	55.1633	999.023	52.9831	999.023	49.9794
1,072.27	93.0929	1,072.27	92.7178	1,072.27	90.4878	1,072.27	87.3601	1,072.27	55.3371	1,072.27	53.1071	1,072.27	49.9794
1,148.44	92.6655	1,148.44	92.2861	1,148.44	89.8529	1,148.44	86.6422	1,148.44	55.6233	1,148.44	53.1901	1,148.44	49.9794
1,230.47	93.4816	1,230.47	92.9078	1,230.47	90.435	1,230.47	87.191	1,230.47	55.6962	1,230.47	53.2233	1,230.47	49.9794
1,318.36	93.9601	1,318.36	93.1624	1,318.36	90.3372	1,318.36	86.7954	1,318.36	56.3464	1,318.36	53.5212	1,318.36	49.9794
1,415.04	94.0889	1,415.04	93.5153	1,415.04	90.2805	1,415.04	86.8006	1,415.04	56.6942	1,415.04	53.4593	1,415.04	49.9794
1,514.65	94.3619	1,514.65	94.1074	1,514.65	90.9272	1,514.65	87.3009	1,514.65	56.7859	1,514.65	53.6057	1,514.65	49.9794
1,623.05	95.4579	1,623.05	94.8967	1,623.05	91.5799	1,623.05	87.88	1,623.05	56.9961	1,623.05	53.6793	1,623.05	49.9794
1,740.23	97.5947	1,740.23	96.8182	1,740.23	93.2334	1,740.23	89.0964	1,740.23	57.7011	1,740.23	54.1164	1,740.23	49.9794
1,866.21	96.2471	1,866.21	95.4381	1,866.21	91.7409	1,866.21	87.6576	1,866.21	57.76	1,866.21	54.0628	1,866.21	49.9794
2,000.98	95.3413	2,000.98	94.5481	2,000.98	90.9915	2,000.98	87.3426	2,000.98	57.1849	2,000.98	53.6283	2,000.98	49.9794
2,144.53	95.2788	2,144.53	94.4258	2,144.53	90.9697	2,144.53	87.3314	2,144.53	57.0738	2,144.53	53.6177	2,144.53	49.9794
2,296.88	94.3684	2,296.88	93.8534	2,296.88	90.7484	2,296.88	87.3311	2,296.88	56.5018	2,296.88	53.3967	2,296.88	49.9794
2,460.94	94.8819	2,460.94	94.3155	2,460.94	91.2972	2,460.94	87.7965	2,460.94	56.4984	2,460.94	53.4802	2,460.94	49.9794
2,639.65	95.1065	2,639.65	94.4275	2,639.65	91.3072	2,639.65	87.6185	2,639.65	56.7884	2,639.65	53.6682	2,639.65	49.9794
2,827.15	95.0089	2,827.15	94.4516	2,827.15	91.4424	2,827.15	87.6281	2,827.15	56.8029	2,827.15	53.7937	2,827.15	49.9794
3,032.23	95.3172	3,032.23	94.9246	3,032.23	91.9965	3,032.23	88.1451	3,032.23	56.7589	3,032.23	53.8307	3,032.23	49.9794
3,249.02	96.1297	3,249.02	95.6904	3,249.02	92.8026	3,249.02	88.9673	3,249.02	56.7025	3,249.02	53.8147	3,249.02	49.9794
3,483.4	95.6352	3,483.4	95.2391	3,483.4	92.5019	3,483.4	88.5815	3,483.4	56.637	3,483.4	53.8998	3,483.4	49.9794
3,732.42	94.8343	3,732.42	94.6691	3,732.42	91.9538	3,732.42	88.0355	3,732.42	56.613	3,732.42	53.8977	3,732.42	49.9794
3,999.02	94.8999	3,999.02	94.5186	3,999.02	91.6191	3,999.02	87.6331	3,999.02	56.8649	3,999.02	53.9654	3,999.02	49.9794
4,286.13	95.3344	4,286.13	94.796	4,286.13	91.7182	4,286.13	87.6419	4,286.13	57.1335	4,286.13	54.0557	4,286.13	49.9794
4,593.75	95.7225	4,593.75	95.1936	4,593.75	92.1086	4,593.75	87.911	4,593.75	57.2619	4,593.75	54.177	4,593.75	49.9794
4,924.8	96.1004	4,924.8	95.4247	4,924.8	92.3725	4,924.8	87.9655	4,924.8	57.4386	4,924.8	54.3863	4,924.8	49.9794
5,279.3	95.9226	5,279.3	95.2005	5,279.3	92.226	5,279.3	87.7731	5,279.3	57.4068	5,279.3	54.4324	5,279.3	49.9794
5,657.23	94.7348	5,657.23	94.1842	5,657.23	91.3883	5,657.23	87.0285	5,657.23	57.1351	5,657.23	54.3391	5,657.23	49.9794
6,061.52	94.4042	6,061.52	94.0355	6,061.52	91.1457	6,061.52	86.8138	6,061.52	57.2011	6,061.52	54.3113	6,061.52	49.9794
6,498.05	95.0556	6,498.05	94.695	6,498.05	91.6864	6,498.05	87.24	6,498.05	57.4344	6,498.05	54.4258	6,498.05	49.9794
6,963.87	94.6361	6,963.87	94.7411	6,963.87	91.9193	6,963.87	87.4077	6,963.87	57.3128	6,963.87	54.491	6,963.87	49.9794
7,464.84	93.1911	7,464.84	93.5615	7,464.84	90.9692	7,464.84	86.5401	7,464.84	57.0008	7,464.84	54.4085	7,464.84	49.9794
8,000.98	92.6017	8,000.98	92.7676	8,000.98	89.9349	8,000.98	85.4262	8,000.98	57.3208	8,000.98	54.4881	8,000.98	49.9794
8,575.2	95.1236	8,575.2	94.9483	8,575.2	91.6787	8,575.2	86.8403	8,575.2	58.0874	8,575.2	54.8177	8,575.2	49.9794
9,190.43	94.9382	9,190.43	94.5773	9,190.43	91.2309	9,190.43	86.3475	9,190.43	58.2092	9,190.43	54.8628	9,190.43	49.9794
9,849.61	94.2696	9,849.61	93.7501	9,849.61	90.1974	9,849.61	85.3741	9,849.61	58.3553	9,849.61	54.8026	9,849.61	49.9794
10,555.7	95.4489	10,555.7	94.7922	10,555.7	91.067	10,555.7	86.0868	10,555.7	58.6848	10,555.7	54.9596	10,555.7	49.9794
11,314.5	95.0683	11,314.5	94.4144	11,314.5	90.8186	11,314.5	85.8896	11,314.5	58.5042	11,314.5	54.9084	11,314.5	49.9794
12,126	93.9841	12,126	93.4588	12,126	90.0309	12,126	85.5024	12,126	57.9358	12,126	54.5078	12,126	49.9794
12,996.1	94.6033	12,996.1	94.0389	12,996.1	90.5054	12,996.1	85.7976	12,996.1	58.2207	12,996.1	54.6872	12,996.1	49.9794
13,927.7	94.5234	13,927.7	94.103	13,927.7	90.5777	13,927.7	86.0762	13,927.7	58.0063	13,927.7	54.481	13,927.7	49.9794
14,929.7	96.2376	14,929.7	95.3742	14,929.7	91.2862	14,929.7	86.4913	14,929.7	58.8623	14,929.7	54.7743	14,929.7	49.9794
15,999	98.1223	15,999	96.73	15,999	92.0655	15,999	86.7879	15,999	59.9215	15,999	55.257	15,999	49.9794
