"Directivity Index"			
"Sound Power DI"		"Early Reflections DI"	
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	-0.643626	20.5078	-0.272799
21.9727	-0.532439	21.9727	-0.185963
23.4375	0.127147	23.4375	0.0670527
24.9023	-0.518961	24.9023	-0.167082
26.3672	-0.57432	26.3672	-0.23021
27.832	-1.74034	27.832	-0.759291
29.2969	-4.39947	29.2969	-2.20232
30.7617	-4.26178	30.7617	-2.09044
32.2266	-6.36975	32.2266	-3.26703
33.6914	-13.2653	33.6914	-8.33151
35.1563	-4.87256	35.1563	-1.96479
36.6211	-1.67395	36.6211	-0.582889
38.0859	-0.319374	38.0859	0.024603
39.5508	0.229666	39.5508	0.181401
41.0156	-1.00921	41.0156	-0.361509
42.4805	-0.568137	42.4805	-0.197411
43.9453	-0.677235	43.9453	-0.245607
45.4102	-0.371323	45.4102	-0.136935
46.875	-0.262712	46.875	-0.0976372
48.3398	-0.2599	48.3398	-0.0987532
51.2695	-0.195043	51.2695	-0.0735743
52.7344	-0.220029	52.7344	-0.0845679
54.1992	-0.209515	54.1992	-0.0803411
55.6641	-0.191704	55.6641	-0.0745109
58.5938	-0.151022	58.5938	-0.0589405
60.0586	-0.11998	60.0586	-0.0464979
62.9883	-0.10896	62.9883	-0.0417026
64.4531	-0.0948336	64.4531	-0.0361191
67.3828	-0.0603805	67.3828	-0.0219086
68.8477	-0.0720138	68.8477	-0.0261328
71.7773	-0.0497129	71.7773	-0.0160431
74.707	-0.0269773	74.707	-0.00617502
77.6367	0.00566934	77.6367	0.00880908
79.1016	0.0357478	79.1016	0.0199165
82.0313	0.0874278	82.0313	0.0405178
84.9609	0.10167	84.9609	0.0468582
87.8906	0.0534422	87.8906	0.0304396
90.8203	0.0888718	90.8203	0.0485184
95.2148	0.301453	95.2148	0.120881
98.1445	0.0792905	98.1445	0.0407456
101.074	0.106845	101.074	0.0535646
105.469	0.15487	105.469	0.0771634
108.398	0.224932	108.398	0.103887
112.793	0.163036	112.793	0.0801754
117.188	0.157483	117.188	0.0840123
120.117	0.213391	120.117	0.105789
124.512	0.276925	124.512	0.130631
128.906	0.267025	128.906	0.12652
133.301	0.230581	133.301	0.115495
139.16	0.277748	139.16	0.138546
143.555	0.274916	143.555	0.140809
147.949	0.309507	147.949	0.157357
153.809	0.361692	153.809	0.177113
159.668	0.388295	159.668	0.186849
165.527	0.360966	165.527	0.184621
171.387	0.401123	171.387	0.200875
177.246	0.406086	177.246	0.205962
183.105	0.467869	183.105	0.237886
188.965	0.498869	188.965	0.247327
196.289	0.532708	196.289	0.262716
203.613	0.545181	203.613	0.280115
210.938	0.597488	210.938	0.296361
218.262	0.634346	218.262	0.314865
225.586	0.630209	225.586	0.320434
232.91	0.713948	232.91	0.361782
241.699	0.766889	241.699	0.383476
250.488	0.840681	250.488	0.426928
259.277	0.885922	259.277	0.433612
268.066	0.952872	268.066	0.474181
276.855	1.0411	276.855	0.489185
287.109	1.16542	287.109	0.544024
297.363	1.15106	297.363	0.571717
307.617	1.06882	307.617	0.536611
319.336	1.17526	319.336	0.574131
329.59	1.28545	329.59	0.63519
341.309	1.39925	341.309	0.686052
353.027	1.64515	353.027	0.777638
366.211	1.80538	366.211	0.82953
379.395	1.74822	379.395	0.790783
392.578	1.90227	392.578	0.853025
405.762	2.0301	405.762	0.911479
420.41	2.31849	420.41	1.00738
435.059	2.30785	435.059	0.957419
451.172	2.65385	451.172	1.00316
465.82	2.49395	465.82	0.882772
483.398	2.40552	483.398	0.877284
499.512	2.43925	499.512	0.845756
517.09	2.25338	517.09	0.726928
536.133	2.00684	536.133	0.69621
555.176	2.1794	555.176	0.74514
574.219	1.95699	574.219	0.651425
594.727	1.95591	594.727	0.668315
615.234	2.25052	615.234	0.791817
637.207	2.2506	637.207	0.730967
659.18	1.95803	659.18	0.600925
682.617	1.65996	682.617	0.525139
707.52	2.16711	707.52	1.46507
732.422	3.43018	732.422	1.78874
757.324	3.2398	757.324	1.39351
785.156	3.03753	785.156	1.17872
811.523	3.03626	811.523	1.11665
840.82	2.9876	840.82	1.0539
870.117	2.87622	870.117	1.01988
900.879	3.23431	900.879	1.2099
933.105	3.54783	933.105	1.48432
965.332	4.00238	965.332	1.58621
1,000.49	4.30179	1,000.49	1.84674
1,035.64	4.49413	1,035.64	1.97472
1,072.27	4.11606	1,072.27	1.60152
1,108.89	4.00942	1,108.89	1.56218
1,148.44	4.0067	1,148.44	1.45542
1,189.45	4.48951	1,189.45	1.79633
1,230.47	4.6458	1,230.47	1.87831
1,274.41	4.99143	1,274.41	2.06247
1,319.82	5.02074	1,319.82	2.04535
1,366.7	5.04519	1,366.7	2.13164
1,413.57	5.18088	1,413.57	2.1859
1,463.38	5.4016	1,463.38	2.20092
1,516.11	5.74651	1,516.11	2.35975
1,568.85	5.83045	1,568.85	2.34544
1,624.51	5.82871	1,624.51	2.35615
1,681.64	5.72939	1,681.64	2.37027
1,741.7	5.89977	1,741.7	2.50735
1,803.22	6.32261	1,803.22	2.68992
1,866.21	6.58809	1,866.21	2.82452
1,932.13	6.82987	1,932.13	2.9584
1,999.51	6.97374	1,999.51	3.03004
2,069.82	7.16896	2,069.82	3.10627
2,143.07	7.25742	2,143.07	3.22311
2,219.24	6.87432	2,219.24	3.20281
2,296.88	6.43777	2,296.88	2.92013
2,378.91	6.42767	2,378.91	3.02896
2,462.4	6.50266	2,462.4	2.99391
2,548.83	6.33461	2,548.83	3.00119
2,639.65	6.31298	2,639.65	2.78451
2,731.93	6.39601	2,731.93	2.80547
2,828.61	6.07564	2,828.61	2.73495
2,928.22	5.93744	2,928.22	2.60755
3,030.76	5.75389	3,030.76	2.47097
3,137.7	5.82232	3,137.7	2.60834
3,249.02	5.49111	3,249.02	2.54884
3,363.28	5.32002	3,363.28	2.41556
