"Vertical Reflections"
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	55.6306	20.5078	51.9176	20.5078	54.1594
21.9727	60.7621	21.9727	58.7049	21.9727	59.8542
23.4375	61.7037	23.4375	59.9035	23.4375	60.8962
24.9023	63.3701	24.9023	62.0109	24.9023	62.7434
26.3672	64.4351	26.3672	63.3766	26.3672	63.938
27.832	65.9136	27.832	64.9723	27.832	65.4684
29.2969	67.3915	29.2969	66.7036	29.2969	67.0611
30.7617	68.5381	30.7617	67.8236	30.7617	68.1955
32.2266	69.4729	32.2266	68.9578	32.2266	69.223
33.6914	70.4569	33.6914	69.9939	33.6914	70.2316
35.1562	71.4573	35.1562	71.0401	35.1562	71.2537
36.6211	72.2163	36.6211	71.8299	36.6211	72.0274
38.0859	73.1809	38.0859	72.8346	38.0859	73.0112
39.5508	74.106	39.5508	73.7401	39.5508	73.9269
41.0156	74.845	41.0156	74.4143	41.0156	74.635
42.4805	75.4403	42.4805	75.1074	42.4805	75.277
43.9453	76.1456	43.9453	75.79	43.9453	75.9715
45.4102	76.6905	45.4102	76.3261	45.4102	76.5122
46.875	77.2882	46.875	76.9362	46.875	77.1158
48.3398	77.8605	48.3398	77.5145	48.3398	77.6909
51.2695	78.9304	51.2695	78.5879	51.2695	78.7626
52.7344	79.5019	52.7344	79.1666	52.7344	79.3375
54.1992	79.9528	54.1992	79.6168	54.1992	79.788
55.6641	80.4107	55.6641	80.0842	55.6641	80.2506
58.5938	81.3304	58.5938	80.9733	58.5938	81.1555
60.0586	81.7043	60.0586	81.3343	60.0586	81.5232
62.9883	82.5504	62.9883	82.1672	62.9883	82.363
64.4531	82.8655	64.4531	82.4795	64.4531	82.6768
67.3828	83.4794	67.3828	83.0818	67.3828	83.2851
68.8477	83.7141	68.8477	83.3157	68.8477	83.5194
71.7773	84.1403	71.7773	83.7512	71.7773	83.9501
74.707	84.6356	74.707	84.2626	74.707	84.4531
77.6367	84.9814	77.6367	84.5963	77.6367	84.7931
79.1016	85.0332	79.1016	84.643	79.1016	84.8425
82.0312	85.1415	82.0312	84.7378	82.0312	84.9444
84.9609	85.3218	84.9609	84.9589	84.9609	85.1441
87.8906	85.1873	87.8906	84.8278	87.8906	85.0113
90.8203	85.2719	90.8203	84.8534	90.8203	85.0677
95.2148	85.2001	95.2148	84.8219	95.2148	85.0151
98.1445	85.204	98.1445	84.7392	98.1445	84.9778
101.074	85.003	101.074	84.5257	101.074	84.7709
105.469	84.892	105.469	84.4857	105.469	84.6936
108.398	84.8594	108.398	84.4278	108.398	84.649
112.793	84.8611	112.793	84.3365	112.793	84.6067
117.188	84.7403	117.188	84.1794	117.188	84.4689
120.117	84.6483	120.117	84.0912	120.117	84.3787
124.512	84.3562	124.512	83.7977	124.512	84.0859
128.906	84.0557	128.906	83.4446	128.906	83.7609
133.301	83.9575	133.301	83.2767	133.301	83.6304
139.16	83.7165	139.16	82.9994	139.16	83.3727
143.555	83.5912	143.555	82.8233	143.555	83.2242
147.949	83.5313	147.949	82.6675	147.949	83.1209
153.809	83.3254	153.809	82.4722	153.809	82.9197
159.668	83.2578	159.668	82.3643	159.668	82.834
165.527	83.1085	165.527	82.307	165.527	82.7262
171.387	82.915	171.387	82.018	171.387	82.4896
177.246	82.7663	177.246	81.8283	177.246	82.3225
183.105	82.5175	183.105	81.5298	183.105	82.0517
188.965	82.3903	188.965	81.3936	188.965	81.9205
196.289	82.4051	196.289	81.4264	196.289	81.9432
203.613	82.3614	203.613	81.1804	203.613	81.8109
210.938	82.3148	210.938	81.1838	210.938	81.786
218.262	81.9344	218.262	80.9293	218.262	81.4608
225.586	81.9701	225.586	80.8564	225.586	81.4488
232.91	82.1226	232.91	80.8756	232.91	81.5437
241.699	81.8536	241.699	80.4971	241.699	81.2281
250.488	82.1029	250.488	80.3123	250.488	81.2992
259.277	82.1651	259.277	80.6469	259.277	81.472
268.066	81.7752	268.066	79.981	268.066	80.9701
276.855	81.5759	276.855	80.206	276.855	80.9447
287.109	81.2487	287.109	80.115	287.109	80.7187
297.363	81.544	297.363	80.1892	297.363	80.9192
307.617	81.5723	307.617	80.1962	307.617	80.9386
319.336	81.5437	319.336	79.8792	319.336	80.7907
329.59	80.8731	329.59	79.3837	329.59	80.1919
341.309	80.9074	341.309	79.1731	341.309	80.1262
353.027	81.0049	353.027	79.0046	353.027	80.1189
366.211	81.2291	366.211	78.9006	366.211	80.2191
379.395	81.7052	379.395	79.5198	379.395	80.7485
392.578	81.439	392.578	78.9415	392.578	80.3674
405.762	81.5146	405.762	78.8215	405.762	80.3735
420.41	81.8638	420.41	79.602	420.41	80.8785
435.059	81.4036	435.059	78.981	435.059	80.3591
451.172	82.0598	451.172	78.4453	451.172	80.6182
465.82	81.694	465.82	78.7593	465.82	80.47
483.398	81.1898	483.398	78.9685	483.398	80.2196
499.512	81.6348	499.512	78.2899	499.512	80.2767
517.09	81.4396	517.09	78.2278	517.09	80.1241
536.133	81.438	536.133	77.4712	536.133	79.8926
555.176	81.8835	555.176	78.1307	555.176	80.4005
574.219	82.4638	574.219	78.2293	574.219	80.8434
594.727	81.9435	594.727	78.587	594.727	80.5818
615.234	81.5074	615.234	79.1531	615.234	80.4878
637.207	81.7738	637.207	78.5163	637.207	80.4436
659.18	81.4071	659.18	79.2299	659.18	80.4535
682.617	81.3859	682.617	79.7246	682.617	80.6342
707.52	81.7594	707.52	80.1464	707.52	81.0274
732.422	80.8253	732.422	79.7532	732.422	80.3223
757.324	80.8759	757.324	80.0676	757.324	80.4906
785.156	81.6249	785.156	81.0474	785.156	81.3457
811.523	81.1637	811.523	80.4363	811.523	80.8152
840.82	81.261	840.82	80.9848	840.82	81.1251
870.117	80.8855	870.117	80.2855	870.117	80.5959
900.879	81.3208	900.879	80.3894	900.879	80.88
933.105	80.7926	933.105	80.2111	933.105	80.5116
965.332	80.7216	965.332	80.0625	965.332	80.4045
1,000.49	81.2134	1,000.49	80.538	1,000.49	80.8888
1,035.64	81.0529	1,035.64	80.4646	1,035.64	80.7687
1,072.27	81.0379	1,072.27	80.1549	1,072.27	80.6188
1,108.89	80.4091	1,108.89	80.2989	1,108.89	80.3544
1,148.44	79.9332	1,148.44	80.0996	1,148.44	80.0172
1,189.45	79.949	1,189.45	80.132	1,189.45	80.0414
1,230.47	80.1992	1,230.47	80.2311	1,230.47	80.2152
1,274.41	80.8496	1,274.41	80.316	1,274.41	80.591
