"Horizontal Reflections"
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	54.4028	20.5078	52.7501	20.5078	61.9943	20.5078	59.7373
21.9727	60.0978	21.9727	59.3592	21.9727	64.2909	21.9727	62.6861
23.4375	61.1044	23.4375	60.3988	23.4375	65.5262	23.4375	63.8724
24.9023	62.8752	24.9023	62.4652	24.9023	67.0968	24.9023	65.5289
26.3672	63.9555	26.3672	63.8212	26.3672	68.257	26.3672	66.7081
27.832	65.4972	27.832	65.3717	27.832	69.3732	27.832	67.9343
29.2969	67.0369	29.2969	67.0719	29.2969	70.6114	29.2969	69.2808
30.7617	68.1823	30.7617	68.2026	30.7617	71.3773	30.7617	70.155
32.2266	69.1849	32.2266	69.2963	32.2266	72.2177	32.2266	71.0614
33.6914	70.1969	33.6914	70.3219	33.6914	72.974	33.6914	71.9016
35.1562	71.2021	35.1562	71.3748	35.1562	73.8103	35.1562	72.8029
36.6211	71.9726	36.6211	72.1615	36.6211	74.3882	36.6211	73.4495
38.0859	72.9508	38.0859	73.1632	38.0859	75.187	38.0859	74.316
39.5508	73.8717	39.5508	74.0878	39.5508	75.8619	39.5508	75.0806
41.0156	74.5904	41.0156	74.8002	41.0156	76.3759	41.0156	75.6697
42.4805	75.2173	42.4805	75.4465	42.4805	76.9446	42.4805	76.265
43.9453	75.9139	43.9453	76.1488	43.9453	77.5162	43.9453	76.8862
45.4102	76.4589	45.4102	76.6874	45.4102	77.9158	45.4102	77.3416
46.875	77.0616	46.875	77.29	46.875	78.4213	46.875	77.886
48.3398	77.6351	48.3398	77.8714	48.3398	78.9289	48.3398	78.4222
51.2695	78.7101	51.2695	78.9409	51.2695	79.8004	51.2695	79.3763
52.7344	79.2833	52.7344	79.5213	52.7344	80.3191	52.7344	79.9196
54.1992	79.7357	54.1992	79.9696	54.1992	80.6894	54.1992	80.3237
55.6641	80.2055	55.6641	80.4179	55.6641	81.0154	55.6641	80.7059
58.5938	81.1122	58.5938	81.3316	58.5938	81.8577	58.5938	81.578
60.0586	81.485	60.0586	81.6888	60.0586	82.1182	60.0586	81.8839
