5.00000	47.795	-122.588
5.07273	47.793	-123.184
5.14651	47.801	-123.686
5.22137	47.814	-123.592
5.29732	47.816	-123.153
5.37437	47.794	-122.665
5.45254	47.745	-122.163
5.53185	47.666	-121.656
5.61231	47.556	-121.153
5.69394	47.405	-120.657
5.77676	47.212	-120.251
5.86079	47.045	-120.480
5.94604	46.978	-121.722
6.03252	46.952	-123.627
6.12027	46.916	-125.732
6.20929	46.870	-127.996
6.29961	46.816	-130.449
6.39124	46.760	-133.108
6.48420	46.708	-135.826
6.57851	46.681	-137.741
6.67420	46.653	-138.112
6.77128	46.647	-137.210
6.86977	46.654	-135.844
6.96969	46.668	-134.276
7.07107	46.687	-132.505
7.17392	46.713	-130.572
7.27827	46.807	-129.088
7.38413	47.059	-129.046
7.49154	47.437	-130.340
7.60050	47.847	-132.057
7.71105	48.259	-133.783
7.82321	48.670	-135.495
7.93701	49.063	-137.241
8.05245	49.363	-139.251
8.16958	49.526	-141.625
8.28841	49.608	-144.394
8.40896	49.688	-147.347
8.53128	49.779	-150.405
8.65537	49.893	-153.487
8.78126	49.971	-155.968
8.90899	49.945	-157.414
9.03857	49.858	-158.190
9.17004	49.750	-158.809
9.30342	49.619	-159.358
9.43874	49.499	-159.814
9.57603	49.433	-160.093
9.71532	49.451	-160.241
9.85663	49.502	-160.249
10.0000	49.556	-160.180
10.1455	49.635	-160.114
10.2930	49.818	-160.240
10.4427	50.153	-160.722
10.5946	50.541	-161.287
10.7487	50.927	-161.910
10.9051	51.222	-162.752
11.0637	51.296	-163.921
11.2246	51.135	-165.486
11.3879	50.853	-167.408
11.5535	50.554	-169.249
11.7216	50.381	-169.661
11.8921	50.452	-168.034
12.0650	50.714	-164.927
12.2405	51.039	-161.868
12.4186	51.324	-160.173
12.5992	51.524	-160.582
12.7825	51.648	-162.613
12.9684	51.745	-164.963
13.1570	51.817	-166.349
13.3484	51.795	-165.836
13.5426	51.746	-163.928
13.7395	51.719	-161.731
13.9394	51.705	-160.107
14.1421	51.703	-159.491
14.3478	51.690	-159.345
14.5565	51.677	-158.514
14.7683	51.649	-155.814
14.9831	51.668	-151.266
15.2010	51.827	-146.222
15.4221	52.184	-142.351
15.6464	52.721	-140.699
15.8740	53.299	-139.987
16.1049	53.750	-138.917
16.3392	54.028	-136.691
16.5768	54.223	-133.839
16.8179	54.494	-131.417
17.0626	54.867	-130.003
17.3107	55.290	-129.161
17.5625	55.645	-127.212
17.8180	55.939	-122.964
18.0771	56.304	-117.677
18.3401	56.972	-113.104
18.6068	57.937	-110.028
18.8775	58.989	-108.371
19.1521	59.905	-107.886
