"Estimated In-Room Response"	
"Estimated In-Room Response"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	71.4712
21.2402	70.539
21.9727	71.2594
22.7051	71.2166
23.4375	70.4973
24.1699	69.9716
25.6348	69.8797
26.3672	68.7431
27.0996	67.7347
27.832	68.0131
29.2969	70.535
30.0293	71.8995
31.4941	75.9121
32.2266	78.3358
33.6914	81.8451
34.4238	83.1888
35.8887	86.3631
37.3535	88.8847
38.8184	90.9907
39.5508	91.9302
41.0156	93.814
42.4805	95.4215
43.9453	97.172
45.4102	98.6318
47.6074	100.686
49.0723	101.917
50.5371	103.037
52.7344	104.452
54.1992	105.273
56.3965	106.424
58.5938	107.303
60.0586	107.757
62.2559	108.54
64.4531	109.122
66.6504	109.602
69.5801	110.257
71.7773	110.717
73.9746	111.131
76.9043	111.634
79.834	112.219
82.7637	112.567
85.6934	112.726
88.623	112.794
91.5527	112.784
94.4824	112.933
98.1445	112.517
101.807	112.298
105.469	111.886
109.131	111.728
112.793	111.599
116.455	111.493
120.85	111.207
125.244	110.876
129.639	110.739
134.033	110.624
138.428	110.472
143.555	110.26
148.682	110.023
153.809	109.817
159.668	109.86
164.795	109.829
170.654	109.542
176.514	109.326
183.105	108.965
189.697	108.845
196.289	108.924
202.881	108.641
210.205	108.455
217.529	108.317
225.586	108.192
232.91	108.33
241.699	108.341
249.756	108.064
258.545	108.114
268.066	107.793
277.588	107.866
287.109	107.839
297.363	107.901
307.617	108.059
318.604	107.87
329.59	107.836
341.309	107.596
353.76	107.517
366.211	107.692
378.662	107.885
392.578	108.897
405.762	107.929
420.41	108.001
435.059	107.901
450.439	108.236
466.553	108.129
482.666	107.899
500.244	107.89
517.822	107.698
536.133	106.71
554.443	107.32
574.219	107.82
594.727	108.034
615.234	108.707
637.207	108.956
659.912	108.792
683.35	108.426
706.787	108.133
731.689	107.878
758.057	107.45
784.424	107.217
812.256	106.39
840.82	106.342
870.85	106.752
901.611	106.928
933.105	106.733
966.064	106.349
999.756	105.346
1,034.91	103.68
1,071.53	104.75
1,109.62	105.818
1,148.44	106.451
1,189.45	106.854
1,231.2	106.696
1,274.41	106.477
1,319.82	106.304
1,365.97	105.59
1,414.31	104.517
1,464.11	106.082
1,515.38	106.858
1,568.85	107.06
1,624.51	106.89
1,681.64	106.111
1,740.97	106.178
1,802.49	105.946
1,866.21	105.908
1,932.13	105.417
2,000.24	105.701
2,070.56	106.282
2,143.8	105.743
2,219.24	105.198
2,297.61	105.621
2,378.17	106.01
2,462.4	105.245
2,548.83	104.504
2,638.92	104.518
2,731.93	104.135
2,828.61	104.122
2,928.22	103.817
3,031.49	103.272
3,138.43	103.3
3,249.02	102.799
3,363.28	102.491
3,481.93	102.513
3,604.98	102.594
3,732.42	102.827
3,863.53	103.274
3,999.76	103.399
4,141.11	103.886
4,286.87	104.44
4,438.48	104.846
4,594.48	104.883
4,757.08	104.21
4,924.8	104.069
5,098.39	103.886
5,277.83	104.048
5,463.87	104.022
5,656.49	104.145
5,856.45	104.897
6,062.99	105.149
6,276.86	105.157
6,498.05	105.488
6,727.29	105.656
6,964.6	105.533
7,209.96	105.362
7,464.11	105.259
7,727.78	105.292
8,000.24	105.815
8,282.23	106.359
8,574.46	106.561
8,876.22	106.532
9,189.7	106.458
9,513.43	106.517
9,848.88	106.745
10,196.8	107.129
10,556.4	107.383
10,928.5	107.535
11,313.7	107.673
11,712.9	107.739
12,126	107.826
12,553.7	108.204
12,996.1	108.498
13,454.6	108.646
13,928.5	108.646
14,419.9	108.676
14,928.2	108.86
15,454.8	109.175
15,999.8	109.241
16,564.5	109.186
17,148.2	109.389
17,753.2	109.605
18,379.4	109.183
19,027.6	108.688
19,698.5	107.657
19,999.5	106.875
