* Measurement data measured by REW V5.20 Beta 53
* Source: C:\Users\Napie\Music\REW\Top Speakers\New Folder\1-DI.txt
* Format: Comma/Tab/Space delimited data
* Dated: May 26, 2020 2:36:57 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Measurement imported from C:\Users\Napie\Music\REW\Top Speakers\New Folder\1-DI.txt Format: Comma/Tab/Space delimited data 623 values loaded, 5 Hz to 39,792 Hz log spaced 
* Measurement: 1-DI
* Smoothing: None
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
20.000000	51.052036	-38.2371
20.144928	51.007599	-38.0504
20.290907	50.973022	-37.8941
20.437943	50.979118	-37.8604
20.586044	50.973011	-37.8560
20.735220	50.885647	-37.8085
20.885475	50.796089	-37.7471
21.036821	50.786442	-37.6640
21.189262	50.779026	-37.5971
21.342808	50.705166	-37.5992
21.497467	50.619106	-37.6170
21.653246	50.571255	-37.6390
21.810154	50.505112	-37.5911
21.968201	50.348072	-37.3675
22.127390	50.198143	-37.0514
22.287735	50.164886	-36.6749
22.449242	50.142029	-36.2863
22.611917	50.040237	-36.0049
22.775772	49.917156	-35.6505
22.940815	49.793091	-35.0218
23.107054	49.691113	-34.3000
23.274498	49.670898	-33.6555
23.443153	49.643070	-32.9221
23.613033	49.490673	-31.9902
23.784142	49.355087	-30.8581
23.956491	49.355141	-29.3619
24.130091	49.442856	-27.8796
24.304947	49.629173	-26.7399
24.481071	49.855690	-25.9288
24.658470	50.070587	-25.6117
24.837156	50.264755	-25.5789
25.017136	50.388794	-25.6448
25.198421	50.511864	-25.9006
25.381020	50.708622	-26.3082
25.564941	50.913811	-27.0711
25.750195	51.118568	-28.5130
25.936790	51.227951	-30.2367
26.124741	51.104332	-32.0579
26.314051	50.866402	-33.6600
26.504732	50.573666	-34.5821
26.696796	50.267361	-35.0716
26.890253	50.031887	-35.2283
27.085112	49.797287	-35.0384
27.281382	49.499187	-34.5678
27.479073	49.204380	-33.6775
27.678198	48.934704	-32.1252
27.878765	48.761150	-30.2857
28.080786	48.794800	-28.3563
28.284271	48.937748	-26.6311
28.489231	49.146378	-25.5420
28.695675	49.367706	-24.8737
28.903616	49.517059	-24.5902
29.113064	49.645824	-24.5829
29.324028	49.779640	-24.6774
29.536524	49.911839	-25.0334
29.750557	50.077522	-25.8443
29.966141	50.176949	-26.8368
30.183289	50.080418	-27.8709
30.402010	49.912231	-28.7391
30.622314	49.750633	-29.0855
30.844217	49.605156	-29.2149
31.067726	49.540020	-29.3436
31.292856	49.469139	-29.3850
31.519617	49.300320	-29.3689
31.748020	49.115223	-29.1614
31.978081	48.960541	-28.5566
32.209808	48.850105	-27.7990
32.443211	48.833427	-27.0589
32.678310	48.849968	-26.3559
32.915108	48.838943	-25.7521
33.153625	48.849964	-25.2905
33.393871	48.940117	-25.0426
