"Estimated In-Room Response"	
"Estimated In-Room Response"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	60.4952
21.2402	58.3455
21.9727	59.4394
22.7051	62.4248
23.4375	64.8166
24.1699	65.9601
25.6348	67.1399
26.3672	67.5198
27.0996	67.7942
27.832	68.4444
29.2969	69.9184
30.0293	70.608
31.4941	71.7677
32.2266	72.1228
33.6914	72.6751
34.4238	72.802
35.8887	73.1231
37.3535	73.5241
38.8184	74.0392
39.5508	74.2949
41.0156	75.1798
42.4805	75.6562
43.9453	76.2177
45.4102	76.7285
47.6074	77.4457
49.0723	77.8904
50.5371	78.3297
52.7344	78.985
54.1992	79.3953
56.3965	79.9674
58.5938	80.5309
60.0586	80.9699
62.2559	81.5797
64.4531	82.1539
66.6504	82.6741
69.5801	83.4021
71.7773	83.909
73.9746	84.4573
76.9043	85.1323
79.834	85.7596
82.7637	86.4186
85.6934	86.9121
88.623	87.4392
91.5527	87.8546
94.4824	88.2982
98.1445	88.7227
101.807	89.0945
105.469	89.3352
109.131	89.6416
112.793	89.8796
116.455	89.9911
120.85	90.0955
125.244	90.0212
129.639	89.8396
134.033	89.73
138.428	89.6189
143.555	89.3785
148.682	89.1916
153.809	89.0265
159.668	89.0087
164.795	88.8174
170.654	88.5664
176.514	88.3299
183.105	88.0445
189.697	87.8346
196.289	87.79
202.881	87.6837
210.205	87.4613
217.529	87.2786
225.586	87.2104
232.91	87.3541
241.699	86.9625
249.756	87.0774
258.545	87.142
268.066	86.7741
277.588	87.0298
287.109	86.9256
297.363	87.1656
307.617	86.6926
318.604	86.3792
329.59	86.5668
341.309	85.9163
353.76	86.441
366.211	86.4194
378.662	86.4363
392.578	85.445
405.762	85.1583
420.41	85.291
435.059	85.5651
450.439	86.1719
466.553	86.319
482.666	86.0543
500.244	85.4972
517.822	84.7894
536.133	85.175
554.443	85.0984
574.219	85.2291
594.727	85.9491
615.234	85.9372
637.207	85.7071
659.912	85.8294
683.35	87.0217
706.787	87.4939
731.689	87.4553
758.057	87.9496
784.424	87.2226
812.256	86.8086
840.82	87.3743
870.85	87.4243
901.611	86.9843
933.105	87.2643
966.064	87.0093
999.756	86.8753
1,034.91	86.9415
1,071.53	86.7682
1,109.62	86.1184
1,148.44	86.4097
1,189.45	86.9133
1,231.2	87.3325
1,274.41	87.0931
1,319.82	86.4993
1,365.97	85.9064
1,414.31	85.5371
1,464.11	85.2409
1,515.38	84.9394
1,568.85	84.6674
1,624.51	83.9715
1,681.64	83.5561
1,740.97	83.5504
1,802.49	83.4308
1,866.21	83.5723
1,932.13	83.4088
2,000.24	83.5928
2,070.56	84.1195
2,143.8	83.9541
2,219.24	83.413
2,297.61	83.429
2,378.17	83.6397
2,462.4	83.301
2,548.83	83.2001
2,638.92	83.5522
2,731.93	83.8058
2,828.61	84.5072
2,928.22	84.792
3,031.49	85.1449
3,138.43	85.6786
3,249.02	86.1418
3,363.28	86.0278
3,481.93	86.1893
3,604.98	86.0832
3,732.42	85.6699
3,863.53	85.8985
3,999.76	86.2487
4,141.11	86.2518
4,286.87	86.6705
4,438.48	86.7773
4,594.48	86.9059
4,757.08	86.9833
4,924.8	87.1005
5,098.39	87.0542
5,277.83	86.6908
5,463.87	86.5373
5,656.49	86.0252
5,856.45	86.0317
6,062.99	86.1755
6,276.86	86.3506
6,498.05	86.1535
6,727.29	86.4221
6,964.6	86.1405
7,209.96	85.6807
7,464.11	85.1917
7,727.78	84.6516
8,000.24	84.7891
8,282.23	85.5334
8,574.46	85.839
8,876.22	85.5788
9,189.7	84.9933
9,513.43	84.5868
9,848.88	84.7868
10,196.8	84.9189
10,556.4	84.8389
10,928.5	84.5096
11,313.7	84.0789
11,712.9	83.6008
12,126	83.612
12,553.7	83.9544
12,996.1	83.8406
13,454.6	83.2903
13,928.5	82.6983
14,419.9	82.5541
14,928.2	82.555
15,454.8	81.8295
15,999.8	80.4796
16,564.5	79.2359
17,148.2	81.4129
17,753.2	80.6431
18,379.4	79.1908
19,027.6	78.1354
19,698.5	77.1027
19,999.5	76.512
