"Estimated In-Room Response"
"Estimated In-Room Response"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	53.5375
21.9727	55.4267
23.4375	56.207
24.9023	56.8199
26.3672	57.575
27.832	58.6019
29.2969	59.3932
30.7617	60.3484
32.2266	61.1381
33.6914	61.46
35.1563	62.3324
36.6211	62.6462
38.0859	63.9368
39.5508	64.3606
41.0156	64.6508
42.4805	65.8332
43.9453	66.3942
45.4102	66.3676
46.875	67.1183
48.3398	67.8579
51.2695	68.6492
52.7344	69.2361
54.1992	69.6674
55.6641	70.1428
58.5938	71.1592
60.0586	71.5436
62.9883	72.382
64.4531	72.8415
67.3828	73.6171
68.8477	73.9943
71.7773	74.8099
74.707	75.6486
77.6367	76.2883
79.1016	76.5979
82.0313	77.2384
84.9609	77.8341
87.8906	78.4763
90.8203	79.1151
95.2148	79.8382
98.1445	80.4579
101.074	80.9279
105.469	81.5635
108.398	81.9377
112.793	82.4815
117.188	82.9528
120.117	83.3058
124.512	83.6382
128.906	83.8826
133.301	84.1093
139.16	84.3019
143.555	84.3519
147.949	84.3691
153.809	84.3356
159.668	84.3646
165.527	84.3494
171.387	84.2196
177.246	84.0156
183.105	83.7717
188.965	83.606
196.289	83.5098
203.613	83.2841
210.938	83.0116
218.262	82.8092
225.586	82.6411
232.91	82.4388
241.699	82.1316
250.488	81.79
259.277	81.9461
268.066	81.7367
276.855	81.6194
287.109	81.6877
297.363	81.349
307.617	81.31
319.336	81.0429
329.59	81.0403
341.309	81.0231
353.027	80.7757
366.211	80.852
379.395	81.0895
392.578	80.9633
405.762	80.6609
420.41	80.8505
435.059	80.7307
451.172	80.8196
465.82	80.8177
483.398	80.839
499.512	80.7722
517.09	80.871
536.133	80.3955
555.176	80.8067
574.219	80.9287
594.727	81.0227
615.234	81.3295
637.207	81.5666
659.18	80.8679
682.617	80.738
707.52	81.0972
732.422	81.7574
757.324	81.9758
785.156	82.233
811.523	81.8023
840.82	81.891
870.117	81.6987
900.879	81.7093
933.105	81.9014
965.332	82.0051
1,000.49	82.223
1,035.64	82.4991
1,072.27	82.9606
1,108.89	83.2383
1,148.44	83.4008
1,189.45	83.3668
1,230.47	83.5154
1,274.41	83.2452
1,319.82	82.7119
1,366.7	82.0481
1,413.57	81.7773
1,463.38	81.5709
1,516.11	81.5906
1,568.85	81.142
1,624.51	80.4785
1,681.64	81.0643
1,741.7	82.1086
1,803.22	82.3016
1,866.21	82.4487
1,932.13	82.5449
1,999.51	82.9391
2,069.82	82.5306
2,143.07	82.57
2,219.24	83.4191
2,296.88	83.2495
2,378.91	83.2653
2,462.4	83.5263
2,548.83	82.5027
2,639.65	83.022
2,731.93	82.9654
2,828.61	82.4202
2,928.22	82.9227
3,030.76	82.8422
3,137.7	82.6359
3,249.02	82.7588
3,363.28	82.8147
3,481.93	82.8715
3,604.98	82.8565
3,732.42	82.6871
3,864.26	83.2192
4,000.49	82.7056
4,141.11	83.1793
4,287.6	83.4836
4,438.48	83.5943
4,595.21	83.4759
4,756.35	83.6448
4,924.8	83.2992
5,097.66	83.4839
5,277.83	83.2668
5,463.87	82.8645
5,657.23	82.6906
5,856.45	82.629
6,062.99	82.5218
6,276.86	82.5292
6,498.05	82.6419
6,726.56	82.6284
6,963.87	82.5374
7,209.96	82.3666
7,464.84	82.048
7,727.05	81.7514
7,999.51	81.6262
8,282.23	81.4791
8,573.73	81.4293
8,876.95	81.519
9,188.96	81.5497
9,514.16	81.4386
9,849.61	81.2959
10,196.8	81.2266
10,555.7	81.2571
10,927.7	81.218
11,313	81.0156
11,712.9	80.9435
12,126	80.9208
12,553.7	80.7405
12,996.1	80.4117
13,454.6	80.0241
13,929.2	79.6901
14,419.9	79.3764
14,928.2	79.3296
15,455.6	79.4712
16,000.5	79.8083
16,564.5	79.5712
17,148.9	79.2976
17,752.4	79.812
18,379.4	80.5547
19,026.9	81.2038
19,697.8	81.6494
19,999.5	81.7887
