"Directivity Index"
"Sound Power DI"		"Early Reflections DI"
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	-3.03076	20.5078	-0.0200245
21.2402	-4.50882	21.2402	-1.17997
21.9727	-2.32191	21.9727	0.088246
22.7051	-2.42399	22.7051	0.241645
23.4375	-4.2313	23.4375	-1.15803
24.1699	-3.29108	24.1699	-0.530899
25.6348	-2.99622	25.6348	-0.433598
26.3672	-3.03419	26.3672	-0.503541
27.0996	-3.22607	27.0996	-0.690897
27.832	-2.79087	27.832	-0.501004
29.2969	-2.36849	29.2969	-0.355159
30.0293	-2.47686	30.0293	-0.385358
31.4941	-2.24976	31.4941	-0.362584
32.2266	-2.39175	32.2266	-0.449055
33.6914	-2.10292	33.6914	-0.352778
34.4238	-2.14048	34.4238	-0.367774
35.8887	-2.16866	35.8887	-0.439369
37.3535	-2.07057	37.3535	-0.452052
38.8184	-1.85496	38.8184	-0.396722
39.5508	-1.76889	39.5508	-0.372833
41.0156	-1.66805	41.0156	-0.344406
42.4805	-1.67791	42.4805	-0.384658
43.9453	-1.5128	43.9453	-0.342778
45.4102	-1.42525	45.4102	-0.326039
47.6074	-1.30327	47.6074	-0.306737
49.0723	-1.21987	49.0723	-0.290796
50.5371	-1.15972	50.5371	-0.283317
52.7344	-1.03667	52.7344	-0.256192
54.1992	-0.964792	54.1992	-0.24062
56.3965	-0.868282	56.3965	-0.218565
58.5938	-0.792684	58.5938	-0.203341
60.0586	-0.746084	60.0586	-0.194796
62.2559	-0.665426	62.2559	-0.174319
64.4531	-0.622403	64.4531	-0.167943
66.6504	-0.591713	66.6504	-0.166088
69.5801	-0.556132	69.5801	-0.164837
71.7773	-0.528865	71.7773	-0.162861
73.9746	-0.50883	73.9746	-0.163033
76.9043	-0.491781	76.9043	-0.165852
79.834	-0.481551	79.834	-0.170588
82.7637	-0.45084	82.7637	-0.166181
85.6934	-0.414422	85.6934	-0.157846
88.623	-0.424892	88.623	-0.166852
91.5527	-0.450351	91.5527	-0.181632
94.4824	-0.479134	94.4824	-0.198037
98.1445	-0.35157	98.1445	-0.153467
101.807	-0.359215	101.807	-0.160342
105.469	-0.365134	105.469	-0.166094
109.131	-0.334772	109.131	-0.157188
112.793	-0.315434	112.793	-0.152219
116.455	-0.320337	116.455	-0.156563
120.85	-0.273606	120.85	-0.139209
125.244	-0.216472	125.244	-0.115722
129.639	-0.222735	129.639	-0.122076
134.033	-0.213036	134.033	-0.120244
138.428	-0.261566	138.428	-0.135195
143.555	-0.153639	143.555	-0.0888752
148.682	-0.0697132	148.682	-0.0557634
153.809	-0.046097	153.809	-0.0482508
159.668	-0.0110805	159.668	-0.0327241
164.795	0.058166	164.795	-0.00633741
170.654	0.0504365	170.654	-0.00694155
176.514	0.0534643	176.514	-0.00212518
183.105	0.127157	183.105	0.0329117
