"Vertical Reflections"
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	42.8141	20.5078	38.1751	20.5078	41.0866
21.2402	43.1245	21.2402	41.8769	21.2402	42.5453
21.9727	45.2949	21.9727	41.5896	21.9727	43.826
22.7051	45.5514	22.7051	40.1497	22.7051	43.6413
23.4375	46.0466	23.4375	44.9788	23.4375	45.5454
24.1699	46.9127	24.1699	44.7014	24.1699	45.9463
25.6348	48.4722	25.6348	46.2664	25.6348	47.5078
26.3672	49.1807	26.3672	47.2382	26.3672	48.3172
27.0996	49.873	27.0996	48.6117	27.0996	49.288
27.832	50.9721	27.832	49.4608	27.832	50.2819
29.2969	52.655	29.2969	51.1784	29.2969	51.9792
30.0293	53.0042	30.0293	51.4703	30.0293	52.3046
31.4941	54.6596	31.4941	53.3452	31.4941	54.0519
32.2266	55.1944	32.2266	54.0712	32.2266	54.669
33.6914	56.6345	33.6914	55.4701	33.6914	56.0912
34.4238	56.9818	34.4238	55.8848	34.4238	56.4678
35.8887	58.3091	35.8887	57.4853	35.8887	57.9167
37.3535	59.8731	37.3535	59.1905	37.3535	59.5452
38.8184	61.3282	38.8184	60.6935	38.8184	61.0224
39.5508	62.0095	39.5508	61.3763	39.5508	61.7044
41.0156	63.2222	41.0156	62.638	41.0156	62.9399
42.4805	64.5474	42.4805	64.0023	42.4805	64.2834
43.9453	66.0199	43.9453	65.484	43.9453	65.7602
45.4102	67.2917	45.4102	66.7681	45.4102	67.0378
47.6074	69.2644	47.6074	68.7999	47.6074	69.0384
49.0723	70.5629	49.0723	70.1178	49.0723	70.346
50.5371	71.8264	50.5371	71.4014	50.5371	71.6191
52.7344	73.77	52.7344	73.3479	52.7344	73.564
54.1992	75.0584	54.1992	74.6483	54.1992	74.8582
56.3965	76.9007	56.3965	76.4895	56.3965	76.7
58.5938	78.5538	58.5938	78.1376	58.5938	78.3507
60.0586	79.6096	60.0586	79.2012	60.0586	79.4102
62.2559	81.0692	62.2559	80.649	62.2559	80.8642
64.4531	82.2691	64.4531	81.8539	64.4531	82.0665
66.6504	83.2245	66.6504	82.8207	66.6504	83.0273
69.5801	84.0376	69.5801	83.6493	69.5801	83.8478
71.7773	84.3521	71.7773	83.9821	71.7773	84.171
73.9746	84.4442	73.9746	84.0959	73.9746	84.2736
76.9043	84.3698	76.9043	84.0445	76.9043	84.2102
79.834	84.1716	79.834	83.8636	79.834	84.0203
82.7637	83.9916	82.7637	83.6918	82.7637	83.8443
85.6934	83.8031	85.6934	83.5086	85.6934	83.6583
88.623	83.6218	88.623	83.335	88.623	83.4807
91.5527	83.3766	91.5527	83.0875	91.5527	83.2344
94.4824	83.1965	94.4824	82.9148	94.4824	83.058
98.1445	83.2122	98.1445	82.9427	98.1445	83.0795
101.807	83.1454	101.807	82.8905	101.807	83.0198
105.469	83.0866	105.469	82.8466	105.469	82.9683
109.131	83.1523	109.131	82.9119	109.131	83.0338
112.793	83.2327	112.793	82.9911	112.793	83.1135
116.455	83.2293	116.455	82.9981	116.455	83.1153
120.85	83.3539	120.85	83.1116	120.85	83.2345
125.244	83.5253	125.244	83.2302	125.244	83.3803
129.639	83.5288	129.639	83.2606	129.639	83.3968
134.033	83.5235	134.033	83.2375	134.033	83.3829
138.428	83.6614	138.428	83.3615	138.428	83.5141
143.555	83.8047	143.555	83.4425	143.555	83.6274
148.682	83.9455	148.682	83.5078	148.682	83.7322
153.809	84.0113	153.809	83.5856	153.809	83.8036
159.668	84.1887	159.668	83.7338	159.668	83.9672
164.795	84.3354	164.795	83.8636	164.795	84.1059
170.654	84.3817	170.654	83.9084	170.654	84.1515
176.514	84.3633	176.514	83.852	176.514	84.1152
183.105	84.3544	183.105	83.7256	183.105	84.0514
189.697	84.3748	189.697	83.8454	189.697	84.1181
196.289	84.4037	196.289	83.8455	196.289	84.1336
202.881	84.4592	202.881	83.8475	202.881	84.1641
210.205	84.4309	210.205	83.7078	210.205	84.0844
217.529	84.4255	217.529	83.6784	217.529	84.068
225.586	84.4234	225.586	83.4682	225.586	83.972
232.91	84.5775	232.91	83.5027	232.91	84.0733
241.699	84.3928	241.699	83.5379	241.699	83.9863
249.756	84.573	249.756	83.5601	249.756	84.096
258.545	84.4025	258.545	83.4989	258.545	83.9741
268.066	84.2065	268.066	83.2146	268.066	83.7388
277.588	84.207	277.588	82.9587	277.588	83.6275
287.109	84.0216	287.109	83.2573	287.109	83.6562
297.363	83.8902	297.363	83.0309	297.363	83.4817
307.617	83.8619	307.617	82.8874	307.617	83.4019
318.604	83.7427	318.604	82.764	318.604	83.2808
329.59	83.9524	329.59	82.6367	329.59	83.3442
341.309	83.8616	341.309	82.2448	341.309	83.128
353.76	84.4046	353.76	82.3684	353.76	83.5048
366.211	84.3052	366.211	82.3522	366.211	83.4376
378.662	84.474	378.662	82.3176	378.662	83.5283
392.578	84.0718	392.578	81.6443	392.578	83.0255
405.762	84.1122	405.762	82.1791	405.762	83.2523
420.41	84.3334	420.41	82.6591	420.41	83.5764
435.059	83.8049	435.059	82.293	435.059	83.1144
450.439	83.8626	450.439	82.3844	450.439	83.1861
466.553	83.4738	466.553	82.0746	466.553	82.8303
482.666	83.3721	482.666	81.7944	482.666	82.6545
500.244	83.9305	500.244	82.232	500.244	83.1637
517.822	83.4355	517.822	81.8896	517.822	82.731
536.133	83.9054	536.133	80.9117	536.133	82.6616
554.443	84.5743	554.443	81.4111	554.443	83.2745
574.219	83.9349	574.219	81.5633	574.219	82.909
594.727	83.0384	594.727	80.3253	594.727	81.8903
615.234	83.6359	615.234	80.5499	615.234	82.3614
637.207	83.8391	637.207	80.6939	637.207	82.5452
659.912	83.6094	659.912	80.8707	659.912	82.4524
683.35	84.0231	683.35	81.2205	683.35	82.8441
706.787	84.2181	706.787	81.1251	706.787	82.9413
731.689	84.2681	731.689	81.4905	731.689	83.0976
758.057	84.774	758.057	81.946	758.057	83.5863
784.424	84.513	784.424	82.2049	784.424	83.5105
812.256	84.5151	812.256	82.1775	812.256	83.5017
840.82	84.3423	840.82	82.2452	840.82	83.4191
870.85	83.871	870.85	81.878	870.85	82.9878
901.611	84.0962	901.611	81.825	901.611	83.1074
933.105	84.0513	933.105	81.6211	933.105	83.004
966.064	84.0932	966.064	81.7001	966.064	83.0595
999.756	83.8207	999.756	83.4577	999.756	83.643
1,034.91	84.233	1,034.91	84.0584	1,034.91	84.1466
1,071.53	84.5113	1,071.53	84.633	1,071.53	84.5725
1,109.62	84.908	1,109.62	84.3802	1,109.62	84.6521
1,148.44	84.9058	1,148.44	83.7932	1,148.44	84.385
1,189.45	84.3214	1,189.45	83.0076	1,189.45	83.714
1,231.2	84.4647	1,231.2	83.0419	1,231.2	83.8113
1,274.41	84.289	1,274.41	82.8828	1,274.41	83.6425
1,319.82	84.4393	1,319.82	82.3567	1,319.82	83.5216
1,365.97	84.1353	1,365.97	82.7314	1,365.97	83.4898
1,414.31	84.4331	1,414.31	83.3711	1,414.31	83.9345
1,464.11	84.8147	1,464.11	83.5405	1,464.11	84.2242
1,515.38	85.7423	1,515.38	82.5099	1,515.38	84.4202
1,568.85	84.7892	1,568.85	79.6847	1,568.85	82.9473
1,624.51	85.471	1,624.51	83.5606	1,624.51	84.62
1,681.64	85.5982	1,681.64	84.1127	1,681.64	84.9187
1,740.97	84.7661	1,740.97	84.105	1,740.97	84.4481
1,802.49	84.6999	1,802.49	83.6344	1,802.49	84.1997
1,866.21	83.9999	1,866.21	82.4118	1,866.21	83.2781
1,932.13	83.6064	1,932.13	81.7057	1,932.13	82.7592
2,000.24	83.2644	2,000.24	80.4898	2,000.24	82.095
2,070.56	82.161	2,070.56	78.3755	2,070.56	80.6683
2,143.8	81.2305	2,143.8	77.2728	2,143.8	79.6877
2,219.24	79.5918	2,219.24	77.1774	2,219.24	78.5502
2,297.61	79.4073	2,297.61	77.3158	2,297.61	78.4863
2,378.17	79.1092	2,378.17	75.0907	2,378.17	77.5491
2,462.4	78.3204	2,462.4	73.7649	2,462.4	76.6144
2,548.83	78.1273	2,548.83	72.5165	2,548.83	76.1712
2,638.92	78.5585	2,638.92	75.1067	2,638.92	77.1669
2,731.93	77.8578	2,731.93	75.5615	2,731.93	76.8597
2,828.61	78.1514	2,828.61	77.1443	2,828.61	77.677
2,928.22	77.9739	2,928.22	77.4505	2,928.22	77.7201
3,031.49	77.2751	3,031.49	79.3658	3,031.49	78.445
3,138.43	78.4019	3,138.43	79.7249	3,138.43	79.1136
3,249.02	79.3792	3,249.02	80.4605	3,249.02	79.9534
3,363.28	79.36	3,363.28	80.9936	3,363.28	80.2531
3,481.93	79.691	3,481.93	80.9699	3,481.93	80.3774
3,604.98	79.909	3,604.98	81.5526	3,604.98	80.8081
3,732.42	80.1111	3,732.42	81.4148	3,732.42	80.8117
3,863.53	80.0346	3,863.53	81.4607	3,863.53	80.8059
3,999.76	79.6557	3,999.76	81.2994	3,999.76	80.5548
4,141.11	79.0413	4,141.11	80.923	4,141.11	80.0833
4,286.87	78.7517	4,286.87	80.4554	4,286.87	79.6866
4,438.48	79.2769	4,438.48	79.8195	4,438.48	79.5566
4,594.48	79.6119	4,594.48	79.2086	4,594.48	79.4149
4,757.08	80.0933	4,757.08	78.8559	4,757.08	79.5185
4,924.8	80.5517	4,924.8	78.4912	4,924.8	79.6425
5,098.39	80.8463	5,098.39	78.229	5,098.39	79.7319
5,277.83	81.4392	5,277.83	77.6432	5,277.83	79.9434
5,463.87	81.3158	5,463.87	77.374	5,463.87	79.7776
5,656.49	81.7594	5,656.49	77.2579	5,656.49	80.0675
5,856.45	81.8059	5,856.45	78.4283	5,856.45	80.4375
6,062.99	81.9876	6,062.99	79.3438	6,062.99	80.8639
6,276.86	81.7423	6,276.86	79.541	6,276.86	80.7796
6,498.05	81.2405	6,498.05	78.6727	6,498.05	80.1437
6,727.29	80.875	6,727.29	77.5796	6,727.29	79.5326
6,964.6	80.4849	6,964.6	76.8314	6,964.6	79.0315
7,209.96	80.5788	7,209.96	76.4651	7,209.96	78.9919
7,464.11	80.3617	7,464.11	76.1871	7,464.11	78.7578
7,727.78	79.8589	7,727.78	76.0907	7,727.78	78.3713
8,000.24	79.2738	8,000.24	76.4244	8,000.24	78.0787
8,282.23	78.8917	8,282.23	77.0353	8,282.23	78.062
8,574.46	79.2898	8,574.46	77.3519	8,574.46	78.4281
8,876.22	79.9657	8,876.22	77.4161	8,876.22	78.8754
9,189.7	80.5708	9,189.7	77.3491	9,189.7	79.2521
9,513.43	80.5282	9,513.43	77.7072	9,513.43	79.3428
9,848.88	80.488	9,848.88	77.9487	9,848.88	79.4014
10,196.8	80.204	10,196.8	77.8161	10,196.8	79.1721
10,556.4	80.2788	10,556.4	76.9975	10,556.4	78.9409
10,928.5	80.537	10,928.5	76.0232	10,928.5	78.8419
11,313.7	80.4373	11,313.7	75.3621	11,313.7	78.6024
11,712.9	79.8509	11,712.9	75.1259	11,712.9	78.1016
12,126	79.1555	12,126	74.9747	12,126	77.5499
12,553.7	79.1129	12,553.7	75.1995	12,553.7	77.5828
12,996.1	79.3403	12,996.1	75.0916	12,996.1	77.716
13,454.6	79.2946	13,454.6	74.5258	13,454.6	77.5343
13,928.5	79.6002	13,928.5	73.8891	13,928.5	77.6227
14,419.9	79.449	14,419.9	73.1684	14,419.9	77.357
14,928.2	79.5654	14,928.2	72.5992	14,928.2	77.3509
15,454.8	79.3511	15,454.8	71.8438	15,454.8	77.0506
15,999.8	78.592	15,999.8	70.5464	15,999.8	76.2144
16,564.5	77.3303	16,564.5	68.1982	16,564.5	74.8204
17,148.2	76.3297	17,148.2	66.0294	17,148.2	73.7069
17,753.2	75.7361	17,753.2	64.5548	17,753.2	73.0447
18,379.4	74.4554	18,379.4	61.5454	18,379.4	71.6618
19,027.6	72.4687	19,027.6	58.2152	19,027.6	69.6185
19,698.5	71.3686	19,698.5	61.4147	19,698.5	68.7764
19,999.5	71.5785	19,999.5	61.5368	19,999.5	68.9784
