"Horizontal Reflections"
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	48.2983	20.5078	46.124	20.5078	52.2296	20.5078	50.5195
21.9727	51.6385	21.9727	48.6972	21.9727	53.1363	21.9727	51.9755
23.4375	51.5152	23.4375	49.2276	23.4375	55.3644	23.4375	53.6609
24.9023	53.7581	24.9023	52.2532	24.9023	57.5204	24.9023	55.9223
26.3672	55.9536	26.3672	54.4001	26.3672	58.6719	26.3672	57.3385
27.832	57.6517	27.832	56.2653	27.832	60.1423	27.832	58.8994
29.2969	59.0788	29.2969	58.0919	29.2969	61.8708	29.2969	60.6004
30.7617	59.5602	30.7617	58.7482	30.7617	62.8439	30.7617	61.4607
32.2266	61.5292	32.2266	61.0221	32.2266	64.0935	32.2266	62.9723
33.6914	63.2124	33.6914	62.7377	33.6914	65.2584	33.6914	64.3144
35.1562	64.7731	35.1562	64.1797	35.1562	66.53	35.1562	65.664
36.6211	65.7752	36.6211	65.3793	36.6211	67.8237	36.6211	66.8941
38.0859	66.7673	38.0859	66.5707	38.0859	69.0622	38.0859	68.0872
39.5508	67.9254	39.5508	67.915	39.5508	70.0921	39.5508	69.1989
41.0156	69.5302	41.0156	69.3711	41.0156	70.8621	41.0156	70.2469
42.4805	70.5605	42.4805	70.3821	42.4805	71.8353	42.4805	71.2382
43.9453	71.4175	43.9453	71.3176	43.9453	72.7538	43.9453	72.1504
45.4102	72.3522	45.4102	72.3017	45.4102	73.6088	45.4102	73.0485
46.875	73.3069	46.875	73.2598	46.875	74.3994	46.875	73.9062
48.3398	74.1519	48.3398	74.1193	48.3398	75.1315	48.3398	74.6883
51.2695	75.6977	51.2695	75.6581	51.2695	76.4529	51.2695	76.1026
52.7344	76.378	52.7344	76.3838	52.7344	77.1506	52.7344	76.8043
54.1992	77.075	54.1992	77.0781	54.1992	77.7254	54.1992	77.4312
55.6641	77.597	55.6641	77.5954	55.6641	78.1821	55.6641	77.9152
58.5938	78.3831	58.5938	78.4252	58.5938	78.963	58.5938	78.7097
60.0586	78.813	60.0586	78.8632	60.0586	79.34	60.0586	79.1122
62.9883	79.5558	62.9883	79.6257	62.9883	80.0118	62.9883	79.8209
64.4531	79.8775	64.4531	79.958	64.4531	80.3165	64.4531	80.136
67.3828	80.3899	67.3828	80.5018	67.3828	80.8134	67.3828	80.6483
68.8477	80.6527	68.8477	80.7586	68.8477	81.0115	68.8477	80.8741
71.7773	81.2396	71.7773	81.3417	71.7773	81.5145	71.7773	81.4145
74.707	81.716	74.707	81.8164	74.707	81.9344	74.707	81.86
77.6367	82.0293	77.6367	82.1381	77.6367	82.217	77.6367	82.1592
79.1016	82.1718	79.1016	82.2828	79.1016	82.3433	79.1016	82.2937
82.0312	82.5534	82.0312	82.6706	82.0312	82.7078	82.0312	82.6678
84.9609	82.8124	84.9609	82.9483	84.9609	82.9907	84.9609	82.9448
87.8906	83.0757	87.8906	83.202	87.8906	83.1818	87.8906	83.167
90.8203	83.4385	90.8203	83.5355	90.8203	83.4288	90.8203	83.4606
95.2148	83.8059	95.2148	83.8972	95.2148	83.7406	95.2148	83.7973
98.1445	83.9782	98.1445	84.0701	98.1445	83.9046	98.1445	83.9655
101.074	84.1336	101.074	84.2295	101.074	84.0647	101.074	84.1245
105.469	84.3643	105.469	84.4684	105.469	84.269	105.469	84.3438
108.398	84.5541	108.398	84.6309	108.398	84.3537	108.398	84.4715
112.793	84.8255	112.793	84.8872	112.793	84.5663	112.793	84.7084
117.188	84.9254	117.188	84.9892	117.188	84.6742	117.188	84.813
120.117	85.0131	120.117	85.0655	120.117	84.7361	120.117	84.8842
124.512	85.1913	124.512	85.243	124.512	84.9147	124.512	85.0624
128.906	85.2149	128.906	85.2656	128.906	84.9467	128.906	85.09
133.301	85.3143	133.301	85.3478	133.301	85.0048	133.301	85.1634
139.16	85.3721	139.16	85.3954	139.16	85.025	139.16	85.1991
143.555	85.3989	143.555	85.4086	143.555	85.0227	143.555	85.2072
147.949	85.4715	147.949	85.4462	147.949	84.9903	147.949	85.2167
153.809	85.41	153.809	85.3509	153.809	84.8849	153.809	85.1234
159.668	85.4723	159.668	85.4102	159.668	84.9416	159.668	85.182
165.527	85.5526	165.527	85.4779	165.527	84.9789	165.527	85.2372
171.387	85.5658	171.387	85.4086	171.387	84.7727	171.387	85.118
177.246	85.3985	177.246	85.2947	177.246	84.7085	177.246	85.017
183.105	85.2795	183.105	85.1388	183.105	84.6676	183.105	84.9258
188.965	85.2972	188.965	85.0432	188.965	84.4115	188.965	84.7757
196.289	85.3089	196.289	85.048	196.289	84.2918	196.289	84.7221
203.613	85.168	203.613	84.8968	203.613	84.176	203.613	84.5901
210.938	85.1286	210.938	84.7569	210.938	83.93	210.938	84.4224
218.262	84.896	218.262	84.5624	218.262	83.8481	218.262	84.2727
225.586	84.8185	225.586	84.4276	225.586	83.7099	225.586	84.1492
232.91	84.8458	232.91	84.3755	232.91	83.6173	232.91	84.0961
241.699	84.7654	241.699	84.3541	241.699	83.4161	241.699	83.9768
250.488	84.9913	250.488	84.2989	250.488	82.9417	250.488	83.8023
259.277	84.6642	259.277	84.0944	259.277	82.7709	259.277	83.5816
268.066	84.2856	268.066	83.6625	268.066	82.4859	268.066	83.2278
276.855	83.9547	276.855	83.5034	276.855	82.4269	276.855	83.0719
287.109	83.0959	287.109	82.8146	287.109	83.2186	287.109	83.0859
297.363	84.7049	297.363	83.3102	297.363	82.8563	297.363	83.4016
307.617	85.0658	307.617	83.6274	307.617	82.6978	307.617	83.5159
319.336	84.5372	319.336	83.3509	319.336	81.9535	319.336	82.9692
329.59	84.2297	329.59	83.1403	329.59	81.5353	329.59	82.6458
341.309	84.4958	341.309	83.0081	341.309	81.4295	341.309	82.6393
353.027	84.4868	353.027	83.2062	353.027	81.2335	353.027	82.6214
366.211	84.6752	366.211	83.2131	366.211	80.7409	366.211	82.5009
379.395	84.9021	379.395	83.4952	379.395	81.0724	379.395	82.7829
392.578	84.2895	392.578	83.0103	392.578	80.6575	392.578	82.2832
405.762	84.4005	405.762	82.8037	405.762	80.62	405.762	82.2379
420.41	84.6415	420.41	83.1021	420.41	80.0885	420.41	82.233
435.059	84.3292	435.059	82.9597	435.059	80.162	435.059	82.1055
451.172	84.9152	451.172	83.1507	451.172	79.6297	451.172	82.2049
465.82	84.6616	465.82	83.3494	465.82	79.8157	465.82	82.241
483.398	84.6706	483.398	83.2682	483.398	79.8372	483.398	82.2216
499.512	84.7382	499.512	83.1027	499.512	79.6233	499.512	82.1228
517.09	84.4655	517.09	83.0524	517.09	79.7362	517.09	82.0448
536.133	84.3003	536.133	82.8501	536.133	78.7743	536.133	81.6341
555.176	85.0277	555.176	83.5865	555.176	78.5121	555.176	82.1162
574.219	84.6082	574.219	83.3466	574.219	78.5317	574.219	81.871
594.727	84.3236	594.727	83.0793	594.727	78.6003	594.727	81.6821
615.234	84.3926	615.234	82.9642	615.234	77.8439	615.234	81.4785
637.207	83.9386	637.207	82.7797	637.207	78.1762	637.207	81.32
659.18	84.1089	659.18	82.6704	659.18	78.2026	659.18	81.3465
682.617	85.4052	682.617	83.637	682.617	78.7067	682.617	82.3266
707.52	85.1416	707.52	83.5199	707.52	78.8233	707.52	82.2076
732.422	84.9287	732.422	83.0597	732.422	78.1602	732.422	81.7964
757.324	85.2592	757.324	83.2435	757.324	78.664	757.324	82.1137
785.156	84.7328	785.156	82.4487	785.156	78.0671	785.156	81.4754
811.523	85.1808	811.523	82.3369	811.523	78.452	811.523	81.7211
840.82	85.7819	840.82	82.1933	840.82	77.888	840.82	81.8213
870.117	86.5558	870.117	82.9329	870.117	78.5557	870.117	82.5623
900.879	87.7074	900.879	84.0015	900.879	78.4584	900.879	83.4537
933.105	87.8246	933.105	84.1279	933.105	79.0349	933.105	83.654
965.332	87.5882	965.332	83.9149	965.332	78.2692	965.332	83.3332
1,000.49	87.315	1,000.49	83.4201	1,000.49	77.9489	1,000.49	82.9831
1,035.64	86.934	1,035.64	83.1652	1,035.64	76.6766	1,035.64	82.5069
1,072.27	86.3578	1,072.27	82.761	1,072.27	76.4787	1,072.27	82.0405
1,108.89	86.0297	1,108.89	82.4867	1,108.89	75.6474	1,108.89	81.6601
1,148.44	85.8295	1,148.44	82.2268	1,148.44	75.062	1,148.44	81.3908
1,189.45	85.5712	1,189.45	81.9694	1,189.45	74.5841	1,189.45	81.1063
1,230.47	86.0639	1,230.47	82.3376	1,230.47	74.7944	1,230.47	81.5247
1,274.41	86.1517	1,274.41	82.2414	1,274.41	74.5259	1,274.41	81.5127
1,319.82	86.2456	1,319.82	82.3273	1,319.82	74.2487	1,319.82	81.5662
1,366.7	86.0815	1,366.7	81.7148	1,366.7	73.6568	1,366.7	81.2173
1,413.57	85.7918	1,413.57	81.0996	1,413.57	73.0929	1,413.57	80.8036
1,463.38	84.6684	1,463.38	80.4985	1,463.38	72.2527	1,463.38	79.8673
1,516.11	83.9339	1,516.11	79.8743	1,516.11	71.8194	1,516.11	79.1967
1,568.85	84.1429	1,568.85	79.7387	1,568.85	71.8381	1,568.85	79.2784
1,624.51	84.3973	1,624.51	79.8788	1,624.51	71.3952	1,624.51	79.4356
1,681.64	85.1073	1,681.64	80.4817	1,681.64	72.5394	1,681.64	80.1508
1,741.7	85.5735	1,741.7	80.7446	1,741.7	73.2267	1,741.7	80.5781
1,803.22	85.2594	1,803.22	80.478	1,803.22	73.0335	1,803.22	80.2896
1,866.21	84.6046	1,866.21	79.7776	1,866.21	71.9795	1,866.21	79.5834
1,932.13	83.9364	1,932.13	79.4466	1,932.13	70.9123	1,932.13	78.9816
1,999.51	84.3286	1,999.51	79.6943	1,999.51	70.7149	1,999.51	79.2836
2,069.82	84.6477	2,069.82	80.0188	2,069.82	71.5573	2,069.82	79.6449
2,143.07	84.5962	2,143.07	80.0213	2,143.07	71.1353	2,143.07	79.5808
2,219.24	83.5526	2,219.24	79.1261	2,219.24	70.8445	2,219.24	78.6443
2,296.88	82.889	2,296.88	78.3737	2,296.88	70.0937	2,296.88	77.9457
2,378.91	83.7721	2,378.91	79.8359	2,378.91	71.1925	2,378.91	79.033
2,462.4	84.8373	2,462.4	81.0423	2,462.4	72.3538	2,462.4	80.1542
2,548.83	84.1019	2,548.83	80.7037	2,548.83	72.0395	2,548.83	79.5955
2,639.65	82.6295	2,639.65	79.7831	2,639.65	71.3425	2,639.65	78.4034
2,731.93	82.1631	2,731.93	79.6497	2,731.93	71.3331	2,731.93	78.1155
2,828.61	82.848	2,828.61	80.3596	2,828.61	71.5054	2,828.61	78.7565
2,928.22	83.4613	2,928.22	80.6495	2,928.22	71.791	2,928.22	79.2104
3,030.76	83.6096	3,030.76	80.8017	3,030.76	71.6988	3,030.76	79.3377
3,137.7	83.6319	3,137.7	80.6701	3,137.7	71.4205	3,137.7	79.274
3,249.02	83.1399	3,249.02	80.5887	3,249.02	71.4008	3,249.02	78.9853
3,363.28	83.141	3,363.28	80.5734	3,363.28	70.8213	3,363.28	78.9294
3,481.93	83.7357	3,481.93	81.1585	3,481.93	70.8885	3,481.93	79.4794
3,604.98	84.8386	3,604.98	81.7237	3,604.98	71.1039	3,604.98	80.3085
3,732.42	85.7758	3,732.42	82.1559	3,732.42	71.3729	3,732.42	81.0171
3,864.26	85.3587	3,864.26	81.251	3,864.26	70.8359	3,864.26	80.4231
4,000.49	85.5158	4,000.49	81.1755	4,000.49	70.8861	4,000.49	80.4972
4,141.11	85.6064	4,141.11	81.5289	4,141.11	70.8518	4,141.11	80.6678
4,287.6	84.9372	4,287.6	81.965	4,287.6	71.3344	4,287.6	80.4709
4,438.48	85.0616	4,438.48	82.4121	4,438.48	71.0989	4,438.48	80.703
4,595.21	85.0294	4,595.21	82.4468	4,595.21	72.3532	4,595.21	80.7837
4,756.35	85.777	4,756.35	83.0533	4,756.35	72.9401	4,756.35	81.4622
4,924.8	85.9553	4,924.8	83.4092	4,924.8	73.4198	4,924.8	81.7352
5,097.66	86.1783	5,097.66	82.5908	5,097.66	72.9439	5,097.66	81.5072
5,277.83	86.4058	5,277.83	83.087	5,277.83	72.4828	5,277.83	81.7865
5,463.87	86.3834	5,463.87	82.8409	5,463.87	72.6115	5,463.87	81.6913
5,657.23	86.4137	5,657.23	82.5518	5,657.23	71.5624	5,657.23	81.5442
5,856.45	85.7029	5,856.45	82.322	5,856.45	70.8945	5,856.45	81.0102
6,062.99	85.6226	6,062.99	82.4851	6,062.99	70.8197	6,062.99	81.0232
6,276.86	84.8656	6,276.86	81.7024	6,276.86	69.8238	6,276.86	80.2445
6,498.05	85.1287	6,498.05	82.6735	6,498.05	70.6866	6,498.05	80.8253
6,726.56	85.5089	6,726.56	82.5829	6,726.56	71.5698	6,726.56	81.04
6,963.87	85.7837	6,963.87	82.3139	6,963.87	70.8454	6,963.87	81.0512
7,209.96	85.8302	7,209.96	82.5075	7,209.96	71.6225	7,209.96	81.1923
7,464.84	84.9967	7,464.84	81.7271	7,464.84	71.1828	7,464.84	80.4027
7,727.05	85.1535	7,727.05	82.1414	7,727.05	71.3075	7,727.05	80.6563
7,999.51	84.0925	7,999.51	81.4051	7,999.51	70.2018	7,999.51	79.7225
8,282.23	83.9635	8,282.23	80.3152	8,282.23	68.8812	8,282.23	79.1583
8,573.73	83.8828	8,573.73	80.2613	8,573.73	67.8448	8,573.73	79.0447
8,876.95	84.6372	8,876.95	80.4041	8,876.95	67.0794	8,876.95	79.5299
9,188.96	84.4041	9,188.96	79.2876	9,188.96	66.6909	9,188.96	79.0115
9,514.16	85.933	9,514.16	79.7871	9,514.16	66.467	9,514.16	80.2125
9,849.61	86.6781	9,849.61	79.7713	9,849.61	65.5667	9,849.61	80.7462
10,196.8	87.3774	10,196.8	79.664	10,196.8	64.3696	10,196.8	81.2533
10,555.7	87.5204	10,555.7	79.2631	10,555.7	62.3313	10,555.7	81.2777
10,927.7	87.6471	10,927.7	78.8623	10,927.7	60.8291	10,927.7	81.3074
11,313	87.4905	11,313	78.3406	11,313	60.9641	11,313	81.0965
