"CEA2034"
"On Axis"		"Listening Window"		"Early Reflections"		"Sound Power"		"Sound Power DI"		"Early Reflections DI"		"DI offset"
"Frequency / Hz"	"Sound Pessure Level / dB [0.3V at 1m]"	"Frequency / Hz"	"Sound Pessure Level / dB [0.3V at 1m]"	"Frequency / Hz"	"Sound Pessure Level / dB [0.3V at 1m]"	"Frequency / Hz"	"Sound Pessure Level / dB [0.3V at 1m]"	"Frequency / Hz"	"Sound Pessure Level / dB [0.3V at 1m]"	"Frequency / Hz"	"Sound Pessure Level / dB [0.3V at 1m]"	"Frequency / Hz"	"Sound Pessure Level / dB [0.3V at 1m]"
20.5078	49.2296	20.5078	49.2521	20.5078	49.49	20.5078	49.8035	20.5078	49.9553	20.5078	50.2688	20.5078	50.5067
21.9727	52.4736	21.9727	52.4627	21.9727	52.3441	21.9727	52.3824	21.9727	50.587	21.9727	50.6253	21.9727	50.5067
23.4375	56.2458	23.4375	56.2455	23.4375	56.2291	23.4375	56.4201	23.4375	50.3321	23.4375	50.5231	23.4375	50.5067
24.9023	59.1909	24.9023	59.1875	24.9023	59.1296	24.9023	59.2361	24.9023	50.458	24.9023	50.5646	24.9023	50.5067
26.3672	61.3492	26.3672	61.3437	26.3672	61.2688	26.3672	61.3486	26.3672	50.5017	26.3672	50.5815	26.3672	50.5067
27.832	63.6249	27.832	63.6232	27.832	63.5733	27.832	63.6829	27.832	50.4469	27.832	50.5565	27.832	50.5067
29.2969	65.9933	29.2969	66.0015	29.2969	66.06	29.2969	66.2943	29.2969	50.2139	29.2969	50.4481	29.2969	50.5067
30.7617	68.3083	30.7617	68.3032	30.7617	68.2261	30.7617	68.2736	30.7617	50.5362	30.7617	50.5838	30.7617	50.5067
32.2266	70.4301	32.2266	70.4196	32.2266	70.3012	32.2266	70.2855	32.2266	50.6408	32.2266	50.6251	32.2266	50.5067
33.6914	72.0896	33.6914	72.083	33.6914	71.9965	33.6914	72.0202	33.6914	50.5695	33.6914	50.5931	33.6914	50.5067
35.1563	73.8493	35.1563	73.8471	35.1563	73.8058	35.1563	73.8847	35.1563	50.4691	35.1563	50.548	35.1563	50.5067
36.6211	75.1754	36.6211	75.172	36.6211	75.13	36.6211	75.2104	36.6211	50.4682	36.6211	50.5487	36.6211	50.5067
38.0859	77.4578	38.0859	77.4401	38.0859	77.2575	38.0859	77.1322	38.0859	50.8146	38.0859	50.6893	38.0859	50.5067
39.5508	78.3063	39.5508	78.2909	39.5508	78.1325	39.5508	78.0425	39.5508	50.7551	39.5508	50.6651	39.5508	50.5067
41.0156	79.2903	41.0156	79.2749	41.0156	79.1176	41.0156	79.025	41.0156	50.7565	41.0156	50.6639	41.0156	50.5067
42.4805	80.1064	42.4805	80.0904	42.4805	79.9309	42.4805	79.8323	42.4805	50.7649	42.4805	50.6662	42.4805	50.5067
43.9453	80.8902	43.9453	80.8725	43.9453	80.6995	43.9453	80.5803	43.9453	50.7989	43.9453	50.6798	43.9453	50.5067
45.4102	81.5075	45.4102	81.4889	45.4102	81.3081	45.4102	81.1761	45.4102	50.8195	45.4102	50.6875	45.4102	50.5067
46.875	82.103	46.875	82.0845	46.875	81.9063	46.875	81.7767	46.875	50.8145	46.875	50.6849	46.875	50.5067
48.3398	82.6715	48.3398	82.6514	48.3398	82.4598	48.3398	82.3113	48.3398	50.8468	48.3398	50.6983	48.3398	50.5067
51.2695	83.5524	51.2695	83.5328	51.2695	83.3462	51.2695	83.199	51.2695	50.8405	51.2695	50.6934	51.2695	50.5067
52.7344	83.9506	52.7344	83.9314	52.7344	83.7497	52.7344	83.6088	52.7344	50.8293	52.7344	50.6884	52.7344	50.5067
54.1992	84.3832	54.1992	84.3641	54.1992	84.1862	54.1992	84.0514	54.1992	50.8194	54.1992	50.6845	54.1992	50.5067
55.6641	84.8329	55.6641	84.8132	55.6641	84.6329	55.6641	84.4958	55.6641	50.8241	55.6641	50.687	55.6641	50.5067
